"Model","Sample","MAE","RMSE","R²"
"LM","Test",15.3297146526787,18.8678809663895,0.387178202612352
"ANN","Train",8.86812129765371,11.306885814633,0.7831652628862
"ANN","Test",8.9497223308677,11.3134167178668,0.776142074787767
