"Model","Sample","MAE","RMSE","R²"
"LM","Test",11.1961508381472,13.967412102698,0.213713247196353
"XGBT","Train",2.45180982974938,3.3959422417933,0.95374718787982
"XGBT","Test",2.25197925360667,3.1514514329607,0.960069495863488
