"Model","Sample","MAE","RMSE","R²"
"LM","Test",11.2260655278822,14.0189313927125,0.207905321579897
"SVMR","Train",7.10375234785016,9.5973194055672,0.631441813294014
"SVMR","Test",6.2554854487312,8.7044307686229,0.696754035769072
"BRNN","Train",8.2446077007056,10.5066666845042,0.556272724661886
"BRNN","Test",8.27634237804211,10.5628313065749,0.55038024230162
