"int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_walls","conv_hge_windows","conv_hge_doors","afn_inf_sens_hge","afn_inf_sens_hle","hvac_sens_he","hvac_sens_ce","hvac_total_he","hvac_total_ce","typo","simp","wrap","storey","cond","dwel","room","weather"
0,-8.91304347826087,2.62467191601051,-6.47058823529412,0.70175438596491,1.20240480961923,11.2932604735883,7.17391304347825,0.31152647975079,-4.25531914893618,0,7.75193798449613,41.6666666666667,-1.44499178981937,41.6666666666667,1.31174993022608,"Hip.","01","C10","Térreo","HVAC","L","Dorm. N","Curitiba"
0.125502008032132,-1.23873873873873,-32.7868852459016,1.34086097388848,2.4972855591748,-0.588235294117657,-24.6753246753247,-0.905489530277321,0.983146067415738,-3.27868852459015,0,13.1578947368421,40,0.216262975778539,40,-0.47289923608583,"Hip.","01","C10","Térreo","HVAC","L","Dorm. S","Curitiba"
0.0784108729743702,1.87134502923976,-1.66051660516607,-0.268817204301064,9.52380952380952,2.77410832232496,19.1745485812554,17.4295774647887,1.58562367864694,-33.8983050847458,0,16.9014084507042,NA,-1.36607297250565,NA,1.04636848584325,"Hip.","01","C10","Térreo","HVAC","L","Sala","Curitiba"
-0.0752634219769149,-25.31328320802,12.3762376237624,132.058823529412,-0.471698113207533,-2.54237288135594,10.3365384615384,100.424628450106,-0.795454545454549,9.17431192660551,-66.6666666666667,1.85185185185185,NA,-10.0429184549356,NA,8.85484774892586,"Hip.","01","C10","Térreo","HVAC","NE","Dorm. 1","Curitiba"
-0.100831862868661,-40.1384083044983,13.7149028077754,162.307692307692,9.73597359735975,-3.89105058365759,10.4529616724739,45.3421269579555,-1.26728110599079,9.52380952380953,-66.6666666666667,1.9607843137255,NA,-10.207100591716,NA,9.06735751295336,"Hip.","01","C10","Térreo","HVAC","NE","Dorm. 2","Curitiba"
-0.0126919659855196,-7.83132530120481,8.48126232741617,65.8333333333333,NA,0.488997555012236,6.13207547169811,24.2110112877217,-1.10803324099722,-21.3513513513514,-50,0,NA,-5.51681957186545,NA,4.15237315037633,"Hip.","01","C10","Térreo","HVAC","NE","Sala","Curitiba"
-0.0752823086574826,-25.9445843828716,12.636695018226,133.14121037464,10.4513064133017,-2.70655270655269,0.200803212851416,87.0337477797514,-0.91012514220705,8.26446280991735,-66.6666666666667,1.85185185185185,NA,-10.1946828553486,NA,9.04109589041096,"Hip.","01","C10","Térreo","HVAC","NO","Dorm. 1","Curitiba"
-0.100831862868661,-40.1384083044983,13.7149028077754,161.302681992337,10.2298850574713,-3.89105058365759,9.94940978077573,45.4545454545454,-1.15207373271889,9.70873786407767,-66.6666666666667,1.31578947368421,NA,-10.1942645698427,NA,9.07323395981853,"Hip.","01","C10","Térreo","HVAC","NO","Dorm. 2","Curitiba"
-0.0126919659855196,-7.83919597989949,8.47791798107257,65.8333333333333,6.13207547169811,0.487804878048792,NA,24.3025132580125,-1.10803324099722,-21.3605442176871,-50,0,NA,-5.54433633192583,NA,4.17520491803279,"Hip.","01","C10","Térreo","HVAC","NO","Sala","Curitiba"
0.470996529499251,12.1900826446281,-68.5897435897436,3.99377593360996,10.0502512562814,-48.2428115015975,-5.92885375494071,-26.0306242638398,2.81543274244005,-9.43396226415095,100,9.02777777777778,Inf,4.58885124730521,Inf,-4.90942504594381,"Hip.","01","C10","Térreo","HVAC","SE","Dorm. 1","Curitiba"
0.374344896431245,7.7120822622108,-34.5991561181435,2.8328611898017,-11.7834394904459,-34.5372460496614,-7.71084337349399,-75.4166666666667,2.07039337474119,-14,50,7.29927007299269,NA,4.40302539168018,NA,-4.51925293982015,"Hip.","01","C10","Térreo","HVAC","SE","Dorm. 2","Curitiba"
0.1643904906424,7.89838337182448,-23.7074401008827,4.86827033218787,NA,-19.5052331113226,-4.63378176382661,-41.7618270799347,2.67229254571026,-41.2742382271468,40,7.69230769230768,NA,4.17919131193638,NA,-3.60812970997945,"Hip.","01","C10","Térreo","HVAC","SE","Sala","Curitiba"
0.421731580253036,11.2970711297071,-56.5714285714286,3.79417879417881,-6.27450980392158,-45.9459459459459,7.71929824561403,-27.8145695364238,2.60688216892596,-9.25925925925925,100,8.96551724137931,Inf,4.27887492519449,Inf,-4.52338359315103,"Hip.","01","C10","Térreo","HVAC","SO","Dorm. 1","Curitiba"
0.374344896431245,7.72200772200772,-34.453781512605,2.83486888731397,-7.71084337349399,-34.5372460496614,-11.1111111111111,-76.0504201680672,2.07039337474119,-14,50,7.29927007299269,NA,4.37365010799135,NA,-4.51716985480525,"Hip.","01","C10","Térreo","HVAC","SO","Dorm. 2","Curitiba"
0.151745068285286,7.77058279370955,-23.0287859824781,4.81927710843373,-4.61309523809526,-19.1246431969553,NA,-39.9361022364217,2.67229254571026,-41.0468319559229,40,7.69230769230768,NA,4.11343399148277,NA,-3.5646423956829,"Hip.","01","C10","Térreo","HVAC","SO","Sala","Curitiba"
0,-10.5263157894737,3.470715835141,4.49438202247189,11.0732538330494,1.00603621730382,1.19658119658121,39.4736842105263,0.309597523219801,2.89855072463767,0,0.751879699248133,55.5555555555556,-1.82926829268292,55.5555555555556,1.65936851809174,"Hip.","01","C10","Térreo","HVAC","O","Dorm. N","Curitiba"
0.126167045167806,-2.07064555420219,-240,1.19971771347918,-25.2212389380531,4.47058823529412,7.59493670886076,0.277264325323474,0.825309491059144,2.53164556962024,0,0,44.1176470588236,-0.136518771331036,44.1176470588236,0,"Hip.","01","C10","Térreo","HVAC","O","Dorm. S","Curitiba"
