"seed","storey","area","ratio","height","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","mirror","epw","targ"
4,1,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,60.8101217656012
4,3,108.201171875,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,55.3538812785388
4,3,119.271484375,1.988486328125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,54.8991628614916
4,3,119.271484375,1.174970703125,3.28564453125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,57.8573059360731
4,3,119.271484375,1.174970703125,2.70470703125,38.22890625,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,57.8021308980213
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,4,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,55.7777777777778
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.36822265625,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,56.2043378995434
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,3,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,57.2815829528158
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.50258984375,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,58.4204718417047
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.40600390625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,54.6301369863014
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.20460546875,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,52.2503805175038
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,5.393517578125,0.4933427734375,0.574208984375,1,2.560703125,1,1,80,55.2172754946728
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.2444638671875,0.574208984375,1,2.560703125,1,1,80,56.5152207001522
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.668916015625,1,2.560703125,1,1,80,56.6693302891933
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,0,1,1,80,54.5494672754947
4,3,119.271484375,1.174970703125,2.70470703125,309.88828125,1,0.41880078125,2,0.68205078125,0.63147265625,0.28656640625,4.724931640625,0.4933427734375,0.574208984375,1,2.560703125,1,1,372,55.8093607305936
4,1,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,71.1385083713851
2,3,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,60.5890410958904
2,1,119.271484375,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,66.6598173515982
2,1,108.201171875,1.174970703125,3.28564453125,38.22890625,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,68.2903348554033
2,1,108.201171875,1.988486328125,2.70470703125,38.22890625,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,63.4048706240487
2,1,108.201171875,1.988486328125,3.28564453125,309.88828125,4,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,69.8858447488584
2,1,108.201171875,1.988486328125,3.28564453125,38.22890625,1,0.36822265625,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,65.691400304414
2,1,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.41880078125,3,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,64.2572298325723
2,1,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,2,0.50258984375,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,65.7001522070015
2,1,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,3,0.68205078125,0.40600390625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,65.1457382039574
2,1,108.201171875,1.988486328125,3.28564453125,38.22890625,4,0.36822265625,3,0.50258984375,0.63147265625,0.20460546875,5.393517578125,0.2444638671875,0.668916015625,1,0,1,1,372,67.8557838660578
