"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.3,4,0,0.8,1,0.625,50,6.55245939313006,0.830657794041663,5.08350887862295,0.00476358245863442,0.00100424663272327,0.0196206390989487
0.3,4,0,0.8,1,0.75,50,6.52339843082561,0.832677714917215,5.06863541523705,0.0838393881868615,0.00417437398347884,0.0607937824368199
0.3,4,0,0.8,1,0.875,50,6.47066550840844,0.835578613532096,5.02170477533363,0.0643565126935009,0.0027255102366695,0.0225653212775222
0.3,4,0,0.8,1,1,50,6.51827210006357,0.833107534879251,5.04093937001065,0.140877075707216,0.00740659098589212,0.0757037105195313
0.4,4,0,0.6,1,0.5,50,6.52896436080065,0.830405581876561,5.06743395847776,0.158033924588689,0.00735788490606721,0.0537948914611865
0.4,4,0,0.6,1,0.625,50,6.55543856056336,0.829189183738012,5.08880187324145,0.172259517383697,0.00863023327693878,0.104974225903853
0.4,4,0,0.6,1,0.75,50,6.60645106351862,0.827041427649226,5.09385019674388,0.0791426241720441,0.00461566697661488,0.0917781997492957
0.4,4,0,0.6,1,0.875,50,6.44357412804523,0.835592627226789,4.99367897005678,0.00783806962128395,0.00073229066455209,0.0023848395612285
0.4,4,0,0.6,1,1,50,6.44118581283182,0.83565215419042,4.98346275150936,0.0311213776771848,0.00219424259644589,0.0237033450358488
0.4,4,0,0.8,1,0.5,50,6.33766875707161,0.840280543217718,4.89207833655651,0.059092822093847,0.00241190656664763,0.00127000506961066
0.4,4,0,0.8,1,0.625,50,6.29579482763423,0.841913191009029,4.87455618423368,0.148802096367327,0.00705577695834217,0.0998425298295149
0.4,4,0,0.8,1,0.75,50,6.26326540686195,0.843910898027039,4.85376226950516,0.0260027817552064,0.00200942663698113,0.0350755839980006
0.4,4,0,0.8,1,0.875,50,6.35935049813997,0.839926630566334,4.92670275856111,0.0197960404528374,0.000286758796353227,0.00839293788549738
0.4,4,0,0.8,1,1,50,6.29083755248573,0.842873921709895,4.88522787722932,0.0631741470980939,0.00269028783682932,0.00102600277142869
0.3,5,0,0.6,1,0.5,50,5.95661364145874,0.860390165018577,4.6121787785811,0.222347446936982,0.00974168520411457,0.132008226592079
0.3,5,0,0.6,1,0.625,50,5.85577011555917,0.865856586394546,4.52497500376454,0.141845232246827,0.00617265201660207,0.0733735651774537
0.3,5,0,0.6,1,0.75,50,5.85934430104881,0.865697981513361,4.52619215343696,0.0660896063140955,0.0024359621178964,0.0194306148627045
0.3,5,0,0.6,1,0.875,50,5.85714826724,0.865878230444711,4.53285236750132,0.105315751689805,0.00368690739240693,0.0704327362075954
0.3,5,0,0.6,1,1,50,5.82497353851394,0.866622674083711,4.50207328560657,0.0956681883272999,0.00494840635407813,0.0834186012060737
0.3,5,0,0.8,1,0.5,50,5.82636815840778,0.865813766859623,4.5017537079561,0.0495269657514903,0.00253024664106315,0.0629689460054619
0.3,5,0,0.8,1,0.625,50,5.79263876325402,0.867751379034171,4.4738004875299,0.0163216391749831,0.000387253763713521,0.0289858720479654
0.3,5,0,0.8,1,0.75,50,5.69686075863075,0.871905144196965,4.40313568310634,0.202696702721719,0.00925291425549241,0.116950231673897
0.3,5,0,0.8,1,0.875,50,5.77293923195905,0.869074686240357,4.46633691624153,0.018497989132243,0.000634373239733305,0.00264961316881571
0.3,5,0,0.8,1,1,50,5.75190849461269,0.869972469600455,4.43385243653569,0.011827914473162,0.000126953612694171,0.0177099590005387
0.4,5,0,0.6,1,0.5,50,5.68340951651063,0.871696088631204,4.36591433751566,0.01868502865073,0.0013342126790909,0.0083445924421435
0.4,5,0,0.6,1,0.625,50,5.71003761067346,0.87056544291523,4.3944538375573,0.0795542647089324,0.00356525525215632,0.0632997122467143
0.4,5,0,0.6,1,0.75,50,5.60878954080802,0.875257623861698,4.32621802468356,0.0752598369534262,0.00377690877541717,0.0795513329258758
0.4,5,0,0.6,1,0.875,50,5.63914773203246,0.87394356982406,4.34245095883819,0.0768949123503915,0.00367838791038647,0.0853222693556159
0.4,5,0,0.6,1,1,50,5.68839694933218,0.871825076894736,4.37943513464519,0.00999678548593003,0.000419214017507674,0.01480059648294
0.4,5,0,0.8,1,0.5,50,5.53536778829423,0.877927841150564,4.26252956213582,0.00155376135469467,0.000121450559321297,0.0145528240646311
0.4,5,0,0.8,1,0.625,50,5.5950045921916,0.875390939100031,4.31705031470613,0.0169194333157397,0.000151374847600453,0.00414966839619169
0.4,5,0,0.8,1,0.75,50,5.54960547442877,0.877399906591506,4.26256697737111,0.118840493787366,0.0056229732921502,0.0938929642095825
0.4,5,0,0.8,1,0.875,50,5.4514371525305,0.881920520230122,4.22061556333418,0.0812881973354316,0.00321419574090599,0.0531502693072576
0.4,5,0,0.8,1,1,50,5.46483095771963,0.881457824007462,4.2144463701567,0.00448293877003907,0.000420249937961964,0.042196763879108
0.3,1,0,0.6,1,0.5,100,10.4074436245415,0.598099186168883,8.19893098767026,0.0471669132216846,0.00556775632621341,0.0182434447779082
0.3,1,0,0.6,1,0.625,100,10.4066107286892,0.601762157355551,8.21069912855518,0.0166768889436097,0.00351157359137095,0.00184901446137865
0.3,1,0,0.6,1,0.75,100,10.3811733244526,0.602695721130054,8.20387102286884,0.0585570996429002,0.00668563068013195,0.031180712064949
0.3,1,0,0.6,1,0.875,100,10.3825442142127,0.602880934937096,8.19278327867694,0.0610196058962226,0.0082564895697567,0.0401845690780409
0.3,1,0,0.6,1,1,100,10.4709525523609,0.595759634103667,8.26318430541557,0.0980774753061645,0.0108199605084402,0.0635087639514194
0.3,1,0,0.8,1,0.5,100,10.3221086263207,0.606354363154154,8.14445074032895,0.0643133589794085,0.00682190464896659,0.0413087045808865
0.3,1,0,0.8,1,0.625,100,10.3403271897625,0.60629806139774,8.16550287785808,0.0501746261375892,0.00405104593429346,0.020922536445454
0.3,1,0,0.8,1,0.75,100,10.3531072191696,0.605011192582153,8.17385409598357,0.0427814578920531,0.00643027171306919,0.0102100450891666
0.3,1,0,0.8,1,0.875,100,10.3656892212966,0.602977549858738,8.1770330547798,0.0558761159677848,0.00589809619306994,0.0214288333901721
0.3,1,0,0.8,1,1,100,10.3743176835603,0.60440557488683,8.18546169624712,0.0568838031992233,0.00677625173943466,0.026866862708164
0.4,1,0,0.6,1,0.5,100,9.96129446544317,0.620099368229522,7.81392254513161,0.0909396002578304,0.00633453679805826,0.0444913254780602
0.4,1,0,0.6,1,0.625,100,9.93047650242191,0.624998734663895,7.79160420749603,0.0510574152040064,0.00250274686074051,0.0185720182324348
0.4,1,0,0.6,1,0.75,100,9.97097919861255,0.623396378455817,7.83237984413039,0.0522589810938428,0.00322581125554181,0.00864695100261603
0.4,1,0,0.6,1,0.875,100,9.93274406842653,0.625719123360111,7.8022314890073,0.0695078708069855,0.00909466623494302,0.0413332380435371
0.4,1,0,0.6,1,1,100,9.95499977339784,0.624197529380058,7.82477936919608,0.0805423094261115,0.00710658837544654,0.0396158066459636
0.4,1,0,0.8,1,0.5,100,9.8829040267087,0.627432382218277,7.75893991258436,0.069951033409786,0.00815493890031944,0.0318842343239573
0.4,1,0,0.8,1,0.625,100,9.89759976849962,0.627822875232704,7.76339488735402,0.0724510261365748,0.00598455238601077,0.0482532472959453
0.4,1,0,0.8,1,0.75,100,9.8907908326929,0.629241731449315,7.76524413293177,0.0616203878919703,0.00318444647372963,0.0241298828988243
0.4,1,0,0.8,1,0.875,100,9.90164591720718,0.627256874549417,7.77744004556274,0.0685118676056956,0.00450651831627927,0.0374683066149136
0.4,1,0,0.8,1,1,100,9.92644527129533,0.625664370278984,7.79801923645918,0.0802920640138692,0.00624143942959652,0.0477201435024122
0.3,2,0,0.6,1,0.5,100,7.94195142152505,0.751113470732636,6.13700043182831,0.246142823743648,0.0149434005264541,0.154163095092089
0.3,2,0,0.6,1,0.625,100,7.85529802612946,0.757356721155394,6.08428371489627,0.0521698991652028,0.00492145490603737,0.0603557728866268
0.3,2,0,0.6,1,0.75,100,7.82150163442829,0.759098537624614,6.05658814477643,0.152094713527825,0.0096319959060623,0.0806850649339593
0.3,2,0,0.6,1,0.875,100,7.80514418968711,0.76086819166721,6.04348317916291,0.0543549082281802,0.00259744601705813,0.0177552869312461
0.3,2,0,0.6,1,1,100,7.8737307650264,0.756367641105777,6.06927228391981,0.160972187604722,0.00987714862291501,0.0954958627103723
0.3,2,0,0.8,1,0.5,100,7.72548482917533,0.764623493117872,5.97372263554464,0.0790973057811833,0.00460978670856163,0.0258512811504796
0.3,2,0,0.8,1,0.625,100,7.72328036362135,0.764638217661268,5.97404510745004,0.0349662736749277,0.00146361903151419,0.000522463806783401
0.3,2,0,0.8,1,0.75,100,7.79252637287894,0.760759709826778,6.01924918777639,0.0588966804032187,0.00361763189037587,0.0737991831814264
0.3,2,0,0.8,1,0.875,100,7.71371614662686,0.766016092423819,5.96317040222413,0.0443808167435037,0.00278018228551667,0.00558706386903285
0.3,2,0,0.8,1,1,100,7.66552871433412,0.769548321209641,5.94157432491417,0.0113050378310192,0.00133446413920299,0.00491588922610383
0.4,2,0,0.6,1,0.5,100,7.58978642520958,0.77113624557664,5.8976135253602,0.0359798016103209,0.00174685668988046,0.00864826920415115
0.4,2,0,0.6,1,0.625,100,7.56430559847001,0.772612648636867,5.83996674148905,0.0385472520898381,0.00299186030934096,0.0543337062593146
0.4,2,0,0.6,1,0.75,100,7.61153866409903,0.769908029028059,5.88503141182076,0.121036304138398,0.00711815712460779,0.0626280956147752
0.4,2,0,0.6,1,0.875,100,7.6038647004396,0.770396507273143,5.89037625709188,0.0393853694214325,0.00262252895927889,0.0435173381236816
0.4,2,0,0.6,1,1,100,7.57499132480353,0.772282379507573,5.85499480538506,0.170303015294999,0.0104437520935052,0.125196896884431
0.4,2,0,0.8,1,0.5,100,7.38223517099016,0.783988081689142,5.71759983747914,0.110682661270415,0.00565687409475468,0.0617907702959676
0.4,2,0,0.8,1,0.625,100,7.45706841420809,0.779034808927103,5.78152696757843,0.0692514894142673,0.00540973142672075,0.0937098495303936
0.4,2,0,0.8,1,0.75,100,7.44245863660197,0.779972336436987,5.77139424038127,0.10933898740226,0.00585547789351266,0.0218914485956405
0.4,2,0,0.8,1,0.875,100,7.47718272607041,0.778017548067242,5.81358504285101,0.0963970022257852,0.0060678083156453,0.0357053134430169
0.4,2,0,0.8,1,1,100,7.42057140188361,0.781250634407499,5.75258786061196,0.0234161979195606,0.00190390495033952,0.0372114026654911
0.3,3,0,0.6,1,0.5,100,6.71588641442389,0.821802286229215,5.19678691769262,0.0347024374309473,0.00221630311229908,0.0491034687732813
0.3,3,0,0.6,1,0.625,100,6.74511824204828,0.820417483399551,5.22723806700723,0.00982420876776625,0.00048785010951541,0.0106282022945541
0.3,3,0,0.6,1,0.75,100,6.71340133165643,0.822356792077656,5.20747896223659,0.0585921094699026,0.00208008032279352,0.0164271752598152
0.3,3,0,0.6,1,0.875,100,6.63269731983167,0.826770089971289,5.13161980840923,0.00605196868928685,0.00187709196312453,0.0350041579827013
0.3,3,0,0.6,1,1,100,6.74482648733533,0.820800439227908,5.23970280517302,0.0544548222352782,0.00222303350576525,0.0162791654006127
0.3,3,0,0.8,1,0.5,100,6.5051659002619,0.833001574180887,5.0506882573211,0.129899611958305,0.0065328368041336,0.069119941804107
0.3,3,0,0.8,1,0.625,100,6.53138033466809,0.831682703801404,5.06776254076074,0.0964267765579336,0.00434569442305863,0.0570221244866627
0.3,3,0,0.8,1,0.75,100,6.55626926464489,0.83011523221535,5.0796492700139,0.108503441823195,0.00510712200140646,0.0558333850091082
0.3,3,0,0.8,1,0.875,100,6.56786215963384,0.829669804784965,5.09752770907279,0.0310805682951267,0.0010907347571422,0.0102942723518616
0.3,3,0,0.8,1,1,100,6.60516095081753,0.827783705144128,5.09734346099524,0.0456249273627742,0.00202301849191809,0.0258934503191674
0.4,3,0,0.6,1,0.5,100,6.41086356231816,0.836826174150553,4.99075141230308,0.0758859095024873,0.00444727404100102,0.0919059903232769
0.4,3,0,0.6,1,0.625,100,6.4113472167588,0.836527186726869,4.98110544304672,0.123542585623675,0.0071658126765488,0.0954826664882021
0.4,3,0,0.6,1,0.75,100,6.45314087326082,0.834583781967691,4.99669711755941,0.103896054397151,0.00539286086488601,0.0928122930901908
0.4,3,0,0.6,1,0.875,100,6.3587721942055,0.83996594839079,4.94264930903472,0.0082217497278658,6.37103844500734e-05,0.00683358403737929
0.4,3,0,0.6,1,1,100,6.36963430957867,0.839117546358158,4.94812188788532,0.0881902814750554,0.00412029142512752,0.0462880650633885
0.4,3,0,0.8,1,0.5,100,6.27741030681312,0.843084328590238,4.87339133847374,0.0726372046833997,0.0044562951521212,0.0818486796122652
0.4,3,0,0.8,1,0.625,100,6.18258513631631,0.847936625846719,4.80241750118484,0.120446956541271,0.00671305130379643,0.0942264909726621
0.4,3,0,0.8,1,0.75,100,6.29917413695799,0.842529054863623,4.90418297220517,0.0596745572270874,0.00279562367991024,0.0214246795701587
0.4,3,0,0.8,1,0.875,100,6.26291810006818,0.844023436714655,4.85073815499635,0.0305324021980594,0.00161225199474749,0.0338487788884567
0.4,3,0,0.8,1,1,100,6.19771570869074,0.84781874844543,4.78316126771141,0.00971354192899456,0.00115632732273687,0.0455737557500009
0.3,4,0,0.6,1,0.5,100,5.70723956285417,0.871592273819154,4.42578740268821,0.018400340887439,0.00133293122946423,0.0264771100854562
0.3,4,0,0.6,1,0.625,100,5.72497249590214,0.870871527217058,4.43016300837368,0.044253578595353,0.00331450292317252,0.0477639603046416
0.3,4,0,0.6,1,0.75,100,5.64148783463129,0.87478883751868,4.36850805240979,0.0339608053996194,0.0018451315995985,0.0395634276923007
0.3,4,0,0.6,1,0.875,100,5.65513041079546,0.874519966258308,4.38622253452731,0.114756710772162,0.00454052762623429,0.0751662076546607
0.3,4,0,0.6,1,1,100,5.76766219829491,0.869443649429708,4.47987787418429,0.00574231443507762,0.00113897008929199,0.00720116237098631
0.3,4,0,0.8,1,0.5,100,5.64300742228996,0.874135528123555,4.36720611802954,0.0369132760528843,0.00146952923518939,0.0450711089291421
0.3,4,0,0.8,1,0.625,100,5.62835147079675,0.874628143254113,4.35970126068226,0.0447627357648533,0.00267251634700207,0.0592405750191114
0.3,4,0,0.8,1,0.75,100,5.55076646226656,0.878224704229441,4.2994792823985,0.131803600515451,0.00551006968262385,0.0938726477476888
0.3,4,0,0.8,1,0.875,100,5.57270947451921,0.877484357076905,4.31995222258547,0.12022831434601,0.00467448774842029,0.0687415070679969
0.3,4,0,0.8,1,1,100,5.48651325184581,0.881262721660262,4.23951253674591,0.152253944250598,0.00644286997866274,0.086405890884505
0.4,4,0,0.6,1,0.5,100,5.44834094778853,0.881803848668595,4.21592313551873,0.0236226112254044,0.000466370426253985,0.0122775367517742
0.4,4,0,0.6,1,0.625,100,5.57206293343524,0.876485498592166,4.29767624761857,0.0147170290077349,0.00077965671754132,0.0203004435211727
0.4,4,0,0.6,1,0.75,100,5.40084454653711,0.884269948455005,4.1704140625435,0.0889706223101444,0.00419827344757695,0.0866649670879564
0.4,4,0,0.6,1,0.875,100,5.3761993187818,0.885121231009208,4.15483002214125,0.231213163558912,0.0103232483007761,0.170726678965834
0.4,4,0,0.6,1,1,100,5.41851372409994,0.88360889565677,4.18465764337466,0.0597597014988482,0.00274130734732649,0.0478322611697654
0.4,4,0,0.8,1,0.5,100,5.24648661767573,0.890401062532136,4.0479857749865,0.144456812756589,0.00575392869359731,0.0728866304807615
0.4,4,0,0.8,1,0.625,100,5.30686994705861,0.887624694957269,4.10369464450416,0.0932221274467189,0.0037347605461946,0.052342768621266
0.4,4,0,0.8,1,0.75,100,5.2945809515819,0.888389509496399,4.09866372443783,0.0570467872590628,0.00261899030174621,0.0626496975760514
0.4,4,0,0.8,1,0.875,100,5.2587282071799,0.890273816546946,4.05599365271682,0.0169285877952713,0.0010433978124117,0.050997518150339
0.4,4,0,0.8,1,1,100,5.24574817247292,0.890695386716966,4.05358154876188,0.0142157159957747,0.000765097233442925,0.0585921715047247
0.3,5,0,0.6,1,0.5,100,5.02127044549438,0.900298675584109,3.845102367107,0.104456681933105,0.00419409571152375,0.0435808721832675
0.3,5,0,0.6,1,0.625,100,4.89593398692929,0.905425089062994,3.73481020368496,0.197651646889,0.00739366331942841,0.120408342559135
0.3,5,0,0.6,1,0.75,100,4.91743896695452,0.904915689702311,3.76319034801476,0.15733302465953,0.00571862518478572,0.101304295543151
0.3,5,0,0.6,1,0.875,100,4.82872305617068,0.908462177191282,3.70352436247989,0.055645123160199,0.00175824232241981,0.0364172780418156
0.3,5,0,0.6,1,1,100,4.98142697120417,0.902144274492448,3.81111702329283,0.0387221199828459,0.00188577268565949,0.0391521807977187
0.3,5,0,0.8,1,0.5,100,4.82078898900761,0.907837669095875,3.68790593416952,0.0396227172797419,0.00174079747760142,0.0381756431910644
0.3,5,0,0.8,1,0.625,100,4.80896276929105,0.908731194913007,3.68296774360143,0.00584224949140094,0.000577190130997814,0.0191462556699294
0.3,5,0,0.8,1,0.75,100,4.71111755789632,0.912161810146183,3.6067878922372,0.211415491973515,0.00771173810703382,0.143556908554099
0.3,5,0,0.8,1,0.875,100,4.73558305094499,0.911439518110737,3.62814869200747,0.0651818858091873,0.00268520848629703,0.085945383301996
0.3,5,0,0.8,1,1,100,4.80857442314331,0.908808684017042,3.68064909654958,0.125927388657503,0.00506484395371617,0.11795749356303
0.4,5,0,0.6,1,0.5,100,4.75523231799851,0.909729039952036,3.61277076914083,0.0399776219923425,0.00189731517396158,0.0439267140442164
0.4,5,0,0.6,1,0.625,100,4.64841532270425,0.914008333806165,3.52396743754472,0.126744982190826,0.00469896968891547,0.0960757325379055
0.4,5,0,0.6,1,0.75,100,4.53864534479741,0.918042302032418,3.45168914178964,0.0347943702357788,0.00172863533218413,0.04551376636566
0.4,5,0,0.6,1,0.875,100,4.61778602849576,0.915252193966108,3.5004722798384,0.0325453548709631,0.000829542772601382,0.0136168269525581
0.4,5,0,0.6,1,1,100,4.59907463315657,0.915875269259267,3.50415220319239,0.165259217113514,0.0060595551761881,0.119385991720943
0.4,5,0,0.8,1,0.5,100,4.66138563832192,0.913078027918361,3.53290832206533,0.0844214893211646,0.00303212135705519,0.0583538351825705
