"set","seed","area","ratio","height","storey","azimuth","shell_wall","shell_roof","abs_wall","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","epw","phft"
"train",2,39.665625,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.0110350076103
"train",2,39.665625,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.2168949771689
"train",2,117.421875,1.2789453125,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,69.4501522070015
"train",2,117.421875,1.2789453125,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,66.2678843226789
"train",2,117.421875,1.2789453125,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.7777777777778
"train",2,117.421875,1.0077734375,3.183828125,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,69.2644596651446
"train",2,117.421875,1.0077734375,3.183828125,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,66.1803652968037
"train",2,117.421875,1.0077734375,3.183828125,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.7987062404871
"train",2,117.421875,1.0077734375,3.510859375,1,97.734375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,68.0045662100457
"train",2,117.421875,1.0077734375,3.510859375,2,97.734375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.3287671232877
"train",2,117.421875,1.0077734375,3.510859375,3,97.734375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,63.9189497716895
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,7,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,69.3200152207002
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,7,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,66.3188736681887
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,7,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.8477929984779
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,1,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,68.2869101978691
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,1,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.1704718417047
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,1,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,61.7987062404871
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.749234375,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,68.4444444444444
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.749234375,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.5913242009132
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.749234375,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.3108828006088
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.500609375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,68.4337899543379
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.500609375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.5749619482496
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.500609375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.3443683409437
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.1864765625,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,70.3873668188737
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.1864765625,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,67.3489345509893
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.1864765625,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.2895738203957
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.1978515625,2.8627578125,0.86913671875,0.4209765625,141,75.6594368340944
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.1978515625,2.8627578125,0.86913671875,0.4209765625,141,71.1685692541857
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.1978515625,2.8627578125,0.86913671875,0.4209765625,141,68.8557838660578
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,3.5107265625,0.86913671875,0.4209765625,141,68.3595890410959
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,3.5107265625,0.86913671875,0.4209765625,141,65.5658295281583
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,3.5107265625,0.86913671875,0.4209765625,141,64.2884322678843
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.31592578125,0.4209765625,141,66.4703196347032
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.31592578125,0.4209765625,141,64.0182648401826
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.31592578125,0.4209765625,141,63.8310502283105
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.5895703125,141,67.4920091324201
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.5895703125,141,64.7777777777778
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.5895703125,141,63.5833333333333
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,60,63.1670471841705
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,60,57.101598173516
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,60,54.6864535768645
"train",2,117.421875,1.0077734375,3.510859375,1,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,68.4391171993912
"train",2,117.421875,1.0077734375,3.510859375,2,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,65.570395738204
"train",2,117.421875,1.0077734375,3.510859375,3,264.459375,4,3,0.780921875,0.524984375,0.5604296875,0.7964609375,2.8627578125,0.86913671875,0.4209765625,141,64.3108828006088
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.1552511415525
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.7492389649924
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.9330289193303
"train",3,55.021875,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,75.576103500761
"train",3,55.021875,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,71.1263318112633
"train",3,55.021875,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,71.5658295281583
"train",3,102.065625,1.7877734375,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,83.9547184170472
"train",3,102.065625,1.7877734375,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,79.1845509893455
"train",3,102.065625,1.7877734375,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.8839421613394
"train",3,102.065625,0.4989453125,2.990859375,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,77.9067732115677
"train",3,102.065625,0.4989453125,2.990859375,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.7066210045662
"train",3,102.065625,0.4989453125,2.990859375,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.9821156773212
"train",3,102.065625,0.4989453125,2.663828125,1,77.259375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,79.0673515981735
"train",3,102.065625,0.4989453125,2.663828125,2,77.259375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,75.2176560121766
"train",3,102.065625,0.4989453125,2.663828125,3,77.259375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,75.5909436834094
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,1,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.5167427701674
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,1,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,74.1198630136986
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,1,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,74.3401826484018
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,1,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.5966514459665
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,1,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,74.6910197869102
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,1,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,76.5197869101979
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.468921875,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,77.8972602739726
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.468921875,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.5460426179604
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.468921875,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.734398782344
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.212984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.1282343987823
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.212984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.6818873668189
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.212984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,73.6742770167428
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.1964296875,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,78.8831811263318
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.1964296875,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,74.6997716894977
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.1964296875,0.5618515625,5.0187265625,0.65392578125,0.8495703125,265,74.7553272450533
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.4324609375,5.0187265625,0.65392578125,0.8495703125,265,78.7808219178082
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.4324609375,5.0187265625,0.65392578125,0.8495703125,265,74.1849315068493
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.4324609375,5.0187265625,0.65392578125,0.8495703125,265,74.3439878234399
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,4.3707578125,0.65392578125,0.8495703125,265,78.3805175038052
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,4.3707578125,0.65392578125,0.8495703125,265,73.9288432267884
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,4.3707578125,0.65392578125,0.8495703125,265,74.1084474885845
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.53113671875,0.8495703125,265,80.8812785388128
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.53113671875,0.8495703125,265,76.6655251141553
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.53113671875,0.8495703125,265,76.7256468797565
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.6809765625,265,76.8276255707763
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.6809765625,265,72.1921613394216
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.6809765625,265,72.3885083713851
"train",3,102.065625,0.4989453125,2.663828125,1,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,346,46.7180365296804
"train",3,102.065625,0.4989453125,2.663828125,2,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,346,44.6012176560122
"train",3,102.065625,0.4989453125,2.663828125,3,284.934375,3,3,0.437234375,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,346,44.2359208523592
"train",3,55.021875,1.7877734375,2.990859375,1,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,51.7762557077626
"train",3,55.021875,1.7877734375,2.990859375,2,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,49.0308219178082
"train",3,55.021875,1.7877734375,2.990859375,3,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,47.4204718417047
"train",3,102.065625,1.7877734375,2.990859375,1,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,51.5049467275495
"train",3,102.065625,1.7877734375,2.990859375,2,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,49.8074581430746
"train",3,102.065625,1.7877734375,2.990859375,3,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,47.3184931506849
"train",3,55.021875,0.4989453125,2.990859375,1,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,48.8272450532725
"train",3,55.021875,0.4989453125,2.990859375,2,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,46.5806697108067
"train",3,55.021875,0.4989453125,2.990859375,3,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,45.5734398782344
"train",3,55.021875,1.7877734375,2.663828125,1,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,52.2016742770167
"train",3,55.021875,1.7877734375,2.663828125,2,77.259375,1,1,0.468921875,0.212984375,0.1964296875,0.4324609375,4.3707578125,0.53113671875,0.6809765625,346,49.0795281582953
