"int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_walls","conv_hge_windows","conv_hge_doors","afn_inf_sens_hge","afn_inf_sens_hle","afn_air_change","uncomf_hot","uncomf_cold","comf","temp_max","temp_95","typo","simp","wrap","storey","cond","dwel","room","weather"
0,-0.90340514246005,-16.551724137931,2.8268551236749,253.846153846154,14.0495867768595,-0.421940928270042,5.77815267819486,2.5568181818182,1.6304347826087,0,0.181262036932143,0,0,-6,0.31612223393045,-0.657894736842103,-0.73260073260073,"Hip.","03","C10","Térreo","AFN","L","Dorm. N","Curitiba"
-0.0699790062981132,-5.08379888268156,37.6315789473684,8.00681431005111,39.2857142857143,0.944386149003154,-0.539811066126844,8.75502008032129,0.448430493273549,1.63934426229509,0,-2.10178453403833,0,NA,-6.84931506849315,0.539374325782093,-0.34129692832765,0,"Hip.","03","C10","Térreo","AFN","L","Dorm. S","Curitiba"
-0.156290700703299,-3.90206579954093,-19.8836081474297,23.3333333333333,19.2534381139489,-4.23076923076924,41.6058394160584,45.9349593495935,1.21212121212121,-36.2275449101796,0,-0.696796670860355,0,7.09219858156028,-50,-1.16686114352392,-0.33444816053511,0.374531835205998,"Hip.","03","C10","Térreo","AFN","L","Sala","Curitiba"
-0.0228728270814195,-0.448877805486287,-15.7520981278244,14.5631067961165,-1.10323089046494,10.0813008130081,-0.975609756097563,5.62473164448261,2.51716247139588,-0.362318840579715,-75,0.152304609218444,0,0,-37.5,0.302419354838707,-0.671140939597313,0,"Hip.","03","C10","Térreo","AFN","NE","Dorm. 1","Curitiba"
0.0228571428571481,0,-16.0714285714286,15.2597402597403,-0.816548720740338,11.8681318681319,-1.82370820668693,3.49281426232489,3.66748166259169,-0.70175438596491,-60,0.717774160130239,-2.77777777777778,0,33.3333333333333,-0.100401606425697,-1.0204081632653,-0.380228136882135,"Hip.","03","C10","Térreo","AFN","NE","Dorm. 2","Curitiba"
0.0631392852632908,-2.84990500316656,-29.2358803986711,76.6990291262136,NA,13.0820399113082,-5.11089681774349,24.1959723474602,1.18406889128096,-29.3497363796134,-60,1.17369308600338,0,-7.43243243243244,NA,1.29107981220657,-0.99667774086379,-0.378787878787871,"Hip.","03","C10","Térreo","AFN","NE","Sala","Curitiba"
-0.0228832951945132,-0.451354062186563,-15.8466453674121,15.2454780361757,-0.974817221770909,9.56239870340355,-1.38787436084734,5.54039874081846,2.2883295194508,-0.694444444444442,-75,0.206447514689546,0,0,-37.5,0.302724520686187,-0.671140939597313,0,"Hip.","03","C10","Térreo","AFN","NO","Dorm. 1","Curitiba"
0.0228571428571481,-0.0490677134445646,-16.0214413341275,15.1785714285714,-1.76411290322581,11.6228070175439,-0.877192982456137,3.42066957787481,3.42298288508557,-1.056338028169,-60,0.732790525536646,-2.77777777777778,0,33.3333333333333,-0.100401606425697,-1.0204081632653,-0.380228136882135,"Hip.","03","C10","Térreo","AFN","NO","Dorm. 2","Curitiba"
0.0631392852632908,-2.72669625871908,-29.3067662930677,76.8898488120951,-5.11583011583011,13.0820399113082,NA,24.2178098676294,1.18406889128096,-29.3805309734513,-60,1.16742020379244,0,-7.43243243243244,NA,1.29107981220657,-0.664451827242534,-0.378787878787871,"Hip.","03","C10","Térreo","AFN","NO","Sala","Curitiba"
0,-0.75606844409073,13.7086903304774,17.425431711146,5.72354211663068,-26.3127187864644,1.90156599552571,-9.28867403314918,2.94117647058824,1.55440414507772,100,1.73678116557315,-3.33333333333334,NA,-13.3333333333333,0.412371134020624,0,0.39370078740158,"Hip.","03","C10","Térreo","AFN","SE","Dorm. 1","Curitiba"
0,-0.759696121551382,12.1311475409836,20.2672605790646,2.3628048780488,-22.0808383233533,2.21238938053097,-3.99549803038829,3.78071833648393,2.46305418719212,100,0.71793951359598,0,NA,-50,0.607287449392721,-0.363636363636369,0,"Hip.","03","C10","Térreo","AFN","SE","Dorm. 2","Curitiba"
-0.086655112651638,-0.133392618941757,8.02259887005649,13.5567402894136,NA,-3.31061343719572,7.64331210191083,23.6111111111111,3.2590051457976,-37.6175548589342,100,-0.434821994745897,0,5.08474576271186,-33.3333333333333,-0.319829424307033,-0.347222222222227,0,"Hip.","03","C10","Térreo","AFN","SE","Sala","Curitiba"
0,-0.719712115153932,12.5448028673835,16.9572107765452,1.78372352285395,-25.5529685681024,4.43587270973963,-8.90728476821191,2.75735294117647,1.54639175257732,100,1.78163109756096,-3.33333333333334,NA,-10.3448275862069,0.308959835221433,0,0.39370078740158,"Hip.","03","C10","Térreo","AFN","SO","Dorm. 1","Curitiba"
0,-0.79968012794882,12.0087336244542,20.2672605790646,2.21238938053097,-22.0808383233533,2.12927756653993,-4.10342889263632,3.78071833648393,1.9607843137255,100,0.744528166487258,0,NA,-58.3333333333333,0.708502024291501,-0.363636363636369,0,"Hip.","03","C10","Térreo","AFN","SO","Dorm. 2","Curitiba"
-0.0742850068094618,-0.044563279857395,7.52808988764045,13.348588863463,7.61099365750529,-3.11890838206627,NA,22.7709190672154,3.34190231362468,-37.3040752351097,100,-0.362023712553172,0,5.08474576271186,-33.3333333333333,-0.213447171824976,-0.347222222222227,0,"Hip.","03","C10","Térreo","AFN","SO","Sala","Curitiba"
