"int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_walls","conv_hge_windows","conv_hge_doors","afn_inf_sens_hge","afn_inf_sens_hle","hvac_sens_he","hvac_sens_ce","hvac_total_he","hvac_total_ce","typo","simp","wrap","storey","cond","dwel","room","weather"
0,0.111111111111112,0.0999999999999996,-0.0444444444444443,0.0666666666666673,0.0444444444444443,0.733333333333334,0.8,0,-0.0222222222222221,0.0111111111111111,0.122222222222222,0,-1.02222222222223,0,1.07777777777777,"Hip.","01","TV","Intermediário","HVAC","L","Dorm. N","Curitiba"
0.0444444444444443,-0.0777777777777775,-0.0666666666666667,0.0555555555555554,0.0666666666666673,-0.0555555555555554,-0.6,-0.544444444444445,0.0666666666666664,-0.0222222222222221,0,0.3,0.222222222222222,0.0888888888888886,0.211111111111111,-0.211111111111116,"Hip.","01","TV","Intermediário","HVAC","L","Dorm. S","Curitiba"
0.0266666666666637,0.286666666666669,0.0599999999999987,0.0266666666666673,0.253333333333333,0.153333333333333,1.99333333333333,2.44,0.106666666666666,-1.52666666666667,0,0.52,0,-1.38000000000001,0,1.38000000000001,"Hip.","01","TV","Intermediário","HVAC","L","Sala","Curitiba"
-0.0333333333333314,1.58333333333333,1.00833333333333,4.33333333333333,0.516666666666667,0.308333333333334,0.775,5.93333333333333,-0.108333333333333,0.183333333333334,-0.025,0.425,0,-8.89166666666668,0,8.85833333333333,"Hip.","01","TV","Intermediário","HVAC","NE","Dorm. 1","Curitiba"
-0.0416666666666643,1.65833333333333,1.08333333333333,4.09166666666667,1.125,0.158333333333333,1.475,6.85833333333333,-0.150000000000002,0.183333333333333,-0.0166666666666667,0.408333333333333,0,-9.87499999999999,0,9.80833333333332,"Hip.","01","TV","Intermediário","HVAC","NE","Dorm. 2","Curitiba"
-0.00999999999999801,1.325,0.909999999999998,4.78,0,0.215,0.67,6.755,-0.155000000000001,-1.115,-0.07,0.24,0,-7.505,0,6.745,"Hip.","01","TV","Intermediário","HVAC","NE","Sala","Curitiba"
-0.0333333333333314,1.6,1.01666666666667,4.39166666666666,0.783333333333332,0.316666666666667,0.541666666666667,6.025,-0.116666666666667,0.175,-0.025,0.425,0,-9.03333333333333,0,9,"Hip.","01","TV","Intermediário","HVAC","NO","Dorm. 1","Curitiba"
-0.0416666666666643,1.65833333333333,1.08333333333333,4.09166666666667,1.475,0.158333333333333,1.125,6.85833333333333,-0.150000000000002,0.183333333333334,-0.0166666666666667,0.408333333333333,0,-9.875,0,9.80833333333332,"Hip.","01","TV","Intermediário","HVAC","NO","Dorm. 2","Curitiba"
-0.00999999999999801,1.32999999999999,0.91,4.78,0.674999999999999,0.215,0,6.76,-0.155000000000001,-1.11,-0.07,0.24,0,-7.52,0,6.75999999999999,"Hip.","01","TV","Intermediário","HVAC","NO","Sala","Curitiba"
0.149999999999999,-0.25,-0.283333333333333,0.258333333333333,0.0583333333333336,-2.40833333333333,-0.191666666666667,-2.28333333333333,0.308333333333334,-0.0583333333333333,0.00833333333333333,0.491666666666667,0.141666666666667,1.71666666666667,0.141666666666667,-2.14166666666667,"Hip.","01","TV","Intermediário","HVAC","SE","Dorm. 1","Curitiba"
0.108333333333327,-0.25,-0.225000000000001,0.100000000000001,-0.383333333333334,-1.225,-0.308333333333334,-1.825,0.200000000000001,-0.0833333333333333,0.00833333333333333,0.466666666666667,0,1.59999999999999,0,-1.90833333333335,"Hip.","01","TV","Intermediário","HVAC","SE","Dorm. 2","Curitiba"
0.0599999999999952,-0.470000000000001,-0.5,0.185,0,-0.795,-0.195,-1.38,0.285000000000001,-1.06,0.005,0.35,0.005,3.42000000000001,0.005,-3.48,"Hip.","01","TV","Intermediário","HVAC","SE","Sala","Curitiba"
0.141666666666666,-0.249999999999999,-0.283333333333333,0.233333333333334,-0.2,-2.34166666666667,0.083333333333333,-2.225,0.291666666666668,-0.0583333333333333,0.00833333333333333,0.491666666666666,0.133333333333333,1.68333333333333,0.133333333333333,-2.08333333333333,"Hip.","01","TV","Intermediário","HVAC","SO","Dorm. 1","Curitiba"
0.0999999999999943,-0.25,-0.225,0.100000000000001,-0.316666666666666,-1.225,-0.375,-1.825,0.200000000000001,-0.075,0.00833333333333333,0.466666666666667,0,1.59999999999999,0,-1.90833333333333,"Hip.","01","TV","Intermediário","HVAC","SO","Dorm. 2","Curitiba"
0.0599999999999952,-0.469999999999999,-0.49,0.18,-0.194999999999999,-0.779999999999999,0,-1.355,0.279999999999999,-1.055,0.005,0.35,0.005,3.39,0.005,-3.44,"Hip.","01","TV","Intermediário","HVAC","SO","Sala","Curitiba"
0,0.199999999999999,0.144444444444445,0.188888888888889,0.766666666666667,0.0555555555555558,0.0777777777777775,1.08888888888889,-0.0111111111111128,0.0444444444444445,0,-0.0555555555555558,0,-1.41111111111111,0,1.48888888888891,"Hip.","01","TV","Intermediário","HVAC","O","Dorm. N","Curitiba"
0.0333333333333314,-0.0111111111111128,-0.0333333333333334,0.0666666666666664,-0.566666666666667,0.155555555555556,0.088888888888889,-0.255555555555556,0.0555555555555554,0.0444444444444445,0,-0.088888888888889,0.177777777777778,0,0.177777777777778,-0.0444444444444443,"Hip.","01","TV","Intermediário","HVAC","O","Dorm. S","Curitiba"
0.019999999999996,0.433333333333334,0.226666666666667,0.0399999999999991,3.82,0.153333333333334,0.22,4.22,0,-2.11333333333333,-0.02,0.133333333333333,0,-2.19333333333333,0,2.21333333333331,"Hip.","01","TV","Intermediário","HVAC","O","Sala","Curitiba"
