"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-0.400000000000034,-4,-0.300000000000001,-2.5,2.3,-1.5,-1.2,-2,-0.200000000000003,0.3,-5.90000000000001,12.1,0,0,-5.90000000000001,-1.36666666666667,"E","Dorm. N","Curitiba","Hyp.","C10","01"
"year1",-0.399999999999977,2.3,-0.300000000000001,-3.80000000000001,-2.79999999999998,-2.90000000000001,0.700000000000003,1.3,-0.799999999999997,0.2,-8.40000000000001,11.6,0,-0.199999999999999,-8.39999999999999,-1.31111111111111,"E","Dorm. S","Curitiba","Hyp.","C10","01"
"year2",-1.30000000000007,8.5,-4.60000000000001,-9.5,-1.2,-7.7,-3.7,3,-2,-0.900000000000006,-2.8,14.3999999999999,0,-0.5,-2.9,-0.686666666666667,"E","Living","Curitiba","Hyp.","C10","01"
"year3",-0.5,-5.5,-1.8,-13.6,5.2,-1.8,-2.5,-14.4,-0.5,-2.6,-8.4,34.5,0,0,-8.5,-2.83333333333334,"NE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year4",-0.699999999999989,1.20000000000002,-2.9,-20,3.3,-20.3,-2.8,-0.299999999999997,-1,-2.6,-8.3,36.2,0,-0.100000000000001,-8.3,-2.91666666666666,"NE","Dorm. 2","Curitiba","Hyp.","C10","01"
"year5",0.5,-296.2,-24.4,-13.2,1.09999999999999,0,-4.7,-5.29999999999998,2.3,-7.69999999999999,-0.3,330.2,0.1,1.2,-0.3,-17.16,"NE","Living","Curitiba","Hyp.","C10","01"
"year6",-1,0.699999999999989,-2.5,-3.9,3.3,0.899999999999999,-5.7,-2.4,-1.60000000000001,0.0999999999999996,-10.6,18.5,0,-0.300000000000001,-10.6,-1.45833333333334,"NW","Dorm. 1","Curitiba","Hyp.","C10","01"
"year7",-1.19999999999999,8.20000000000002,-3.2,-8.69999999999999,2,-6.19999999999999,-4.89999999999999,0.5,-2,0.0999999999999996,-10,16.4000000000001,0,-0.400000000000002,-10.1,-1.24166666666666,"NW","Dorm. 2","Curitiba","Hyp.","C10","01"
"year8",-1,16.2,-10.7,-16.8,1,-3.19999999999999,-11.7,0,-4.60000000000001,-1,-0.6,20.5999999999999,0,-0.599999999999998,-0.6,-0.870000000000005,"NW","Living","Curitiba","Hyp.","C10","01"
"year9",-0.899999999999977,3,-2.3,-10.5,-7.40000000000001,-2.7,-0.700000000000003,0.200000000000003,-2.2,0.0999999999999996,-14.5,28.3,0,-0.300000000000001,-14.5,-2.36666666666667,"SE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year10",-1.29999999999995,5.8,-3.1,-10.5,-6.80000000000001,-0.799999999999997,-1.5,-1.5,-2.80000000000001,0,-15.2,28.7,0,-0.400000000000002,-15.3,-2.33333333333333,"SE","Dorm. 2","Curitiba","Hyp.","C10","01"
