"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.199999999999989,-3.8,13.3,-4.2,-1.2,-3.3,-2.1,2.3,0,-0.100000000000001,1,-6.5,0,0,1,0.800000000000011,"E","Dorm. N","Curitiba","Hyp.","C10","01"
"year1",1.20000000000005,5.59999999999999,-15.5,-5.29999999999998,-1.80000000000001,-1.3,1,-3.1,0.899999999999991,0,3,8.69999999999999,0,0.399999999999999,3,-1.15555555555556,"E","Dorm. S","Curitiba","Hyp.","C10","01"
"year2",0.799999999999955,-4.20000000000002,4.09999999999999,-17.2,-6.3,-9.5,0.5,-1.90000000000001,-0.600000000000009,-1.6,0,18.3,0,0.199999999999999,0,-1.46666666666667,"E","Living","Curitiba","Hyp.","C10","01"
"year3",0.399999999999977,-4.9,25.9,-7.8,-0.199999999999999,1.6,-3.10000000000001,-6.2,-0.0999999999999943,-0.9,0,-11.9,0,0,0,1.05833333333333,"NE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year4",0.300000000000011,-6.1,30.1,-4.60000000000001,-0.399999999999999,-8.40000000000001,-3,7.2,-0.400000000000006,-0.800000000000001,0,-17.6,0,-0.0999999999999996,0,1.55,"NE","Dorm. 2","Curitiba","Hyp.","C10","01"
"year5",0.700000000000045,0.300000000000011,-86.8,-17.5,-6.39999999999999,0,-9,0.200000000000017,-0.300000000000011,-3.7,0,101,0,0.5,0,-5.38500000000001,"NE","Living","Curitiba","Hyp.","C10","01"
"year6",0.100000000000023,-7.4,30.2,0.799999999999997,-0.599999999999998,3.3,-3.90000000000001,2,-0.5,0.700000000000001,0,-24.2,0,-0.0999999999999979,0,2.11666666666667,"NW","Dorm. 1","Curitiba","Hyp.","C10","01"
"year7",0.199999999999989,-8.1,34.6,4.8,-0.699999999999999,4.40000000000001,-3.7,4.8,-0.800000000000011,0.799999999999999,0,-31.3,0,-0.199999999999999,0,2.70833333333334,"NW","Dorm. 2","Curitiba","Hyp.","C10","01"
"year8",0.200000000000045,-12.2,59.9,7.10000000000002,-0.0999999999999943,7.40000000000001,-4.3,0,-1,3,0,-59.0999999999999,0,-0.199999999999999,0,2.97999999999999,"NW","Living","Curitiba","Hyp.","C10","01"
"year9",1.30000000000001,6.2,-12.3,-8,-4.59999999999999,-3.5,2.3,-2.2,0.799999999999997,-0.6,0,11.9,0,0.299999999999999,0,-1.15,"SE","Dorm. 1","Curitiba","Hyp.","C10","01"
"year10",1.30000000000001,4.3,-8.1,-10.7,-4.40000000000001,-3.4,1.5,-4.4,0.399999999999991,-0.7,0,12.9,0.1,0.300000000000001,0,-1.23333333333333,"SE","Dorm. 2","Curitiba","Hyp.","C10","01"
"year11",1.29999999999995,0.700000000000017,-25.4,-31.5,-13.3,0,-2.7,-8.59999999999999,-1.09999999999999,-3.8,0,58.9,0.1,0.399999999999999,0,-3.38499999999999,"SE","Living","Curitiba","Hyp.","C10","01"
"year12",1.29999999999995,5.60000000000001,-11.4,-7,-4.30000000000001,-2.1,2.2,-2.7,0.799999999999997,-0.600000000000001,0,10.7,0,0.4,0,-1.04166666666666,"SW","Dorm. 1","Curitiba","Hyp.","C10","01"
"year13",1.30000000000001,4.3,-8,-10.6,-4.40000000000001,-4.4,1.4,-3.4,0.5,-0.7,0,12.7,0.1,0.300000000000001,0,-1.21666666666666,"SW","Dorm. 2","Curitiba","Hyp.","C10","01"
"year14",1.29999999999995,0.599999999999994,-24.9,-30.5,-12.8,-8.5,-2.5,0,-1,-3.6,0,57.3000000000001,0.1,0.399999999999999,0,-3.29000000000001,"SW","Living","Curitiba","Hyp.","C10","01"
"year15",0,-4.7,16.1,-1,0.200000000000003,4.3,-2.2,-3.3,-0.100000000000009,0.100000000000001,0.9,-11.5,0,0,0.9,1.35555555555555,"W","Dorm. N","Curitiba","Hyp.","C10","01"
"year16",0.899999999999977,4,-13.1,-3.5,-1.69999999999999,-3.3,2.1,-0.599999999999998,0.799999999999997,0.2,2.5,6.90000000000003,0,0.300000000000001,2.5,-0.911111111111104,"W","Dorm. S","Curitiba","Hyp.","C10","01"
"year17",0.700000000000045,-3.80000000000001,27.2,-8.20000000000005,-4.7,0.199999999999989,2.09999999999999,-5.7,-0.0999999999999943,0.0999999999999943,0,-15.3,0,0.0999999999999996,0,0.986666666666679,"W","Living","Curitiba","Hyp.","C10","01"
"year18",0,-12.6,11.1,-13.8,-3.5,-4.69999999999999,-3.5,-2.09999999999999,-0.4,-0.699999999999996,0,17.5,0.1,0,0,-1.90000000000001,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","01"
"year19",0,-8.90000000000003,-18.3,-25.7,-5.2,-5.5,-4.09999999999999,-10.9,-0.100000000000001,-1.2,0,53.0999999999999,0.1,0.5,0,-5.97777777777782,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","01"
"year20",0.0999999999999091,-18.6,6,-35,-8.5,-13,-1.5,-11.9,-0.699999999999999,-3.59999999999999,0,45.0999999999999,0,0.2,0,-3.02000000000001,"E","Living","Rio de Janeiro","Hyp.","C10","01"
"year21",0,-16.7,13.6,-31.1,-11.1,-1.5,-5.59999999999997,-12.7,-0.6,-2.4,0,39.2,0,0,0,-3.22499999999999,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","01"
"year22",0,-16.3,9.5,-32.9,-8.80000000000001,-17.4,-4.59999999999999,-2.19999999999999,-0.6,-2.4,0,45,0,0,0,-3.70833333333334,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","01"
"year23",0.0999999999999091,-22.7,-131.4,-62.0999999999999,-23.1,0,-15.2,-11.3,-0.600000000000001,-9.30000000000001,0,209.7,0,0.5,0,-10.56,"NE","Living","Rio de Janeiro","Hyp.","C10","01"
