"","val","var","sim","dwel","room","weather"
"359",632.3,"conv_hge_walls","Base","W","Dorm. N","Rio de Janeiro"
"360",437.2,"conv_hge_walls","Base","W","Dorm. S","Rio de Janeiro"
"361",1199.2,"conv_hge_walls","Base","W","Living","Rio de Janeiro"
"362",391.9,"conv_hge_walls","Base","E","Dorm. N","São Paulo"
"363",232.9,"conv_hge_walls","Base","E","Dorm. S","São Paulo"
"364",790.8,"conv_hge_walls","Base","E","Living","São Paulo"
"365",521.3,"conv_hge_walls","Base","NE","Dorm. 1","São Paulo"
"366",553.3,"conv_hge_walls","Base","NE","Dorm. 2","São Paulo"
"367",831,"conv_hge_walls","Base","NE","Living","São Paulo"
"368",533.7,"conv_hge_walls","Base","NW","Dorm. 1","São Paulo"
"369",571.5,"conv_hge_walls","Base","NW","Dorm. 2","São Paulo"
"370",1091,"conv_hge_walls","Base","NW","Living","São Paulo"
"371",314.8,"conv_hge_walls","Base","SE","Dorm. 1","São Paulo"
"372",331.3,"conv_hge_walls","Base","SE","Dorm. 2","São Paulo"
"373",626.4,"conv_hge_walls","Base","SE","Living","São Paulo"
"374",313.8,"conv_hge_walls","Base","SW","Dorm. 1","São Paulo"
