"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year41",0.899999999999977,-441.7,-200.6,-313.6,-96.1,0,-71.7,-72.8,9.49999999999999,-31.2,0,966.8,0.0999999999999996,3.3,0,-49.205,"NE","Living","São Paulo","Hyp.","SF","01"
"year42",0.199999999999989,-38.7,-8.40000000000001,-41.8,-16.7,-7.89999999999999,-8.09999999999999,-9.19999999999999,1.8,-2,0,85.8000000000002,0.1,0.599999999999998,0,-7.27499999999999,"NW","Dorm. 1","São Paulo","Hyp.","SF","01"
"year43",0.200000000000045,-37.5,-11.8,-47.2,-13.2,-15.7,-6,-12.3,1.8,-2.1,0,93.3000000000002,0,0.600000000000001,0,-7.90000000000001,"NW","Dorm. 2","São Paulo","Hyp.","SF","01"
"year44",0.199999999999932,-57.5,-16,-54.5999999999999,-19.3,-12.2,-10.2,0,2.8,-9.70000000000002,0,149.9,0.0999999999999996,0.699999999999999,0,-7.58000000000001,"NW","Living","São Paulo","Hyp.","SF","01"
"year45",0.199999999999989,-4.69999999999999,-15.2,-26.3,-5.1,-5.40000000000001,-11.3,-4.59999999999999,1.2,-1.2,0,44.9,0,0.699999999999999,0,-3.85833333333333,"SE","Dorm. 1","São Paulo","Hyp.","SF","01"
"year46",0.199999999999989,-6.19999999999999,-15.4,-28.2,-3.6,-7,-9,-8.60000000000001,1.2,-1.2,0,48.3,0,0.700000000000003,0,-4.125,"SE","Dorm. 2","São Paulo","Hyp.","SF","01"
"year47",0.100000000000023,-2.70000000000005,-36.1,-49.6,-9.2,0,-17.9,-10.8,1.09999999999999,-8.8,0,102.9,0,0.5,0,-5.22499999999999,"SE","Living","São Paulo","Hyp.","SF","01"
"year48",0.199999999999989,-4.09999999999999,-15,-25.7,-5,-4.5,-11.1,-5.2,1.30000000000001,-1.1,0,43.6,0,0.599999999999998,0,-3.75,"SW","Dorm. 1","São Paulo","Hyp.","SF","01"
"year49",0.199999999999989,-6.19999999999999,-15.3,-28.2,-3.6,-8.5,-8.89999999999999,-7,1.2,-1.2,0,48.3,0,0.700000000000003,0,-4.11666666666667,"SW","Dorm. 2","São Paulo","Hyp.","SF","01"
"year50",0.100000000000023,-2.60000000000002,-35.9,-49,-9,-10.7,-17.7,0,1.09999999999999,-8.69999999999999,0,101.8,0,0.5,0,-5.17,"SW","Living","São Paulo","Hyp.","SF","01"
"year51",0.200000000000045,-19.3,-4,-22.4,-5.5,-7.39999999999998,-4.19999999999999,-5.39999999999999,0.899999999999999,-1.4,0,44.4000000000001,0,0.300000000000001,0,-5.03333333333332,"W","Dorm. N","São Paulo","Hyp.","SF","01"
"year52",0.199999999999989,1.59999999999999,-11,-12.3,-2.3,-4.10000000000001,-2.99999999999999,-2.90000000000001,0.700000000000003,-1,0,21.2,0,0.5,0,-2.45555555555555,"W","Dorm. S","São Paulo","Hyp.","SF","01"
"year53",0.100000000000023,-33.4,-10,-35.1999999999999,-5.69999999999999,-15.4,-5.90000000000001,-8.20000000000002,1.7,-7.29999999999998,0,91.5,0,0.3,0,-6.13999999999999,"W","Living","São Paulo","Hyp.","SF","01"
