"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.599999999999966,-24.9,-6.2,-26.4,-6.5,-6,-4.59999999999999,-9.3,1.7,-1.7,0,55,0,0.600000000000001,0,-6.27777777777777,"E","Dorm. N","Curitiba","Hyp.","SF","01"
"year1",1,-1,-14.4,-15.5,-2.8,-3.5,-3.9,-5.3,1.59999999999999,-1.3,0,29,0,0.399999999999999,0,-3.47777777777777,"E","Dorm. S","Curitiba","Hyp.","SF","01"
"year2",0.200000000000045,-24.3,-24.5,-54.6,-8.8,-12.8,-9.19999999999999,-23.8,2.59999999999999,-10.9,0,119.4,0,1,0,-8.06,"E","Living","Curitiba","Hyp.","SF","01"
"year3",0.700000000000045,-51.8,-16.2,-67.7,-25,-13.6,-11.8,-17.2,3.70000000000002,-7.9,0,139.5,0,1.3,0,-11.7583333333334,"NE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year4",0.399999999999977,-52.8,-20.2,-77.5,-20.3,-26.5,-8.9,-21.8,3.50000000000001,-8.3,0,155.2,0,1.2,0,-13.0416666666667,"NE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year5",0.900000000000091,-441.4,-202.4,-321.6,-100.1,0,-71.7,-74.5,12.9,-33,0,971.6,0,4.6,0,-49.475,"NE","Living","Curitiba","Hyp.","SF","01"
"year6",0.5,-46.4,-12.9,-52.4,-21.9,-9.60000000000001,-9.59999999999999,-11.3,2.80000000000001,-2.4,0,107.5,0,1,0,-9.22499999999998,"NW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year7",0.300000000000011,-46.2,-16.4,-59.5,-17.6,-19.4,-7.2,-15.2,2.50000000000001,-2.7,0,118.7,0,0.900000000000002,0,-10.15,"NW","Dorm. 2","Curitiba","Hyp.","SF","01"
"year8",0.300000000000068,-74.1,-25,-72.5,-26.7,-15.9,-12.8,0,4.59999999999999,-13.1,0,190.1,0,1.3,0,-9.53,"NW","Living","Curitiba","Hyp.","SF","01"
"year9",1.39999999999998,-7.29999999999998,-21.6,-33.9,-6.1,-6.59999999999999,-15.3,-5.8,3.2,-1.5,0,58.6,0,0.699999999999999,0,-5.25,"SE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year10",1.30000000000001,-9.80000000000001,-22.5,-37.6,-4.7,-9.3,-12.3,-11.3,3.09999999999999,-1.6,0,65.9,0,0.600000000000001,0,-5.80833333333333,"SE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year11",0.400000000000091,-11.7,-49,-65.4,-11.9,0,-24,-14.1,3.39999999999998,-11.8,0,144.4,0,0.699999999999999,0,-7.45,"SE","Living","Curitiba","Hyp.","SF","01"
"year12",1.30000000000001,-6.90000000000001,-21.4,-33.2,-6,-5.7,-15,-6.4,3.10000000000001,-1.4,0,57.3,0,0.699999999999999,0,-5.11666666666667,"SW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year13",1.30000000000001,-9.70000000000002,-22.5,-37.5,-4.7,-11.3,-12.3,-9.2,3.09999999999999,-1.5,0,65.6999999999999,0,0.600000000000001,0,-5.78333333333333,"SW","Dorm. 2","Curitiba","Hyp.","SF","01"
"year14",0.400000000000091,-11.2,-48.6,-64.6,-11.6,-13.9,-23.8,0,3.40000000000001,-11.6,0,142.4,0,0.699999999999999,0,-7.345,"SW","Living","Curitiba","Hyp.","SF","01"
"year15",0.5,-23.2,-5.40000000000001,-25.2,-6.3,-8.60000000000001,-4.6,-5.8,1.60000000000001,-1.7,0,51.5,0,0.699999999999999,0,-5.88888888888889,"W","Dorm. N","Curitiba","Hyp.","SF","01"
"year16",0.799999999999955,-0.100000000000009,-14.2,-14.5,-2.6,-5.1,-3.7,-3.2,1.5,-1.2,0,27.1,0,0.399999999999999,0,-3.27777777777777,"W","Dorm. S","Curitiba","Hyp.","SF","01"
"year17",0.199999999999932,-48.8,-13.2,-48.4,-7.70000000000002,-21.9,-7.90000000000001,-11,3.09999999999999,-10.2,0,124.5,0,0.700000000000003,0,-8.35333333333335,"W","Living","Curitiba","Hyp.","SF","01"
"year18",0.100000000000023,-14,1,-14.2,-3,-3.79999999999998,-2.80000000000001,-4.59999999999999,0.299999999999999,-0.399999999999999,0,25.8000000000002,0,0.100000000000001,0,-2.92222222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","SF","01"
"year19",0,7.90000000000001,-6,-2.5,-0.599999999999994,-1,-0.5,-0.599999999999994,-0.0999999999999996,0,0,0.599999999999909,0,0.300000000000001,0,-0.0888888888889312,"E","Dorm. S","Rio de Janeiro","Hyp.","SF","01"
"year20",0.100000000000023,-9.29999999999995,4.30000000000001,-13.5,-2.90000000000001,-4.80000000000001,-3.20000000000002,-2.70000000000005,-1.4,-1.30000000000001,0,17.9000000000001,0,0.0999999999999996,0,-1.20666666666668,"E","Living","Rio de Janeiro","Hyp.","SF","01"
"year21",0.0999999999999659,-29.5,3.90000000000001,-27,-5,-5.69999999999999,-5.70000000000002,-10.5,1.3,-6.6,0,61.0999999999999,0,0.2,0,-5.02499999999998,"NE","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year22",0.0999999999999659,-28.2,0.299999999999983,-34.6,-4.60000000000002,-16.2,-4.60000000000001,-9.30000000000001,1.4,-6.8,0,70.9000000000001,0,0.3,0,-5.84999999999999,"NE","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year23",0.900000000000091,-474.2,-198.7,-308.8,-89.8,0,-74.4,-72.9,4.4,-27,0,978.3,0,2.6,0,-49.825,"NE","Living","Rio de Janeiro","Hyp.","SF","01"
"year24",0.0999999999999659,-22.9,6.90000000000001,-10.4,-1.5,-2.39999999999998,-3.19999999999999,-3.19999999999999,0.300000000000001,-0.399999999999999,0,24.8,0,0.100000000000001,0,-2.10833333333335,"NW","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year25",0.0999999999999659,-20.7,3.79999999999998,-15.5999999999999,-1.69999999999999,-6.69999999999999,-2.59999999999999,-4.40000000000001,0.399999999999999,-0.5,0,31,0,0.2,0,-2.64166666666668,"NW","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year26",0,-29.8,15.9000000000001,-8.79999999999995,-0.800000000000011,-3.19999999999999,-2.59999999999997,0,-1,-0.800000000000011,0,28.3000000000002,0,0.200000000000001,0,-1.42999999999995,"NW","Living","Rio de Janeiro","Hyp.","SF","01"
"year27",0,11.7,-1.30000000000001,5.60000000000002,0.700000000000003,0.5,3.5,0.899999999999991,-0.199999999999999,0.400000000000002,0,-15.7,0,0.100000000000001,0,1.29166666666666,"SE","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year28",0,11.2,-1,4.59999999999997,0.299999999999997,1.09999999999999,2.59999999999999,0.700000000000017,-0.300000000000001,0.400000000000002,0,-14.8,0,0.199999999999999,0,1.22500000000001,"SE","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year29",0,26.6,-11,-4.70000000000005,-1.90000000000001,0,0.300000000000011,-1.90000000000001,-2.5,-0.200000000000003,0,-8.40000000000009,0,-0.0999999999999996,0,0.455000000000013,"SE","Living","Rio de Janeiro","Hyp.","SF","01"
"year30",0,12.3,-1,6.30000000000007,0.799999999999997,1,3.80000000000001,0.799999999999997,-0.200000000000001,0.5,0,-17.3,0,0.0999999999999996,0,1.42499999999998,"SW","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year31",0,11.3,-1,4.69999999999999,0.299999999999997,0.699999999999989,2.59999999999999,1.09999999999999,-0.300000000000001,0.5,0,-14.9000000000001,0,0.199999999999999,0,1.23333333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year32",0,27,-10.8,-4,-1.69999999999999,-1.79999999999998,0.400000000000034,0,-2.5,-0.0999999999999943,0,-9.89999999999964,0,-0.0999999999999996,0,0.530000000000001,"SW","Living","Rio de Janeiro","Hyp.","SF","01"
"year33",0,-11.4,3.5,-11.7,-2.40000000000001,-3.5,-2.5,-3.40000000000001,0.199999999999999,-0.300000000000001,0,18.5999999999999,0,0.0999999999999996,0,-2.09999999999997,"W","Dorm. N","Rio de Janeiro","Hyp.","SF","01"
"year34",0,10,-4.3,-0.100000000000023,0,0.199999999999989,0.200000000000003,-0.299999999999983,0,0.199999999999999,0,-5.80000000000018,0,0.200000000000001,0,0.622222222222234,"W","Dorm. S","Rio de Janeiro","Hyp.","SF","01"
"year35",0,-21.0999999999999,12.4,-0.899999999999864,-0.699999999999989,1.5,-0.799999999999983,-0.899999999999977,-0.699999999999996,0.200000000000017,0,7.90000000000009,0,0,0,-0.52000000000001,"W","Living","Rio de Janeiro","Hyp.","SF","01"
"year36",0.200000000000045,-21.5,-5.60000000000001,-24.5,-5.89999999999999,-5.8,-4.39999999999999,-8.40000000000001,1,-1.5,0,50.1000000000001,0,0.400000000000002,0,-5.66666666666666,"E","Dorm. N","São Paulo","Hyp.","SF","01"
"year37",0.199999999999989,-0.100000000000023,-12.2,-14.3,-2.7,-3.5,-3.50000000000001,-4.5,0.700000000000003,-1.1,0,26.1999999999999,0,0.5,0,-3.03333333333333,"E","Dorm. S","São Paulo","Hyp.","SF","01"
"year38",0.100000000000023,-23,-16.1,-43.4000000000001,-7.20000000000002,-10.5,-7.5,-18.1,1.40000000000001,-8.29999999999998,0,96.6999999999998,0,0.699999999999999,0,-6.49333333333334,"E","Living","São Paulo","Hyp.","SF","01"
"year39",0.199999999999989,-44.5,-11.4,-57.2,-19.9,-11.6,-10.4,-15.4,2.59999999999999,-7.6,0,118.6,0.1,0.800000000000001,0,-9.86666666666667,"NE","Dorm. 1","São Paulo","Hyp.","SF","01"
"year40",0.300000000000011,-44.2,-15.2,-64.8000000000001,-15.9,-23.3,-7.59999999999999,-18.1,2.7,-7.7,0,129.6,0,0.800000000000001,0,-10.775,"NE","Dorm. 2","São Paulo","Hyp.","SF","01"
