"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.199999999999989,-2.4,19,5.3,1.2,-0.5,-0.0999999999999979,4.7,-0.400000000000006,0.2,0,-21.8,-0.1,-0.0999999999999996,0,2.6,"E","Dorm. N","Curitiba","Hyp.","TV","01"
"year1",1.19999999999999,8.3,-13.1,-5.3,-1.8,-2,0.699999999999999,-2.1,0.899999999999991,0.3,0,6.40000000000003,0.1,0.300000000000001,0,-0.899999999999999,"E","Dorm. S","Curitiba","Hyp.","TV","01"
"year2",0.199999999999932,-2.59999999999999,9.89999999999999,-9.19999999999999,-4.1,-6.5,1.09999999999999,0.300000000000011,-1.40000000000001,-0.699999999999996,0,3.70000000000005,0,0,0,-0.466666666666669,"E","Living","Curitiba","Hyp.","TV","01"
"year3",0.200000000000045,-4.2,34.2,7.90000000000001,4.7,4.59999999999999,0.100000000000001,-1.5,-0.700000000000003,-0.700000000000001,0,-35.5999999999999,0,-0.199999999999999,0,3.08333333333334,"NE","Dorm. 1","Curitiba","Hyp.","TV","01"
"year4",0.100000000000023,-4.8,37.5,12.1,3.8,-1.6,-0.299999999999997,10.2,-0.899999999999991,-0.5,0,-42.3000000000001,0,-0.199999999999999,0,3.675,"NE","Dorm. 2","Curitiba","Hyp.","TV","01"
"year5",0.200000000000045,3.20000000000002,-78,-30.8,-9.5,0,-12.5,-3.80000000000001,-0.799999999999997,-2.40000000000001,0,100.7,0,0.400000000000002,0,-5.33500000000002,"NE","Living","Curitiba","Hyp.","TV","01"
"year6",0.0999999999999659,-6.1,38.2,16.6,5.4,5.2,0.5,5.4,-1,1.2,0,-48.5999999999999,0,-0.199999999999999,0,4.18333333333334,"NW","Dorm. 1","Curitiba","Hyp.","TV","01"
"year7",0,-6.5,41.9,22,4.4,9.5,0,8,-1.2,1.3,0,-57.1,0,-0.199999999999999,0,4.9,"NW","Dorm. 2","Curitiba","Hyp.","TV","01"
"year8",-0.100000000000023,-9.5,67.3,26.8,6.69999999999999,10.3,1.69999999999999,0,-2,4.7,0,-90.5,0,-0.399999999999999,0,4.56999999999999,"NW","Living","Curitiba","Hyp.","TV","01"
"year9",1.19999999999999,7.90000000000001,-9.6,-6.8,-4.09999999999999,-2.8,1.6,-1.5,0.5,-0.4,0,6.89999999999998,0,0.4,0,-0.725000000000001,"SE","Dorm. 1","Curitiba","Hyp.","TV","01"
"year10",1,6,-5.3,-7.7,-3.5,-2.4,1.2,-3,0.100000000000009,-0.5,0,6.10000000000002,0,0.300000000000001,0,-0.625,"SE","Dorm. 2","Curitiba","Hyp.","TV","01"
"year11",0.599999999999909,2.09999999999999,-23.2,-32.9,-12.5,0,-4.60000000000001,-8.5,-2.29999999999998,-3.7,0,58.5999999999999,0,0.200000000000003,0,-3.26000000000001,"SE","Living","Curitiba","Hyp.","TV","01"
"year12",1.19999999999999,7.5,-8.9,-5.9,-3.8,-1.5,1.8,-2.3,0.5,-0.4,0,5.60000000000002,0,0.4,0,-0.600000000000001,"SW","Dorm. 1","Curitiba","Hyp.","TV","01"
"year13",1,5.90000000000001,-5.2,-7.49999999999999,-3.5,-3,1.2,-2.3,0.100000000000009,-0.5,0,6,0,0.300000000000001,0,-0.61666666666666,"SW","Dorm. 2","Curitiba","Hyp.","TV","01"
"year14",0.599999999999909,2.09999999999999,-22.7,-32,-12.2,-8.40000000000001,-4.5,0,-2.19999999999999,-3.59999999999999,0,56.8999999999999,0,0.200000000000003,0,-3.17,"SW","Living","Curitiba","Hyp.","TV","01"
"year15",0.0999999999999659,-2.9,20.7,8.8,2.6,6.3,0.199999999999999,-0.199999999999999,-0.400000000000006,0.600000000000001,0,-26.7,-0.1,-0.0999999999999996,0,3.14444444444445,"W","Dorm. N","Curitiba","Hyp.","TV","01"
"year16",1,7.09999999999999,-11.3,-3.2,-1.5,-2,1.6,-1.4,0.799999999999997,0.6,0,4,0,0.300000000000001,0,-0.588888888888896,"W","Dorm. S","Curitiba","Hyp.","TV","01"
"year17",0.300000000000068,-1.90000000000001,32.7,3.39999999999998,-2,3.80000000000001,3.2,-1.59999999999999,-0.900000000000006,1.09999999999999,0,-33.8999999999999,0,0,0,2.13999999999999,"W","Living","Curitiba","Hyp.","TV","01"
