"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-0.100000000000023,-2.1,42.1,25.5,6,5.4,4.8,9.2,-1.5,1,0,-63.0000000000001,0,-0.5,0,7.21111111111111,"E","Dorm. N","Curitiba","Hyp.","SF","01"
"year1",0.5,9.40000000000001,-2.9,-0.5,-0.4,-1.1,0.700000000000003,0.0999999999999943,0.299999999999997,0.799999999999999,0,-8.69999999999999,0,0.200000000000001,0,0.822222222222223,"E","Dorm. S","Curitiba","Hyp.","SF","01"
"year2",0,2.30000000000001,19.5,4.70000000000005,0,0.399999999999991,2.3,2,-2,1.5,0,-29.2,0,0,0,1.98666666666666,"E","Living","Curitiba","Hyp.","SF","01"
"year3",-0.200000000000045,-4,63.1,34.3,12,10,7,5.3,-2.59999999999999,-0.300000000000001,0,-87.8000000000001,0,-0.600000000000001,0,7.53333333333333,"NE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year4",-0.199999999999989,-3.59999999999999,62.7,36,9.1,8,4.5,14.4,-2.60000000000001,-0.0999999999999996,0,-90,0,-0.600000000000001,0,7.72499999999999,"NE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year5",0.100000000000023,11.3,-91,-55,-17.5,0,-14.6,-11.2,-1.09999999999999,-0.899999999999991,0,119.2,0,0.5,0,-6.14,"NE","Living","Curitiba","Hyp.","SF","01"
"year6",-0.200000000000045,-5.2,66,39.6,13.1,8,7.7,10.7,-2.8,1.6,0,-97.3000000000001,0,-0.799999999999997,0,8.28333333333334,"NW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year7",-0.199999999999989,-4.8,66.3,42.3,9.99999999999999,15.3,5.1,11.9,-2.8,1.7,0,-101.1,0,-0.699999999999999,0,8.60833333333334,"NW","Dorm. 2","Curitiba","Hyp.","SF","01"
"year8",-0.100000000000023,0.799999999999955,69.8,45.3,12.4,12.4,9.19999999999999,0,-2.19999999999999,7.7,0,-130.6,0,-0.399999999999999,0,6.63000000000001,"NW","Living","Curitiba","Hyp.","SF","01"
"year9",0.399999999999977,11.1,-1.3,-1.09999999999999,-1.1,-0.5,1,-0.600000000000001,0,-0.200000000000001,0,-8.89999999999998,0,0.300000000000001,0,0.649999999999999,"SE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year10",0.199999999999989,10.5,0.399999999999999,-1.79999999999998,-0.9,-0.899999999999999,0.700000000000003,-0.599999999999994,-0.400000000000006,-0.199999999999999,0,-9,0.1,0.199999999999999,0,0.674999999999997,"SE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year11",0.100000000000023,11.3,-28.1,-33.2,-8.40000000000001,0,-8.80000000000001,-8.2,-2.40000000000001,-3.49999999999999,0,52.6999999999998,0,0.299999999999997,0,-2.69500000000001,"SE","Living","Curitiba","Hyp.","SF","01"
"year12",0.300000000000011,11,-0.899999999999999,-0.599999999999994,-0.899999999999999,-0.399999999999999,1.1,-0.299999999999997,0,-0.200000000000001,0,-9.70000000000005,0,0.300000000000001,0,0.724999999999994,"SW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year13",0.199999999999989,10.5,0.5,-1.79999999999998,-0.9,-0.700000000000003,0.700000000000003,-0.800000000000004,-0.400000000000006,-0.199999999999999,0,-9.10000000000002,0.1,0.199999999999999,0,0.68333333333333,"SW","Dorm. 2","Curitiba","Hyp.","SF","01"
"year14",0.100000000000023,11.6,-27.7,-32.2,-8.1,-8,-8.5,0,-2.30000000000001,-3.3,0,50.7,0,0.299999999999997,0,-2.58499999999999,"SW","Living","Curitiba","Hyp.","SF","01"
"year15",-0.199999999999989,-2,43.1,26.8,6.3,9.8,5,5.7,-1.40000000000001,1.1,0,-65.6,0,-0.5,0,7.47777777777777,"W","Dorm. N","Curitiba","Hyp.","SF","01"
"year16",0.5,9.3,-2,1.40000000000001,0,0.399999999999999,1.2,-0.399999999999999,0.399999999999991,0.9,0,-11.5,0,0.300000000000001,0,1.16666666666667,"W","Dorm. S","Curitiba","Hyp.","SF","01"
"year17",0,4.30000000000001,34.4,22,3,7.69999999999999,5.39999999999999,5.90000000000001,-1.2,3.39999999999999,0,-67.0999999999999,0,-0.100000000000001,0,4.5,"W","Living","Curitiba","Hyp.","SF","01"
"year18",-0.200000000000045,-11.9,35.8,16.5,3.5,3.80000000000001,3.5,5.79999999999998,-1.4,0.100000000000001,0,-35.0999999999999,0,-0.1,0,4.06666666666666,"E","Dorm. N","Rio de Janeiro","Hyp.","SF","01"
"year19",0,-3.39999999999998,-13.8,-16.6,-3.3,-4.39999999999998,-3.40000000000001,-5.59999999999999,0.600000000000001,-0.399999999999999,0,31.7,0.1,0.600000000000001,0,-3.55555555555557,"E","Dorm. S","Rio de Janeiro","Hyp.","SF","01"
"year20",0,-12,23,-0.900000000000091,-1.09999999999999,-0.399999999999977,1.30000000000001,-0.699999999999989,-0.4,-0.400000000000006,0,-29.2000000000003,0,0.0999999999999996,0,2,"E","Living","Rio de Janeiro","Hyp.","SF","01"
"year21",-0.199999999999989,-16,48.8,15.4,5,5.29999999999998,4.19999999999999,0.900000000000006,-2,-2,0,-37.7,0.1,-0.0999999999999996,0,3.34999999999999,"NE","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year22",-0.199999999999989,-14.8,44,12.7,3,0.900000000000006,2.3,6.40000000000001,-1.8,-2,0,-32.3000000000002,0,-0.1,0,2.89166666666668,"NE","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year23",0.300000000000068,-10.7,-146.9,-98.5,-31,0,-24.3,-21.3,1.2,-6.90000000000001,0,214,0.1,0.699999999999999,0,-10.77,"NE","Living","Rio de Janeiro","Hyp.","SF","01"
"year24",-0.199999999999989,-17,51.6,20.4,6,3.69999999999999,5,5.79999999999998,-2.4,0.199999999999996,0,-48.1999999999998,0.1,-0.2,0,4.16666666666669,"NW","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
"year25",-0.199999999999989,-15.8,47.6,19.5,4.09999999999999,7.40000000000001,3,5.09999999999999,-2.2,0.300000000000004,0,-45.2,0,-0.1,0,3.90833333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","SF","01"
"year26",-0.100000000000023,-11,46.2,23,5.30000000000001,6.80000000000001,4.89999999999998,0,0.899999999999999,4.40000000000001,0,-98.7999999999997,0.1,0.0999999999999996,0,5.18000000000004,"NW","Living","Rio de Janeiro","Hyp.","SF","01"
"year27",0.0999999999999659,-3.09999999999997,-24.1,-29,-6.60000000000001,-7.19999999999999,-8.79999999999998,-6.5,0.9,-2.1,0,57.2,0.1,0.7,0,-4.78333333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","SF","01"
