"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.599999999999966,-16.8,0.400000000000006,-14.3,-4,-1,-0.0999999999999943,-9,1.3,-1,0.4,27.9,0,0.5,0.4,-3.3,"E","Dorm. N","Curitiba","Hyp.","TV","01"
"year1",0.899999999999977,2.90000000000001,-10,-10.8,-0.899999999999991,-0.799999999999997,-3.5,-5.6,1,-1,2.1,14.5,0,0.199999999999999,2.1,-1.81111111111111,"E","Dorm. S","Curitiba","Hyp.","TV","01"
"year2",0.699999999999932,-20.6,-16.8,-35.3,-4.7,-4.3,-5,-21.5,2,-5.7,0,77.8999999999999,0,0.700000000000003,0,-5.38666666666667,"E","Living","Curitiba","Hyp.","TV","01"
"year3",1.09999999999997,-40.2,-9.10000000000001,-52.1,-19.4,-6.59999999999999,-1.40000000000001,-24.6,3.30000000000001,-6.5,0,103.9,0.1,1.1,0,-8.83333333333333,"NE","Dorm. 1","Curitiba","Hyp.","TV","01"
"year4",1,-45.7,-15.4,-71.8,-17,-36.4,-1.7,-16.8,3.5,-6.8,0,136.2,0.1,1.2,0,-11.45,"NE","Dorm. 2","Curitiba","Hyp.","TV","01"
"year5",1.60000000000002,-410.6,-170.1,-179.1,-59.1,0,-31.8,-44.7,12.2,-23.7,0,753.7,0.1,4,0,-38.79,"NE","Living","Curitiba","Hyp.","TV","01"
"year6",0.699999999999989,-34.3,-5.2,-29.5,-17.8,-6.09999999999999,-1,-4.7,2.30000000000001,-1.4,0,64.9,0.1,0.699999999999999,0,-5.59999999999999,"NW","Dorm. 1","Curitiba","Hyp.","TV","01"
"year7",0.699999999999989,-37.8,-10.6,-44.7,-15,-18.2,-1.1,-10.4,2.5,-1.7,0,88.9000000000001,0,0.800000000000001,0,-7.60000000000001,"NW","Dorm. 2","Curitiba","Hyp.","TV","01"
"year8",0.300000000000068,-72.4,-14.9,-59,-25.2,-14.1,-5.3,0,3.30000000000001,-8.30000000000001,0,152.6,0.1,1,0,-7.80500000000001,"NW","Living","Curitiba","Hyp.","TV","01"
"year9",1.5,-1.19999999999999,-15.1,-22.9,-1.3,-3,-14.1,-4.5,2.40000000000001,-1.1,0.1,35.4,0,0.5,0.1,-3.25833333333333,"SE","Dorm. 1","Curitiba","Hyp.","TV","01"
"year10",1.69999999999999,-4.8,-17.1,-29.7,-1.69999999999999,-7.3,-11.5,-9.2,2.5,-1.3,0,48,0,0.600000000000001,0,-4.35833333333334,"SE","Dorm. 2","Curitiba","Hyp.","TV","01"
"year11",1.29999999999995,-9.39999999999998,-37.3,-50.6,-5,0,-22.1,-11.3,3.10000000000002,-7.1,0,102.9,0,0.700000000000003,0,-5.49000000000001,"SE","Living","Curitiba","Hyp.","TV","01"
"year12",1.40000000000003,-1,-15,-22.6,-1.09999999999999,-4.5,-14.2,-2.8,2.40000000000001,-1.2,0.1,35.1,0,0.5,0.1,-3.22499999999999,"SW","Dorm. 1","Curitiba","Hyp.","TV","01"
"year13",1.69999999999999,-4.8,-17.1,-29.6,-1.69999999999999,-9.3,-11.5,-7.2,2.5,-1.3,0,47.8000000000001,0,0.600000000000001,0,-4.34166666666667,"SW","Dorm. 2","Curitiba","Hyp.","TV","01"
"year14",1.29999999999995,-9,-37,-50,-4.7,-11.2,-22,0,3.10000000000002,-7.1,0,101.7,0,0.700000000000003,0,-5.42,"SW","Living","Curitiba","Hyp.","TV","01"
"year15",0.5,-14.9,0,-11.6,-3.9,-6.39999999999999,-0.5,-0.899999999999999,1.09999999999999,-1,0.3,24.1,0,0.399999999999999,0.3,-2.83333333333333,"W","Dorm. N","Curitiba","Hyp.","TV","01"
"year16",0.700000000000045,3.69999999999999,-10.5,-10.3,-0.900000000000006,-5.7,-3.3,-0.399999999999999,0.899999999999991,-0.9,1.7,14.1,0,0.199999999999999,1.7,-1.74444444444444,"W","Dorm. S","Curitiba","Hyp.","TV","01"
"year17",0.5,-44.1,-2.90000000000001,-36.5,-4.89999999999999,-22.2,-4.90000000000001,-4.5,1.8,-5.89999999999999,0.1,89.9000000000001,0.1,0.5,0.1,-6.03333333333333,"W","Living","Curitiba","Hyp.","TV","01"
"year18",0,-7.79999999999995,1.5,-8.39999999999998,-1.40000000000001,-1.80000000000001,-0.599999999999994,-4.5,0.4,-0.299999999999997,0,13.9000000000001,0.1,0.0999999999999996,0,-1.56666666666666,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","01"
