"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year24",392.8,356.5,227,908.2,255.7,164.9,258.8,228.8,10.7,41.1,0,-1906,1,-3.2,0,168.325,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year25",392.9,361.2,223.2,904.1,193.9,289.6,181.1,239.5,12.8,39.6,0,-1906.4,1.2,-3,0,168.425,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year26",785.7,680.9,483.3,1424.2,337.5,315,470.8,0,50.6,163.7,0,-3601.4,1.8,-5.9,0,197.965,"NW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year27",393.3,386.7,144.6,680.9,111.6,181.1,258.5,129.8,-2.2,30.6,0,-1621.2,1.3,-5.2,0,145.691666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year28",393.3,389.1,139.8,670.1,75.4,185.2,194.1,215.4,-1.3,30.8,0,-1610.8,1.7,-4.7,0,144.883333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year29",786.7,649.9,276.8,896.3,190.4,0,292.2,201.8,7.6,111.6,0,-2736.9,8,-5.3,0,156.68,"SE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year30",393.3,388.4,144.4,684,112.7,130.2,259.2,181.9,-1.9,30.8,0,-1626.6,1.4,-5.1,0,146.141666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year31",393.3,389.2,139.8,670.2,75.4,215.3,194.1,185.3,-1.3,30.8,0,-1610.8,1.7,-4.7,0,144.891666666667,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year32",786.7,650.3,276.8,896,190.7,202.3,292.3,0,7.7,111.4,0,-2736.5,8,-5.3,0,156.66,"SW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year33",382.8,253.1,164.1,781.6,144.8,211,186.3,239.6,4.9,35.1,0,-1582.7,0.9,-2.8,0,187.988888888889,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Base"
"year34",383.2,273.9,106.3,631.5,76.5,152,149.6,253.4,-6.5,33.3,0,-1401.2,0.9,-7.2,0,168.633333333333,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year35",761.6,571.8,354.1,1335.3,191.7,368.1,236.2,539.3,45.5,170.8,0,-3280.1,0.9,-3.1,0,242.486666666667,"W","Living","Rio de Janeiro","Hyp.","C10","Base"
"year36",386.3,92.1,79.9,206.5,59.4,19.1,28.8,99.2,-39.8,14.4,0,-715.3,0.4,-7.3,0,88.3555555555556,"E","Dorm. N","São Paulo","Hyp.","C10","Base"
"year37",388.5,122.9,34,101.4,-63.5,34.8,69.6,60.5,-47.3,14.5,0,-594.4,0.1,-12.6,0,74.1666666666667,"E","Dorm. S","São Paulo","Hyp.","C10","Base"
"year38",762.5,261.3,200.7,567.4,93.9,148.8,132.2,192.5,-45.7,87.3,0,-1839.6,0.4,-11.1,0,144.52,"E","Living","São Paulo","Hyp.","C10","Base"
"year39",394.5,134.1,129.9,346.1,108.3,111.9,51.9,74,-49.2,19.7,0,-954.1,0.7,-8.3,0,87.0333333333333,"NE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year40",394,133.1,135.1,392.9,84.5,110.8,37.7,159.8,-46.6,19.1,0,-1008.4,0.8,-7.6,0,91.8416666666667,"NE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year41",787,359.6,197.7,769.6,189.1,0,197.4,200.5,-45.8,100.7,0,-2180.2,2.9,-10,0,125.38,"NE","Living","São Paulo","Hyp.","C10","Base"
"year42",394.4,134,133.6,358.4,109.4,84.2,52.6,112.2,-49.1,21.9,0,-973.1,0.7,-8.3,0,88.625,"NW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year43",394,132.1,139.5,404.1,84.8,158.2,37.5,123.6,-46.8,20.6,0,-1025.1,0.8,-7.7,0,93.2166666666667,"NW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year44",786.8,355.6,340,803.1,199.1,210.1,204,0,-45.8,107.8,0,-2354.3,2.9,-10.5,0,134.245,"NW","Living","São Paulo","Hyp.","C10","Base"
"year45",395.7,173.4,64.1,186.7,-73.1,78.1,122.5,59.3,-58.9,13.6,0,-756.7,0.2,-13.5,0,70.0416666666667,"SE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year46",394.7,166.2,69.1,224.7,-53.4,83.7,92.2,102.2,-58,13.8,0,-793.4,0.2,-12.7,0,73.5833333333333,"SE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year47",787.7,347.1,165.7,390.7,-20.1,0,170.9,119.3,-79.5,65.2,0,-1667.7,1.3,-16.2,0,99.375,"SE","Living","São Paulo","Hyp.","C10","Base"
"year48",395.6,174.2,64.2,189.5,-72.4,59.5,123.1,79.3,-58.6,13.7,0,-760.8,0.2,-13.5,0,70.4166666666667,"SW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year49",394.7,166.2,69.1,224.7,-53.4,102.2,92.2,83.8,-58,13.8,0,-793.5,0.2,-12.7,0,73.5916666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year50",787.7,347.3,165.8,390.6,-19.9,119.5,171,0,-79.5,65.1,0,-1667.7,1.3,-16.2,0,99.37,"SW","Living","São Paulo","Hyp.","C10","Base"
"year51",385.9,101.1,85.8,246.4,63.8,109.3,35.5,37.9,-37.9,15.7,0,-771.6,0.5,-7,0,94.6555555555556,"W","Dorm. N","São Paulo","Hyp.","C10","Base"
"year52",387.8,131.2,37.9,140.4,-57,66.5,74.1,56.8,-46.3,15.5,0,-645.2,0.1,-13.2,0,79.9333333333333,"W","Dorm. S","São Paulo","Hyp.","C10","Base"
"year53",762.8,323.5,230.9,708.2,107.1,223.4,144.6,233.1,-30.7,105.2,0,-2120.1,1.5,-6.1,0,163.42,"W","Living","São Paulo","Hyp.","C10","Base"
"year54",393.6,47.6,24.2,-89.2,17.7,-109.8,-47,50,-63.9,4.7,0.4,-294.5,0.2,-12.8,0.4,38.6,"E","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year55",397.4,80.5,9.4,-170.9,-139.1,-89.9,32.6,25.4,-71.8,6,1.9,-238.5,0.1,-11.7,1.9,31.5111111111111,"E","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year56",764.5,171.4,103,184.2,43.1,-48.2,74.6,114.7,-93.6,48.1,0,-1166,0.3,-21.4,0,98.2933333333333,"E","Living","Curitiba","Hyp.","C10","Simp."
"year57",398.6,44.4,50.3,43.8,31.7,40.4,-65.8,37.6,-87.2,10,0,-436.6,0.3,-16.1,0,42.0166666666667,"NE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year58",396.7,34.8,56.1,109.2,24.4,54.7,-47.1,77.2,-85.6,9.5,0,-498.5,0.3,-15,0,47.7833333333333,"NE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year59",787.8,206.1,191.5,421,116.6,0,46.3,139.1,-106.6,70,0,-1562.1,1.2,-19,0,93.995,"NE","Living","Curitiba","Hyp.","C10","Simp."
"year60",398.5,44.3,51.3,52.1,32.3,38,-65.5,47.3,-87.1,11.2,0,-446.8,0.3,-16.1,0,42.9166666666667,"NW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year61",396.7,34.8,56.1,108.9,24.5,78,-47,53.4,-85.6,9.3,0,-498.1,0.3,-15,0,47.75,"NW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year62",787.8,205.9,191.4,420,116.5,139,46.1,0,-106.7,69.5,0,-1560.2,1.2,-19,0,93.895,"NW","Living","Curitiba","Hyp.","C10","Simp."
"year63",402.4,88.3,27.2,-78.4,-186.8,23.3,58,27.1,-96.2,5.8,0,-332.9,0.1,-14.7,0,32.5333333333333,"SE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year64",399.7,71.3,30.9,-15.8,-135.9,34.1,41,45,-96.6,5.5,0,-378.2,0.1,-14,0,36.9083333333333,"SE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year65",789.7,211.6,102.6,88.5,-159.9,0,104.4,74.5,-140.4,39.2,0,-1079.5,0.4,-18.5,0,68.455,"SE","Living","Curitiba","Hyp.","C10","Simp."
"year66",402.1,87.6,28.1,-70.1,-186.7,27.2,58.3,31.1,-96.3,5.9,0,-341.1,0.1,-14.8,0,33.275,"SW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year67",399.7,71.3,30.9,-15.7,-135.9,45,41.1,34.2,-96.6,5.5,0,-378.3,0.1,-14,0,36.9083333333333,"SW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year68",789.7,211.4,102.7,88.8,-160,74.7,104.3,0,-140.5,39.2,0,-1079.7,0.4,-18.5,0,68.46,"SW","Living","Curitiba","Hyp.","C10","Simp."
"year69",392.5,45.6,29.9,-22.1,25.9,53.5,-47,-54.5,-64.3,6.6,0.2,-362.9,0.3,-13.2,0.2,46.5222222222222,"W","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year70",395.6,75.3,12.6,-104.4,-139.3,25.1,39.9,-30.1,-73.2,7.6,1.2,-298.1,0.1,-12.3,1.2,38.5222222222222,"W","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year71",764.3,217.4,145.4,398.6,64,148.4,94.5,91.7,-75.7,71,0,-1523.7,0.7,-15,0,122.74,"W","Living","Curitiba","Hyp.","C10","Simp."
"year72",383,253.7,143.3,745.3,143,223.6,180.5,198.2,2.6,34.3,0,-1526,0.7,-3,0,181.711111111111,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year73",383.3,269.1,116.2,607.6,72.5,236.5,147.4,151.3,-8.2,33.1,0,-1381.5,0.6,-7.4,0,166.6,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year74",761.2,502.2,310.6,1177.4,182.1,437.8,221.2,336.2,25.3,149.9,0,-2946.6,1.4,-4.3,0,220.6,"E","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year75",392.8,372.4,209.7,924.9,265,230.5,263.2,166.1,11.1,41.3,0,-1922.3,1,-3.2,0,169.658333333333,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year76",392.9,378.1,209,923.6,202,242.3,185.9,293.4,13.7,40.3,0,-1931.1,1.2,-2.9,0,170.45,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year77",785.7,702.7,451,1440.5,346.5,0,476.6,313.6,50.7,164.4,0,-3599.4,1.8,-6,0,197.78,"NE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year78",392.8,373.7,210,927.6,266.1,166.7,264.5,230.3,11.4,41.6,0,-1927.7,1,-3.2,0,170.108333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year79",392.9,378,208.9,923.3,201.9,293.4,185.9,242.1,13.7,40.1,0,-1930.5,1.2,-2.9,0,170.4,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year80",785.7,702.4,450.8,1438.7,346.3,314.1,476.4,0,50.7,163.7,0,-3595.8,1.8,-6,0,197.6,"NW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year81",393.2,398,170.2,725.5,121.6,191.7,271.9,140.3,-1.8,33.1,0,-1705.7,1.2,-5.6,0,152.766666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year82",393.2,399.9,168.7,722.9,83.4,200.9,204.9,233.8,-0.7,33.5,0,-1706.3,1.5,-5.2,0,152.883333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year83",786.6,670.8,328.4,972,211.3,0,310.7,221.2,9.7,120.8,0,-2887.9,7.9,-5.6,0,164.315,"SE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year84",393.2,399.5,170.4,728.8,122.6,140.7,272.7,192.8,-1.4,33.3,0,-1711.4,1.2,-5.5,0,153.25,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year85",393.2,399.9,168.7,722.9,83.4,233.7,204.9,200.9,-0.7,33.5,0,-1706.3,1.5,-5.2,0,152.883333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year86",786.6,670.8,328.2,971.1,211.2,221.5,310.6,0,9.7,120.5,0,-2886.2,7.9,-5.6,0,164.23,"SW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year87",382.8,265.5,154.3,793.9,149,211.4,189.3,244.2,5.2,35.8,0,-1599.6,0.8,-2.8,0,189.833333333333,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year88",383.1,282.1,126,657.4,81.6,163.2,154.2,258.3,-6.6,34.6,0,-1455.4,0.8,-7.7,0,174.744444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year89",761.5,587,342.7,1365.2,199.9,378.9,237.4,549,45.4,173.7,0,-3312.5,0.8,-3.3,0,244.68,"W","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year90",386,96.9,65.7,210.4,59.8,22.3,31,97.3,-39.7,14.4,0,-709.8,0.4,-7.3,0,87.7444444444445,"E","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year91",387.6,121.1,46.8,110,-60.9,37,69.2,64.7,-47.8,14.7,0,-611.6,0.1,-12.9,0,76.2666666666667,"E","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year92",762.5,269.5,188.8,586.2,99.8,158.8,132.1,195.5,-44.8,88.9,0,-1856.7,0.4,-11.2,0,145.673333333333,"E","Living","São Paulo","Hyp.","C10","Simp."
"year93",394.3,141,106.6,357.7,109.8,110.5,56.2,81.3,-48.8,20.8,0,-951.6,0.7,-8.2,0,86.8166666666667,"NE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year94",393.9,140.6,111.2,403.4,86,120.6,41.7,155.1,-45.9,20.1,0,-1005.1,0.8,-7.6,0,91.5416666666667,"NE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year95",786.9,367.9,290.6,802.3,200.1,0,209.4,204.7,-44.8,106.2,0,-2312.1,2.9,-10.4,0,132.05,"NE","Living","São Paulo","Hyp.","C10","Simp."
"year96",394.3,142,106.8,360.2,110.6,81.7,57.2,110.7,-48.5,21.4,0,-956.2,0.7,-8.2,0,87.2166666666667,"NW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year97",393.9,140.6,111.2,403.1,85.9,155.3,41.7,120.2,-46,20,0,-1004.6,0.8,-7.6,0,91.5083333333333,"NW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year98",786.9,367.7,290.4,800.9,200,204.9,209.3,0,-44.9,105.6,0,-2309.4,2.9,-10.4,0,131.91,"NW","Living","São Paulo","Hyp.","C10","Simp."
"year99",395,172.8,76.9,204.1,-66.3,83.1,123.8,63.4,-58.9,14.6,0,-786.2,0.2,-13.9,0,72.7416666666667,"SE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year100",394.3,167.1,80.5,247.2,-47.1,90.3,93.8,110.1,-57.5,15,0,-829.2,0.2,-13,0,76.7833333333333,"SE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year101",787.6,353.8,193,433.1,-4.3,0,177.5,130.2,-77.5,70.4,0,-1750,1.3,-16.5,0,103.555,"SE","Living","São Paulo","Hyp.","C10","Simp."
"year102",394.9,173.7,77.1,207.1,-65.5,63.6,124.4,84.6,-58.7,14.7,0,-790.6,0.2,-13.8,0,73.1333333333333,"SW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year103",394.3,167.1,80.5,247.2,-47.1,110.1,93.9,90.3,-57.5,15,0,-829.2,0.2,-13,0,76.775,"SW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year104",787.6,353.8,193,432.7,-4.3,130.4,177.4,0,-77.5,70.2,0,-1749.1,1.3,-16.5,0,103.5,"SW","Living","São Paulo","Hyp.","C10","Simp."
"year105",385.7,106.1,72,248.8,64.5,105.8,37.6,41,-37.8,15.6,0,-765.2,0.5,-7,0,93.9333333333333,"W","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year106",387,129.5,51.3,149.3,-54.5,71.1,73.9,58.7,-46.8,15.7,0,-663.8,0.1,-13.5,0,82.1888888888889,"W","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year107",762.7,329.9,213.8,723.5,112.7,225.8,144.1,240.9,-30.3,106.3,0,-2126.8,1.4,-6.2,0,163.833333333333,"W","Living","São Paulo","Hyp.","C10","Simp."
