"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-1.80000000000001,29.6,-3.1,12.9,4.1,2.4,2.2,4.30000000000001,-2.8,1.5,-7.8,-29.5,0,-0.699999999999999,-7.8,3.74444444444445,"E","Dorm. N","Curitiba","Hyp.","SF","01"
"year1",-2.10000000000002,15.6,-4.1,7.99999999999999,1.1,0.8,2.7,3.3,-3.7,1,-12,-1.5,0,-0.800000000000001,-12.1,0.43333333333333,"E","Dorm. S","Curitiba","Hyp.","SF","01"
"year2",-2.20000000000005,62.3,-8.39999999999999,29.0999999999999,5.2,6,4.89999999999999,13,-6.89999999999999,4.59999999999999,-0.4,-76.3,0,-1.9,-0.4,5.71333333333337,"E","Living","Curitiba","Hyp.","SF","01"
"year3",-2,43.6,-4.7,15.1,8.59999999999999,3.80000000000001,2.6,0.100000000000001,-4.10000000000001,-2,-10.3,-32.1,-0.1,-1,-10.3,3.19166666666666,"NE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year4",-1.89999999999998,48.7,-5.5,14.9,6.60000000000001,0.400000000000006,1.7,6.30000000000001,-4.3,-2,-7.8,-38.4,-0.1,-1,-7.8,3.74166666666667,"NE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year5",-0.299999999999955,-260.1,-34.9,-106.1,-28.2,0,-28.6,-25.1,-2.2,-4.5,-0.1,392.8,0,0.600000000000001,-0.1,-20.245,"NE","Living","Curitiba","Hyp.","SF","01"
"year6",-2.30000000000001,48.7,-5.8,22.8,9.90000000000001,4.7,3.6,4.7,-5,1.4,-10.4,-49,-0.1,-1.3,-10.4,4.55833333333332,"NW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year7",-2.19999999999999,54.9,-6.4,24.5,7.8,7.10000000000001,2.5,7.2,-5.3,1.4,-7.9,-58.6,-0.1,-1.3,-7.9,5.39166666666667,"NW","Dorm. 2","Curitiba","Hyp.","SF","01"
"year8",-1.60000000000002,85.8,-17.5,31.2,12.5,7.09999999999999,4,0,-11.2,4.90000000000001,-0.1,-89.4000000000001,-0.1,-1.9,-0.1,4.655,"NW","Living","Curitiba","Hyp.","SF","01"
"year9",-2.89999999999998,21.5,-7.1,11.6,1.1,2,5.9,2.5,-6.59999999999999,0.8,-20.2,4.70000000000005,0,-1.1,-20.1,-0.141666666666673,"SE","Dorm. 1","Curitiba","Hyp.","SF","01"
"year10",-3,23.5,-7.5,13,0.8,3.8,4.6,4,-6.89999999999999,0.8,-19.6,1.5,0,-1.1,-19.6,0.166666666666664,"SE","Dorm. 2","Curitiba","Hyp.","SF","01"
"year11",-3.29999999999995,72.8,-13.4,31.6,4.59999999999999,0,12,7.20000000000002,-11.1,4.7,-1.8,-77.9000000000001,0,-1.7,-1.9,4.68999999999998,"SE","Living","Curitiba","Hyp.","SF","01"
"year12",-2.79999999999995,21.6,-7.1,11.5,1.1,2.5,6,1.9,-6.69999999999999,0.8,-20.1,4.5,0,-1.1,-20.2,-0.125,"SW","Dorm. 1","Curitiba","Hyp.","SF","01"
"year13",-3,23.5,-7.5,13,0.8,3.90000000000001,4.6,3.7,-6.89999999999999,0.8,-19.6,1.60000000000002,0,-1.1,-19.6,0.166666666666664,"SW","Dorm. 2","Curitiba","Hyp.","SF","01"
