"seed","storey","area","ratio","height","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","mirror","epw","targ"
3,1,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,59.6491628614916
3,2,74.990234375,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,61.3500761035008
3,2,110.841796875,0.947978515625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,59.7987062404871
3,2,110.841796875,0.481806640625,2.65087890625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,57.2530441400304
3,2,110.841796875,0.481806640625,3.03884765625,130.73203125,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,60.3470319634703
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,6,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,61.1282343987823
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.19333203125,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,61.5091324200913
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,3,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,66.958904109589
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.28869921875,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,69.0776255707763
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.55773828125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,59.9771689497717
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.37462109375,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,227,49.6940639269406
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,3.988603515625,0.5903857421875,0.583857421875,1,0,2,1,227,61.1449771689498
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.4048818359375,0.583857421875,1,0,2,1,227,62.7035768645358
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.623720703125,1,0,2,1,227,61.0928462709285
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,0,0,2,1,227,46.2016742770167
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0.665546875,2,1,227,59.4942922374429
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,1,1,227,60.1670471841705
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,0,227,59.8458904109589
3,2,110.841796875,0.481806640625,3.03884765625,144.26015625,5,0.48522265625,1,0.68631640625,0.59551953125,0.78808203125,2.813423828125,0.5903857421875,0.583857421875,1,0,2,1,335,85.1750380517504
3,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,87.1670471841705
1,2,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,82.2907153729072
1,1,110.841796875,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,75.9524353120243
1,1,74.990234375,0.481806640625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,79.1457382039574
1,1,74.990234375,0.947978515625,3.03884765625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,77.3550228310502
1,1,74.990234375,0.947978515625,2.65087890625,144.26015625,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,79.5886605783866
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,5,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,79.5038051750381
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.48522265625,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,81.1202435312024
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,1,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,72.0418569254186
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.68631640625,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,80.4474885844749
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.59551953125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,78.5022831050228
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.78808203125,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,80.2446727549467
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,2.813423828125,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,79.5232115677321
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.5903857421875,0.623720703125,0,0.665546875,1,0,335,84.2598934550989
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.583857421875,0,0.665546875,1,0,335,78.4261796042618
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,1,0.665546875,1,0,335,78.4939117199391
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0,1,0,335,80.6891171993912
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,2,0,335,81.0239726027397
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,1,335,77.3112633181126
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,227,61.2713089802131
1,1,74.990234375,0.947978515625,2.65087890625,130.73203125,6,0.19333203125,3,0.28869921875,0.55773828125,0.37462109375,3.988603515625,0.4048818359375,0.623720703125,0,0.665546875,1,0,335,78.4204718417047
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,94.4098173515982
4,1,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,95.8637747336377
4,2,100.990234375,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,95.0041856925419
4,2,84.841796875,1.337978515625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,93.8485540334855
4,2,84.841796875,1.651806640625,3.43087890625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,94.4345509893455
4,2,84.841796875,1.651806640625,3.29884765625,37.13203125,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,95.3458904109589
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.34933203125,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,94.2233637747336
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.44469921875,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,94.8938356164384
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.40173828125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,96.1594368340944
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.53062109375,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,125,94.6073059360731
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,4.742603515625,0.4213857421875,0.453857421875,0,0,1,1,125,94.70700152207
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.2358818359375,0.453857421875,0,0,1,1,125,98.4071537290715
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.493720703125,0,0,1,1,125,94.7583713850837
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,2,1,125,92.8793759512938
4,2,84.841796875,1.651806640625,3.29884765625,50.66015625,1,0.32922265625,2,0.53031640625,0.75151953125,0.63208203125,5.075423828125,0.4213857421875,0.453857421875,0,0,1,1,27,66.7568493150685
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.238203957382
4,2,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,73.8158295281583
4,1,84.841796875,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,75.8778538812785
4,1,100.990234375,1.651806640625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.5966514459665
4,1,100.990234375,1.337978515625,3.29884765625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,75.894596651446
4,1,100.990234375,1.337978515625,3.43087890625,50.66015625,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.6891171993912
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.32922265625,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.691400304414
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.53031640625,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,75.5540334855403
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.75151953125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.8112633181126
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.63208203125,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,27,76.6392694063927
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,5.075423828125,0.2358818359375,0.493720703125,0,0,2,1,27,76.1385083713851
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.4213857421875,0.493720703125,0,0,2,1,27,70.2834855403349
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.453857421875,0,0,2,1,27,75.6685692541857
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,1,1,27,76.1860730593607
4,1,100.990234375,1.337978515625,3.43087890625,37.13203125,1,0.34933203125,2,0.44469921875,0.40173828125,0.53062109375,4.742603515625,0.2358818359375,0.493720703125,0,0,2,1,125,99.3812785388128
2,3,136.841796875,0.871806640625,2.77884765625,237.86015625,4,0.64122265625,4,0.21831640625,0.43951953125,0.32008203125,3.567423828125,0.7593857421875,0.713857421875,1,0.720390625,2,0,330,67.074200913242
2,2,136.841796875,0.871806640625,2.77884765625,237.86015625,4,0.64122265625,4,0.21831640625,0.43951953125,0.32008203125,3.567423828125,0.7593857421875,0.713857421875,1,0.720390625,2,0,330,78.1480213089802
2,3,48.990234375,0.871806640625,2.77884765625,237.86015625,4,0.64122265625,4,0.21831640625,0.43951953125,0.32008203125,3.567423828125,0.7593857421875,0.713857421875,1,0.720390625,2,0,330,71.7610350076103
