"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year19",383.6,233.4,166.1,581.8,56.7,192.3,164.1,168.6,-11.8,35.5,0,-1361.5,0.9,-20.3,0,165.922222222222,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year20",760.9,706.9,462.3,1309.4,210.7,408.4,259.4,430.9,27.4,183.3,0,-3502.2,2.2,-8,0,262.38,"E","Living","Rio de Janeiro","Hyp.","C10","Base"
"year21",392.5,473.1,254.7,959.4,317.5,255,212.4,174.5,1.5,43.4,0,-2076.5,1.6,-6.4,0,183.566666666667,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year22",392.5,465.6,257.4,989.1,240.8,256.1,148,344.3,3.4,42.6,0,-2105.2,1.7,-6.2,0,186.066666666667,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year23",785.6,693.7,619.1,1598.5,426.2,0,440.1,371.7,51.7,194.8,0,-4002.9,1.8,-10.8,0,220.1,"NE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year24",392.5,479.8,256.4,976.5,319,192.2,212.7,252.6,1.4,46.7,0,-2107.5,1.6,-6.5,0,186.125,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year25",392.5,474.9,258.9,1009.4,241.4,341.3,147.4,279.3,2.9,45.3,0,-2140.1,1.7,-6.2,0,188.95,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year26",785.3,1077.3,647.3,1639.8,440,385.1,444.4,0,48.2,205.6,0,-4451.9,1.8,-12.3,0,242.86,"NW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year27",393.1,313.5,239.3,768.9,97.1,202.8,319.6,149.3,-7.6,34.3,0,-1718.4,1.3,-16.9,0,155.675,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year28",393.1,306.3,240,774.3,65.1,213.6,240.4,255.2,-6.8,34.6,0,-1719,1.5,-15.8,0,155.85,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year29",786.3,659.1,564.5,1169.7,218.8,0,402.6,267,16.4,151.5,0,-3397.9,19.1,-11.8,0,196.65,"SE","Living","Rio de Janeiro","Hyp.","C10","Base"
"year30",393.1,312.4,239.9,768.5,98,149.7,320.2,200.6,-7.2,34.4,0,-1718.3,1.3,-16.6,0,155.666666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Base"
"year31",393.1,306.3,240,774.3,65.1,255.1,240.4,213.6,-6.8,34.6,0,-1718.9,1.5,-15.8,0,155.85,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Base"
"year32",786.3,658.8,564.4,1168.8,218.9,267.3,402.6,0,16.5,151.2,0,-3395.9,19.1,-11.8,0,196.545,"SW","Living","Rio de Janeiro","Hyp.","C10","Base"
"year33",382.8,345.6,183.8,754.7,165.6,246.5,154.1,188.5,-0.6,39,0,-1655.1,1.5,-5.8,0,196.944444444444,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Base"
"year34",383.5,244.5,171.7,620,66,180.4,169.4,204.1,-9.6,36.7,0,-1419.6,1.1,-20.4,0,172.222222222222,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Base"
"year35",761.3,783,489.5,1467.5,223.5,465.9,270.9,507.2,43.7,203.8,0,-3820,0.9,-5,0,282.8,"W","Living","Rio de Janeiro","Hyp.","C10","Base"
"year36",390.8,191.3,44.1,189.5,71.8,-8.9,5.1,121.5,-41.9,16.8,7.3,-768.1,0.5,-11.9,7.3,93.7333333333333,"E","Dorm. N","São Paulo","Hyp.","C10","Base"
"year37",394.9,119.8,44.1,126.2,-59.8,18.3,86.6,81,-45.7,17.4,10.4,-635.9,0.1,-26.2,10.4,78.5555555555556,"E","Dorm. S","São Paulo","Hyp.","C10","Base"
"year38",763.9,474.2,222.6,654.8,112.2,137.2,154.4,250.9,-42.9,108.4,0.1,-2190.4,0.7,-17.7,0.1,168.06,"E","Living","São Paulo","Hyp.","C10","Base"
"year39",397.7,289.9,71.4,356.4,136.6,123.3,12.5,84,-55.1,21.8,2.5,-1054.9,1,-12.2,2.5,95.0083333333333,"NE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year40",396.3,296.6,73.1,421.3,102.8,123.3,5.7,189.4,-54.5,21,1,-1124.5,1.1,-11.9,1,101.258333333333,"NE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year41",788,434.6,302.8,880.2,241.7,0,174,244,-43.9,123.2,0,-2517.7,6.6,-13.9,0,143.17,"NE","Living","São Paulo","Hyp.","C10","Base"
"year42",397.4,295.7,71.8,369.1,136.4,99.5,11.3,121.9,-55.5,25,2.3,-1077.9,1,-12.4,2.3,96.9416666666667,"NW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year43",396.1,304.3,73.7,436.2,102.4,185.7,4.6,143.6,-55.1,23.4,0.9,-1151.1,1,-12,0.9,103.483333333333,"NW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year44",787.5,765.4,319.9,895.2,246.7,251.1,172.3,0,-48.8,131.1,0,-2873,6.5,-15.3,0,161.445,"NW","Living","São Paulo","Hyp.","C10","Base"
"year45",402.1,173.8,70.4,259.7,-70.6,93,162.5,74.7,-58.1,16.5,4.6,-836.1,0.2,-27.7,4.6,76.4083333333333,"SE","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year46",400.3,178.3,68.3,299.2,-55,103.7,120.2,130.3,-58.8,16.4,1.9,-871.4,0.2,-27.6,1.9,79.6166666666667,"SE","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year47",789.5,433.2,265.7,558.3,5,0,233.3,159.8,-71.2,88.9,0.1,-2060,2.4,-32.5,0.1,119.62,"SE","Living","São Paulo","Hyp.","C10","Base"
"year48",402,173.2,70.6,260,-70.3,74.9,162.8,92.6,-57.9,16.6,4.5,-836.3,0.2,-27.6,4.5,76.425,"SW","Dorm. 1","São Paulo","Hyp.","C10","Base"
"year49",400.3,178.3,68.3,299.2,-55,130.3,120.2,103.7,-58.8,16.4,1.9,-871.4,0.2,-27.6,1.9,79.6166666666667,"SW","Dorm. 2","São Paulo","Hyp.","C10","Base"
"year50",789.5,433.1,265.7,557.9,5.1,160,233.3,0,-71.2,88.7,0.1,-2059.1,2.4,-32.5,0.1,119.58,"SW","Living","São Paulo","Hyp.","C10","Base"
"year51",390.1,200.6,49.3,220.9,75,131.3,10.8,3.9,-40.4,17.7,6.5,-815,0.8,-11,6.5,98.9333333333333,"W","Dorm. N","São Paulo","Hyp.","C10","Base"
"year52",394.1,127.1,47.5,155.6,-54.4,86.3,90,33.8,-44.8,18.2,9.5,-674.5,0.1,-27.4,9.5,82.8777777777778,"W","Dorm. S","São Paulo","Hyp.","C10","Base"
"year53",763.9,526.9,244.6,764.9,121.3,273.3,162.6,207.6,-31.1,122.6,0.1,-2424.8,3.3,-6.1,0.1,184.153333333333,"W","Living","São Paulo","Hyp.","C10","Base"
"year54",400.2,119.4,-11.9,-106.1,19.6,-132.4,-74,80.8,-65.5,5.1,46.3,-358.3,0.5,-17.5,46.3,45,"E","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year55",406.1,48.6,-10.6,-163.9,-132.8,-99.1,41.6,26.3,-67.8,6.7,73.4,-278.8,0.1,-14,73.5,35.1777777777778,"E","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year56",771.9,312.9,120.3,288,52.5,-43.4,100.1,178.8,-85.7,42.7,3.5,-1437.2,0.5,-26.4,3.6,114.7,"E","Living","Curitiba","Hyp.","C10","Simp."
"year57",403.6,209,-9.1,89.1,99.1,47.3,-114.1,56.8,-94.5,14,24.2,-611.1,0.1,-14.4,24.3,55.925,"NE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year58",400.8,220.3,-8.2,202.3,87.4,80.4,-86.5,121,-95.7,13.6,12.4,-718.5,0.1,-13.9,12.5,65.5083333333333,"NE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year59",790.9,606.6,185.8,622.6,243.2,0,8.7,197.7,-112,72.2,0.3,-2165.7,0.6,-16.9,0.3,123.835,"NE","Living","Curitiba","Hyp.","C10","Simp."
"year60",403.4,211.2,-8.7,99.1,101.1,57.2,-114.4,55.2,-94.7,15.2,24.2,-624.4,0.1,-14.4,24.2,57.0833333333333,"NW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year61",400.8,220.2,-8.2,202,87.4,122.1,-86.5,78.9,-95.6,13.4,12.4,-718,0.1,-13.9,12.4,65.4666666666667,"NW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year62",790.9,606.6,185.7,622.4,243.2,197.6,8.6,0,-112,71.8,0.3,-2165,0.6,-16.9,0.3,123.795,"NW","Living","Curitiba","Hyp.","C10","Simp."
"year63",413.2,83.9,-3.5,-60.1,-171.4,31.1,48.9,31.3,-88.9,6,63.4,-401.7,0.2,-10.9,63.5,37.2,"SE","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year64",410.4,94.1,-5.8,16.9,-127.5,39.4,45.1,59.9,-90.7,5.7,44.5,-460,0.2,-10.6,44.6,42.4916666666667,"SE","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year65",799.9,267,142.9,184.6,-122.8,0,124.7,99.4,-122.4,34.2,10,-1310.8,0.7,-13.4,10.2,78.465,"SE","Living","Curitiba","Hyp.","C10","Simp."
"year66",412.8,85.5,-3.5,-50.8,-172.4,31.3,50.5,39.8,-89.3,6,62.3,-410.3,0.2,-11,62.4,37.9666666666667,"SW","Dorm. 1","Curitiba","Hyp.","C10","Simp."
"year67",410.4,94.1,-5.8,17.1,-127.5,59.9,45.2,39.6,-90.7,5.7,44.5,-460.2,0.2,-10.6,44.5,42.5083333333333,"SW","Dorm. 2","Curitiba","Hyp.","C10","Simp."
"year68",799.8,267.3,142.8,185.9,-122.9,99.6,124.9,0,-122.5,34.3,10,-1312.4,0.7,-13.4,10.2,78.555,"SW","Living","Curitiba","Hyp.","C10","Simp."
"year69",398.5,133.7,-9.4,-44.1,33.7,84.3,-75.5,-86.7,-66.7,7.9,43.4,-431.3,0.6,-20.1,43.4,53.4666666666667,"W","Dorm. N","Curitiba","Hyp.","C10","Simp."
"year70",404.1,60.4,-9.4,-103.1,-135,26,54.7,-48.8,-69.7,9.3,66.2,-338.2,0.1,-19.3,66.3,42.1666666666667,"W","Dorm. S","Curitiba","Hyp.","C10","Simp."
"year71",769.8,450.2,150.5,507.7,71.1,242,116.8,77.8,-73.2,57,4.3,-1867.7,1.2,-14.3,4.4,144.506666666667,"W","Living","Curitiba","Hyp.","C10","Simp."
"year72",382.8,349.9,176.9,725.4,162.1,175.9,142.4,245,-4.6,38.1,0,-1620,1.4,-6.7,0,193.311111111111,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year73",383.7,239.4,166.8,583.7,58.3,194,167,164.4,-11.7,36,0,-1369.5,0.9,-22.4,0,166.788888888889,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year74",760.8,748.7,469.7,1415,214.1,413.7,267.7,519.5,28.3,125.5,0,-3571.7,1.6,-5.7,0,266.853333333333,"E","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year75",392.3,518.8,258.2,1018,354.5,260.6,206.1,196.9,-2.1,47.6,0,-2198.7,0.8,-3.9,0,192.875,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year76",392.3,511.9,261.8,1060,266.2,288.1,143.6,362.1,0,46.9,0,-2240.8,0.9,-3.5,0,196.508333333333,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year77",785.1,1158.7,660.3,1801.7,550.4,0,450.6,405,48.3,150.9,0,-4626.6,3.3,-4.3,0,249.785,"NE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year78",392.3,517.8,258.6,1015.2,353.7,197.3,207.2,256.9,-1.6,47.9,0,-2196.5,0.8,-3.8,0,192.683333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year79",392.3,511.8,261.7,1059.6,266.1,362.3,143.6,287.6,0,46.7,0,-2240,0.9,-3.5,0,196.441666666667,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year80",785.1,1158.2,660,1799.5,550.1,405.5,450.5,0,48.3,150.2,0,-4622.2,3.3,-4.3,0,249.565,"NW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year81",393.3,319.7,237.1,699.1,99.7,203.7,252.1,143.6,-6.9,32.9,0,-1658.8,0.8,-1.9,0,147.166666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year82",393.1,317.1,238.3,710.4,67.3,205.5,187.3,250.3,-6,33.2,0,-1669.8,1,-1.8,0,148.325,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year83",786.4,673.3,565.1,1132.6,228.5,0,375.8,265.3,21,97.3,0,-3280.5,3.4,-2.5,0,181.815,"SE","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year84",393.3,318.5,237.5,697.1,100.6,143.9,251.4,201.3,-6.5,33,0,-1656.9,0.9,-1.9,0,147.008333333333,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","Simp."
"year85",393.1,317,238.3,710.3,67.3,250.3,187.2,205.5,-6,33.2,0,-1669.7,1,-1.8,0,148.308333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","Simp."
"year86",786.4,673,565,1131.4,228.6,265.6,375.7,0,21.1,97,0,-3278.2,3.4,-2.5,0,181.7,"SW","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year87",382.7,359.2,184.3,762.5,165,257.9,152.8,186.8,-1.6,39.2,0,-1677.4,1.6,-6.5,0,199.577777777778,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","Simp."
"year88",383.5,249.9,172.7,621,67.7,176.5,171.1,205.7,-9.4,36.9,0,-1425.4,1.3,-23.5,0,173.244444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","Simp."
"year89",761.3,840,496.8,1567.4,228.1,543.1,279.9,516.3,45.6,137.5,0,-3888.9,0.7,-3.6,0,287.88,"W","Living","Rio de Janeiro","Hyp.","C10","Simp."
"year90",390.8,195.5,44.3,201.2,71.2,-8.7,5,133.8,-42.2,16.8,8.8,-784.6,0.6,-12.9,8.8,95.6222222222222,"E","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year91",395.4,117,44.9,128.7,-56.7,21.8,88,75.6,-45,17.6,12.3,-641.4,0.1,-26.3,12.4,79.1,"E","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year92",764.2,478.9,228.5,727.9,113.3,144.5,160.1,310,-41.3,73.6,0.8,-2232.4,0.6,-12.3,0.8,170.813333333333,"E","Living","São Paulo","Hyp.","C10","Simp."
"year93",397.2,310.2,72.9,422.1,186.6,125,7.4,103.2,-57.7,25.4,3.9,-1148.7,0.1,-8.8,3.9,102.45,"NE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year94",395.9,314.3,75.8,504.3,148.1,150.7,2.3,203.2,-57,24.7,1.7,-1234,0.1,-8.4,1.7,109.991666666667,"NE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year95",787.4,789,330.7,1044.7,347.6,0,178.8,268.2,-48.2,100,0.1,-3009.8,1.3,-10.2,0.1,166.87,"NE","Living","São Paulo","Hyp.","C10","Simp."
"year96",397.2,309.9,73.3,421.3,186.4,103.5,8.1,123.3,-57.4,26,3.8,-1148.7,0.1,-8.8,3.8,102.458333333333,"NW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year97",395.9,314.3,75.8,503.9,148.1,203.6,2.3,150,-57,24.5,1.7,-1233.5,0.1,-8.4,1.7,109.941666666667,"NW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year98",787.4,788.7,330.4,1043.3,347.4,268.3,178.7,0,-48.2,99.4,0.1,-3006.9,1.3,-10.2,0.1,166.72,"NW","Living","São Paulo","Hyp.","C10","Simp."
"year99",403.6,165.1,70.6,222.7,-63.1,94.5,120.9,70.3,-55.8,15.4,7.8,-818.2,0.2,-6.1,7.8,73.7666666666667,"SE","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year100",401.8,169.4,68.8,268.3,-49.5,97.2,94.5,126.1,-56.5,15.3,3.9,-858,0.3,-6,3.9,77.3666666666667,"SE","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year101",790.5,405.8,268.3,532.8,18.2,0,211.8,156.4,-65.6,56.3,0.8,-1985.7,1.4,-7.6,0.8,114.02,"SE","Living","São Paulo","Hyp.","C10","Simp."
"year102",403.5,164.4,70.7,222.1,-62.7,70.4,120.6,93.8,-55.6,15.4,7.7,-817.1,0.2,-6.1,7.7,73.6833333333333,"SW","Dorm. 1","São Paulo","Hyp.","C10","Simp."
"year103",401.8,169.4,68.8,268.2,-49.5,126,94.5,97.2,-56.5,15.3,3.9,-857.9,0.3,-6,3.9,77.3583333333333,"SW","Dorm. 2","São Paulo","Hyp.","C10","Simp."
"year104",790.5,405.7,268.2,532.3,18.2,156.6,211.7,0,-65.6,56.1,0.8,-1984.6,1.4,-7.6,0.8,113.97,"SW","Living","São Paulo","Hyp.","C10","Simp."
"year105",390.3,203.2,49.6,230.2,73.8,141.1,11.1,4.3,-40.6,17.7,7.9,-828.1,0.8,-11.3,8,100.422222222222,"W","Dorm. N","São Paulo","Hyp.","C10","Simp."
"year106",394.6,123.9,48.9,160.5,-50.6,81.6,91.4,38.3,-43.8,18.4,11.6,-677.4,0.2,-32.1,11.6,83.2777777777778,"W","Dorm. S","São Paulo","Hyp.","C10","Simp."
"year107",764.3,542.2,250.9,838.5,123.1,329.1,168.6,217.6,-28.8,82.4,0.7,-2465.6,2.1,-4.9,0.7,186.653333333333,"W","Living","São Paulo","Hyp.","C10","Simp."
