"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-1.60000000000002,28.9,-2.6,9.69999999999999,3.5,2.2,2,2.10000000000001,-2.5,1.1,-6.9,-26.5,0,-1.9,-6.9,3.40000000000001,"E","Dorm. N","Curitiba","Hyp.","SF","02"
"year1",-1.89999999999998,15.7,-3.5,7.99999999999999,1.3,1.2,2.5,3,-3.2,0.799999999999999,-11,-0.300000000000011,0,-4.4,-11,0.31111111111111,"E","Dorm. S","Curitiba","Hyp.","SF","02"
"year2",-1.30000000000007,55.3,-6.19999999999999,-19,3.5,3.30000000000001,3.19999999999999,-29.1,-5.8,29.9,-0.3,-49.1999999999998,0.1,-11.3,-0.3,3.61333333333334,"E","Living","Curitiba","Hyp.","SF","02"
"year3",-1,34.6,-0.100000000000001,-17.4,-17.7,1.90000000000001,0.399999999999999,-2.1,-0.200000000000003,-2.2,-6.5,3.39999999999998,0,-10.9,-6.5,0.191666666666663,"NE","Dorm. 1","Curitiba","Hyp.","SF","02"
"year4",-1,40.9,-1.4,-13.8,-13.9,-2.5,0.5,2.2,-1.09999999999999,-2.3,-4.8,-5.19999999999993,0,-10.8,-4.8,0.958333333333329,"NE","Dorm. 2","Curitiba","Hyp.","SF","02"
"year5",0.5,-277.8,-32.6,-187.3,-87.8,0,-33.3,-31.7,-0.100000000000009,20.4,0,463.1,1.7,-8.9,0,-23.11,"NE","Living","Curitiba","Hyp.","SF","02"
"year6",-1.30000000000001,39.7,-1.2,-9.69999999999999,-16.3,2.5,1.3,2.80000000000001,-1.10000000000001,1.2,-6.6,-13.6,0,-11.2,-6.6,1.56666666666666,"NW","Dorm. 1","Curitiba","Hyp.","SF","02"
"year7",-1.30000000000001,47.1,-2.3,-4.29999999999995,-12.7,2.90000000000001,1.3,4.30000000000001,-2,1.2,-4.9,-25.4,0,-11.1,-4.9,2.60833333333333,"NW","Dorm. 2","Curitiba","Hyp.","SF","02"
"year8",-0.800000000000068,68.1,-15.2,-50,-47.2,0.5,-0.600000000000023,0,-9.00000000000001,29.8,0,-19.1000000000004,1.6,-11.4,0,1.785,"NW","Living","Curitiba","Hyp.","SF","02"
"year9",-2.29999999999995,21.4,-4.8,10.9,1.9,3,2.7,3.4,-4.59999999999999,1.2,-16.5,4.70000000000005,-0.1,-10.1,-16.4,-0.100000000000001,"SE","Dorm. 1","Curitiba","Hyp.","SF","02"
"year10",-2.40000000000003,23.3,-5.3,11.3,1.2,4.7,1.2,4.4,-5.09999999999999,1.2,-16.3,3.5,-0.1,-9.8,-16.3,0.0416666666666643,"SE","Dorm. 2","Curitiba","Hyp.","SF","02"
"year11",-2.39999999999998,72.2,-11.8,11,4.8,0,-8.30000000000001,6.80000000000001,-10.8,27.2,-1.1,-84.3000000000002,-0.1,-12.2,-1.1,4.68999999999998,"SE","Living","Curitiba","Hyp.","SF","02"
