"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.154202004626051,-11.7529880478088,-0.378071833648385,-36.9114877589454,-5.47945205479452,-3.09653916211294,-2.11480362537763,-15.1079136690648,1.4454664914586,-5.05050505050505,75,6.31386861313869,0,-3.2967032967033,75,-5.92700258397933,"E","Dorm. N","Curitiba","Hyp.","TV","02"
"year1",0.0505305709954494,7.18038528896673,-48,-6.57193605683837,-2.03303684879288,-3.20855614973262,-4.64037122969838,4.80225988700566,0,-4.54545454545455,-10.3448275862069,3.38933951332561,0,-19.2592592592593,-10.3448275862069,-2.97453995462566,"E","Dorm. S","Curitiba","Hyp.","TV","02"
"year2",0,-6.25,-9.54248366013072,-15.1917048468773,-6.13668061366807,-31.7518248175182,-6.39853747714808,-20.8151382823872,-0.663507109004742,42.0168067226891,NA,5.0371489736809,0,-27.8195488721804,NA,-4.26752262681542,"E","Living","Curitiba","Hyp.","TV","02"
"year3",0.328780981284778,-21.3054638797213,-17.2024326672459,-39.0334572490706,-43.4025452109846,-13.2972972972973,-16.6666666666667,-39.1971664698937,3.8961038961039,-40.0943396226415,NA,20.8978489036683,300,-23.756906077348,NA,-19.3175301089658,"NE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year4",0.355420157400364,-22.4455040871935,-20.8865514650639,-35.64570331253,-47.9536679536679,-37.3952779893374,-17.9611650485437,-19.047619047619,4.64252553389044,-40.7407407407407,NA,22.2321428571429,300,-22.9885057471264,NA,-20.5872622001654,"NE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year5",0.216065073716325,-61.5741391426564,-57.7364341085271,-35.7234915055653,-48.4730344379467,NA,-38.4288747346072,-24.390243902439,10.6647187728269,2.26500566251416,NA,33.996259113639,300,-4.95495495495496,NA,-30.5042589437819,"NE","Living","Curitiba","Hyp.","TV","02"
"year6",0.22761760242793,-19.1396281443675,-13.8673557278208,-31.1507936507936,-42.3638778220452,-17.2494172494172,-16,-11.25,2.87836583101208,-15.2466367713005,NA,16.8620193296319,300,-25.9668508287293,NA,-15.6241128040125,"NW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year7",0.279258695100285,-19.7274275979557,-17.2802404207363,-29.1376411241893,-46.4864864864865,-19.6629213483146,-14.4927536231884,-17.774343122102,3.71402042711235,-17.2897196261682,NA,18.0096480257281,200,-25.2873563218391,NA,-16.7659715326051,"NW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year8",0.0508388408744396,-14.052838673412,-9.64042157470552,-21.6703760103081,-37.4593892137752,-11.2145577655523,-10.2972399150743,NA,4.16362308254201,19.7038724373576,NA,11.0631799961825,300,-18.4684684684685,NA,-9.40130166626912,"NW","Living","Curitiba","Hyp.","TV","02"
"year9",-0.223325062034734,5.79710144927536,-21.5,35.3293413173653,-5.31803962460896,-9.28381962864721,38.5996409335727,-3.06406685236769,-2.54901960784313,-2.35294117647058,-92.3076923076923,0.609357997823724,-50,-42.5373134328358,-92.8571428571428,-0.0575594781274114,"SE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year10",-0.0250062515628822,1.58259149357073,-23.2323232323232,1.03734439834025,-4.27960057061341,-1.02040816326531,15.4761904761905,-4.77611940298508,-0.859598853868187,1.28205128205129,NA,2.79602176768624,-50,-39.3939393939394,NA,-2.36911862160373,"SE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year11",-0.0379218809253025,3.38852522140932,-16.3871951219512,-3.80029806259314,-19.0669371196755,NA,0.83650190114068,-5.06072874493927,-3.02622730329523,51.9061583577712,NA,0.257751497232952,-16.6666666666667,-38.150289017341,NA,-0.453641561024123,"SE","Living","Curitiba","Hyp.","TV","02"
"year12",-0.223491432828403,5.84343991179713,-21.0268948655257,29.4416243654822,-4.79166666666666,-2.5,36.5079365079365,-8.43091334894614,-2.34374999999999,-2.35294117647058,-92.3076923076923,0.578902229845624,-50,-41.4814814814815,-92.8571428571428,-0.0567214974475133,"SW","Dorm. 1","Curitiba","Hyp.","TV","02"
