"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-0.200000000000045,1.5,43,27.8,6.6,6.1,5.4,9.6,-1.59999999999999,1.1,0,-68.6,0,-1.7,0,7.85555555555556,"E","Dorm. N","Curitiba","Hyp.","SF","02"
"year1",0.399999999999977,12.9,-2,2.59999999999999,0.3,-0.199999999999999,1.4,0.899999999999999,0.200000000000003,0.899999999999999,0,-14.3,0,-1.7,0,1.5,"E","Dorm. S","Curitiba","Hyp.","SF","02"
"year2",0.100000000000023,5.59999999999999,19.6,-25.1,-0.0999999999999943,-0.100000000000009,2.2,-27.3,-2.59999999999999,23.7,0,-25.7,0,-4,0,1.66666666666667,"E","Living","Curitiba","Hyp.","SF","02"
"year3",-0.200000000000045,5.2,64.2,29.9,4.2,11.3,8.1,6.2,-1.5,0.199999999999999,0,-95.8000000000001,0.1,-1.5,0,8.33333333333334,"NE","Dorm. 1","Curitiba","Hyp.","SF","02"
"year4",-0.199999999999989,4.8,63.8,32.5,2.5,9.3,5.3,15.5,-1.80000000000001,0.199999999999999,0,-97.5,0.1,-1.4,0,8.47499999999999,"NE","Dorm. 2","Curitiba","Hyp.","SF","02"
"year5",0.200000000000045,14.7,-92.4,-102.8,-57.4,0,-16.4,-13.2,-2.40000000000001,23.2,0,137.1,0.5,-0.199999999999999,0,-6.77999999999999,"NE","Living","Curitiba","Hyp.","SF","02"
"year6",-0.200000000000045,4,67.1,35.2,5.3,8.90000000000001,8.9,12,-1.69999999999999,2,0,-105.4,0.1,-1.6,0,9.09166666666668,"NW","Dorm. 1","Curitiba","Hyp.","SF","02"
"year7",-0.199999999999989,3.6,67.4,38.8,3.39999999999999,16.4,5.8,13.2,-2,2.1,0,-108.6,0.1,-1.5,0,9.35833333333334,"NW","Dorm. 2","Curitiba","Hyp.","SF","02"
"year8",0,4.19999999999999,68.4,-2.5,-27.6,10.3,7.39999999999998,0,-3.40000000000001,31.9,0,-112.7,0.5,-1.1,0,5.99000000000001,"NW","Living","Curitiba","Hyp.","SF","02"
"year9",0.300000000000011,16.9,0.5,6.19999999999999,0.6,1.2,3.3,0.899999999999999,0.199999999999989,0.299999999999999,0,-24.1,-0.1,-0.5,0,2.01666666666667,"SE","Dorm. 1","Curitiba","Hyp.","SF","02"
"year10",0.0999999999999659,16.1,2,4.5,0.0999999999999996,1.1,1.90000000000001,1.40000000000001,-0.200000000000003,0.200000000000001,0,-22.6,0,-0.500000000000002,0,1.89166666666667,"SE","Dorm. 2","Curitiba","Hyp.","SF","02"
"year11",0.100000000000023,12.4,-27.3,-51,-8.40000000000001,0,-27.4,-7.90000000000001,-4.09999999999999,16.8,0,43.8,-0.1,-0.600000000000001,0,-2.245,"SE","Living","Curitiba","Hyp.","SF","02"
"year12",0.200000000000045,16.7,0.899999999999999,6.80000000000001,0.8,1.1,3.5,1.5,0.299999999999997,0.299999999999999,0,-24.9,-0.1,-0.5,0,2.08333333333334,"SW","Dorm. 1","Curitiba","Hyp.","SF","02"
"year13",0.0999999999999659,16.1,2.1,4.40000000000001,0.0999999999999996,1.40000000000001,1.90000000000001,1.2,-0.200000000000003,0.200000000000001,0,-22.7,0,-0.500000000000002,0,1.9,"SW","Dorm. 2","Curitiba","Hyp.","SF","02"
"year14",0.100000000000023,12.7,-26.9,-50,-8.1,-7.7,-27.1,0,-4,17,0,41.8000000000002,-0.1,-0.600000000000001,0,-2.14,"SW","Living","Curitiba","Hyp.","SF","02"
"year15",-0.199999999999989,1.4,43.8,28.9,7,10,5.5,6.3,-1.60000000000001,1.3,0,-71.6,0,-0.699999999999999,0,8.16666666666667,"W","Dorm. N","Curitiba","Hyp.","SF","02"
"year16",0.400000000000034,12.4,-1.3,3.7,0.600000000000001,1.09999999999999,1.8,0.300000000000001,0.200000000000003,1.1,0,-17.7,0,0.300000000000001,0,1.88888888888889,"W","Dorm. S","Curitiba","Hyp.","SF","02"
"year17",0,4.5,32.9,-29.3,1.89999999999999,-38.9,4.19999999999999,3.5,-2.7,35.6,0,-52,0.1,-1.3,0,3.42666666666668,"W","Living","Curitiba","Hyp.","SF","02"
"year18",-0.200000000000045,-10.6,36.1,17.1999999999999,3.7,4.10000000000002,3.7,5.69999999999999,-1.3,0.199999999999999,0,-36.5999999999999,0,0.0999999999999996,0,4.16666666666666,"E","Dorm. N","Rio de Janeiro","Hyp.","SF","02"
"year19",0,-2.39999999999998,-13.5,-15.6,-3.09999999999999,-4.19999999999999,-3.3,-5.19999999999999,0.600000000000001,-0.399999999999999,0,29.4000000000001,0,1.2,0,-3.44444444444446,"E","Dorm. S","Rio de Janeiro","Hyp.","SF","02"
"year20",0.0999999999999091,-10.4,22.9,-50,-1.09999999999999,-0.100000000000023,1.30000000000001,-50.1,0.199999999999999,44.5,0,-44.5,-0.1,-0.5,0,2.94666666666666,"E","Living","Rio de Janeiro","Hyp.","SF","02"
"year21",-0.199999999999989,-9.10000000000002,50.1,20.5,4.90000000000001,7.19999999999999,6.09999999999999,2.39999999999999,-0.4,-1.4,0,-51.8,0.2,0.4,0,4.51666666666665,"NE","Dorm. 1","Rio de Janeiro","Hyp.","SF","02"
"year22",-0.199999999999989,-9,45.1,16.8,2.69999999999999,2.59999999999999,3.40000000000001,8.10000000000002,-0.5,-1.5,0,-43.2,0.1,0.3,0,3.78333333333336,"NE","Dorm. 2","Rio de Janeiro","Hyp.","SF","02"
"year23",0.400000000000091,-11.4,-148.1,-156.4,-83.9,0,-25.2,-22.8,1.3,38.5,0,218.1,-1.6,-0.5,0,-11.095,"NE","Living","Rio de Janeiro","Hyp.","SF","02"
"year24",-0.199999999999989,-10,52.9,25.6,5.90000000000001,5.19999999999999,6.90000000000001,7.69999999999999,-0.8,0.799999999999997,0,-62.3,0.2,0.3,0,5.3416666666667,"NW","Dorm. 1","Rio de Janeiro","Hyp.","SF","02"
"year25",-0.199999999999989,-10.1,48.7,23.5,3.69999999999999,9.09999999999999,4,6.79999999999998,-0.9,0.800000000000004,0,-56,0.1,0.3,0,4.80833333333334,"NW","Dorm. 2","Rio de Janeiro","Hyp.","SF","02"
"year26",0,-11.7,45,-34.8999999999999,-47.5,5.19999999999999,4,0,1,49.9,0,-94.7999999999997,-1.6,-1.2,0,4.85500000000002,"NW","Living","Rio de Janeiro","Hyp.","SF","02"
"year27",0.0999999999999659,0.100000000000023,-21.7,-10.6,-4.2,-4.79999999999998,2.70000000000002,-4.39999999999999,1.5,-1.4,0,32.5999999999999,0.3,-3.7,0,-1.36666666666667,"SE","Dorm. 1","Rio de Janeiro","Hyp.","SF","02"
"year28",0.0999999999999659,0.400000000000034,-24.6,-18.9,-3.7,-7.59999999999999,1.20000000000002,-8.79999999999998,1.3,-1.5,0,43.5,0.3,-3.5,0,-2.32499999999999,"SE","Dorm. 2","Rio de Janeiro","Hyp.","SF","02"
"year29",0.200000000000045,-9.60000000000002,-63.6,-90.8,-14.4,0,-48.2,-15.2,-0.6,32.6,0,83.8999999999996,4.4,-1.6,0,-1.55999999999997,"SE","Living","Rio de Janeiro","Hyp.","SF","02"
"year30",0.0999999999999659,0.399999999999977,-22.1,-11,-4.2,-4.40000000000001,2.60000000000002,-5,1.5,-1.4,0,33.1000000000001,0.3,-3.7,0,-1.40833333333336,"SW","Dorm. 1","Rio de Janeiro","Hyp.","SF","02"
"year31",0.0999999999999659,0.5,-24.7,-18.9,-3.8,-8.80000000000001,1.20000000000002,-7.69999999999999,1.3,-1.5,0,43.5999999999999,0.3,-3.5,0,-2.33333333333334,"SW","Dorm. 2","Rio de Janeiro","Hyp.","SF","02"
"year32",0.200000000000045,-9.10000000000002,-63.4,-89.9,-14.2,-14.9,-48,0,-0.5,32.7,0,81.9000000000001,4.4,-1.6,0,-1.44999999999999,"SW","Living","Rio de Janeiro","Hyp.","SF","02"
"year33",-0.200000000000045,-10,33.8,15.9,3.19999999999999,5.5,3.5,3.69999999999999,-1,0.100000000000001,0,-33.6000000000001,-0.1,0.4,0,3.75555555555556,"W","Dorm. N","Rio de Janeiro","Hyp.","SF","02"
"year34",0,-1.19999999999999,-16.7,-17.4,-3.39999999999999,-5.69999999999999,-3.8,-4.5,0.899999999999999,-0.5,0,32.5,0,1.8,0,-3.96666666666664,"W","Dorm. S","Rio de Janeiro","Hyp.","SF","02"
"year35",0.199999999999932,-10.6999999999999,9.69999999999999,-65.5999999999999,-2.30000000000001,-61.6,0.199999999999989,-1.79999999999995,0.5,55.1,0,-32.3000000000002,-0.2,-0.2,0,1.80000000000001,"W","Living","Rio de Janeiro","Hyp.","SF","02"
"year36",-0.199999999999989,-0.600000000000009,42.3,27,6.60000000000001,6,5.2,9.30000000000001,-1.6,1.2,0,-64.9,0,-0.199999999999999,0,7.33333333333333,"E","Dorm. N","São Paulo","Hyp.","SF","02"
"year37",0,7.90000000000001,-1.09999999999999,0.0999999999999943,0,-0.600000000000001,0.799999999999997,-0.0999999999999943,0.100000000000001,0.699999999999999,0,-8.10000000000002,0,0,0,0.822222222222223,"E","Dorm. S","São Paulo","Hyp.","SF","02"
"year38",0,2.90000000000003,27.6,-30.8,0.900000000000006,2,3.10000000000001,-36.9,-1.40000000000001,33.1,0,-44.5999999999999,-0.1,-2,0,2.91333333333333,"E","Living","São Paulo","Hyp.","SF","02"
"year39",-0.200000000000045,3.09999999999999,60.3,29.1,5,10.5,8,5.59999999999999,-1.30000000000001,-0.100000000000001,0,-89.1,0.3,0.6,0,7.81666666666666,"NE","Dorm. 1","São Paulo","Hyp.","SF","02"
"year40",-0.200000000000045,2.90000000000001,58,29.6,2.89999999999999,7.90000000000001,5,13.7,-1.40000000000001,-0.0999999999999979,0,-86.7,0.3,0.4,0,7.61666666666667,"NE","Dorm. 2","São Paulo","Hyp.","SF","02"
"year41",0.300000000000068,6.80000000000001,-106.8,-119.8,-66.7,0,-18.8,-16,-1.39999999999999,28.9,0,156.8,1.4,1.3,0,-7.62,"NE","Living","São Paulo","Hyp.","SF","02"
"year42",-0.200000000000045,2,63,33.9,6,8.2,8.59999999999999,11.1,-1.5,1.8,0,-98.4000000000001,0.3,0.4,0,8.53333333333333,"NW","Dorm. 1","São Paulo","Hyp.","SF","02"
"year43",-0.200000000000045,1.80000000000001,61.4,35.7,3.8,14.6,5.5,11.8,-1.7,1.9,0,-98,0.3,0.4,0,8.5,"NW","Dorm. 2","São Paulo","Hyp.","SF","02"
"year44",0,1.90000000000003,59.5,-15.1999999999999,-35.5,8.40000000000001,6.09999999999999,0,-2.09999999999999,38.3,0,-107.9,1.4,0.600000000000001,0,5.88999999999999,"NW","Living","São Paulo","Hyp.","SF","02"
"year45",0,13.4,-1.60000000000001,5.5,0.400000000000006,0.800000000000011,4.10000000000001,0.200000000000003,0.700000000000003,0,0,-12.8,0,-6.4,0,1.41666666666667,"SE","Dorm. 1","São Paulo","Hyp.","SF","02"
"year46",0,13.1,-2.30000000000001,1.70000000000005,-0.200000000000003,-0.299999999999997,2.39999999999999,-0.199999999999989,0.399999999999991,0,0,-8.20000000000005,-0.1,-6,0,1.02500000000001,"SE","Dorm. 2","São Paulo","Hyp.","SF","02"
"year47",0.200000000000045,8.89999999999998,-33.9,-61.1,-9.09999999999999,0,-34.8,-9.10000000000002,-2.40000000000001,23.5,0,53.0999999999999,0,-6.1,0,-2.28,"SE","Living","São Paulo","Hyp.","SF","02"
"year48",0,13.5,-1.8,5.5,0.399999999999999,0.200000000000003,4.09999999999999,0.599999999999994,0.700000000000003,0.0999999999999996,0,-12.5,0,-6.4,0,1.40000000000001,"SW","Dorm. 1","São Paulo","Hyp.","SF","02"
"year49",0,13.2,-2.30000000000001,1.70000000000005,-0.200000000000003,-0.200000000000003,2.39999999999999,-0.299999999999997,0.399999999999991,0,0,-8.30000000000007,-0.1,-6,0,1.02500000000001,"SW","Dorm. 2","São Paulo","Hyp.","SF","02"
"year50",0.200000000000045,9.20000000000005,-33.7,-60.4,-8.90000000000001,-9,-34.5,0,-2.30000000000001,23.6,0,51.5,0,-6.1,0,-2.2,"SW","Living","São Paulo","Hyp.","SF","02"
