"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0,0.100000000000001,19,2.4,1.3,-0.899999999999999,-0.5,2.5,-0.600000000000009,0.3,0,-20,-0.1,-1.2,0,2.42222222222222,"E","Dorm. N","Curitiba","Hyp.","TV","02"
"year1",0.900000000000034,10.1,-12.8,-5.2,-2.2,-2.5,0.699999999999999,-1.1,0.5,0.3,0,6.19999999999999,0,-1.4,0,-0.822222222222223,"E","Dorm. S","Curitiba","Hyp.","TV","02"
"year2",0.199999999999932,-3.59999999999999,8.69999999999999,-45.9,-4.8,-9.6,-0.100000000000009,-31.3,-2.5,17.2,0,24.5,0,-3.6,0,-1.97333333333333,"E","Living","Curitiba","Hyp.","TV","02"
"year3",0.200000000000045,1.2,30.6,-23.2,-21.5,3.2,-1.1,-3.8,-0.5,-1.1,0,-5.69999999999993,0.2,-0.699999999999999,0,0.633333333333333,"NE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year4",0.100000000000023,0.899999999999999,34.3,-18.5,-18.8,-4.49999999999999,-0.899999999999999,5.60000000000001,-0.599999999999994,-0.9,0,-13.7,0.2,-0.699999999999999,0,1.34166666666667,"NE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year5",0.200000000000045,8.90000000000001,-83.3,-106.4,-66.7,0,-15.8,-8.59999999999999,-1.2,16.3,0,152.3,0.6,0.100000000000001,0,-7.55500000000001,"NE","Living","Curitiba","Hyp.","TV","02"
"year6",0,-0.700000000000003,34.6,-14.8,-21,2.90000000000001,-0.699999999999999,4,-0.799999999999997,0.799999999999999,0,-18.5,0.2,-0.699999999999999,0,1.71666666666667,"NW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year7",0,-0.800000000000004,38.7,-8.59999999999999,-18.2,5,-0.600000000000001,5.09999999999999,-0.900000000000006,0.9,0,-28.6,0.2,-0.699999999999999,0,2.56666666666666,"NW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year8",-0.100000000000023,-3.80000000000001,62,-48.8,-50.5,5.5,-1.60000000000001,0,-2.40000000000001,23.5,0,-38.9000000000001,0.6,-0.699999999999999,0,2.35000000000001,"NW","Living","Curitiba","Hyp.","TV","02"
"year9",0.399999999999977,6.2,-8.6,1.3,-4.89999999999999,-2.9,10.1,-1.1,-0.5,-0.2,0,2.39999999999998,-0.1,-0.699999999999999,0,-0.19166666666667,"SE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year10",0.5,6.59999999999999,-4.59999999999999,-3.6,-3.8,-1.4,4,-2.5,-0.599999999999994,-0.199999999999999,0,2.5,-0.1,-0.6,0,-0.216666666666661,"SE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year11",0.399999999999977,-2,-20.8,-41.3,-14.5,0,-13.4,-8.2,-4.19999999999999,12.2,0,49.3,-0.2,-0.799999999999997,0,-2.84500000000001,"SE","Living","Curitiba","Hyp.","TV","02"
"year12",0.400000000000034,6,-7.9,2,-4.5,-1.1,10.1,-2.5,-0.400000000000006,-0.3,0,1.10000000000002,-0.1,-0.699999999999999,0,-0.06666666666667,"SW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year13",0.5,6.5,-4.5,-3.5,-3.8,-2.5,4,-1.3,-0.599999999999994,-0.199999999999999,0,2.40000000000003,-0.1,-0.6,0,-0.199999999999996,"SW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year14",0.399999999999977,-2,-20.3,-40.4,-14.2,-8.10000000000001,-13.3,0,-4.09999999999999,12.3,0,47.7,-0.2,-0.799999999999997,0,-2.76000000000001,"SW","Living","Curitiba","Hyp.","TV","02"
"year15",-0.100000000000023,-0.399999999999999,20.6,4.8,2,4,-0.300000000000001,-0.800000000000001,-0.600000000000009,0.500000000000001,0,-24.2,-0.1,-0.300000000000001,0,2.85555555555556,"W","Dorm. N","Curitiba","Hyp.","TV","02"
"year16",0.700000000000045,8.8,-11.1,-4.2,-2,-1.1,0.899999999999999,-2.1,0.400000000000006,0.4,0,4.10000000000002,0,0.4,0,-0.56666666666667,"W","Dorm. S","Curitiba","Hyp.","TV","02"
"year17",0.200000000000045,0.199999999999989,31.2,-51.0000000000001,-2.3,-46.7,2.5,-4.39999999999999,-1.5,27.8,0,-12.3999999999999,0.1,-0.9,0,0.659999999999997,"W","Living","Curitiba","Hyp.","TV","02"
"year18",0,-10.8,16.8,-5.70000000000005,-0.900000000000006,-2.20000000000002,-1.40000000000001,-1.30000000000001,-0.6,-0.300000000000004,0,2.59999999999991,-0.1,0.2,0,-0.277777777777771,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","02"
"year19",0.100000000000023,-6.5,-17,-22.3000000000001,-4.8,-5.59999999999999,-4.30000000000001,-7.59999999999999,0,-0.899999999999999,0,44.7,0,1.1,0,-5.15555555555557,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","02"
"year20",0.100000000000023,-22.7,5.69999999999999,-109.4,-8.19999999999999,-12.7,-3.59999999999999,-84.9,-2,42.6,0,59,-0.1,-0.5,0,-4.00666666666666,"E","Living","Rio de Janeiro","Hyp.","TV","02"
"year21",0.100000000000023,-13.4,17.3,-35.5,-22.1,-0.900000000000006,-3.5,-8.90000000000001,-0.300000000000001,-2.4,0,40.1000000000001,0.1,0.3,0,-3.29166666666666,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year22",0,-13,14.4,-31.5,-13.9,-12,-2.69999999999999,-2.90000000000003,-0.4,-2.4,0,38.7,0.0999999999999999,0.3,0,-3.17499999999998,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year23",0.199999999999932,-23.1,-131.1,-175.4,-106.1,0,-23.5,-20,-1.3,36.9,0,260.1,-1.7,-0.8,0,-13.165,"NE","Living","Rio de Janeiro","Hyp.","TV","02"
"year24",0.100000000000023,-14,20.7,-25.2,-20.2,-1.59999999999999,-2.90000000000001,-0.5,-0.5,-0.299999999999997,0,23.7,0.2,0.3,0,-1.94999999999999,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year25",0,-13.8,18.8,-19.4,-12.8,-2.80000000000001,-2.19999999999999,-1.70000000000002,-0.699999999999999,-0.300000000000004,0,19.5,0.0999999999999999,0.2,0,-1.5916666666667,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year26",0,-23.6,32.8,-96,-82.8,-1.19999999999999,-4.69999999999999,0,-1.1,46.6,0,15.8000000000002,-1.7,-1.3,0,-0.755000000000024,"NW","Living","Rio de Janeiro","Hyp.","TV","02"
"year27",0.0999999999999659,-9.90000000000003,-22.5,-9.89999999999998,-8.10000000000001,-8.20000000000002,12.6,-6.30000000000001,-0.5,-1.5,0,45,0.4,-3.2,0,-2.40000000000001,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year28",0.100000000000023,-9,-25.4,-18.6,-6.5,-9.79999999999998,10.2,-12.6,-0.7,-1.7,0,55.8,0.6,-2.9,0,-3.34166666666667,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year29",0.200000000000045,-27.9,-48,-90.5999999999999,-20.4,0,-41.9,-16.6,-3.8,32,0,104.1,4.5,-1.7,0,-2.59,"SE","Living","Rio de Janeiro","Hyp.","TV","02"
"year30",0.0999999999999659,-9.60000000000002,-22.8,-9.60000000000002,-7.90000000000001,-6.3,13,-8.40000000000001,-0.4,-1.5,0,44.7,0.5,-3.2,0,-2.375,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year31",0.100000000000023,-9,-25.4,-18.6,-6.5,-12.6,10.2,-9.80000000000001,-0.7,-1.7,0,55.7,0.6,-2.9,0,-3.34166666666667,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year32",0.200000000000045,-27.5,-47.9,-90,-20.2,-16.5,-41.7,0,-3.7,32.1,0,102.8,4.5,-1.7,0,-2.53,"SW","Living","Rio de Janeiro","Hyp.","TV","02"
"year33",0,-10.6,14,-5.20000000000005,-1.40000000000001,-0.299999999999983,-1.30000000000001,-2.20000000000002,-0.4,-0.399999999999999,0,5,-0.1,0.3,0,-0.633333333333354,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","02"
"year34",0.0999999999999659,-5.89999999999998,-19.1,-23.6999999999999,-5,-8.09999999999999,-4.80000000000001,-5.90000000000001,0.100000000000001,-1,0,48.3,-0.1,1.4,0,-5.71111111111111,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","02"
"year35",0.100000000000023,-17.6,12.2,-101.5,-7,-82.8,-2.29999999999998,-9.5,-1,52.9,0,28.5,-0.2,-0.2,0,-2.24000000000001,"W","Living","Rio de Janeiro","Hyp.","TV","02"
