"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-0.126518218623482,1.66064981949459,-7.23684210526317,-43.8502673796791,5.01474926253688,-3.28151986183074,-3.38028169014085,-8.69565217391304,-0.69060773480663,6.94444444444444,-22.1343873517787,2.74002157497303,-25,-7.32984293193716,-22.1343873517787,-2.32647567775428,"E","Dorm. N","Curitiba","Hyp.","TV","02"
"year1",-0.199401794616154,8.70253164556962,-7.28476821192053,-0.539568345323736,-3.09973045822102,-4.57875457875458,2.64550264550265,10.1983002832861,-2.02429149797571,4.59770114942529,-19.1011235955056,2.77699859747545,0,-22.5165562913907,-18.876404494382,-2.23769269020388,"E","Dorm. S","Curitiba","Hyp.","TV","02"
"year2",-0.156006240249616,6.24629958555357,-5.68561872909699,-9.30669800235018,-0.518806744487667,-16.3316582914573,-2.78035217794254,-14.7982062780269,-3.82165605095541,47.8787878787879,-73.3333333333333,0.65355369823414,25,-35.5871886120996,-66.6666666666667,-0.243863648412229,"E","Living","Curitiba","Hyp.","TV","02"
"year3",0.124719381391868,-1.20068610634648,-13.0434782608696,-27.2336359292881,-34.4133099824869,-3.93487109905021,-3.7593984962406,-21.6965742251223,1.75953079178885,-22.5165562913907,-24.6376811594203,10.220578161392,300,-50.9677419354839,-25.1798561151079,-9.24485699949825,"NE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year4",0.100200400801612,1.37385512073273,-25.7731958762887,-22.9502572898799,-38.8247639034628,-20.6196581196581,-4.99999999999999,-7.12098009188361,1.47637795275591,-23.6486486486486,-43.0555555555556,9.83626738889573,300,-54.421768707483,-43.0555555555556,-8.86075949367088,"NE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year5",0.126582278481013,-47.3229706390328,-13.0389064143007,-21.631299734748,-34.1657207718502,NA,-21.3132400430571,-11.474609375,4.50680272108843,19.647355163728,50,19.4903640256959,420,-40.9090909090909,50,-17.1839601268691,"NE","Living","Curitiba","Hyp.","TV","02"
"year6",0.0249500998003907,1.32365499573015,-19.6428571428572,-21.8428437792329,-34.4347826086956,-4.17335473515248,-5.30303030303031,-3.02631578947368,0.781250000000011,-1.85185185185185,-37.4100719424461,7.7121520706042,300,-53.5483870967742,-37.4100719424461,-6.90298507462687,"NW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year7",0,4.41298917568694,-28.8659793814433,-18.5782967032967,-38.5099685204617,-8.843537414966,-5.71428571428572,-4.47598253275109,0.393700787401566,-2.73972602739726,-56.9444444444444,6.99593546003202,300,-55.7823129251701,-56.9444444444444,-6.23021257349616,"NW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year8",-0.0506329113924022,2.95179777045063,-6.15465544450289,-14.8275862068965,-28.7930382141506,-4.92991783470276,-9.25726587728741,NA,-2.55102040816327,28.6438529784537,-100,3.7095737845363,400,-52.8409090909091,-100,-2.666364529043,"NW","Living","Curitiba","Hyp.","TV","02"
"year9",-0.439667806546154,12.2549019607843,-31.9148936170213,33.3333333333333,-5.31073446327684,-1.88679245283018,31.1367380560132,8.67052023121387,-4.09416581371546,12.3287671232877,-37.1158392434988,1.02480016396803,-50,-78.1512605042017,-37.1158392434988,-0.352112676056334,"SE","Dorm. 1","Curitiba","Hyp.","TV","02"
