"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","sim"
"year14",788.8,228,104,195.1,-68.6,79.6,107.2,0,-153,43.2,0,-1193.7,0.4,-19.4,0,74.43,"SW","Living","Curitiba","Hyp.","TV","Base"
"year15",388.2,44.2,58.7,54.6,36.9,64.7,-24.5,-22.5,-70.2,8.3,0,-456.9,0.2,-14.4,0,58.4111111111111,"W","Dorm. N","Curitiba","Hyp.","TV","Base"
"year16",391.1,78.3,8.4,-36.5,-82,30.9,36.5,-22,-79,9,0,-354,0.1,-13.1,0,45.8888888888889,"W","Dorm. S","Curitiba","Hyp.","TV","Base"
"year17",763.6,231.2,194.2,485.7,83.5,177.5,106.8,117.9,-83.4,79.6,0,-1672.1,0.6,-16,0,132.7,"W","Living","Curitiba","Hyp.","TV","Base"
"year18",382.9,238.2,157.8,670.3,137.4,193.6,149.1,190.1,2.8,32.9,0,-1448.5,0.8,-3,0,173.222222222222,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year19",383.3,258.4,98,532.8,79.2,185.3,127,141.3,-7.9,31.6,0,-1279.8,0.8,-6.7,0,155.311111111111,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year20",761.2,472.6,313.2,1060,174.5,357.2,202.6,325.7,24.2,142.6,0,-2797.2,1.4,-4.2,0,210.62,"E","Living","Rio de Janeiro","Hyp.","TV","Base"
"year21",392.8,345.4,223.5,811.3,248.1,208,209.9,145.4,9.7,37.2,0,-1787.3,1,-3.3,0,158.508333333333,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year22",392.8,349.6,219.3,813.6,186.6,210.4,145.4,271.2,11.6,36,0,-1793.2,1.2,-3,0,159.075,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year23",785.8,672.6,316.8,1264.8,324.4,0,371.3,288.7,50.6,153.2,0,-3266.3,1.8,-5.5,0,181.06,"NE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year24",392.8,345.7,226.7,821.3,249.7,152.6,211,208.1,9.8,39.5,0,-1805,1.1,-3.3,0,159.958333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year25",392.8,348.8,223.7,825.6,187.7,271.3,145.9,220.7,11.3,37.9,0,-1811.9,1.2,-3.1,0,160.608333333333,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year26",785.6,671.9,480.5,1343.9,347.6,310.1,390,0,50.8,162.3,0,-3509,1.8,-6,0,193.385,"NW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year27",393.2,375.9,140.4,626.4,116.1,161.6,228.1,120.6,-3.4,29.7,0,-1549.6,1.4,-5.3,0,139.758333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year28",393.3,377.8,136.7,622,77.8,170.9,170.7,202.6,-2.6,29.9,0,-1545.7,1.8,-4.9,0,139.508333333333,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year29",786.7,634.6,273.6,867.2,191.9,0,271.6,199.3,6,110.3,0,-2684.9,8,-5.4,0,154.105,"SE","Living","Rio de Janeiro","Hyp.","TV","Base"
"year30",393.2,377.2,139.9,626.9,116.6,120.5,228.3,161.5,-3.1,29.8,0,-1551.6,1.5,-5.3,0,139.925,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Base"
"year31",393.3,377.8,136.7,622,77.8,202.4,170.7,171.1,-2.6,29.9,0,-1545.8,1.8,-4.9,0,139.508333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Base"
"year32",786.7,635,273.6,867.4,192.1,200.2,271.7,0,6.1,110.1,0,-2685.2,8,-5.4,0,154.115,"SW","Living","Rio de Janeiro","Hyp.","TV","Base"
"year33",382.8,248.7,163.6,703,142.2,200.4,154.7,205.7,5.3,33.5,0,-1499.6,0.9,-2.9,0,178.811111111111,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Base"
"year34",383.2,270.5,103.6,565.2,85.3,150.4,132.5,196.9,-6.1,32.2,0,-1330.2,1,-6.8,0,160.844444444444,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Base"
"year35",761.6,561.3,345.9,1227.2,193.2,371.9,220.4,441.7,45.6,165.6,0,-3145.2,0.9,-3.2,0,233.446666666667,"W","Living","Rio de Janeiro","Hyp.","TV","Base"
"year36",384.5,97.7,92.1,253.5,68,44.2,37.2,104,-42.1,15.9,0,-776.8,0.4,-7.6,0,96.1777777777778,"E","Dorm. N","São Paulo","Hyp.","TV","Base"
"year37",385.4,123.7,42,145.2,-22.4,38,63,66.6,-50.5,15.7,0,-641.5,0.1,-13.4,0,80.3777777777778,"E","Dorm. S","São Paulo","Hyp.","TV","Base"
"year38",762.3,269.6,214.4,611.1,108.6,160.8,132.7,209.1,-49.7,92,0,-1904.2,0.4,-11.8,0,148.64,"E","Living","São Paulo","Hyp.","TV","Base"
"year39",393.7,143,144,384.4,127.1,115.5,62.8,79,-52.6,20.5,0,-1010.5,0.7,-8.8,0,92.1083333333333,"NE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year40",393.6,142.9,148.4,424.1,98.6,118,45.2,162.2,-50.1,19.9,0,-1058.2,0.7,-8.1,0,96.2666666666667,"NE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year41",786.8,384.4,215.2,793.1,211,0,189.1,202.3,-49.3,106.7,0,-2250.3,2.9,-10.5,0,128.77,"NE","Living","São Paulo","Hyp.","TV","Base"
"year42",393.7,142.8,147.2,393.7,128.4,85.7,63.7,115.8,-52.6,22.8,0,-1026.2,0.7,-8.8,0,93.3833333333333,"NW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year43",393.6,141.9,152.6,434.6,99.6,162.6,45.5,127,-50.3,21.5,0,-1074.3,0.7,-8.1,0,97.575,"NW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year44",786.7,379.1,358.2,857.3,229.5,219.8,204.4,0,-49.8,114.2,0,-2453.3,2.9,-11.1,0,139.1,"NW","Living","São Paulo","Hyp.","TV","Base"
"year45",394.3,177.7,74,237.8,-16.7,79,115.2,60.2,-63,14.6,0,-816.6,0.2,-14.2,0,75.7416666666667,"SE","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year46",394,174.1,78.8,270.5,-12,87.1,88.6,106.8,-61.3,15,0,-853.5,0.2,-13.2,0,79.025,"SE","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year47",787.5,360.1,180.3,468.3,42.5,0,170.5,127.4,-85.2,70.1,0,-1770.1,1.3,-16.9,0,104.415,"SE","Living","São Paulo","Hyp.","TV","Base"
"year48",394.3,178.5,73.9,238.9,-16.3,60.3,115.5,79.4,-62.8,14.7,0,-818.9,0.2,-14.2,0,75.95,"SW","Dorm. 1","São Paulo","Hyp.","TV","Base"
"year49",394,174.1,78.8,270.5,-12,106.7,88.6,87.2,-61.3,15,0,-853.5,0.2,-13.2,0,79.0333333333333,"SW","Dorm. 2","São Paulo","Hyp.","TV","Base"
"year50",787.5,360.3,180.4,468.5,42.7,128,170.6,0,-85.2,70.1,0,-1770.5,1.3,-16.9,0,104.43,"SW","Living","São Paulo","Hyp.","TV","Base"
"year51",384.3,106,96,282.8,72.4,111.8,41.9,56.8,-40.2,16.6,0,-820.2,0.6,-7.4,0,100.977777777778,"W","Dorm. N","São Paulo","Hyp.","TV","Base"
"year52",385.1,132.4,45.3,174.6,-17.2,72.5,67.5,51.8,-49.2,16.3,0,-682.9,0.1,-13.9,0,85.0888888888889,"W","Dorm. S","São Paulo","Hyp.","TV","Base"
"year53",762.6,333.9,241.9,738.3,122.6,243.3,146.2,226.1,-34.4,109.2,0,-2170.5,1.4,-6.6,0,166.433333333333,"W","Living","São Paulo","Hyp.","TV","Base"
"year54",388.8,43.8,32.2,-1.6,26.8,-55.1,-27.2,53.9,-69.8,6,0,-375.2,0.2,-12.9,0,48.9888888888889,"E","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year55",391.4,70.4,15.4,-83.8,-83.5,-56.3,28.1,27.9,-78.9,6.9,0,-306.4,0.1,-11.2,0,40.4111111111111,"E","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year56",763.2,180.7,122.9,330.9,64.6,20.9,83.7,161.6,-100.4,38.4,0,-1322.2,0.3,-19.2,0,109.42,"E","Living","Curitiba","Hyp.","TV","Simp."
"year57",395.9,48,64.8,155.7,80.4,56.1,-25.3,44.5,-93.9,11.7,0,-557.1,0.1,-16.7,0,52.8,"NE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year58",395,41.7,70.3,209.4,66.1,68.1,-16,91.3,-91.5,11.4,0,-612.9,0.1,-15.5,0,57.8,"NE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year59",787.4,234.4,221.2,605,207.7,0,90.3,156.7,-113.3,60.8,0,-1781.8,0.6,-19.8,0,104.66,"NE","Living","Curitiba","Hyp.","TV","Simp."
"year60",395.9,48.2,65.3,160.1,81.1,45.3,-24.8,58.5,-93.8,12.8,0,-563.3,0.1,-16.7,0,53.3333333333333,"NW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year61",395,41.7,70.3,209.2,66.1,92.9,-16,66.2,-91.5,11.2,0,-612.5,0.1,-15.5,0,57.7666666666667,"NW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year62",787.4,234.3,221.1,604.8,207.6,158.9,90.2,0,-113.3,60.2,0,-1780.8,0.6,-19.8,0,104.605,"NW","Living","Curitiba","Hyp.","TV","Simp."
"year63",398.5,88.5,34.9,6.3,-100.9,32.3,46.5,28.4,-104.3,6.7,0,-413.7,0.2,-14.8,0,40.125,"SE","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year64",396.8,76,39.8,62,-71,40.5,39.8,52.8,-103.2,6.6,0,-461,0.2,-13.9,0,44.5666666666667,"SE","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year65",788.4,230.1,124.3,235.3,-54.4,0,120.5,87,-148.9,30.9,0,-1241.3,0.6,-18.6,0,77.195,"SE","Living","Curitiba","Hyp.","TV","Simp."
"year66",398.4,88.3,35.4,11.4,-100.5,28.8,47.1,36,-104.3,6.8,0,-419.1,0.2,-14.8,0,40.6083333333333,"SW","Dorm. 1","Curitiba","Hyp.","TV","Simp."
"year67",396.8,76,39.8,62.1,-71,52.9,39.8,40.4,-103.2,6.6,0,-461.1,0.2,-13.9,0,44.5666666666667,"SW","Dorm. 2","Curitiba","Hyp.","TV","Simp."
"year68",788.4,230,124.3,235.5,-54.4,87.7,120.5,0,-148.9,30.9,0,-1241.4,0.6,-18.6,0,77.19,"SW","Living","Curitiba","Hyp.","TV","Simp."
"year69",388.3,44.6,38.1,49.8,34.9,60.7,-24.2,-21.7,-69.6,7.8,0,-432.7,0.3,-14.1,0,55.5555555555556,"W","Dorm. N","Curitiba","Hyp.","TV","Simp."
"year70",390.4,69.5,19.5,-32.3,-80,32,35.6,-19.9,-79.4,8.6,0,-358.1,0.1,-13.5,0,46.4555555555556,"W","Dorm. S","Curitiba","Hyp.","TV","Simp."
"year71",763.4,231,163,536.7,85.8,224.2,104.3,122.3,-81.9,51.8,0,-1659.7,0.5,-15.1,0,132.04,"W","Living","Curitiba","Hyp.","TV","Simp."
"year72",382.9,249,141,676,138.3,195.8,150.5,191.4,3.4,33.2,0,-1451.1,0.9,-3.2,0,173.5,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year73",383.2,264.9,115,555.1,84,190.9,131.3,148.9,-7.9,32.5,0,-1324.5,0.8,-7.8,0,160.466666666667,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year74",761.1,495.3,307.5,1169.4,182.7,369.9,206.2,410.6,26.2,100,0,-2856.2,1.5,-3.7,0,214.626666666667,"E","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year75",392.7,358.8,206.2,846.8,270.2,208.9,213.4,154.3,10,39.6,0,-1827.4,0.9,-3.6,0,161.8,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year76",392.8,362.6,204.9,845.1,200.5,222.4,148.1,274.1,12,38.4,0,-1831.9,1.1,-3.3,0,162.25,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year77",785.6,695.7,447.9,1440.2,430.5,0,394.8,308.7,51.9,116.3,0,-3526.4,3.5,-4.7,0,194.225,"NE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year78",392.7,359.7,206,846.5,269.9,154.2,213.9,208.6,10.3,39.8,0,-1828.7,0.9,-3.6,0,161.908333333333,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year79",392.8,362.6,204.9,845,200.5,274.1,148.1,222.4,12,38.2,0,-1831.4,1.1,-3.3,0,162.2,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year80",785.6,695.5,447.7,1439.9,430.4,311.3,394.7,0,51.9,115.7,0,-3524.8,3.5,-4.7,0,194.14,"NW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year81",393.1,385.8,162.9,636.3,124.2,169.8,215.5,126.9,-2.9,31.2,0,-1594.6,1,-2.1,0,142.158333333333,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year82",393.2,386.8,162.1,640.6,84.3,180.7,160.5,215.2,-1.9,31.6,0,-1601.5,1.2,-2,0,142.85,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year83",786.5,662.5,321.6,957.8,212.3,0,313.5,215.9,9.8,78.3,0,-2789,3.5,-3.7,0,156.695,"SE","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year84",393.1,386.8,162.7,636.5,124.5,126.8,215.3,169.9,-2.7,31.3,0,-1596.3,1,-2.1,0,142.3,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","Simp."
"year85",393.2,386.8,162.1,640.6,84.3,215,160.5,180.9,-1.9,31.6,0,-1601.5,1.2,-2,0,142.85,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","Simp."
"year86",786.5,662.5,321.5,957.4,212.3,216.7,313.4,0,9.8,78,0,-2788,3.5,-3.7,0,156.645,"SW","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year87",382.8,259.3,149.6,708.2,143.6,200.7,156,207.9,5.7,33.9,0,-1504.6,1,-3.2,0,179.444444444444,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","Simp."
"year88",383.1,276.4,122.7,588.9,90.3,158.5,137.3,202.8,-6.2,33.2,0,-1378.5,1.1,-8.2,0,166.555555555556,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","Simp."
"year89",761.5,578.9,333.7,1328.7,200.2,454.7,222.7,451.2,46.6,112.7,0,-3173.7,1.1,-3,0,235.686666666667,"W","Living","Rio de Janeiro","Hyp.","TV","Simp."
"year90",384.4,98.6,72,250.9,66.4,45,37.7,101.7,-41.5,15.5,0,-756.1,0.5,-7.6,0,93.8222222222222,"E","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year91",385,118.5,51.8,154.8,-19.4,41.5,63.5,69.2,-50.5,15.6,0,-654.8,0.1,-13.6,0,82.0555555555556,"E","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year92",762.3,276.2,200.7,682.1,113.4,170.2,133.3,265.2,-47.4,63.6,0,-1933.6,0.5,-9.9,0,150.72,"E","Living","São Paulo","Hyp.","TV","Simp."
"year93",393.7,143.7,116.9,411,149.4,113.1,64.8,83.7,-52,21.8,0,-1013.2,0.2,-9.8,0,92.1,"NE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year94",393.6,143.7,120.5,445.5,115.7,124,46.8,159,-49.3,21.1,0,-1055.1,0.2,-9,0,95.75,"NE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year95",786.7,385.6,308,924.2,292.1,0,207.7,214.8,-47.4,82.3,0,-2429.1,1.4,-11.9,0,137.335,"NE","Living","São Paulo","Hyp.","TV","Simp."
"year96",393.7,144.5,116.8,411.2,149.3,83.8,65.2,112.9,-51.8,22.3,0,-1014.8,0.2,-9.8,0,92.2333333333333,"NW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year97",393.6,143.6,120.5,445.4,115.7,159.4,46.8,123.5,-49.3,20.9,0,-1054.7,0.2,-9,0,95.7166666666667,"NW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year98",786.7,385.5,307.9,923.9,292,216.8,207.6,0,-47.4,81.8,0,-2428,1.4,-11.9,0,137.275,"NW","Living","São Paulo","Hyp.","TV","Simp."
"year99",394.1,173.9,81.9,238.7,-11.7,82.2,106.1,62.1,-62.6,15,0,-828.3,0.3,-8.2,0,76.4083333333333,"SE","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year100",393.9,170.1,85.6,276.7,-7.7,90.1,83.2,111.1,-60.7,15.4,0,-868.9,0.3,-7.6,0,80.025,"SE","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year101",787.4,366.4,203.6,524,57.5,0,194.9,137.2,-81.2,49.7,0,-1832.8,1.4,-10.6,0,107.17,"SE","Living","São Paulo","Hyp.","TV","Simp."
"year102",394.1,174.6,81.9,239.5,-11.4,62.2,106.1,82.7,-62.4,15.1,0,-830.2,0.3,-8.1,0,76.575,"SW","Dorm. 1","São Paulo","Hyp.","TV","Simp."
"year103",393.9,170.1,85.6,276.7,-7.7,111.1,83.2,90.1,-60.7,15.4,0,-868.9,0.3,-7.6,0,80.0166666666667,"SW","Dorm. 2","São Paulo","Hyp.","TV","Simp."
"year104",787.4,366.4,203.6,523.7,57.5,137.7,194.8,0,-81.2,49.5,0,-1832.2,1.4,-10.6,0,107.135,"SW","Living","São Paulo","Hyp.","TV","Simp."
"year105",384.3,106.8,77.5,279.4,70.9,108.6,42.3,57.7,-39.7,16.3,0,-799.9,0.6,-7.9,0,98.6777777777778,"W","Dorm. N","São Paulo","Hyp.","TV","Simp."
"year106",384.8,127.4,56.3,185.7,-13.9,75.6,68.3,55.7,-49.2,16.4,0,-697.6,0.1,-16,0,86.9555555555556,"W","Dorm. S","São Paulo","Hyp.","TV","Simp."
"year107",762.6,337.3,221.8,804.5,126.5,299.4,145.7,233,-32.8,73.5,0,-2173.7,1.1,-6.5,0,166.633333333333,"W","Living","São Paulo","Hyp.","TV","Simp."
