"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",0.177349885989356,-12.4899919935949,4.78873239436621,-21.5294117647059,3.23886639676114,0.750750750750751,2.41935483870969,-22.3697650663943,1.47058823529412,-1.49253731343284,7.97101449275362,6.99974638600051,0,-3.06748466257669,7.97101449275362,-6.54060066740823,"E","Dorm. N","Curitiba","Hyp.","C10","02"
"year1",-0.024838549428719,12.3255813953488,-128.301886792453,-0.256904303147081,-2.53731343283583,-3.93617021276596,-3.08008213552361,34.7457627118644,-0.730994152046784,-2.40963855421688,-8.40336134453781,3.03030303030302,0,-18.8524590163934,-8.65921787709496,-2.52575606513791,"E","Dorm. S","Curitiba","Hyp.","C10","02"
"year2",-0.0781046602447309,-5.72760572760572,-8.2807570977918,-19.6116504854369,-6.60146699266503,-19.0311418685121,-8.61195542046606,-16.0500853727945,-1.82599355531687,45.1530612244898,-33.3333333333333,4.6215139442231,25,-29.3388429752066,-33.3333333333333,-3.76141859215476,"E","Living","Curitiba","Hyp.","C10","02"
"year3",0.42702838482793,-22.518263859046,-16.2072767364939,-77.3818181818182,-59.5102040816327,-3.690036900369,8.46286701208981,-54.0469973890339,4.86815415821501,-42.0765027322404,1000,23.6114802019665,400,-23.030303030303,1000,-21.8201621687039,"NE","Dorm. 1","Curitiba","Hyp.","C10","02"
"year4",0.455005055611718,-25.4341952913933,-23.4821428571429,-55.5364511691884,-69.2172383465259,-53.551912568306,9.6629213483146,-20.8199871877002,5.86481113320079,-44.0860215053763,NA,27.1642736486487,400,-21.6049382716049,NA,-25.2279340446169,"NE","Dorm. 2","Curitiba","Hyp.","C10","02"
"year5",0.317460317460317,-66.0063511265689,-63.6612958519026,-33.224319904861,-51.8019657808518,NA,100,-19.4609410689813,11.0410094637224,-0.896286811779755,NA,34.4896314829736,266.666666666667,-4.80769230769231,NA,-30.6012361865518,"NE","Living","Curitiba","Hyp.","C10","02"
"year6",0.276381909547744,-20.3891708967851,-13.1182795698925,-59.1298615688859,-61.3545816733068,-20.4398447606727,5.62283737024222,-5.11627906976744,3.54609929078014,-16.8367346938776,400,19.3148028442146,400,-25.4545454545454,400,-17.8870416224502,"NW","Dorm. 1","Curitiba","Hyp.","C10","02"
"year7",0.353892821031339,-22.5868725868726,-19.5535714285714,-46.7447468136411,-70.0087950747581,-25.5089058524173,7.53655793025872,-21.0332103321033,4.7713717693837,-20.6521739130435,NA,22.5990491283677,400,-23.4567901234568,NA,-21.0618266524313,"NW","Dorm. 2","Curitiba","Hyp.","C10","02"
"year8",0.126984126984127,-15.827664399093,-10.7228502911956,-28.8155743795512,-48.526736995271,-13.9789858382823,82.5,NA,5.59495665878645,17.3521850899743,NA,12.9960990502035,250,-17.3076923076923,NA,-10.9013261407058,"NW","Living","Curitiba","Hyp.","C10","02"
"year9",-0.513573000733667,11.9828815977176,-13.9917695473251,32.0529801324503,-8.69068038879359,-22.5190839694656,109.48905109489,0.937499999999991,-4.55049944506105,4.6875,-51.063829787234,-2.10706150341687,0,-48.3050847457627,-51.3227513227513,2.79999999999999,"SE","Dorm. 1","Curitiba","Hyp.","C10","02"
"year10",-0.321225599209294,6.56753407682775,-19.0615835777126,216.176470588235,-6.4828614008942,9.3220338983051,49.4949494949495,0.763358778625951,-2.98189563365282,10.9090909090909,-58.8235294117647,-0.751879699248112,-33.3333333333333,-43.6974789915966,-58.8235294117647,1.29676870748301,"SE","Dorm. 2","Curitiba","Hyp.","C10","02"
"year11",-0.201131363922064,6.55884995507637,-12.807881773399,12.396694214876,-14.8122866894198,NA,25.6578947368421,-3.56718192627824,-5.43396226415094,62.0817843866171,-50,-2.53175961798359,-28.5714285714286,-45.0980392156863,-57.1428571428571,2.05707663334782,"SE","Living","Curitiba","Hyp.","C10","02"
"year12",-0.489835904971834,11.373092926491,-14.2857142857143,35.2220520673813,-7.97511312217194,1.89873417721519,99.3023255813954,-17.0731707317073,-4.18502202643172,6.24999999999999,-50.2762430939227,-1.87637969094923,0,-46.6666666666667,-50.2762430939227,2.57032007759457,"SW","Dorm. 1","Curitiba","Hyp.","C10","02"
"year13",-0.321225599209294,6.43564356435644,-19.0615835777126,221.212121212121,-6.40357408786299,0.764818355640546,49.4949494949495,8.93854748603353,-2.98189563365282,8.92857142857143,-58.8235294117647,-0.751150957111709,-33.3333333333333,-43.6974789915966,-58.8235294117647,1.27442650807137,"SW","Dorm. 2","Curitiba","Hyp.","C10","02"
"year14",-0.188584360070405,6.54121863799284,-12.7450980392157,11.9349005424955,-14.3537414965986,-3.32541567695962,24.9766136576239,NA,-5.35041446872647,61.6236162361623,-50,-2.49820273184759,-28.5714285714286,-45.0980392156863,-57.1428571428571,2.03064026593439,"SW","Living","Curitiba","Hyp.","C10","02"
"year15",0.152632917832604,-10.0974930362117,2.00445434298441,-177.981651376147,-8.88382687927107,-17.0849420849421,1.61725067385445,1.07015457788346,1.30813953488371,-7.61904761904763,4.8,5.9919028340081,25,4.37158469945356,3.96825396825397,-5.6770927499548,"W","Dorm. N","Curitiba","Hyp.","C10","02"
"year16",-0.0250062515628822,10.05291005291,-73.2758620689655,-3.24384787472035,-2.12143379663497,33.1932773109244,-8,-6.50602409638555,-0.566572237960348,-6.95652173913044,-8.16993464052288,2.71885270391394,0,5.45454545454546,-8.46905537459283,-2.45059288537549,"W","Dorm. S","Curitiba","Hyp.","C10","02"
"year17",-0.0391185291432983,-9.80348369807951,-0.72625698324023,-16.9387755102041,-4.01929260450161,-27.5356415478615,-5.73139435414885,-9.48012232415902,0.124223602484465,48.4460694698355,-40,5.09664183133571,50,-11.3333333333333,-40,-4.35244651850485,"W","Living","Curitiba","Hyp.","C10","02"
"year18",0,-2.75175644028104,-1.37931034482758,-3.44361917623228,-3.04404145077721,-0.866462793068292,-0.12919896640828,-8.04255319148936,27.7777777777778,-2.710027100271,NA,2.38861386138613,-8.33333333333332,7.14285714285713,NA,-2.24913494809688,"E","Dorm. N","Rio de Janeiro","Hyp.","C10","02"
"year19",0,5.34208059981256,-8.9108910891089,-0.584691708008497,-4.03726708074535,-1.49742629854936,-3.15112540192926,5.73833205814843,-3.48837209302326,-2.38095238095239,NA,0.21143304620204,0,9.45945945945946,NA,-0.227790432801822,"E","Dorm. S","Rio de Janeiro","Hyp.","C10","02"
"year20",0.0262846628992043,-4.56455586146935,-3.9727582292849,-11.2237998647735,-2.15285252960172,-2.38379022646007,-3.05220883534136,-26.7673589259492,-3.64963503649635,41.3640389725421,NA,3.89365455983452,26.6666666666667,-34.0425531914894,NA,-3.42894287803689,"E","Living","Rio de Janeiro","Hyp.","C10","02"
"year21",0.0764720876879968,-9.33704957196895,-6.31578947368421,-12.220580994584,-22.8996499416569,-3.20939334637964,1.19363395225465,-20.9947643979058,100,-16.4529914529914,NA,9.21832636367814,66.6666666666667,-29.2682926829268,NA,-8.47324582442981,"NE","Dorm. 1","Rio de Janeiro","Hyp.","C10","02"
"year22",0.0764525993883821,-9.21753379762393,-7.05834353325173,-12.547197211734,-20.9651898734177,-20.0143988480922,1.58428390367554,-6.82148040638607,60.377358490566,-16.4473684210526,NA,9.3834517533807,54.5454545454545,-31.5789473684211,NA,-8.64138470905455,"NE","Dorm. 2","Rio de Janeiro","Hyp.","C10","02"
"year23",0.0891492613346831,-44.814162572991,-35.9304084720121,-17.2686496694995,-34.5858744835727,NA,-3.91419725785051,-11.8873544543731,10.2564102564103,18.0029154518951,NA,21.209222009614,-48.5714285714286,-61.5384615384615,NA,-19.3138582575611,"NE","Living","Rio de Janeiro","Hyp.","C10","02"
"year24",0.0509683995922644,-7.53698520591763,-4.30894308943089,-8.86865287538354,-21.9290530636177,-5.75313807531381,0.83553210202287,-2.31352213801356,65.7142857142857,-5.53191489361702,NA,6.66666666666666,66.6666666666667,-29.2682926829268,NA,-6.07638129401987,"NW","Dorm. 1","Rio de Janeiro","Hyp.","C10","02"
"year25",0.0509683995922644,-7.15163934426229,-4.69579420171499,-9.12437039907013,-20.4986149584487,-8.21003771395417,1.20481927710844,-5.73386224305807,45.2830188679245,-5.72687224669604,NA,6.74157303370786,54.5454545454545,-34.2105263157895,NA,-6.16515837104073,"NW","Dorm. 2","Rio de Janeiro","Hyp.","C10","02"
"year26",0.0382068262862907,-6.54855764771356,-2.30885692657077,-11.8874504935863,-28.9820830872219,-5.05678745267712,-0.862641008626418,NA,3.84615384615386,33.5043988269795,NA,5.31775700934579,-48.5714285714286,-96.1538461538461,NA,-4.47189463716967,"NW","Living","Rio de Janeiro","Hyp.","C10","02"
"year27",0,10.4126494408022,2.3696682464455,10.2811376266754,-4.95575221238938,0.222222222222225,28.5364659813999,8.47161572052402,-800,8.55018587360595,NA,-6.46156002522951,80,-464.705882352941,NA,8.26930589920562,"SE","Dorm. 1","Rio de Janeiro","Hyp.","C10","02"
"year28",-0.0254194204372054,12.7668308702791,5.3840631730079,13.517745302714,-6.27400768245838,9.44686140459912,36.6040361864997,7.70432066631963,-133.333333333333,9.81132075471699,NA,-8.4136722173532,76.9230769230769,-480,NA,10.0621705635897,"SE","Dorm. 2","Rio de Janeiro","Hyp.","C10","02"
"year29",-0.0127097102185955,9.47737909516381,1.73292558613658,3.66353071389043,-7.61166818596172,NA,8.68651488616463,3.80710659898477,-31.6964285714286,59.1160220994475,NA,-6.10114444788121,330.555555555556,-237.5,NA,9.8239869013508,"SE","Living","Rio de Janeiro","Hyp.","C10","02"
"year30",0,10.9338521400778,2.93715846994534,10.8334703271412,-4.74100087796313,8.74125874125874,29.9259259259259,0.450958286358502,-750,8.92193308550187,NA,-6.85674058430131,90,-493.75,NA,8.65755574445825,"SW","Dorm. 1","Rio de Janeiro","Hyp.","C10","02"
"year31",-0.0254194204372054,12.7668308702791,5.3840631730079,13.5572572224156,-6.27400768245838,7.70833333333334,36.6991643454039,9.51492537313432,-133.333333333333,10.2272727272727,NA,-8.43012637884432,76.9230769230769,-480,NA,10.0844880027036,"SW","Dorm. 2","Rio de Janeiro","Hyp.","C10","02"
"year32",-0.0127097102185955,9.56657555642327,1.87138482477033,3.78174559166019,-7.47493163172288,3.85200202736949,8.87407927043141,NA,-31.25,59.8052851182197,NA,-6.18321201796499,330.555555555556,-237.5,NA,9.89754098360656,"SW","Living","Rio de Janeiro","Hyp.","C10","02"
"year33",0,-1.7948717948718,-0.474214582098389,-2.34993614303959,-1.90597204574333,-5.48166062071745,-0.180072028811514,-0.711237553342816,29.4117647058824,-1.8324607329843,NA,1.6176033303598,-13.3333333333333,9.43396226415094,NA,-1.58438959306205,"W","Dorm. N","Rio de Janeiro","Hyp.","C10","02"
"year34",0,6.13799283154123,-7.40740740740741,-0.115302256629887,-3.33333333333333,5.68820224719101,-2.06637445209767,-1.34782608695652,-5.08474576271186,-1.44508670520231,NA,-0.275975236816592,-14.2857142857143,13.0718954248366,NA,0.0272090333990928,"W","Dorm. S","Rio de Janeiro","Hyp.","C10","02"
