"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year",-0.5,2.30000000000001,-1.1,-8.2,1.7,-1.9,-1.2,-6.8,-0.5,0.5,-5.6,12.7,-0.1,-1.4,-5.6,-1.34444444444445,"E","Dorm. N","Curitiba","Hyp.","TV","02"
"year1",-0.800000000000011,5.5,-1.1,-0.299999999999997,-2.3,-2.5,1,3.6,-1.5,0.4,-8.5,9.89999999999998,0,-3.4,-8.4,-1,"E","Dorm. S","Curitiba","Hyp.","TV","02"
"year2",-1.20000000000005,21.1,-6.8,-39.6,-0.399999999999991,-6.5,-3,-29.7,-3.59999999999999,23.7,-1.1,10.3999999999999,0.1,-10,-1,-0.306666666666658,"E","Living","Curitiba","Hyp.","TV","02"
"year3",0.5,-2.79999999999998,-1.5,-57,-39.3,-2.90000000000001,-1.5,-13.3,1.8,-3.4,-3.4,74.6,0.3,-7.9,-3.5,-6.14166666666667,"NE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year4",0.400000000000034,3.30000000000001,-2.5,-66.9,-37,-19.3,-1.4,-9.3,1.5,-3.5,-3.1,79.9,0.3,-8,-3.1,-6.53333333333333,"NE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year5",1,-301.4,-24.8,-163.1,-90.3,0,-19.8,-23.5,5.3,15.6,0.1,455.1,2.1,-7.2,0.1,-22.755,"NE","Living","Curitiba","Hyp.","TV","02"
"year6",0.0999999999999659,3.10000000000002,-2.2,-46.7,-39.6,-2.59999999999999,-2.1,-2.3,0.800000000000011,-0.299999999999999,-5.2,56.8,0.3,-8.3,-5.2,-4.625,"NW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year7",0,10.6,-2.8,-54.1,-36.7,-11.7,-1.6,-4.09999999999999,0.399999999999991,-0.4,-4.1,56.8,0.3,-8.2,-4.1,-4.59166666666667,"NW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year8",-0.399999999999977,18.8000000000001,-11.7,-111.8,-76.1,-10.2,-8.60000000000001,0,-3,22.6,-0.2,86.5999999999999,2,-9.3,-0.2,-3.53000000000003,"NW","Living","Curitiba","Hyp.","TV","02"
"year9",-1.79999999999995,12.5,-3,16.4,-4.7,-0.799999999999997,18.9,3,-4,0.899999999999999,-15.7,5,-0.1,-9.3,-15.7,-0.158333333333331,"SE","Dorm. 1","Curitiba","Hyp.","TV","02"
"year10",-2,15.3,-3.3,11.3,-3.7,4.1,8.6,2.39999999999999,-4.19999999999999,0.9,-15.1,7.10000000000002,-0.1,-9.1,-15,-0.325000000000003,"SE","Dorm. 2","Curitiba","Hyp.","TV","02"
"year11",-2.69999999999993,47.7,-9.10000000000002,12.1,-7.8,0,7.79999999999998,3.59999999999999,-8.60000000000002,22.9,-4.5,-59.6999999999998,-0.1,-11.5,-4.6,3.29000000000001,"SE","Living","Curitiba","Hyp.","TV","02"
"year12",-1.80000000000001,12.9,-2.9,16.1,-4.69999999999999,3.1,18.4,-0.699999999999996,-4,0.899999999999999,-15.5,4.60000000000002,-0.1,-9.3,-15.6,-0.125,"SW","Dorm. 1","Curitiba","Hyp.","TV","02"
"year13",-2,15.2,-3.3,11.3,-3.7,2.40000000000001,8.5,4.1,-4.19999999999999,0.9,-15,7.10000000000002,-0.1,-9.1,-15,-0.31666666666667,"SW","Dorm. 2","Curitiba","Hyp.","TV","02"
"year14",-2.60000000000002,47.9,-9.10000000000002,12,-7.9,3.7,7.59999999999999,0,-8.59999999999999,22.9,-4.5,-59.8,-0.1,-11.5,-4.6,3.3,"SW","Living","Curitiba","Hyp.","TV","02"
