"","int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_walls","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_windows","conv_hge_doors","hvac_sens_he","hvac_sens_ce","afn_inf_sens_hge","afn_inf_sens_hle","hvac_total_he","hvac_total_ce","dwel","room","weather","typo","wrap","simp"
"year15",-0.599999999999966,5,-1.3,-8.09999999999999,0.400000000000006,-5.2,-1.5,-2,-0.700000000000003,0.200000000000001,-5.7,9.79999999999995,0,0.600000000000001,-5.7,-1.03333333333333,"W","Dorm. N","Curitiba","Hyp.","TV","02"
"year16",-0.900000000000034,7,-1.5,-3.3,-2.7,3.09999999999999,-0.600000000000001,-3.2,-1.7,-0.0999999999999996,-7.9,8.10000000000002,0,1.1,-8,-0.855555555555561,"W","Dorm. S","Curitiba","Hyp.","TV","02"
"year17",-0.899999999999977,-0.199999999999989,-7.90000000000001,-70.1,-1.5,-56.1,-3.7,-8.8,-3.40000000000001,31.2,-1.7,46.5,0.4,-3,-1.7,-2.93333333333334,"W","Living","Curitiba","Hyp.","TV","02"
"year18",0.100000000000023,-15.5,-0.5,-14,-1.80000000000001,-1.29999999999998,-0.599999999999994,-10.3,1.3,-0.299999999999997,0,29,-0.1,0.3,0,-3.27777777777777,"E","Dorm. N","Rio de Janeiro","Hyp.","TV","02"
"year19",0,-11.7,-1.5,-8.89999999999998,-2.2,-2.59999999999999,-2.60000000000002,-1.40000000000001,0,-0.600000000000001,0,20.5,-0.1,2.3,0,-2.30000000000001,"E","Dorm. S","Rio de Janeiro","Hyp.","TV","02"
"year20",0.199999999999932,-40.6,-7.89999999999998,-104.8,-5.70000000000002,-8.30000000000001,-8.40000000000001,-82.5,-1.1,58.5,0,66.4000000000001,0.6,-2.3,0,-4.24666666666667,"E","Living","Rio de Janeiro","Hyp.","TV","02"
"year21",0.300000000000011,-44.9999999999999,-3.39999999999998,-58.5,-28,-9.69999999999999,-2.89999999999998,-17.8,3.6,-4.3,0,122.2,0.8,-2.4,0,-9.35000000000002,"NE","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year22",0.300000000000011,-44,-4.10000000000002,-65.4,-19.8,-25.4,-2,-18.2,3.4,-4.40000000000001,0,128.6,0.9,-2.4,0,-9.89999999999998,"NE","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year23",0.5,-458.9,-42.5,-243.3,-126.8,0,-32.3,-41.9,3.4,44.5,0,655.4,-1.5,-6.4,0,-31.335,"NE","Living","Rio de Janeiro","Hyp.","TV","02"
"year24",0.300000000000011,-37.7,-2.20000000000002,-41.4,-25.2,-6.20000000000002,-2.09999999999999,-7.79999999999998,3,-0.899999999999999,0,91.2000000000003,0.8,-2.4,0,-6.79999999999998,"NW","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year25",0.300000000000011,-35,-2.69999999999999,-46.7,-18.1,-18.3,-1.29999999999998,-9.10000000000002,2.8,-1,0,93.7999999999997,0.9,-2.5,0,-7.03333333333336,"NW","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year26",0.200000000000045,-73.7,-12.4000000000001,-144.9,-97.6,-17.7,-10.7,0,-1.2,56.6,0,148,-1.5,-8.2,0,-5.60499999999999,"NW","Living","Rio de Janeiro","Hyp.","TV","02"
"year27",0,-16.9,0.0999999999999943,38,-1.40000000000001,-1.90000000000001,39.6,1.69999999999999,-0.5,0.700000000000003,0,-14.1000000000001,0.4,-15.9,0,4.65000000000001,"SE","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year28",0.0999999999999659,-21.5,-0.699999999999989,28.8,-1.60000000000001,1.5,30.4,-1.60000000000002,-0.4,0.5,0,-0.299999999999955,0.4,-15.1,0,3.40833333333336,"SE","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year29",-0.0999999999999091,-23.5,-3,3.59999999999991,-4.20000000000002,0,-2.09999999999997,-0.800000000000011,-4,53.9,0,-75.2000000000003,15.6,-9.4,0,12.77,"SE","Living","Rio de Janeiro","Hyp.","TV","02"
"year30",0,-17.1,0.0999999999999943,38.8,-1.30000000000001,1.70000000000002,40.3,-1.79999999999998,-0.5,0.600000000000001,0,-14.9000000000001,0.4,-15.7,0,4.71666666666667,"SW","Dorm. 1","Rio de Janeiro","Hyp.","TV","02"
"year31",0.0999999999999659,-21.4,-0.699999999999989,28.8000000000001,-1.60000000000001,-1.59999999999999,30.4,1.59999999999999,-0.4,0.600000000000001,0,-0.399999999999864,0.4,-15.1,0,3.40833333333333,"SW","Dorm. 2","Rio de Janeiro","Hyp.","TV","02"
"year32",-0.0999999999999091,-23.5,-3,3.79999999999995,-4.10000000000002,-0.699999999999989,-2,0,-3.9,54,0,-75.2999999999997,15.6,-9.4,0,12.775,"SW","Living","Rio de Janeiro","Hyp.","TV","02"
"year33",0.0999999999999659,-15.5,-0.699999999999989,-11.5999999999999,-0.900000000000006,-9,-0.800000000000011,-0.900000000000006,1.1,-0.100000000000001,0,27,-0.0999999999999999,0.7,0,-3.16666666666669,"W","Dorm. N","Rio de Janeiro","Hyp.","TV","02"
"year34",0.100000000000023,-12.3,-1.90000000000001,-9,-2.40000000000001,-1.79999999999998,-2.10000000000002,-2.70000000000002,-0.100000000000001,-0.399999999999999,0,20.8,-0.1,3.4,0,-2.68888888888887,"W","Dorm. S","Rio de Janeiro","Hyp.","TV","02"
"year35",0,-58.4,-7.80000000000001,-99.5999999999999,-5.80000000000001,-75.7,-8.40000000000003,-9.69999999999999,-2.5,66.2,0,70.5,0.2,-1.4,0,-5.15333333333336,"W","Living","Rio de Janeiro","Hyp.","TV","02"
"year36",-0.299999999999955,0.900000000000006,-0.600000000000001,-9.69999999999999,0.200000000000003,-1.6,-1,-7.2,0,0.100000000000001,-1.2,10.3000000000001,0,0.800000000000001,-1.2,-1.12222222222223,"E","Dorm. N","São Paulo","Hyp.","TV","02"
"year37",-0.700000000000045,3.39999999999998,-1.4,-3.90000000000001,-2.2,-2.5,-0.799999999999997,1.59999999999999,-1.1,-0.100000000000001,-1.8,7.39999999999998,0,-0.100000000000001,-1.8,-0.733333333333334,"E","Dorm. S","São Paulo","Hyp.","TV","02"
"year38",-0.299999999999955,5.60000000000002,-6.20000000000002,-70.8,-1.69999999999999,-6.40000000000001,-4,-58.7,-2.1,36.8,-0.2,27.5999999999999,0.1,-5.9,-0.1,-1.78,"E","Living","São Paulo","Hyp.","TV","02"
"year39",0.0999999999999659,-12.7,-2.5,-61.8,-39.2,-5.29999999999998,-2.8,-14.4,1.8,-3.6,-1,85.5,0.8,-3.7,-1,-6.65833333333335,"NE","Dorm. 1","São Paulo","Hyp.","TV","02"
"year40",0,-7.69999999999999,-2.90000000000001,-67.1,-32.8,-20.3,-2,-12.1,1.6,-3.6,-0.8,86.8999999999999,0.8,-3.8,-0.8,-6.71666666666667,"NE","Dorm. 2","São Paulo","Hyp.","TV","02"
"year41",0.299999999999955,-338.3,-28.6,-192.4,-104.7,0,-24.1,-29.5,3.5,25.5,-0.1,501.1,5.2,-3.9,-0.1,-24.155,"NE","Living","São Paulo","Hyp.","TV","02"
"year42",-0.100000000000023,-6.5,-2.3,-48.3,-37.7,-3.8,-2.7,-4.20000000000002,1.1,-0.599999999999998,-1.1,61.5,0.8,-3.8,-1.1,-4.65000000000001,"NW","Dorm. 1","São Paulo","Hyp.","TV","02"
"year43",-0.200000000000045,0.199999999999989,-2.30000000000001,-51.9,-31.7,-13,-1.6,-5.40000000000001,0.899999999999999,-0.600000000000001,-0.9,58.6000000000001,0.8,-4,-0.9,-4.35833333333333,"NW","Dorm. 2","São Paulo","Hyp.","TV","02"
"year44",-0.100000000000023,-1.39999999999998,-11.1,-122.5,-84.6,-11.6,-9,0,-2.6,34.5,-0.1,86,5.1,-5.5,-0.1,-2.875,"NW","Living","São Paulo","Hyp.","TV","02"
"year45",-1.40000000000003,7.90000000000001,-1.10000000000001,21.9,-2.5,0,21.7,2.8,-2.2,0.899999999999999,-2.3,-0.699999999999932,0,-23,-2.3,1.16666666666666,"SE","Dorm. 1","São Paulo","Hyp.","TV","02"
"year46",-1.39999999999998,8.10000000000002,-1.50000000000001,17,-2.1,3.7,13.5,2,-2.2,0.799999999999997,-1.7,3.19999999999993,0,-22.9,-1.7,0.833333333333329,"SE","Dorm. 2","São Paulo","Hyp.","TV","02"
"year47",-0.799999999999955,33,-2.60000000000002,11.8000000000001,-3.59999999999999,0,1.5,3.90000000000001,-5.40000000000001,33.9,-0.3,-68.7000000000003,1,-25.6,-0.3,5.21000000000001,"SE","Living","São Paulo","Hyp.","TV","02"
"year48",-1.39999999999998,7.80000000000001,-1.10000000000001,22.5,-2.5,2.8,22.1,0.0999999999999943,-2.09999999999999,0.899999999999999,-2.3,-1.39999999999998,0,-23,-2.3,1.22499999999999,"SW","Dorm. 1","São Paulo","Hyp.","TV","02"
"year49",-1.39999999999998,8.10000000000002,-1.50000000000001,17,-2.1,2.10000000000002,13.5,3.7,-2.2,0.799999999999997,-1.7,3.10000000000002,0,-22.9,-1.7,0.841666666666669,"SW","Dorm. 2","São Paulo","Hyp.","TV","02"
"year50",-0.799999999999955,32.9,-2.60000000000002,11.8,-3.7,4,1.60000000000002,0,-5.40000000000001,33.9,-0.3,-68.8000000000002,1,-25.6,-0.3,5.21500000000002,"SW","Living","São Paulo","Hyp.","TV","02"
"year51",-0.400000000000034,1.40000000000001,-0.800000000000004,-7.69999999999999,0.5,-5.69999999999999,-1.1,-1.4,-0.199999999999996,0.0999999999999979,-1.1,8,0,0.299999999999999,-1.1,-0.855555555555569,"W","Dorm. N","São Paulo","Hyp.","TV","02"
"year52",-0.800000000000011,3,-2.1,-6.5,-2.8,0.800000000000011,-1,-3.5,-1.4,-0.199999999999999,-1.9,5.5,0,5,-1.9,-0.666666666666671,"W","Dorm. S","São Paulo","Hyp.","TV","02"
"year53",-0.299999999999955,-6.20000000000005,-6.69999999999999,-70.8,-1.79999999999998,-57.2,-4.09999999999999,-7.70000000000002,-3.1,41.8,-0.1,28.0999999999999,1.1,-1.2,-0.1,-1.61333333333332,"W","Living","São Paulo","Hyp.","TV","02"
