"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-73.7","20.1","9.4","7.7","13","9.1","11.4","14.8","26.4","0","2.5","4.1","27.1","11.4","0","40.3","59.7","00","linear","tm","3","corner","ne","dorm1","curitiba"
"57.8","-79.7","21","10.1","10.7","12.7","9.2","14.1","35.2","9.2","0.1","2.8","4.4","26.5","11.7","0","39.3","60.7","00","linear","tm","3","corner","ne","dorm2","curitiba"
"42","-127.9","19.9","8.2","9.8","9.5","10.1","10.1","34.5","5","0.1","4.6","11.3","26.9","11.1","0.6","30","69.3","00","linear","tm","3","corner","ne","liv","curitiba"
"54.1","-106","19.1","9","7.3","11.2","8.7","11.2","14.7","23.7","-0.1","2.5","5.9","26.8","11.3","0","39","61","00","linear","tm","3","corner","nw","dorm1","curitiba"
"57.8","-115.7","21","10.3","11.3","14.8","9","12.6","36.3","11.4","0","3","6.3","26.5","11.4","0","37.5","62.5","00","linear","tm","3","corner","nw","dorm2","curitiba"
"41.6","-105.1","17.4","7.1","8.5","8.4","8.5","7.7","29.4","3.7","-0.3","3.8","7.4","26.7","10.3","0.5","27.5","72","00","linear","tm","3","corner","nw","liv","curitiba"
"54.2","-58.3","14.8","6.5","4.6","12","8.4","8.1","10.9","22.2","-0.9","2","3.3","27.1","11.1","0","43.9","56.1","00","linear","tm","3","corner","se","dorm1","curitiba"
"57.9","-61.8","14.1","6.1","4.3","8.6","8.4","10.3","25.9","5.7","-0.9","2.2","3.5","26.5","11.3","0","43.7","56.3","00","linear","tm","3","corner","se","dorm2","curitiba"
"42.3","-119.9","18.6","7.6","8.1","8.8","12.1","8.3","32.5","4.9","0.2","4.1","11.2","26.8","11.2","0.3","33.9","65.7","00","linear","tm","3","corner","se","liv","curitiba"
"54.2","-93.3","13.7","6","4.2","7.8","7.9","10.1","10.7","19.3","-1","2.1","5.3","26.9","11.2","0","42.4","57.6","00","linear","tm","3","corner","sw","dorm1","curitiba"
"57.9","-100.3","14","6.3","4.1","11","9","8.5","27","5.6","-1","2.3","5.7","26.5","11.7","0","41.4","58.6","00","linear","tm","3","corner","sw","dorm2","curitiba"
"41.9","-92.7","15.6","6.4","6.4","6.5","10.4","6.7","26.5","3.4","-0.3","3.2","7","26.7","10.8","0.3","31.6","68.1","00","linear","tm","3","corner","sw","liv","curitiba"
"44.2","-89.8","11.6","5","-0.1","7.4","9.1","3.2","13.8","5.8","-0.6","1.6","4.4","25.7","11.7","0","39.4","60.6","00","linear","tm","3","middle","ne","dorm1","curitiba"
"56.7","-122.3","19.5","9.8","11.4","10.2","12","8.8","30.4","12","-0.5","2.8","5.8","26.5","11.9","0","36","64","00","linear","tm","3","middle","ne","dorm2","curitiba"
"45.3","-94.3","17","7.7","4.3","6.4","7.9","5.9","19.6","4.8","-0.4","3.4","4.7","26.3","11.8","0.5","23.8","75.7","00","linear","tm","3","middle","ne","liv","curitiba"
"44.2","-89.6","11.6","5","-0.2","3.2","9","7.4","13.7","5.7","-0.6","1.6","4.4","25.7","11.7","0","39.3","60.7","00","linear","tm","3","middle","nw","dorm1","curitiba"
"56.7","-122.1","19.4","9.8","11.4","8.7","12","10.3","30.4","12","-0.5","2.8","5.8","26.5","11.9","0","35.8","64.2","00","linear","tm","3","middle","nw","dorm2","curitiba"
"45.3","-94.1","17.1","7.8","4.2","5.9","8","6.9","20.1","4.8","-0.4","3.4","4.7","26.2","11.9","0.4","23.7","75.8","00","linear","tm","3","middle","nw","liv","curitiba"
"44.4","-73.3","8","2.9","4.4","4.7","-1.3","3.5","9.1","2.2","-1.4","1.6","3.9","25.6","11.6","0","44.3","55.7","00","linear","tm","3","middle","se","dorm1","curitiba"
"56.9","-99.3","12","5.6","5.3","6.9","7.6","5.6","20.1","5.3","-1.2","1.9","5.2","26.2","11.7","0","42.6","57.4","00","linear","tm","3","middle","se","dorm2","curitiba"
"46","-77.3","12.8","5.1","4.4","5.3","4.3","4.1","15.8","2.3","-0.9","2.6","4.2","26.3","11.6","0.1","32.7","67.2","00","linear","tm","3","middle","se","liv","curitiba"
"44.4","-74.3","7.9","2.8","4.3","3.4","-1.2","4.7","9","2.1","-1.4","1.6","3.9","25.6","11.6","0","44.1","55.9","00","linear","tm","3","middle","sw","dorm1","curitiba"
"56.9","-99.6","12","5.6","5.3","5.6","7.7","7","20.3","5.3","-1.2","1.9","5.2","26.2","11.7","0","42.5","57.5","00","linear","tm","3","middle","sw","dorm2","curitiba"
"46","-77.6","12.9","5.2","4.4","4.1","4.2","5.9","16.3","2.3","-0.9","2.6","4.2","26.2","11.6","0.1","32.7","67.2","00","linear","tm","3","middle","sw","liv","curitiba"
"45.4","-112","21.1","10.6","8.8","15.7","10.9","12.4","16.3","31.5","0.5","2.8","5.1","32.9","17.2","33.2","0.3","66.5","00","linear","tm","3","corner","ne","dorm1","rio_de_janeiro"
"48.3","-120.3","21.7","11.1","12","13.6","10.9","15.9","38.9","10.9","0.6","3.2","5.4","32.3","17.5","33.6","0.2","66.2","00","linear","tm","3","corner","ne","dorm2","rio_de_janeiro"
"34.8","-104.6","17.7","8.3","8.9","8.7","9.2","8.5","30.6","4.8","0.1","4.1","6.8","32.5","17.1","46.6","0","53.4","00","linear","tm","3","corner","ne","liv","rio_de_janeiro"
"45.5","-106","20.6","10.3","8.7","12.3","11","14.2","16","30.2","0.6","2.7","5.3","32.7","17.2","31.9","0.3","67.8","00","linear","tm","3","corner","nw","dorm1","rio_de_janeiro"
"48.5","-114.3","22","11.2","11.9","16.1","11.3","13.7","38.7","14.3","0.8","3.1","5.7","32.1","17.5","32.5","0.2","67.3","00","linear","tm","3","corner","nw","dorm2","rio_de_janeiro"
"34.9","-103.7","17.5","8.1","8.6","8.8","9.3","8.5","30.6","4.6","0.1","4.1","6.9","32.4","17.1","45.8","0","54.2","00","linear","tm","3","corner","nw","liv","rio_de_janeiro"
"45.8","-100.5","15.3","7.5","5.6","14.8","10","8.9","12.1","27.1","-0.6","2.4","5.8","33.1","16.5","30.2","1.2","68.6","00","linear","tm","3","corner","se","dorm1","rio_de_janeiro"
"48.9","-104.9","14.2","7","5.1","9.4","9.7","11.9","29.4","6.8","-0.6","2.5","6.1","32.5","16.6","30","1.3","68.7","00","linear","tm","3","corner","se","dorm2","rio_de_janeiro"
"35.3","-91.5","16.1","7.6","6.9","7.9","11.2","6.6","28","4.6","0.1","3.5","6","32.7","16.6","41.8","0","58.2","00","linear","tm","3","corner","se","liv","rio_de_janeiro"
"46","-90.8","14.6","7.1","5.7","8.7","9.6","13.1","11.8","25.3","-0.4","2.3","5.6","33","16.5","28.9","1.3","69.8","00","linear","tm","3","corner","sw","dorm1","rio_de_janeiro"
