"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"436.6","-824.4","111","29.5","68.6","48.3","-30.4","61.2","106.5","41.1","-10.6","21.2","4.3","26.7","8.9","0","39","61","00","Linear","C10","2","Intermediário","Meio","SW","Curitiba"
"428.4","-850.3","119.5","49.2","57.9","52.6","72.7","67.9","193.3","57.9","-5.6","17.6","5.7","27.4","8.9","0","36.1","63.9","00","Linear","C10","2","Intermediário","Meio","SW","Curitiba"
"837.4","-1645.3","318.1","114.3","107.3","96.3","103.8","157.3","407.3","57.5","-10.4","61.8","4.7","27.1","9.1","0.2","20.4","79.4","00","Linear","C10","2","Intermediário","Meio","SW","Curitiba"
"336.5","-976.6","238.6","115.2","69.3","226.6","157.6","151.4","194.6","410.3","10","31.8","8.5","35.6","17.4","48.8","0.1","51.1","00","Linear","C10","2","Intermediário","Canto","NE","Rio de Janeiro"
"330.9","-1003.8","233.4","114.8","124.9","156.8","147.8","176.9","425.3","147.8","11.2","33.9","9","33.9","18.3","54.6","0","45.4","00","Linear","C10","2","Intermediário","Canto","NE","Rio de Janeiro"
"676.4","-2636.3","487.8","234.2","248.1","273.9","288.2","270.9","916.5","164.6","10.9","120.7","10.9","34.1","18.4","71.2","0","28.8","00","Linear","C10","2","Intermediário","Canto","NE","Rio de Janeiro"
"334.3","-1143.2","240.9","115.8","72.1","152.9","157.1","227","197.5","411.7","10.5","32.6","10","36","17.6","51.2","0.1","48.7","00","Linear","C10","2","Intermediário","Canto","NW","Rio de Janeiro"
"330","-1157.7","234.1","116.1","128.5","180.3","149.1","157.8","432.8","183","11.4","34.7","10.7","33.7","18.5","55.7","0","44.3","00","Linear","C10","2","Intermediário","Canto","NW","Rio de Janeiro"
"669.6","-2410","467.8","225.3","232.1","255.6","273.9","259.6","866.5","154.7","6.8","113.7","8.4","34.1","17.9","73","0","27","00","Linear","C10","2","Intermediário","Canto","NW","Rio de Janeiro"
"341.8","-918.5","165.1","75.5","51.7","233.1","109.3","94.1","129.5","358.6","-4.4","25.3","14","36.2","17.6","41.7","0.1","58.2","00","Linear","C10","2","Intermediário","Canto","SE","Rio de Janeiro"
"338.1","-801","136.4","61.2","45","91.9","97.1","120.7","290.2","64.6","-4","25","14.1","34.9","18.1","44.7","0","55.3","00","Linear","C10","2","Intermediário","Canto","SE","Rio de Janeiro"
"697.4","-2022.2","438.2","200","176.7","245.4","323.6","183.4","776.4","152.6","6.7","98.4","10","34.6","18","60","0","40","00","Linear","C10","2","Intermediário","Canto","SE","Rio de Janeiro"
"340.1","-1019.2","171","77.3","54.7","97.8","118.4","246.9","134.9","382.9","-3","26.7","15","36.4","17.3","43.6","0.1","56.3","00","Linear","C10","2","Intermediário","Canto","SW","Rio de Janeiro"
"337.9","-853.6","138.8","63.2","47.5","124.7","101","94.2","299.8","67.6","-3.2","25.9","15.3","34.6","17.9","45.2","0","54.8","00","Linear","C10","2","Intermediário","Canto","SW","Rio de Janeiro"
"694.9","-1974.2","444.6","204.8","178","185.5","334.9","250","790.9","157.6","7.2","99","9.2","34.5","17.3","61.8","0","38.2","00","Linear","C10","2","Intermediário","Canto","SW","Rio de Janeiro"
"335.2","-977.2","147","69.3","-31.5","112.6","193.6","42.5","171.4","145.8","0.9","21.6","5.3","32.8","18.6","51.5","0","48.5","00","Linear","C10","2","Intermediário","Meio","NE","Rio de Janeiro"
"324.2","-1084.8","209.6","108.5","118.6","115.4","189.8","95","329","189.8","3.7","30.4","7","34.2","18.9","58.3","0","41.7","00","Linear","C10","2","Intermediário","Meio","NE","Rio de Janeiro"
"648.5","-2016.3","405.4","211.9","99.8","179.5","277.3","160.8","523.1","194.2","8.1","89.9","5.6","33.1","18.7","78.5","0","21.5","00","Linear","C10","2","Intermediário","Meio","NE","Rio de Janeiro"
"335.1","-976.1","146.8","69.3","-31.8","42.3","193.5","112.8","171.1","145.7","0.8","21.6","5.2","32.7","18.6","51.5","0","48.5","00","Linear","C10","2","Intermediário","Meio","NW","Rio de Janeiro"
"324.1","-1083.5","209.4","108.5","118.6","94.5","189.7","116.1","329.1","189.7","3.7","30.4","6.9","34.2","18.9","58.5","0","41.5","00","Linear","C10","2","Intermediário","Meio","NW","Rio de Janeiro"
"648.6","-2012.6","405.8","212.6","99.7","160.6","277.6","185.3","528.8","194.4","8.2","90.1","5.6","33.1","18.7","78.6","0","21.4","00","Linear","C10","2","Intermediário","Meio","NW","Rio de Janeiro"
"345.1","-649.8","84.3","26.1","48.4","50.2","-42","39.2","70","25.9","-14.5","16.9","4.4","33.5","18.1","41.3","0","58.7","00","Linear","C10","2","Intermediário","Meio","SE","Rio de Janeiro"
"335.8","-682.6","97.7","44.2","40.3","58.2","61","42.4","161.5","40.3","-9.2","15.2","5.8","34.3","18.3","45.2","0","54.8","00","Linear","C10","2","Intermediário","Meio","SE","Rio de Janeiro"
"675.8","-1346.9","264.3","111.4","82.7","132.3","90.1","82.5","347.7","39.8","-17.5","53.3","4.8","33.8","18.3","58.5","0","41.5","00","Linear","C10","2","Intermediário","Meio","SE","Rio de Janeiro"
"345.1","-651.7","84.2","26","48.2","39","-42.2","50.1","69.5","25.7","-14.5","16.8","4.4","33.5","18.1","41.3","0","58.7","00","Linear","C10","2","Intermediário","Meio","SW","Rio de Janeiro"
"335.8","-682.9","97.6","44.2","40.2","42.5","60.9","58.2","161.5","40.2","-9.2","15.1","5.8","34.3","18.2","45.2","0","54.8","00","Linear","C10","2","Intermediário","Meio","SW","Rio de Janeiro"
"675.8","-1347.5","264.1","111.1","82.5","82.3","89.8","134","348.9","39.7","-17.5","53.3","4.8","33.7","18.2","58.4","0","41.6","00","Linear","C10","2","Intermediário","Meio","SW","Rio de Janeiro"
"397.4","-839","223.2","106.1","64.1","193.6","140.5","140.2","179.3","359","5.9","28.5","8.5","32.7","12","7.2","11.2","81.5","00","Linear","C10","2","Intermediário","Canto","NE","São Paulo"
"394","-841.3","218.8","106.6","114.5","146.5","132.4","162","392.4","132.4","7.1","30.8","8.7","31.7","12.7","8.8","6.8","84.5","00","Linear","C10","2","Intermediário","Canto","NE","São Paulo"
"774.7","-2908.4","510.5","214.1","248.2","268.2","290.4","275.9","932.2","150.5","8.2","121","12","31.2","12.3","28.2","3.6","68.2","00","Linear","C10","2","Intermediário","Canto","NE","São Paulo"
"396","-1186.4","228","107.4","69.1","144.5","139.7","205","186.9","371.4","6.1","30.4","10.2","33.1","11.8","9.1","9.8","81.2","00","Linear","C10","2","Intermediário","Canto","NW","São Paulo"
"393.2","-1204.6","220","109.4","122.9","168.7","132.8","148.9","411.6","161.7","7","32.5","10.8","31.7","12.6","9","5.8","85.2","00","Linear","C10","2","Intermediário","Canto","NW","São Paulo"
"765.9","-2282.5","446.9","190.1","198","232.9","250.3","235.3","783.9","132.5","-0.5","102.7","7.4","31.4","12.8","31.1","3.2","65.7","00","Linear","C10","2","Intermediário","Canto","NW","São Paulo"
"401.1","-941","174.2","74","55.5","210","106.2","98.3","134.2","335.8","-4.1","25.2","11.2","31.9","10.9","6.3","18.5","75.2","00","Linear","C10","2","Intermediário","Canto","SE","São Paulo"
"398.7","-902.8","149.5","61.5","50.8","98.8","101.4","125.8","306.4","70.4","-3.3","25.8","11.4","31","11.8","6.9","15.3","77.8","00","Linear","C10","2","Intermediário","Canto","SE","São Paulo"
"789.4","-2094.7","457.3","183","181.7","233.2","323.2","188.7","786.6","140.2","4.7","98","9.2","30.8","12.2","22.8","5.2","72","00","Linear","C10","2","Intermediário","Canto","SE","São Paulo"
"400.4","-1068.6","186.4","77.3","60.7","105.1","121.1","234.9","143.9","377.9","-2.2","27.5","12.9","32.4","10.9","7.6","18","74.4","00","Linear","C10","2","Intermediário","Canto","SW","São Paulo"
"399","-994.2","155.5","64.9","54.8","132.9","108.5","104.2","325.4","74.9","-1.9","27.3","13.5","30.8","11.5","7.2","16.2","76.6","00","Linear","C10","2","Intermediário","Canto","SW","São Paulo"
"789.5","-2088.6","473","194.2","187.7","196.3","354.5","247.9","831.8","154.6","7.5","101.5","9.1","30.9","12.1","23.7","5.7","70.6","00","Linear","C10","2","Intermediário","Canto","SW","São Paulo"
"400.6","-995.6","146.2","60.9","-43.8","109.1","177.8","32.5","144.3","131.3","-1.8","20.4","5.1","30.8","12.6","5.5","7.4","87.1","00","Linear","C10","2","Intermediário","Meio","NE","São Paulo"
"390.6","-1085.1","198.2","102.3","112.7","109.7","169.6","89.8","312.2","169.6","0.4","28.5","6.8","31.8","12.9","9.4","5.5","85.2","00","Linear","C10","2","Intermediário","Meio","NE","São Paulo"
"748.2","-2026.4","399.7","192.7","81.2","166.1","253.6","152.1","479.9","173.1","1.9","83.6","5.5","31.2","12.9","32.3","2.6","65.1","00","Linear","C10","2","Intermediário","Meio","NE","São Paulo"
"400.4","-993.4","145.4","60.6","-44.8","32","177.3","109.1","142.8","130.7","-1.9","20.4","5.1","30.8","12.7","5.5","7.3","87.2","00","Linear","C10","2","Intermediário","Meio","NW","São Paulo"
"390.4","-1083","197.7","102.2","112.7","89.3","168.9","110.4","312.3","168.9","0.3","28.4","6.8","31.8","12.9","9.4","5.3","85.2","00","Linear","C10","2","Intermediário","Meio","NW","São Paulo"
"748.1","-2020.5","400.9","194.7","80.3","151.7","253.7","178.6","491.4","173","1.8","83.7","5.5","31.1","13","32.3","2.6","65","00","Linear","C10","2","Intermediário","Meio","NW","São Paulo"
"406.1","-740.4","96","26","59","56.2","-40.6","39.2","79.8","33.8","-13.3","18.7","4.4","29.6","12.4","3.3","15.7","81","00","Linear","C10","2","Intermediário","Meio","SE","São Paulo"
"397.2","-769.9","108.5","46.5","49.4","62.9","66.3","46.9","176.1","49.4","-8.3","16.4","5.8","30.4","12.6","5.6","13.9","80.5","00","Linear","C10","2","Intermediário","Meio","SE","São Paulo"
"774.4","-1496.9","287.7","109.3","95.1","134.6","90.3","89","360.1","48.9","-15.6","56.5","4.7","30.1","12.7","19.7","4.4","75.9","00","Linear","C10","2","Intermediário","Meio","SE","São Paulo"
"406.1","-742.6","96.1","26.3","59.1","39.3","-39.9","56.2","80.8","33.9","-13.3","18.9","4.4","29.6","12.4","3.3","15.6","81.1","00","Linear","C10","2","Intermediário","Meio","SW","São Paulo"
"397.2","-769.6","108.5","46.5","49.4","47","66.2","62.9","176.1","49.4","-8.3","16.4","5.8","30.4","12.6","5.6","13.9","80.5","00","Linear","C10","2","Intermediário","Meio","SW","São Paulo"
"774.5","-1496","287.2","109.1","94.9","88.5","89.5","136.1","360.2","48.7","-15.6","56.3","4.7","30.1","12.7","19.5","4.4","76.1","00","Linear","C10","2","Intermediário","Meio","SW","São Paulo"
