"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429.3","-879.9","236.2","108.1","68.5","178.1","153","144.8","184.9","359.5","10.2","29","6.9","29.2","8.5","0","34.6","65.4","00","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"427.1","-913.8","231.1","109.7","116.8","151.9","143.5","171.2","402.4","143.5","11.3","31.2","7.3","28.5","9.8","0","27.6","72.4","00","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"842.9","-3038.1","530.8","206.1","246.6","267","304.1","285.5","948.7","154.4","13.2","123.2","12.2","27.5","9.8","1.9","14.7","83.5","00","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"427.8","-1140.8","247.3","114.7","74.7","150.8","148.2","241.2","194.4","420.5","9.3","31.4","8.3","30.5","8.5","0.2","32.2","67.6","00","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"426.3","-1128.4","227.3","110.4","124.1","166.5","139.3","151","415.4","165.5","10.1","32.5","8.9","28.6","9.6","0","26.5","73.5","00","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"831.1","-2812.4","512.5","206.8","248.2","260.2","279.9","274.9","901.5","161.7","9","116.7","8.7","28.6","9.7","3.2","12.8","84","00","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"430.6","-734.7","168.1","66.1","51.1","175.1","91.3","90.2","122","285.8","-3.5","22.3","5.9","29.1","8.1","0","41.2","58.8","00","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"428.7","-740.8","145.7","56.1","46.9","91.2","89.9","114.1","275.7","66.4","-2.7","22.8","6.2","28.2","9","0","38","62","00","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"853","-2576.1","478","176.6","196.1","231.6","326.4","198.3","818.8","133.6","8.2","101.3","10.8","27.9","9.4","1.1","21.1","77.8","00","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"429.2","-1010.9","187.2","74.7","51.9","98.6","117.8","247.8","135.5","380.6","-3.4","26","8","30.8","8.1","0.1","38","61.8","00","Linear","C10","2","Intermediário","Canto","SW","Curitiba"
"428","-958.3","149","59","46.8","120.6","102","96.8","304.5","61.7","-3","25.5","8.5","28.3","9.1","0","36.7","63.3","00","Linear","C10","2","Intermediário","Canto","SW","Curitiba"
"842.8","-2387.4","478","186.4","187.8","183.5","333","262.4","801.7","164.9","8.4","100.7","8.1","28.7","9.4","2.1","17.5","80.3","00","Linear","C10","2","Intermediário","Canto","SW","Curitiba"
"434.4","-1092.3","164.5","65.1","-30.8","115","192.8","40.8","174.4","143.4","2.1","21.6","5.1","27.8","9.7","0","28.2","71.8","00","Linear","C10","2","Intermediário","Meio","NE","Curitiba"
"425.8","-1169.1","210.1","106","119.4","113.8","183.8","95.2","328.5","183.8","4.2","29.7","6.8","29.1","9.8","0","22.6","77.3","00","Linear","C10","2","Intermediário","Meio","NE","Curitiba"
"814.3","-2200.2","430.6","195.5","93.3","169.4","272","158.5","505.7","187.5","9.4","88.1","5.5","28.2","9.9","2.4","9.7","88","00","Linear","C10","2","Intermediário","Meio","NE","Curitiba"
"434.4","-1092","163.7","64.8","-31.7","40.6","192.4","114.2","172.7","142.8","2","21.6","5.1","27.8","9.7","0","28.2","71.8","00","Linear","C10","2","Intermediário","Meio","NW","Curitiba"
"425.7","-1169.8","209.8","106.1","119.9","95.2","183","114.7","329.9","183","4.1","29.5","6.8","29.1","9.8","0","22.5","77.5","00","Linear","C10","2","Intermediário","Meio","NW","Curitiba"
"814.1","-2199.6","433.5","198.9","93.5","160.5","271.5","184.7","523.6","186.6","9.1","89","5.5","28.2","9.9","2.4","9.5","88.1","00","Linear","C10","2","Intermediário","Meio","NW","Curitiba"
"436.6","-815.4","111.7","30","69.6","61.5","-30.2","49.2","108.1","42","-10.3","21.1","4.3","26.7","8.9","0","39.2","60.8","00","Linear","C10","2","Intermediário","Meio","SE","Curitiba"
"428.4","-846.2","119.6","49","58.4","67.3","72.2","52.4","191.9","58.4","-5.5","17.4","5.7","27.4","8.9","0","36.3","63.7","00","Linear","C10","2","Intermediário","Meio","SE","Curitiba"
"837.6","-1634.5","315.7","111.3","107.7","137.6","104.4","96.1","387.5","58.3","-10","61.3","4.7","27.2","9.1","0.2","20.8","79.1","00","Linear","C10","2","Intermediário","Meio","SE","Curitiba"
