"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"53.8","-120.4","19","8.4","7.3","10.7","7.6","13.9","17.7","21.7","-0.6","0","5.5","27.4","11.3","0","35.9","64.1","03","linear","tm","4","corner","ne","dorm1","curitiba"
"57.3","-146.3","22.5","10.6","13.8","18.2","7.8","16.9","46.9","7.8","-0.9","0","6.3","27.1","12.1","0","30.7","69.3","03","linear","tm","4","corner","ne","dorm2","curitiba"
"41.8","-119.9","20.8","9.5","12.5","11.1","11.1","12.6","41.4","6","0.3","0","10.6","27","11.1","1.3","28.6","70.2","03","linear","tm","4","corner","ne","liv","curitiba"
"53.8","-118.4","18.5","8.2","7.2","13.5","7.6","9.7","17.2","20.8","-0.5","0","5.4","27","11.3","0","36.1","63.9","03","linear","tm","4","corner","nw","dorm1","curitiba"
"57.3","-147","22.6","10.7","13.9","17.2","7.8","18.3","47.2","10","-0.9","0","6.3","27.2","12.1","0","30.6","69.4","03","linear","tm","4","corner","nw","dorm2","curitiba"
"41.4","-112.2","19.3","8.6","11.6","11.7","10.1","9.7","38.2","4.8","-0.2","0","8.1","26.8","10.3","1","26.4","72.7","03","linear","tm","4","corner","nw","liv","curitiba"
"53.9","-108.2","13.8","6.7","3.7","10.3","9.8","11.2","14.1","20.8","-1.3","0","5.2","27.5","11.2","0","39.2","60.8","03","linear","tm","4","corner","se","dorm1","curitiba"
"57.6","-114.9","13.9","7.1","3.9","12.2","9.4","11.9","31.6","5.8","-1.3","0","5.5","26.6","11.9","0","39","61","03","linear","tm","4","corner","se","dorm2","curitiba"
"42.1","-108.5","18.1","7.7","9.1","9.8","10.7","10.7","35.1","5.1","0.1","0","10.2","27","10.9","0.6","33.8","65.6","03","linear","tm","4","corner","se","liv","curitiba"
"53.9","-106.3","13.3","6.5","3.7","10.8","9.7","9.3","13.6","19.9","-1.2","0","5.1","27","11.2","0","39.4","60.6","03","linear","tm","4","corner","sw","dorm1","curitiba"
"57.6","-115.5","14","7.2","3.9","12.3","9.5","12.3","31.9","6","-1.3","0","5.5","26.7","11.9","0","38.9","61.1","03","linear","tm","4","corner","sw","dorm2","curitiba"
"41.6","-99.6","16.4","6.7","8","9.6","9.5","8.2","31.5","3.7","-0.5","0","7.5","26.9","10.7","0.5","30.6","68.9","03","linear","tm","4","corner","sw","liv","curitiba"
"44.1","-95.3","13.3","6.7","4.6","8.6","9.6","8.6","24.8","6.6","-0.4","0","4.3","25.7","11.9","0","36.4","63.6","03","linear","tm","4","middle","ne","dorm1","curitiba"
