"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429","-890.7","247.9","107.1","69.1","178.1","153.1","147","187.8","359.5","10.1","29.4","7","29.3","8.4","0","34.3","65.7","01","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"426.8","-926.2","245.3","109.3","118.8","154.3","143.6","173.3","408.9","143.6","11.2","31.8","7.4","28.6","9.8","0","27.3","72.7","01","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"842.6","-3067.3","519.3","231.4","246.1","270","307.8","288.4","957.9","154.5","13.1","124.6","12.2","27.6","9.7","2.1","14.8","83.1","01","Linear","C10","2","Intermediário","Canto","NE","Curitiba"
"427.4","-1158.1","261.3","113.9","75.3","153.4","148","240.9","197.9","419.7","9.2","31.9","8.4","30.7","8.5","0.2","31.9","67.8","01","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"425.9","-1149.2","244.7","109.6","126.8","169.3","139.1","153.9","423.8","165.3","9.9","33.2","8.9","28.7","9.6","0.1","26.1","73.9","01","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"830.5","-2849.5","515.4","230.9","249.3","263","284","278.2","913.2","161.2","8.7","118.4","8.7","28.8","9.7","3.5","13","83.5","01","Linear","C10","2","Intermediário","Canto","NW","Curitiba"
"430.4","-731.9","159.2","73.2","51.5","175.9","91.8","90.5","122.3","287.4","-3.4","22.3","5.9","29.3","8","0","41.3","58.7","01","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"428.5","-736.8","136.2","61.4","47.3","91.3","90","114.3","276.1","66.9","-2.5","22.8","6.2","28.4","8.8","0","38.3","61.7","01","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"853.2","-2570.2","444.9","196.4","196.6","232.3","331.8","195.2","821.7","134.3","8.5","101.2","10.8","28.1","9.1","1.2","21.7","77","01","Linear","C10","2","Intermediário","Canto","SE","Curitiba"
"428.9","-1012.2","179.4","82.8","52.1","99.3","118.4","248.2","136.5","381.4","-3.3","26.2","8","30.9","8.1","0.2","38.1","61.7","01","Linear","C10","2","Intermediário","Canto","SW","Curitiba"
