"seed","area","ratio","height","storey","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","epw","phft"
4,118.153125,1.2850390625,3.183828125,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,90.4897260273973
4,118.153125,1.2850390625,3.051796875,1,97.734375,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,91.1073059360731
4,118.153125,1.2850390625,3.051796875,2,97.734375,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,88.8904109589041
4,118.153125,1.2850390625,3.051796875,3,97.734375,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,87.4509132420091
4,118.153125,1.2850390625,3.051796875,1,348.553125,7,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,98.3675799086758
4,118.153125,1.2850390625,3.051796875,2,348.553125,7,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,97.0593607305936
4,118.153125,1.2850390625,3.051796875,3,348.553125,7,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,94.8626331811263
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.216640625,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,99.2614155251142
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.216640625,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,98.3957382039574
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.216640625,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,95.7092846270929
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,94.3325722983257
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,91.9299847792998
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,90.058599695586
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.500609375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,93.1031202435312
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.500609375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,88.2538051750381
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.500609375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,82.8767123287671
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.1864765625,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,91.7336377473364
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.1864765625,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,88.1350837138508
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.1864765625,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,86.4802130898021
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1978515625,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,94.925799086758
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1978515625,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,92.8036529680365
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1978515625,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,317,90.7876712328767
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.5107265625,0.30668359375,0.4656640625,0,0.3859375,1,317,94.7823439878234
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.5107265625,0.30668359375,0.4656640625,0,0.3859375,1,317,92.4558599695586
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.5107265625,0.30668359375,0.4656640625,0,0.3859375,1,317,90.570395738204
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.31592578125,0.4656640625,0,0.3859375,1,317,94.1069254185692
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.31592578125,0.4656640625,0,0.3859375,1,317,91.6598173515982
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.31592578125,0.4656640625,0,0.3859375,1,317,89.8169710806697
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.5895703125,0,0.3859375,1,317,95.9067732115677
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.5895703125,0,0.3859375,1,317,94.29299847793
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.5895703125,0,0.3859375,1,317,92.0338660578387
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0,1,317,93.511796042618
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0,1,317,90.7846270928463
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0,1,317,89.0547945205479
4,118.153125,1.2850390625,3.051796875,1,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,142,99.2777777777778
4,118.153125,1.2850390625,3.051796875,2,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,142,97.3302891933029
4,118.153125,1.2850390625,3.051796875,3,348.553125,4,0.551796875,4,0.212984375,0.8490703125,0.1793671875,3.7699140625,0.30668359375,0.4656640625,0,0.3859375,1,142,94.8820395738204
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.220700152207
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.4197108066971
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.2606544901065
2,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,72.5597412480974
2,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,68.1643835616438
2,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,65.1735159817352
3,55.753125,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,73.8299086757991
3,55.753125,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,69.851598173516
3,55.753125,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.5669710806697
3,102.065625,0.5050390625,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.3017503805175
3,102.065625,0.5050390625,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.4440639269406
3,102.065625,0.5050390625,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.2971841704718
3,102.065625,0.4989453125,2.531796875,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.6929223744292
3,102.065625,0.4989453125,2.531796875,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.7404870624049
3,102.065625,0.4989453125,2.531796875,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.5167427701674
3,102.065625,0.4989453125,2.663828125,1,161.353125,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,80.2888127853881
3,102.065625,0.4989453125,2.663828125,2,161.353125,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.9075342465754
3,102.065625,0.4989453125,2.663828125,3,161.353125,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,71.751902587519
3,102.065625,0.4989453125,2.663828125,1,284.934375,1,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,74.896499238965
3,102.065625,0.4989453125,2.663828125,2,284.934375,1,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.1818873668189
3,102.065625,0.4989453125,2.663828125,3,284.934375,1,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,66.9585235920852
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.239796875,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.6499238964992
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.239796875,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,71.1552511415525
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.239796875,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,66.9695585996956
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.524984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.2054794520548
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.524984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.1510654490107
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.524984375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,66.2279299847793
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.4850703125,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.2305936073059
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.4850703125,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.4935312024353
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.4850703125,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.2492389649924
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5433671875,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.205098934551
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5433671875,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.3801369863014
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5433671875,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.2264079147641
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.2779140625,0.65392578125,0.8495703125,1,1.5396875,2,348,75.0140791476408
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.2779140625,0.65392578125,0.8495703125,1,1.5396875,2,348,70.2302130898021
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.2779140625,0.65392578125,0.8495703125,1,1.5396875,2,348,67.1453576864536
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.64468359375,0.8495703125,1,1.5396875,2,348,75.2777777777778
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.64468359375,0.8495703125,1,1.5396875,2,348,70.4467275494673
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.64468359375,0.8495703125,1,1.5396875,2,348,67.3013698630137
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.7256640625,1,1.5396875,2,348,75.0125570776256
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.7256640625,1,1.5396875,2,348,70.1453576864536
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.7256640625,1,1.5396875,2,348,67.0437595129376
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,0,2,348,75.2397260273973
3,102.065625,0.4989453125,2.663828125,2,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,0,2,348,70.4345509893455
3,102.065625,0.4989453125,2.663828125,3,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,0,2,348,67.5049467275495
3,102.065625,0.4989453125,2.663828125,1,284.934375,3,0.528640625,2,0.188609375,0.5504765625,0.5618515625,5.0187265625,0.65392578125,0.8495703125,1,1.5396875,2,112,73.8999238964992
