"seed","storey","area","ratio","height","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","mirror","epw","targ","month"
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,98.8333333333333,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,79.2204301075269,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,73.0509259259259,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.280015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,70.6137992831541,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,11.0573476702509,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,30.023169787447,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,15.0022967795921,3
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,34.287037037037,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,97.9444444444444,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,76.9623655913979,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,68.8796296296296,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.278796875,3.2279765625,0.46644140625,0.4646484375,0,1.4140625,1,1,299,66.8413978494624,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,13.2885304659498,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,34.5048062849966,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,17.9159773917838,3
