"seed","storey","area","ratio","height","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","mirror","epw","targ","month"
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,39.3888888888889,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,99.9820788530466,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,98.787037037037,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,78.826164874552,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,72.8703703703704,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.6344296875,0.46644140625,0.4646484375,0,1.4140625,1,1,299,70.2016129032258,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,12.2983870967742,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,32.2638404955478,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,16.6429879053949,3
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,37.7083333333333,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,100,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,97.9675925925926,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,76.9713261648746,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,70.5648148148148,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.60771484375,0.4646484375,0,1.4140625,1,1,299,67.1953405017921,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,20.6182795698925,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,45.1343446361293,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,25.3884039864189,3
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,50.1203703703704,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,99.9283154121864,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,99.8888888888889,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,83.6424731182796,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,79.3148148148148,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.8069140625,0,1.4140625,1,1,299,78.0510752688172,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,14.6998207885305,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,37.5291245290502,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,19.3592852556872,3
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,41.1481481481482,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,99.9820788530466,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,99.5833333333333,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,81.2724014336918,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,75,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,1,1.4140625,1,1,299,74.0277777777778,12
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,13.4274193548387,1
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,34.708132087854,2
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,17.9966418334905,3
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,39.4444444444444,4
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,100,5
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,100,6
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,99.9820788530466,7
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,100,8
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,98.8333333333333,9
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,79.3772401433692,10
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,73.1111111111111,11
1,1,101.9296875,1.5257421875,2.771484375,332.465625,1,0.749234375,3,0.231265625,0.241015625,0.347046875,3.2279765625,0.46644140625,0.4646484375,0,1.9503125,1,1,299,70.9632616487455,12
