"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-69.2","19.4","8.4","5.2","12.4","9.5","11.1","14.3","23.9","-0.2","2.3","4.1","28.2","10.9","0","44.6","55.4","00","linear","ref","3","corner","ne","dorm1","curitiba"
"57.9","-77.7","20.7","9.6","10.3","12.5","9.8","13.3","34.2","9.8","-0.1","2.7","4.4","26.9","11.5","0","40.6","59.4","00","linear","ref","3","corner","ne","dorm2","curitiba"
"41.9","-126.1","20","7.6","9.4","9.2","10.2","10","34.3","4.6","0.1","4.4","11.5","27.1","11","1.3","29.5","69.2","00","linear","ref","3","corner","ne","liv","curitiba"
"54.3","-100","18.6","8","5","10.9","9.1","9.6","14.3","20.4","-0.2","2.3","5.8","28.2","10.4","0","43.7","56.3","00","linear","ref","3","corner","nw","dorm1","curitiba"
"57.8","-112.6","20.6","9.8","10.8","14.1","9.5","12.4","35.2","11.6","-0.1","2.8","6.3","26.9","11.2","0","38.9","61.1","00","linear","ref","3","corner","nw","dorm2","curitiba"
"41.5","-103.1","17.4","6.4","8","8.3","8.6","7.2","29","3.2","-0.3","3.6","7.5","27.1","10.3","1.1","27.2","71.7","00","linear","ref","3","corner","nw","liv","curitiba"
"54.3","-54.4","14.5","5.6","3.1","12.8","7.7","7.5","10.1","21","-1.1","1.8","3.3","28.2","10.2","0","48.4","51.6","00","linear","ref","3","corner","se","dorm1","curitiba"
"58","-59.9","13.8","5.5","3.2","8.3","8.2","9.7","25.2","4.3","-1","2.1","3.5","27","11.1","0","45","55","00","linear","ref","3","corner","se","dorm2","curitiba"
"42.2","-118.2","18.6","7.1","7.7","8.7","12.3","8","32.3","4.5","0.1","4","11.3","27.1","11.1","0.7","33.2","66.1","00","linear","ref","3","corner","se","liv","curitiba"
"54.3","-88.5","13.5","5.1","2.8","7.3","7.4","10.2","10.1","17.5","-1.1","1.9","5.4","28.3","10.5","0","47.6","52.4","00","linear","ref","3","corner","sw","dorm1","curitiba"
"57.9","-97.4","13.6","5.8","3","10.5","8.7","8.2","26.1","4.2","-1.1","2.2","5.7","26.9","11.5","0","43.2","56.8","00","linear","ref","3","corner","sw","dorm2","curitiba"
"41.8","-90.9","15.6","5.8","6","6","10.5","6.4","26","2.9","-0.4","3.1","7","27","10.6","0.6","30.9","68.6","00","linear","ref","3","corner","sw","liv","curitiba"
"44.3","-85.4","10.9","3.9","-4","7.4","10.5","2","8.7","7.2","-0.6","1.4","4.4","26.1","11.4","0","41.7","58.3","00","linear","ref","3","middle","ne","dorm1","curitiba"
"56.8","-117.7","19","9.1","10.5","9.8","12.5","7.8","28.1","12.5","-0.6","2.6","5.8","27.1","11.6","0","38","62","00","linear","ref","3","middle","ne","dorm2","curitiba"
"45.2","-91.1","16.9","7","3.1","6.2","8.2","5.6","17.9","5.1","-0.4","3.1","4.7","26.6","11.6","1.1","22.5","76.4","00","linear","ref","3","middle","ne","liv","curitiba"
"44.3","-85.2","10.8","3.9","-4.1","1.9","10.5","7.4","8.5","7.2","-0.6","1.4","4.3","26.1","11.5","0","41.7","58.3","00","linear","ref","3","middle","nw","dorm1","curitiba"
"56.8","-117.4","18.9","9.1","10.5","7.8","12.4","9.8","28.1","12.4","-0.6","2.6","5.7","27.1","11.6","0","37.8","62.2","00","linear","ref","3","middle","nw","dorm2","curitiba"
"45.2","-90.8","16.9","7.1","3","5.6","8.2","6.7","18.4","5.1","-0.4","3.1","4.7","26.5","11.7","1","22.5","76.5","00","linear","ref","3","middle","nw","liv","curitiba"
"44.4","-69.2","7.2","2","4.1","4.5","-3.9","2.9","5.5","2.1","-1.4","1.4","3.8","26","11.3","0","47.1","52.9","00","linear","ref","3","middle","se","dorm1","curitiba"
"56.9","-94.7","11.3","5","4.1","6.6","6.9","4.8","18.3","4.1","-1.2","1.7","5.1","26.5","11.3","0","44.4","55.6","00","linear","ref","3","middle","se","dorm2","curitiba"
"46","-74.1","12.5","4.6","3.7","5.4","3.6","3.8","14.8","1.7","-0.9","2.4","4.2","26.5","11.5","0.2","32.3","67.5","00","linear","ref","3","middle","se","liv","curitiba"
"44.4","-70.1","7.2","2","4","2.8","-3.9","4.5","5.4","2","-1.4","1.4","3.9","26","11.3","0","46.8","53.2","00","linear","ref","3","middle","sw","dorm1","curitiba"
"56.9","-94.9","11.3","5","4.1","4.8","7","6.6","18.4","4.1","-1.2","1.7","5.1","26.5","11.3","0","44.4","55.6","00","linear","ref","3","middle","sw","dorm2","curitiba"
"46","-74.3","12.6","4.7","3.8","3.7","3.6","6","15.4","1.7","-0.9","2.4","4.2","26.5","11.4","0.2","32.3","67.5","00","linear","ref","3","middle","sw","liv","curitiba"
"45.9","-105.8","20.9","9.7","6.4","16","11.7","12.3","16.1","30.3","0.3","2.6","5","33.9","16.4","27.9","1.1","71.1","00","linear","ref","3","corner","ne","dorm1","rio_de_janeiro"
"48.5","-117.4","21.6","10.5","11.6","13.6","11.8","15.2","38.1","11.8","0.4","3","5.4","32.9","17.3","31.9","0.3","67.9","00","linear","ref","3","corner","ne","dorm2","rio_de_janeiro"
"34.7","-103.2","17.7","7.4","8.5","8.5","9.4","8.3","30.1","4.6","0","3.9","6.9","32.8","17","47.7","0","52.3","00","linear","ref","3","corner","ne","liv","rio_de_janeiro"
"46","-102.6","20.4","9.4","6.4","12.3","12.1","13.3","15.9","28.2","0.5","2.6","5.3","34.1","16.4","27.2","1.1","71.7","00","linear","ref","3","corner","nw","dorm1","rio_de_janeiro"
"48.7","-112.4","21.8","10.7","11.5","15.7","12.4","13.7","38","15.3","0.6","3","5.7","32.6","17.3","30.7","0.3","69","00","linear","ref","3","corner","nw","dorm2","rio_de_janeiro"
"34.7","-102.3","17.6","7.2","8.1","8.7","9.6","8.1","30.1","4.3","0","3.9","7","32.8","17","47.3","0","52.7","00","linear","ref","3","corner","nw","liv","rio_de_janeiro"
"46.3","-97.2","15.5","6.7","4.1","16.7","9.8","8.4","11.6","27.5","-0.8","2.2","6","34.2","15.8","25.2","2.2","72.6","00","linear","ref","3","corner","se","dorm1","rio_de_janeiro"
"49.1","-102.8","14","6.2","4.1","9.1","9.6","11.4","28.8","5.5","-0.7","2.4","6.2","33.1","16.4","28.1","1.4","70.5","00","linear","ref","3","corner","se","dorm2","rio_de_janeiro"
"35.1","-90","16","6.8","6.4","8","11.3","6","27.2","4.5","0","3.4","6","33","16.5","42.6","0","57.4","00","linear","ref","3","corner","se","liv","rio_de_janeiro"
"46.4","-89.6","14.9","6.4","4.7","8.4","9.5","14.2","11.4","25.2","-0.5","2.1","5.8","34.4","15.8","24.3","2.3","73.3","00","linear","ref","3","corner","sw","dorm1","rio_de_janeiro"
"49.3","-93.7","13.9","6.3","4.7","11.5","9.2","9.1","28","6.4","-0.5","2.3","6","32.9","16.4","26.7","1.6","71.6","00","linear","ref","3","corner","sw","dorm2","rio_de_janeiro"
"35.3","-91.9","16","6.7","6.8","6.6","11.5","7.6","28.3","4.1","0","3.5","6.8","33","16.5","41.5","0","58.5","00","linear","ref","3","corner","sw","liv","rio_de_janeiro"
"37.5","-88.3","12.3","4.9","-1.7","8.3","13.6","3.5","13.8","9.9","0","1.6","4.3","31.7","17","26.3","0.6","73.1","00","linear","ref","3","middle","ne","dorm1","rio_de_janeiro"
"47.8","-121.6","21.1","10.3","12","11.2","17","9.1","32.2","17","0.2","2.9","5.7","33","17.3","30.3","0.3","69.4","00","linear","ref","3","middle","ne","dorm2","rio_de_janeiro"
"37.7","-95","18.2","8.3","4.5","8.1","10.5","6.4","22.4","7.1","0.2","3.7","4.6","32.1","17.1","50.2","0","49.8","00","linear","ref","3","middle","ne","liv","rio_de_janeiro"
"37.6","-88.1","12.3","5","-1.7","3.5","13.7","8.3","13.9","10","0","1.6","4.3","31.7","17","26.2","0.6","73.2","00","linear","ref","3","middle","nw","dorm1","rio_de_janeiro"
"47.8","-121.3","21.1","10.3","11.9","9.1","17.1","11.1","32.1","17.1","0.3","2.9","5.7","33","17.3","30.2","0.3","69.5","00","linear","ref","3","middle","nw","dorm2","rio_de_janeiro"
"37.8","-94.5","18.1","8.2","4.5","6.4","10.5","7.6","21.9","7.1","0.2","3.6","4.6","32.1","17.1","50","0","50","00","linear","ref","3","middle","nw","liv","rio_de_janeiro"
"38.1","-70.4","8","2.8","5.7","4.9","-2.1","4.2","9.3","3.4","-1","1.7","3.9","31.7","16.1","22.1","2.5","75.4","00","linear","ref","3","middle","se","dorm1","rio_de_janeiro"
"48.6","-94.7","12","5.6","6.5","7.3","7.9","5.6","20.8","6.5","-0.6","1.9","5.1","32.3","16.1","24.9","2.2","72.8","00","linear","ref","3","middle","se","dorm2","rio_de_janeiro"
"38.7","-75.6","13.3","5.6","4.9","7.1","5","4.3","18.6","2.7","-0.4","2.8","4.2","32.1","16.1","40.4","0","59.6","00","linear","ref","3","middle","se","liv","rio_de_janeiro"
"38.1","-70","8","2.8","5.7","4.3","-2.1","4.9","9.4","3.5","-1","1.7","3.9","31.7","16.1","22.1","2.5","75.4","00","linear","ref","3","middle","sw","dorm1","rio_de_janeiro"
"48.6","-94.3","12","5.6","6.5","5.6","7.8","7.2","20.7","6.5","-0.6","1.9","5.1","32.3","16.1","24.8","2.3","72.9","00","linear","ref","3","middle","sw","dorm2","rio_de_janeiro"
"38.8","-75.2","13.1","5.4","4.9","4.3","4.9","6.5","17.9","2.7","-0.4","2.8","4.2","32.1","16.1","40.2","0","59.8","00","linear","ref","3","middle","sw","liv","rio_de_janeiro"
"52.4","-60.6","17.7","7.6","4.5","11.1","8.4","10.1","13.1","21","-0.5","2.1","4.4","30.3","11.9","1.4","24.1","74.5","00","linear","ref","3","corner","ne","dorm1","sao_paulo"
"55.7","-67.5","19.4","9","9.7","11.7","8.8","12.5","32.2","8.8","-0.4","2.5","4.7","29.6","12.9","1.5","19.7","78.8","00","linear","ref","3","corner","ne","dorm2","sao_paulo"
"39.6","-118.8","19.1","7.2","9.4","8.6","9.5","9.5","32.9","4","-0.1","4.1","11.6","29.1","12.4","8.9","10","81.1","00","linear","ref","3","corner","ne","liv","sao_paulo"
"52.2","-95.6","16.2","6.9","4","9.6","7.9","7.5","12.7","16.4","-0.7","2","6.2","30.2","12.2","1.4","22.3","76.3","00","linear","ref","3","corner","nw","dorm1","sao_paulo"
"55.5","-107.9","18.9","9","9.8","13","8.4","11.2","32.1","10.3","-0.6","2.6","6.7","29.6","13.4","1.5","18.3","80.2","00","linear","ref","3","corner","nw","dorm2","sao_paulo"
"39.2","-87.7","15.2","5.5","6.2","7.1","7.4","6","24.3","2.4","-0.7","3.1","6.1","29.1","13.1","9.5","8.8","81.7","00","linear","ref","3","corner","nw","liv","sao_paulo"
"52.5","-71.2","13.3","5.2","2.4","12.1","7.6","7.1","9.8","19.5","-1.4","1.8","5.7","29.4","11.7","1","26.3","72.8","00","linear","ref","3","corner","se","dorm1","sao_paulo"
"55.9","-76.8","13.2","5.3","2.7","8","8.5","9.9","25.5","3.6","-1.3","2.1","6","28.3","12.7","0.8","24","75.2","00","linear","ref","3","corner","se","dorm2","sao_paulo"
"39.8","-91.2","16.2","6.1","6.1","7.2","10.5","6.4","26.8","3.5","-0.3","3.2","8.7","28.5","12.4","7.3","14.1","78.6","00","linear","ref","3","corner","se","liv","sao_paulo"
"52.6","-95.8","13.6","5.3","3.3","7.9","8.2","10.6","10.9","19.1","-1","2","8.7","29.6","11.5","1","27","72","00","linear","ref","3","corner","sw","dorm1","sao_paulo"
"56","-105.6","14.1","5.9","3.4","11.5","9.4","8.8","28.2","4.9","-1.1","2.3","9.3","28.2","12.5","0.8","24.1","75.1","00","linear","ref","3","corner","sw","dorm2","sao_paulo"
"39.9","-75.8","15","5.7","5.5","6","10.9","6.1","25.7","2.8","-0.4","2.9","6.4","28.4","12.8","6.7","13.6","79.7","00","linear","ref","3","corner","sw","liv","sao_paulo"
"42.6","-76.3","9.1","3.1","-5.6","6.6","9.1","0.9","4.8","6.2","-0.9","1.2","4.2","28.7","13.1","0.8","21.2","78.1","00","linear","ref","3","middle","ne","dorm1","sao_paulo"
"54.5","-106.5","17.2","8.3","9.2","8.8","10.9","6.7","24.8","10.9","-1","2.3","5.6","29.9","13.3","1.6","17.6","80.9","00","linear","ref","3","middle","ne","dorm2","sao_paulo"
"42.9","-82.2","15.1","6.3","2.2","5.6","7.3","4.9","15.5","4.5","-0.7","2.7","4.6","29.3","13.5","9.3","7.6","83.1","00","linear","ref","3","middle","ne","liv","sao_paulo"
"42.6","-76.1","9.1","3.1","-5.7","0.8","9.1","6.6","4.6","6.1","-1","1.2","4.2","28.8","13.1","0.8","21.1","78.1","00","linear","ref","3","middle","nw","dorm1","sao_paulo"
"54.4","-106.2","17.2","8.3","9.2","6.7","10.8","8.9","24.7","10.8","-1","2.3","5.6","29.9","13.4","1.5","17.5","81","00","linear","ref","3","middle","nw","dorm2","sao_paulo"
"42.8","-81.8","15.2","6.4","2.1","4.9","7.3","6.1","16","4.5","-0.7","2.7","4.5","29.3","13.6","9.3","7.5","83.2","00","linear","ref","3","middle","nw","liv","sao_paulo"
"42.9","-62.2","5.8","1.3","2.8","3.8","-5.1","1.9","2.4","1.1","-1.7","1.1","3.8","27.2","12.8","0.2","25.5","74.3","00","linear","ref","3","middle","se","dorm1","sao_paulo"
"54.9","-85.4","9.9","4.2","2.7","5.8","6","3.9","15.6","2.7","-1.6","1.5","5","27.7","13","0.5","24.1","75.4","00","linear","ref","3","middle","se","dorm2","sao_paulo"
"43.7","-67.2","11.2","4.1","2.9","5.2","2.9","3.3","13.1","1.1","-1.2","2","4.1","27.6","13.2","5.1","15.2","79.7","00","linear","ref","3","middle","se","liv","sao_paulo"
"42.9","-62.7","5.8","1.3","2.8","1.8","-5","3.8","2.4","1.1","-1.7","1.1","3.8","27.2","12.8","0.2","25.5","74.3","00","linear","ref","3","middle","sw","dorm1","sao_paulo"
"54.9","-85.1","9.9","4.2","2.7","3.9","5.9","5.7","15.6","2.7","-1.6","1.5","5","27.7","13","0.5","24.1","75.5","00","linear","ref","3","middle","sw","dorm2","sao_paulo"
"43.7","-66.9","11.1","4","2.9","3.2","2.8","5.1","12.9","1.1","-1.2","2","4.1","27.6","13.2","5","15.1","79.9","00","linear","ref","3","middle","sw","liv","sao_paulo"
"42.5","-100.8","24.6","11.2","8.7","19","12.4","14.5","18.8","35.8","0.6","3","6","33.4","17.9","6.8","0","93.2","00","linear","ref","3","corner","ne","dorm1","sorriso"
"44.9","-109.6","24.3","11.6","13.2","15.8","12.4","17.3","43.5","12.4","0.7","3.4","6.4","32.5","19.1","7.6","0","92.4","00","linear","ref","3","corner","ne","dorm2","sorriso"
"31.6","-112.5","21.2","8.5","10.3","10.2","10.8","10.1","35.9","5.6","0.3","4.6","7.8","32","19.4","51.2","0","48.8","00","linear","ref","3","corner","ne","liv","sorriso"
"42.4","-112.1","24.1","10.8","8.8","14.3","12.3","17.3","18.6","34.2","0.6","3","6.8","33.3","18.3","6.8","0","93.2","00","linear","ref","3","corner","nw","dorm1","sorriso"
"44.8","-121.6","24.3","11.8","13.3","17.8","12.5","15.8","43.6","15.7","0.7","3.4","7.3","32.5","19.5","7.3","0","92.7","00","linear","ref","3","corner","nw","dorm2","sorriso"
