"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-66.4","21.1","11.5","5.7","11.2","8.6","12.3","16.1","21.7","-0.3","2.6","4.3","30.3","10.3","0","47","53","01","linear","ref","5","corner","ne","dorm1","curitiba"
"57.7","-75.2","23.1","12.2","12.1","14","9","15.2","39.5","9","-0.2","3.1","4.6","29.1","10.8","0","42.2","57.8","01","linear","ref","5","corner","ne","dorm2","curitiba"
"41.6","-143","23.3","14","12.5","10.7","11.7","12.6","42.5","5.1","0.2","5.4","13.9","29.5","10.3","5.8","28.3","65.8","01","linear","ref","5","corner","ne","liv","curitiba"
"54.2","-101.6","20.2","10.7","5.3","12","8.1","8.5","15.9","17.9","-0.4","2.6","6.1","30.3","9.5","0","46","54","01","linear","ref","5","corner","nw","dorm1","curitiba"
"57.6","-115.8","22.9","11.8","12.5","15.8","8.5","13.6","40.1","10.4","-0.3","3.2","6.6","29","10.5","0","40.7","59.3","01","linear","ref","5","corner","nw","dorm2","curitiba"
"41.1","-115.8","20.4","11.7","10.7","10.4","9.7","8.3","35.7","3.4","-0.3","4.5","8.8","29.4","9.5","6.8","26.4","66.8","01","linear","ref","5","corner","nw","liv","curitiba"
"54.2","-52.3","16.1","10.8","2.7","11.4","9.7","9.1","12.4","20.6","-1.2","2.2","3.4","30.4","9.5","0","49.1","50.9","01","linear","ref","5","corner","se","dorm1","curitiba"
"57.7","-58","16.2","11","2.9","10.3","10.3","12.1","31.5","4.1","-1.1","2.6","3.5","29.2","10.5","0","45.9","54.1","01","linear","ref","5","corner","se","dorm2","curitiba"
"41.9","-138.8","22.2","14.2","9.6","10.3","15","11","41.1","4.8","0.1","5.1","13.8","29.4","10.3","5.3","31.1","63.6","01","linear","ref","5","corner","se","liv","curitiba"
"54.2","-92.5","15","10.1","2.1","8.7","9.2","8.7","12.1","16.6","-1.3","2.3","5.7","30.4","9.9","0","48.2","51.8","01","linear","ref","5","corner","sw","dorm1","curitiba"
"57.7","-103","15.8","10.6","2.4","12.6","10.6","9.9","31.8","3.6","-1.3","2.6","6.1","29.2","10.8","0","43.3","56.7","01","linear","ref","5","corner","sw","dorm2","curitiba"
"41.3","-105.7","18.7","11.5","7.2","8.3","12.5","7.6","32.7","3","-0.5","4","8.3","29.5","10","5.7","29.5","64.8","01","linear","ref","5","corner","sw","liv","curitiba"
"44","-91.9","12.6","8","-2.9","8","9.4","4","12.6","5.8","-0.9","1.6","4.4","28.4","10.8","0","41.7","58.3","01","linear","ref","5","middle","ne","dorm1","curitiba"
"56.4","-124.3","20.8","10.2","11.7","10.8","10.1","8.8","31.3","10.1","-0.9","2.8","5.8","28.8","10.9","0","38.7","61.3","01","linear","ref","5","middle","ne","dorm2","curitiba"
"44.6","-97.7","18.7","9.9","5","6.9","7.6","6.3","21.5","4.2","-0.7","3.7","4.7","29","10.8","8.1","22.2","69.7","01","linear","ref","5","middle","ne","liv","curitiba"
"44","-91.5","12.5","7.9","-3","3.9","9.3","8","12.4","5.7","-0.9","1.6","4.4","28.4","10.8","0","41.5","58.5","01","linear","ref","5","middle","nw","dorm1","curitiba"
