"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429.7","-853.3","250.8","111.6","72.3","177.4","150.2","149.4","190.8","358.5","10.8","29.9","7.4","29.3","8.3","0","36.1","63.9","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"427.5","-889.1","247.6","114.4","121.2","157","141.4","175.9","416.6","141.4","11.9","32.3","7.8","28.5","9.6","0","29.1","70.9","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"845.7","-3128.2","569.6","226.4","261.2","277.8","313.5","304.2","998.7","158.1","15.5","129.2","13.9","27.7","9.5","2.1","15.8","82.2","00","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"428.2","-1113.5","263.2","117.3","77.3","154.8","144.4","237.4","199.6","414.3","9.6","32.1","8.9","30.6","8.3","0.2","33.7","66.2","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"426.6","-1106.3","245","114.3","128.2","170.8","136.2","155.6","428.5","162.3","10.4","33.5","9.5","28.7","9.4","0","27.9","72.1","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"833.8","-2920.1","560.1","226.4","263.4","278.1","289.5","285.1","951.9","164.2","11.1","122.8","9.7","28.8","9.5","3.4","13.7","82.9","00","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"430.9","-709.6","174.2","71.7","53.3","175.3","97","94.7","127.6","292.8","-2.5","23.1","6.2","29.3","7.9","0","42.6","57.4","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429","-716.4","150.1","62.1","49.7","95.9","93.5","119.1","287.9","70.3","-1.5","23.7","6.5","28.5","8.7","0","39.5","60.5","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"855.3","-2656.6","495.1","198","207.1","241.5","340.5","213.6","863.5","139.2","11","106.6","12.3","28.2","9.1","1.3","22.1","76.5","00","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429.5","-990.7","194.5","79.5","53.3","102.9","121.9","245.1","140.9","382.2","-2.6","26.8","8.6","30.9","7.9","0.1","39.4","60.4","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"428.3","-940.3","154.7","64.4","48.9","125.3","105.6","101.3","316.6","64.6","-2","26.4","9.1","28.6","8.8","0","38","62","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"845.2","-2475.8","504","207.1","198.7","198.2","348.2","271.4","847.2","169.3","10.9","106.1","9.1","29","9.1","2.4","18.4","79.2","00","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"434.1","-1083.4","167.1","66.4","-34.9","114.8","183.8","36.3","165.6","134.4","1.2","21.5","5","27.9","9.5","0","29","71","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"425.4","-1163.4","222.6","106.5","119.1","113.7","172.4","94.2","327","172.4","3.1","29.7","6.7","29.1","9.6","0.1","22.8","77.1","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"814.1","-2187.7","452.7","200.4","88.5","163.9","261.3","158.5","495.8","176.3","7.4","87.6","5.4","28.3","9.7","2.7","10.3","87","00","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"434","-1082.5","166.4","66.1","-36","36.1","183.3","114","163.7","133.7","1","21.5","5","27.9","9.5","0","28.9","71.1","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"425.2","-1163.7","222.5","106.5","119.6","94.2","171.5","114.7","328.4","171.5","2.9","29.5","6.7","29.1","9.6","0.1","22.7","77.3","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"813.9","-2185.5","457","203.8","88.6","160.6","261","180.2","514.8","175.5","7.1","88.6","5.4","28.3","9.7","2.8","10.1","87.1","00","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"436.4","-802.5","102.5","33.9","68.6","61.7","-31","45.9","104.3","40.9","-10.4","20.6","4.2","26.9","8.6","0","39.7","60.3","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"428.1","-836.8","116.7","52.1","56.5","67.1","71.7","51.8","190.6","56.5","-5.7","17.4","5.6","27.7","8.6","0","36.7","63.3","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"837.4","-1612.9","304.7","120.2","106.3","132.4","99.6","95.8","377.3","56.8","-10.3","60.5","4.6","27.5","8.8","0.4","21.1","78.5","00","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"436.3","-813.1","101.9","33.4","67.3","44.7","-31.2","61.3","102.4","39.8","-10.7","20.8","4.3","26.9","8.6","0","39.5","60.5","00","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
