"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-86.2","12.2","7.8","7","12.5","9","9.8","13","25.3","-0.1","2.3","4.4","25.9","12.6","0","38.6","61.4","02","linear","tm","1","corner","ne","dorm1","curitiba"
"58","-93.1","12.3","8.3","9.9","10.9","9","13.1","31.6","9","-0.1","2.6","4.7","25.5","13","0","37.7","62.3","02","linear","tm","1","corner","ne","dorm2","curitiba"
"41.8","-116.3","15.4","8","10.6","8.7","9","9.6","32.9","5","0.1","3.3","8","25.5","12.6","0","25.3","74.7","02","linear","tm","1","corner","ne","liv","curitiba"
"54.3","-109.7","12.6","7.6","7","9.9","9","11.1","13.2","23.8","-0.1","2.4","5.7","25.7","12.4","0","38.4","61.6","02","linear","tm","1","corner","nw","dorm1","curitiba"
"58","-119.1","12.5","8.6","10.4","13.9","9.2","11.1","32.9","11.7","0","2.7","6.2","25.5","12.5","0","37.1","62.9","02","linear","tm","1","corner","nw","dorm2","curitiba"
"41.5","-96.3","12.9","6.9","9.4","8.6","7.8","7.1","28.9","4","-0.3","2.8","5.8","25.5","11.6","0","24.8","75.2","02","linear","tm","1","corner","nw","liv","curitiba"
"54.4","-72.1","8.9","5.9","4.3","12","9.6","7","9.4","23.5","-1","1.8","3.8","25.9","11.9","0","43.3","56.7","02","linear","tm","1","corner","se","dorm1","curitiba"
"58.1","-75.9","9.2","5.3","3.9","7.3","7.3","9.2","22.3","5.4","-1","1.9","4.1","25.2","12.1","0","43.8","56.2","02","linear","tm","1","corner","se","dorm2","curitiba"
"42.2","-102.7","12.4","6.3","6.6","7.6","8.7","7.8","26.1","4.5","0","2.6","7.8","25.5","12.3","0","33.8","66.2","02","linear","tm","1","corner","se","liv","curitiba"
"54.4","-96.3","9.3","5.7","4.2","7","9.6","10.6","9.6","21.8","-0.9","1.9","5.2","25.8","12.1","0","42.5","57.5","02","linear","tm","1","corner","sw","dorm1","curitiba"
"58.1","-102.2","9.4","5.5","4","10","7.8","7.5","23.4","5.8","-1","2","5.6","25.1","12.3","0","42.7","57.3","02","linear","tm","1","corner","sw","dorm2","curitiba"
"41.9","-81.5","9.9","5.1","5.4","6.6","7.4","6","22","3.4","-0.4","2.2","5.4","25.4","11.8","0","32.8","67.2","02","linear","tm","1","corner","sw","liv","curitiba"
"44.4","-91.6","8.7","5.6","3.4","7","10.3","7.8","21.2","7.2","-0.4","1.6","4.6","25","13.1","0","38.4","61.6","02","linear","tm","1","middle","ne","dorm1","curitiba"
"57","-119.3","9.9","8","10.9","9.7","13","8.8","29.4","13","-0.2","2.5","6","25.4","13","0","37.5","62.5","02","linear","tm","1","middle","ne","dorm2","curitiba"
"45.5","-94.4","10.3","7.4","8.8","7.8","8.3","5.6","25","5.6","-0.2","2.7","4.9","25.4","12.9","0","21.5","78.5","02","linear","tm","1","middle","ne","liv","curitiba"
"44.4","-91.3","8.6","5.6","3.4","7.8","10.2","6.9","21.2","7.2","-0.4","1.6","4.6","25","13.1","0","38.3","61.7","02","linear","tm","1","middle","nw","dorm1","curitiba"
"57","-118.9","9.8","7.9","10.9","8.8","13","9.6","29.3","13","-0.2","2.5","6","25.4","13","0","37.5","62.5","02","linear","tm","1","middle","nw","dorm2","curitiba"
"45.5","-93.9","10.2","7.4","8.7","5.6","8.3","7.7","24.8","5.5","-0.2","2.7","4.9","25.4","12.9","0","21.5","78.5","02","linear","tm","1","middle","nw","liv","curitiba"
"44.6","-68.7","5.5","2.3","4.6","4","-1.5","4","8.2","2.8","-1.1","1.4","3.9","24.2","12.1","0","47.6","52.4","02","linear","tm","1","middle","se","dorm1","curitiba"
