"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.5","-75.7","9.9","6.8","6.1","11.6","8.3","8.9","11.7","23.2","-0.1","1.9","4.3","26.4","11.6","0","44.3","55.7","01","linear","tv","1","corner","ne","dorm1","curitiba"
"58.2","-83.5","10.1","7.5","9","10","8.3","11.9","29","8.3","0","2.3","4.5","25.6","12.4","0","41.3","58.7","01","linear","tv","1","corner","ne","dorm2","curitiba"
"41.8","-107","13.2","6.2","8.3","7.2","7.7","7.6","26.9","3.8","0","3.6","8","25.4","12.2","0","25.8","74.2","01","linear","tv","1","corner","ne","liv","curitiba"
"54.5","-98.7","10.2","6.6","6.1","9","8.3","10.2","11.9","21.6","-0.1","2","5.6","26.4","11.5","0","44.3","55.7","01","linear","tv","1","corner","nw","dorm1","curitiba"
"58.2","-108.3","10.2","7.6","9.4","12.5","8.4","10.2","29.8","10.6","0","2.4","6","25.6","12.1","0","41.3","58.7","01","linear","tv","1","corner","nw","dorm2","curitiba"
"41.5","-88","10.8","5.1","7.1","6.6","6.6","5.8","23.2","2.9","-0.4","3","5.7","25.5","11.2","0","25.2","74.8","01","linear","tv","1","corner","nw","liv","curitiba"
"54.6","-68.8","10.7","5.1","3.3","10.6","6.9","6.6","9","18.4","-1.2","1.6","3.9","26.3","11.3","0","46.1","53.9","01","linear","tv","1","corner","se","dorm1","curitiba"
"58.2","-75.3","11.1","5.1","3.1","7.2","7.3","8.8","22.3","4.2","-1.2","1.9","4.1","25.3","12","0","44.4","55.6","01","linear","tv","1","corner","se","dorm2","curitiba"
"42","-102.4","14.5","6","6.2","6.8","9.2","6.6","25.3","3.5","-0.2","3.3","7.9","25.4","12.2","0","30.8","69.2","01","linear","tv","1","corner","se","liv","curitiba"
"54.6","-93.2","11.2","5","3.4","6.7","6.9","9.3","9.2","17.1","-1.1","1.7","5.3","26.4","11.4","0","45.6","54.4","01","linear","tv","1","corner","sw","dorm1","curitiba"
"58.2","-101.4","11.3","5.3","3.3","9.4","7.7","7.4","23.2","4.6","-1.2","2","5.7","25.2","12.1","0","43.5","56.5","01","linear","tv","1","corner","sw","dorm2","curitiba"
"41.8","-81.5","12","4.8","5.1","5.5","7.9","5.4","21.4","2.5","-0.5","2.7","5.4","25.5","11.6","0","29.7","70.3","01","linear","tv","1","corner","sw","liv","curitiba"
"44.5","-83.9","8.5","4.3","1.6","6.1","9","4.7","15","6.3","-0.4","1.4","4.5","25.2","12.4","0","42.7","57.3","01","linear","tv","1","middle","ne","dorm1","curitiba"
"57.1","-110.9","9.4","7.3","10.2","8.9","11.8","8.2","27.4","11.8","-0.3","2.3","5.9","25.8","12.3","0","41","59","01","linear","tv","1","middle","ne","dorm2","curitiba"
"45.5","-87.2","10","6.2","5.4","6.3","7.2","5.3","19.5","4.7","-0.2","3","4.8","25.5","12.3","0","21.7","78.3","01","linear","tv","1","middle","ne","liv","curitiba"
"44.5","-83.7","8.5","4.3","1.6","4.7","8.9","6","15","6.3","-0.4","1.4","4.5","25.2","12.4","0","42.7","57.3","01","linear","tv","1","middle","nw","dorm1","curitiba"
"57.1","-110.6","9.3","7.3","10.2","8.2","11.7","8.9","27.3","11.7","-0.3","2.3","5.9","25.8","12.3","0","40.9","59.1","01","linear","tv","1","middle","nw","dorm2","curitiba"
"45.5","-86.9","10","6.3","5.4","5.3","7.2","6.4","19.6","4.7","-0.2","3","4.8","25.5","12.3","0","21.6","78.4","01","linear","tv","1","middle","nw","liv","curitiba"
"44.6","-75","10.8","2.8","4","4.3","-0.3","4.2","10.1","2.1","-1.5","1.7","4.1","24.6","12.1","0","45.6","54.4","01","linear","tv","1","middle","se","dorm1","curitiba"
"57.2","-99.2","11.2","5","4.7","6.6","7.6","5.8","20","4.7","-1.2","1.8","5.5","25","11.9","0","44.7","55.3","01","linear","tv","1","middle","se","dorm2","curitiba"
"46","-78.3","12.2","4.6","3.8","5.3","5","4.1","16.4","1.8","-1","2.6","4.5","25","12","0","30.6","69.4","01","linear","tv","1","middle","se","liv","curitiba"
"44.6","-75.4","10.7","2.8","4","4.2","-0.2","4.2","10.1","2","-1.5","1.7","4.2","24.6","12.1","0","45.5","54.5","01","linear","tv","1","middle","sw","dorm1","curitiba"
"57.2","-99.2","11.2","5","4.7","5.8","7.6","6.6","20","4.7","-1.2","1.8","5.5","25","11.9","0","44.7","55.3","01","linear","tv","1","middle","sw","dorm2","curitiba"
"46","-78.3","12.2","4.6","3.8","4.1","5","5.5","16.5","1.9","-1","2.6","4.5","25","12","0","30.6","69.4","01","linear","tv","1","middle","sw","liv","curitiba"
"46.4","-101.2","11.8","7.9","7.4","14.5","10","10.3","13.6","28.6","0.5","2.3","5.2","32.1","16.9","21.5","0.8","77.7","01","linear","tv","1","corner","ne","dorm1","rio_de_janeiro"
"49.2","-110.6","12","8.3","10.3","11.3","9.8","13.6","32.9","9.8","0.6","2.6","5.5","31.3","17.5","24.3","0.2","75.5","01","linear","tv","1","corner","ne","dorm2","rio_de_janeiro"
"34.8","-89.3","12.3","6.3","8","7","7.4","7.2","25.6","4","0.1","3.4","5.4","31","17.5","44.6","0","55.4","01","linear","tv","1","corner","ne","liv","rio_de_janeiro"
"46.4","-99.7","12.4","7.8","7.4","10.2","10.1","12.6","13.5","26.7","0.6","2.3","5.3","32.3","16.9","21.4","0.8","77.8","01","linear","tv","1","corner","nw","dorm1","rio_de_janeiro"
"49.3","-108.2","12.4","8.6","10.4","14.1","10.1","11.5","33.2","12.9","0.7","2.6","5.6","31.3","17.5","23.8","0.2","76","01","linear","tv","1","corner","nw","dorm2","rio_de_janeiro"
"34.8","-89.7","13","6.2","8","7.3","7.5","6.7","25.8","3.7","0.1","3.4","5.5","31.1","17.5","44.3","0","55.7","01","linear","tv","1","corner","nw","liv","rio_de_janeiro"
"46.6","-97","12.8","6.2","4.4","13.5","8.5","7.8","10.7","23.6","-0.8","2","5.6","32.2","16.7","20.4","1.2","78.4","01","linear","tv","1","corner","se","dorm1","rio_de_janeiro"
"49.5","-104","13.1","5.9","4","8.3","8.6","10.4","25.9","5.4","-0.8","2.2","5.9","31.2","17.2","22.4","0.6","77","01","linear","tv","1","corner","se","dorm2","rio_de_janeiro"
"35.2","-82.1","13.7","6.1","5.8","6.7","8.8","6.1","23.7","3.6","-0.1","3.1","5","31.1","17.3","41.4","0","58.6","01","linear","tv","1","corner","se","liv","rio_de_janeiro"
"46.6","-93.2","13.5","6","4.6","7.8","8.2","11.6","10.6","21.5","-0.6","2","5.5","32.5","16.7","20.3","1.2","78.6","01","linear","tv","1","corner","sw","dorm1","rio_de_janeiro"
"49.5","-99.3","13.7","6.1","4.3","10.6","8.5","8.4","25.9","5.9","-0.7","2.2","5.7","31.2","17.2","22","0.6","77.4","01","linear","tv","1","corner","sw","dorm2","rio_de_janeiro"
