"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-74.8","19.4","8","5","12.4","9.6","10.9","14.1","23.8","-0.2","2.2","4.2","28.2","11.1","0","43.6","56.4","01","linear","ref","2","corner","ne","dorm1","curitiba"
"57.8","-83.9","20.7","9.1","10.2","12.3","9.8","13.2","33.8","9.8","-0.1","2.7","4.5","27","11.6","0","39.8","60.2","01","linear","ref","2","corner","ne","dorm2","curitiba"
"41.7","-123.1","18.5","7.7","9","8.9","9.9","9.5","32.9","4.4","0","4.2","10.1","27.1","11.3","1.3","28.5","70.1","01","linear","ref","2","corner","ne","liv","curitiba"
"54.2","-103.7","18.7","7.4","4.9","10.9","9.4","9.7","14.2","20.6","-0.3","2.3","5.8","28.2","10.7","0","42.8","57.2","01","linear","ref","2","corner","nw","dorm1","curitiba"
"57.8","-116.5","20.9","9.3","10.7","14","9.7","12.3","35","11.8","-0.2","2.8","6.2","27","11.4","0","38.3","61.7","01","linear","ref","2","corner","nw","dorm2","curitiba"
"41.4","-100.7","16.4","6.5","7.6","7.9","8.5","7","27.9","3.1","-0.4","3.5","6.8","27.1","10.5","1.1","26.5","72.4","01","linear","ref","2","corner","nw","liv","curitiba"
"54.3","-59.9","13.5","5.7","2.9","12.8","7.3","7.2","9.8","20.4","-1.2","1.8","3.5","28.2","10.4","0","47.7","52.3","01","linear","ref","2","corner","se","dorm1","curitiba"
"57.9","-65.9","12.8","5.5","3","7.9","8","9.4","24.5","3.9","-1.1","2","3.7","27","11.3","0","44.4","55.6","01","linear","ref","2","corner","se","dorm2","curitiba"
"42.1","-113.9","16.9","7.1","7.3","8.3","12","7.3","30.6","4.2","0","3.7","9.9","27.1","11.3","0.7","32.5","66.8","01","linear","ref","2","corner","se","liv","curitiba"
"54.3","-91.2","12.8","5.2","2.8","7.1","7.1","10.3","9.9","17.4","-1.1","1.9","5.3","28.2","10.6","0","46.9","53.1","01","linear","ref","2","corner","sw","dorm1","curitiba"
"57.9","-100.3","12.9","5.7","2.9","10.3","8.6","8","25.7","4.1","-1.1","2.2","5.7","26.9","11.6","0","42.7","57.3","01","linear","ref","2","corner","sw","dorm2","curitiba"
"41.7","-88.3","14.5","5.7","5.7","5.6","10.4","6.2","25.1","2.8","-0.5","3","6.3","27","10.9","0.5","30.6","68.9","01","linear","ref","2","corner","sw","liv","curitiba"
"44.3","-86.3","10.8","3.8","-4","7.5","11","2","8.9","7.7","-0.6","1.4","4.4","26.1","11.5","0","41.8","58.2","01","linear","ref","2","middle","ne","dorm1","curitiba"
"56.8","-119.1","19.9","8.5","10.6","10","13.3","7.9","28.5","13.3","-0.5","2.6","5.9","27.1","11.7","0","37.9","62.1","01","linear","ref","2","middle","ne","dorm2","curitiba"
