"model","nvar","mae","rmse","rsquared"
"xgbt",10,2.37656942219679,3.53940082222099,0.978051171164905
"xgbt",10,2.34034772234224,3.55090794758411,0.977977115932594
"xgbt",10,2.23337345647692,3.40320899703495,0.979746460863437
"xgbt",10,2.51274456340842,3.88841284680008,0.973567959203776
"xgbt",10,2.4756051795687,3.81290946101875,0.974589466707755
"xgbt",10,2.44610930660552,3.73890949832892,0.975632113240949
"xgbt",10,2.44991278241287,3.75598594869913,0.975327716438616
"xgbt",10,2.43516140740091,3.71025879152633,0.975940348440324
"xgbt",10,2.46773722848774,3.75353301419994,0.975374443037753
"xgbt",10,2.30834387664505,3.40725363218454,0.979714699292426
"xgbt",10,2.21188731437684,3.27424723768821,0.981264271000754
"xgbt",10,2.29640830035142,3.42118188809109,0.979538092594712
"xgbt",10,2.35144181084905,3.52090661411094,0.978282419695264
"xgbt",10,2.33722164324857,3.54936911498272,0.97799863319304
"xgbt",10,2.23469688352684,3.40705798835176,0.979701684973458
"xgbt",10,2.51188963359122,3.88963898360717,0.97355238435716
"xgbt",10,2.47836136220554,3.81814411222659,0.974520962133889
"xgbt",10,2.4532841700608,3.74748590732277,0.975523762207661
"xgbt",10,2.45711896999097,3.76428386229115,0.975222051553399
"xgbt",10,2.44256531640771,3.71883060255692,0.975829846972248
"xgbt",10,2.47389133383591,3.760671571155,0.975281441004444
"xgbt",13,2.55616779989895,3.52071537833364,0.978425533160435
"xgbt",13,2.44103517172676,3.37507541918561,0.980139106266765
"xgbt",13,2.44282240695513,3.45199153053043,0.979178765182854
"xgbt",13,2.31629553829537,3.27783361758263,0.981226694885909
"xgbt",13,2.30902552889247,3.45532860386253,0.979053824097705
"xgbt",13,2.15932578365942,3.24344444911359,0.981613169142975
"xgbt",13,2.56037247976909,3.91049360306474,0.973267679752203
"xgbt",13,2.11100082235747,3.17166749944489,0.982406491512153
"xgbt",13,2.35855894307891,3.65099079332686,0.976623129005121
"xgbt",13,2.46605674568812,3.92824333111829,0.972736793100303
"xgbt",13,2.30268489726518,3.55192092223937,0.977830683910229
"xgbt",13,2.15882471391382,3.32473595343369,0.980675134335789
"xgbt",13,2.27852561486991,3.24103462183979,0.981676938312823
"xgbt",13,2.19822337157516,3.13567795629992,0.982825489527987
"xgbt",13,2.23585067498841,3.25384218586269,0.981487896169502
"xgbt",13,2.14696303435737,3.11964807564471,0.982986613715298
"xgbt",13,2.23775705388633,3.39186656420117,0.979812811018438
"xgbt",13,2.09657261891005,3.18529363993454,0.982260978919957
"xgbt",13,2.50434407610677,3.86011777155983,0.973955444149572
"xgbt",13,2.07720463051032,3.14370750841111,0.982715477075794
"xgbt",13,2.33926182919635,3.63392355588709,0.976858797694165
"xgbt",13,2.44990199399529,3.91643283840909,0.972920069539977
"xgbt",13,2.29654909707871,3.55107122855804,0.977854012055862
"xgbt",13,2.16016706725799,3.3295922408467,0.980620620693859
"xgbt",13,2.14262324023069,3.10985630768847,0.98311198474211
"xgbt",13,2.07526341695794,3.01933218089801,0.984064827684214
"xgbt",13,2.15036366831969,3.17340662036084,0.982388943619183
"xgbt",13,2.07430274847714,3.05372664357628,0.983696052365304
"xgbt",13,2.20585161073525,3.36162870490724,0.980174270798516
"xgbt",13,2.07671129650964,3.16600866130205,0.982475679119412
"xgbt",13,2.47835276759203,3.8360939039828,0.974284017317918
"xgbt",13,2.06449763368209,3.13333261064677,0.982829376901893
"xgbt",13,2.33268849658443,3.62855273733999,0.976941792413083
"xgbt",13,2.44771761816475,3.91568693397709,0.972945028709912
"xgbt",13,2.29781749097007,3.55517535225322,0.977810558505505
"xgbt",13,2.16554710222151,3.3365148576419,0.980541422752811
"xgbt",13,2.06893881522469,3.04159739650341,0.983838465545134
"xgbt",13,2.00809332999985,2.9576366321755,0.984704719818926
"xgbt",13,2.10735381673809,3.13394895329136,0.982823509184874
"xgbt",13,2.03504118719647,3.01748747462417,0.984080903199166
"xgbt",13,2.18756687370931,3.34292085359901,0.980396958633963
"xgbt",13,2.06206446555231,3.15227149987031,0.982628685906802
"xgbt",13,2.46225328392922,3.8211844356463,0.974487465673571
"xgbt",13,2.05848443636646,3.1298591934691,0.982867259014299
"xgbt",13,2.33337086718604,3.62998441698768,0.976934603035288
"xgbt",13,2.44923283906041,3.91836579396578,0.972916623608833
"xgbt",13,2.30117491761127,3.56038367305891,0.97774977889743
"xgbt",13,2.17148298122408,3.34343218973393,0.980461541464871
"xgbt",13,2.02291218932796,2.99652700050656,0.984309797472788
"xgbt",13,1.97133430372685,2.92476711367891,0.985040331708128
"xgbt",13,2.07619674430076,3.10450548007017,0.983144162256564
"xgbt",13,2.01441261626306,2.99809317089414,0.984284723711025
"xgbt",13,2.17580194185629,3.33230416239262,0.980525926164255
"xgbt",13,2.05699421982763,3.1475502567013,0.982682114605668
"xgbt",13,2.45177538183109,3.81266750513352,0.974604134234999
"xgbt",13,2.05714921323736,3.13003169977722,0.982865483852244
"xgbt",13,2.33467077987272,3.63163714218168,0.976919539057888
"xgbt",13,2.45229949366666,3.92197413047929,0.97287206578926
"xgbt",13,2.30474401434601,3.56462078887133,0.977699462786645
"xgbt",13,2.17637436397465,3.34871190481499,0.980400325536052
"xgbt",20,2.40414937308647,3.34360652017662,0.980517753172495
"xgbt",20,2.26323926142646,3.16008900754116,0.982591809873041
"xgbt",20,2.47094248543708,3.48796507643509,0.978717549393935
"xgbt",20,2.26253445777667,3.22952066496167,0.981754293833611
"xgbt",20,2.18965022577128,3.25071439421911,0.981515150692619
"xgbt",20,2.03793596563816,3.05991124859644,0.983583301108678
"xgbt",20,2.80115562688897,4.27234012580572,0.967987256541021
"xgbt",20,2.14937085623102,3.1914686925324,0.982186399348131
"xgbt",20,2.51889598124144,3.82239495042645,0.974402269719429
"xgbt",20,2.1622523809974,3.35297843900278,0.980208343655064
"xgbt",20,2.63709198987507,3.97434802166703,0.972341077900665
"xgbt",20,2.1359721617236,3.25822599384148,0.981437105850559
"xgbt",20,2.14769660201465,3.08088860194484,0.98342140628891
"xgbt",20,2.03565011228767,2.92539934697348,0.985052079165864
"xgbt",20,2.30447843958667,3.32912057435324,0.980604413642058
"xgbt",20,2.11751882746309,3.09141195481973,0.983275473259395
"xgbt",20,2.12466973608372,3.18373845186137,0.982264017029543
"xgbt",20,1.98830590972295,3.01039110234696,0.984110470171467
"xgbt",20,2.75007364791513,4.21884261338185,0.968786449013024
"xgbt",20,2.11479759852604,3.15207511084541,0.982622368904584
"xgbt",20,2.49121672605771,3.79279696621857,0.974814448975128
"xgbt",20,2.14271356441167,3.33418178671614,0.980434234935505
"xgbt",20,2.61927544548717,3.95684377115456,0.972593726844521
"xgbt",20,2.12287007140197,3.24590796584073,0.981577532136674
"xgbt",20,2.0302177194914,2.9647354639939,0.984634784756987
"xgbt",20,1.94218009883454,2.83414053136288,0.985962172587359
"xgbt",20,2.23103021253231,3.25323483055686,0.981475905691036
"xgbt",20,2.05713659817001,3.03343237364234,0.983899551459485
"xgbt",20,2.09110343113528,3.14630681182939,0.982679641864602
"xgbt",20,1.96470800684268,2.98447980841617,0.984382382155098
"xgbt",20,2.72445108836865,4.19166237669805,0.969194224563109
"xgbt",20,2.09822030765902,3.13458030493645,0.982815018401155
"xgbt",20,2.4792340060604,3.78115127942109,0.974981842525558
"xgbt",20,2.1327516453732,3.32547250884721,0.980541673718688
"xgbt",20,2.60931327718903,3.94799944810747,0.972722345351219
"xgbt",20,2.11601799474229,3.24096130265568,0.981633989349825
"xgbt",20,1.96700897946082,2.89880909166674,0.985304260854202
"xgbt",20,1.89136315976738,2.78222044522327,0.986469227268656
"xgbt",20,2.19681552596638,3.21643354575493,0.981892388784879
"xgbt",20,2.02515652512528,3.00002589119435,0.984251716672436
"xgbt",20,2.07131179272811,3.12285127930795,0.982937511981099
"xgbt",20,1.95017749789034,2.96817800737387,0.984555091668269
"xgbt",20,2.7068212091489,4.17312149710483,0.969468382416268
"xgbt",20,2.08919590209164,3.12547079757579,0.982915194536394
"xgbt",20,2.47084443291528,3.77288790585807,0.975099532553218
"xgbt",20,2.12670235728326,3.31988221796086,0.980608902351856
"xgbt",20,2.60407032997419,3.94354646513631,0.972786902582664
"xgbt",20,2.11234348771484,3.23861888939745,0.981660792302857
"xgbt",20,1.93402846437387,2.86501530208,0.985642955577398
"xgbt",20,1.86138706361297,2.75140240940732,0.986765776252265
"xgbt",20,2.16637927697121,3.18135680498132,0.982285236876983
"xgbt",20,2.00292629555523,2.97532342786066,0.984511889993649
"xgbt",20,2.05962799843641,3.1093608996737,0.983086159044459
"xgbt",20,1.93871991836419,2.95536726289429,0.984688796282812
"xgbt",20,2.69366754018093,4.15867131935898,0.969681726437982
"xgbt",20,2.08082558022931,3.11695138328975,0.983008925213994
"xgbt",20,2.46536453827826,3.7682003101224,0.975166846820452
"xgbt",20,2.12291607384072,3.31661472951092,0.980648421045016
"xgbt",20,2.59962295428245,3.9402220693586,0.972834729947429
"xgbt",20,2.10986059735054,3.23701040986264,0.981679147857166
"svm",10,7.74519701576714,10.2564074687525,0.816922230885019
"svm",10,7.4593504605244,9.92879930140849,0.828394824441812
"svm",10,7.19612260380048,9.63122162975994,0.83849636108125
"svm",10,6.96967727543343,9.37922016016717,0.846787995032243
"svm",10,6.74502747580886,9.136569648419,0.854590206976267
"svm",10,6.50035505153167,8.87964035647755,0.862617526740088
"svm",10,6.24481002159404,8.62089190603556,0.870510986024129
"svm",10,5.99498604775002,8.36971006297112,0.877975272434731
"svm",13,6.67009332398071,9.20066084058531,0.852474774495344
"svm",13,6.19066280957592,8.63458170028111,0.869982944251991
"svm",13,5.73434859926095,8.07858442850223,0.886098823657211
"svm",13,5.34607139802471,7.61977806498287,0.898609461680979
"svm",13,5.03403192957422,7.27154833615892,0.907666005769128
"svm",13,4.81474520568141,7.05543413156566,0.913159895657835
"svm",13,4.70605156540376,6.99444635917241,0.914847218149655
"svm",13,4.73060986918584,7.10841943436209,0.912405235209436
"svm",20,5.87741801692924,8.31732101171243,0.8794018428185
"svm",20,5.26151227492341,7.53847512117323,0.900879719859127
"svm",20,4.70796039827334,6.80538554469426,0.919180134949191
"svm",20,4.34056972021376,6.3018547313309,0.930614636594632
"svm",20,4.18645990640339,6.08751196215579,0.935207157015137
"svm",20,4.20509647043014,6.11204213875923,0.934744722820915
"svm",20,4.34354991348533,6.28956405615135,0.931043490805012
"svm",20,4.53005191923468,6.52505000775816,0.925990656278378
