"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-75.3","23.8","10.2","10.6","14.1","8.4","11.8","15.6","29.2","-0.5","2.7","4.6","29","10.8","0","41.4","58.6","04","linear","sf","3","corner","ne","dorm1","curitiba"
"57.8","-82.7","25.2","11.2","12.8","13.7","8.9","16.8","40.4","8.9","-0.4","3.1","4.9","28.7","11.2","0","39","61","04","linear","sf","3","corner","ne","dorm2","curitiba"
"41.4","-128.6","22.2","8","10.8","8.5","8.6","9.8","33","4.7","-0.2","3.9","12.5","28.4","10.5","4.5","24","71.5","04","linear","sf","3","corner","ne","liv","curitiba"
"54.2","-109.4","23.3","10","10.3","11.5","8.2","13.1","15.3","27.7","-0.6","2.9","6.4","28.7","10","0","39.6","60.4","04","linear","sf","3","corner","nw","dorm1","curitiba"
"57.8","-120.3","25.1","11.4","13","17.1","8.9","13.8","40.9","11.8","-0.6","3.3","6.8","28.5","10.2","0","37.4","62.6","04","linear","sf","3","corner","nw","dorm2","curitiba"
"40.9","-110.8","20.7","7.3","10","9.1","7.8","7.7","30.5","4.1","-0.7","3.5","8.5","28.5","9","4.7","21.4","73.8","04","linear","sf","3","corner","nw","liv","curitiba"
"54.3","-55.5","16.7","6.6","5.4","10.6","8.6","8.2","11","21.9","-1.2","2.1","3.5","28.5","10.1","0","46.3","53.7","04","linear","sf","3","corner","se","dorm1","curitiba"
"57.9","-60.4","17","6.8","5.5","9.2","9","11.5","27.9","7.4","-1.2","2.3","3.7","28.3","10.4","0","44.5","55.5","04","linear","sf","3","corner","se","dorm2","curitiba"
"41.9","-117.2","19.7","6.8","7.4","7.5","9.5","8.5","28.6","4.2","-0.1","3.3","12.1","28.4","10.2","3.3","30.5","66.2","04","linear","sf","3","corner","se","liv","curitiba"
"54.3","-92.7","16.1","6.5","5.1","8","8.3","9.7","10.8","20.3","-1.4","2.2","5.6","28.8","10.2","0","44.2","55.8","04","linear","sf","3","corner","sw","dorm1","curitiba"
"57.9","-101.2","16.8","7","5.5","11.8","9.3","9.3","28.4","7.4","-1.4","2.5","6","28.4","10.5","0","42.2","57.8","04","linear","sf","3","corner","sw","dorm2","curitiba"
"41.4","-95.6","17.8","6.1","6.5","7.7","8.6","6.5","25.7","3.5","-0.6","2.7","7.6","28.6","9.6","3.3","27.2","69.6","04","linear","sf","3","corner","sw","liv","curitiba"
"44","-110.1","18.4","7.5","10","7.9","9.6","9.8","31.2","6.1","-1.3","2.2","5.2","28.5","11.5","0","34.1","65.9","04","linear","sf","3","middle","ne","dorm1","curitiba"
"56.5","-143.9","24.7","11.2","14.7","12.1","12.6","11.9","38.6","12.6","-1.4","3.4","6.8","29.2","11.3","0","33.4","66.6","04","linear","sf","3","middle","ne","dorm2","curitiba"
"44.1","-115","23.5","9.8","11.7","9.3","8.5","7.5","31.8","5.1","-1.1","3.4","5.5","28.7","11.3","8.4","15.1","76.5","04","linear","sf","3","middle","ne","liv","curitiba"
"44","-109.6","18.4","7.5","10","9.7","9.6","8","31.2","6","-1.3","2.2","5.1","28.5","11.5","0","34","66","04","linear","sf","3","middle","nw","dorm1","curitiba"
"56.5","-143.2","24.7","11.2","14.7","11.9","12.5","12.1","38.6","12.5","-1.4","3.4","6.7","29.2","11.3","0","33.3","66.7","04","linear","sf","3","middle","nw","dorm2","curitiba"
"44.1","-114","23.4","9.7","11.6","7.4","8.4","9.3","31.7","5.1","-1.1","3.4","5.5","28.6","11.3","8.4","15.1","76.5","04","linear","sf","3","middle","nw","liv","curitiba"
"44.2","-82.2","11.2","3.9","5.2","4.7","3.7","5.7","16.2","3","-1.8","1.7","4.3","27.7","10.6","0","42.3","57.7","04","linear","sf","3","middle","se","dorm1","curitiba"
"56.7","-111.3","15.5","6.9","7.6","8","9.7","7.7","25.4","7.6","-1.8","2.3","5.8","28.3","10.4","0","40.7","59.3","04","linear","sf","3","middle","se","dorm2","curitiba"
"45.2","-87.9","16.5","6.2","5.5","6.3","8","5.1","21.7","3.1","-1.4","2.3","4.7","28.3","10.4","3.5","25.8","70.8","04","linear","sf","3","middle","se","liv","curitiba"
"44.2","-83.3","11.3","4","5.2","5.7","3.8","4.7","16.4","3","-1.8","1.8","4.3","27.7","10.6","0","42.1","57.9","04","linear","sf","3","middle","sw","dorm1","curitiba"
"56.7","-111","15.5","6.9","7.6","7.8","9.7","8","25.5","7.6","-1.8","2.3","5.7","28.2","10.4","0","40.7","59.3","04","linear","sf","3","middle","sw","dorm2","curitiba"
"45.2","-87.5","16.4","6.1","5.4","5","8","6.2","21.5","3.1","-1.4","2.3","4.7","28.2","10.4","3.4","25.8","70.7","04","linear","sf","3","middle","sw","liv","curitiba"
"45.7","-109.2","24.1","10.8","11","14.8","8.9","12.2","16.2","30.7","0","3","5.3","34.6","16.4","29.9","1.1","69","04","linear","sf","3","corner","ne","dorm1","rio_de_janeiro"
"48.6","-119.4","25.4","11.7","13.2","14","9.4","17.5","41.8","9.4","0.1","3.4","5.6","34.5","16.7","32","0.8","67.2","04","linear","sf","3","corner","ne","dorm2","rio_de_janeiro"
"34.2","-109.2","20.7","8.3","10.5","8.2","8.2","9.6","31.9","4.6","-0.2","3.6","7.6","33.9","16.4","53.8","0","46.2","04","linear","sf","3","corner","ne","liv","rio_de_janeiro"
"45.9","-107.4","23.9","10.7","10.9","12","8.9","14.2","16","30.1","0.2","2.9","5.8","34.5","16.4","28.7","1.2","70.1","04","linear","sf","3","corner","nw","dorm1","rio_de_janeiro"
"48.8","-117","25.5","11.9","13.3","17.7","9.6","14.3","42.2","12.8","0.3","3.4","6.2","34.3","16.7","30.8","0.8","68.4","04","linear","sf","3","corner","nw","dorm2","rio_de_janeiro"
"34.2","-105.8","20.3","7.7","10.1","9.1","8","7.9","30.8","4.3","-0.2","3.5","7.5","33.9","16.4","53.9","0","46.1","04","linear","sf","3","corner","nw","liv","rio_de_janeiro"
"46.3","-95.9","16.3","6.9","5.6","11.2","9","8.3","11.2","22.9","-0.9","2.3","6.2","34.3","15.6","26.4","2.6","71.1","04","linear","sf","3","corner","se","dorm1","rio_de_janeiro"
"49.2","-103.1","16.3","7","5.6","9.2","9.2","11.8","28.3","7.6","-0.9","2.6","6.6","34.1","15.8","28","2.2","69.8","04","linear","sf","3","corner","se","dorm2","rio_de_janeiro"
"34.9","-90.4","17.8","7.2","6.9","7","9","8.1","26.8","4.1","-0.1","2.8","6.4","34.1","15.7","45.9","0","54.1","04","linear","sf","3","corner","se","liv","rio_de_janeiro"
"46.5","-87.4","16","6.9","5.7","8.3","8.8","10.6","11.1","22.2","-0.7","2.2","6.2","34.5","15.6","24.9","2.8","72.4","04","linear","sf","3","corner","sw","dorm1","rio_de_janeiro"
"49.4","-93.6","16.2","7.2","5.8","11.8","9.2","9.3","28.2","7.9","-0.7","2.5","6.5","34","15.8","26.4","2.4","71.3","04","linear","sf","3","corner","sw","dorm2","rio_de_janeiro"
"35","-89.9","17.2","6.6","6.6","7.7","8.5","6.6","25.7","3.8","-0.1","2.8","7.1","34.2","15.6","45.3","0","54.7","04","linear","sf","3","corner","sw","liv","rio_de_janeiro"
"37","-106.7","19","7.9","10.7","8.3","10.5","10.2","32.9","6.8","-0.5","2.3","4.9","34.5","16.9","32.8","0.6","66.6","04","linear","sf","3","middle","ne","dorm1","rio_de_janeiro"
"47.4","-139.4","25.7","11.7","15.1","12.5","13.8","12.4","39.9","13.8","-0.4","3.6","6.5","35.4","16.8","33.6","0.6","65.7","04","linear","sf","3","middle","ne","dorm2","rio_de_janeiro"
"36.7","-112","23.7","10.3","12","9.6","9.1","7.7","32.8","5.6","-0.3","3.6","5.3","34.6","16.6","62","0","38","04","linear","sf","3","middle","ne","liv","rio_de_janeiro"
"37","-106.7","19","7.9","10.7","10.2","10.5","8.3","32.9","6.8","-0.5","2.3","4.9","34.5","16.9","32.8","0.6","66.6","04","linear","sf","3","middle","nw","dorm1","rio_de_janeiro"
"47.4","-139.4","25.7","11.7","15.1","12.3","13.8","12.5","39.9","13.8","-0.4","3.6","6.5","35.4","16.8","33.6","0.6","65.8","04","linear","sf","3","middle","nw","dorm2","rio_de_janeiro"
"36.7","-111.9","23.7","10.3","12","7.7","9.1","9.7","32.8","5.6","-0.3","3.6","5.3","34.6","16.6","61.7","0","38.3","04","linear","sf","3","middle","nw","liv","rio_de_janeiro"
"37.8","-78.3","11.1","4.3","5.6","4.7","4.2","5.7","16.7","3.4","-1.3","1.9","4.2","33","15.7","26.4","2.7","70.8","04","linear","sf","3","middle","se","dorm1","rio_de_janeiro"
"48.3","-104.1","15.2","7","8.1","7.9","9.6","7.7","25.2","8.1","-0.9","2.3","5.5","33.5","15.6","28.3","2.6","69.1","04","linear","sf","3","middle","se","dorm2","rio_de_janeiro"
"38.1","-83.3","15.9","6.4","5.6","6.2","7.9","5","21.4","3.3","-0.7","2.4","4.5","33.5","15.4","46.9","0","53.1","04","linear","sf","3","middle","se","liv","rio_de_janeiro"
