"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-70.8","20.3","9.1","7.4","12.2","8.4","11.2","14.8","24.6","-0.1","2.4","4.1","28","11","0","43.2","56.8","00","linear","tv","3","corner","ne","dorm1","curitiba"
"57.9","-78.8","21.5","10.1","11.3","12.8","8.6","14.5","36.5","8.6","0","2.8","4.4","27.1","11.6","0","39.8","60.2","00","linear","tv","3","corner","ne","dorm2","curitiba"
"41.8","-126.2","20.2","7.7","10","8.9","9.5","9.9","33.8","4.4","0.1","4.5","11.5","27.2","10.9","1.6","28.7","69.7","00","linear","tv","3","corner","ne","liv","curitiba"
"54.2","-102.8","19.5","8.7","7.1","11","8","10.4","14.5","21.9","-0.2","2.5","5.9","28","10.5","0","42.1","57.9","00","linear","tv","3","corner","nw","dorm1","curitiba"
"57.8","-114.6","21.5","10.3","11.7","15.1","8.4","12.8","37.3","10.7","-0.1","2.9","6.4","27.1","11.1","0","38.1","61.9","00","linear","tv","3","corner","nw","dorm2","curitiba"
"41.4","-104.6","17.8","6.7","8.8","8.4","8.1","7.3","29.3","3.3","-0.4","3.7","7.5","27.2","10","1.2","26.4","72.4","00","linear","tv","3","corner","nw","liv","curitiba"
"54.3","-55","14.9","6","4","11.1","7.8","7.9","10.7","20.2","-1","1.9","3.3","28","10.4","0","47.4","52.6","00","linear","tv","3","corner","se","dorm1","curitiba"
"57.9","-60.3","14.5","6","3.9","8.6","8.5","10.3","26.1","5.2","-1","2.2","3.5","27.1","11","0","44.8","55.2","00","linear","tv","3","corner","se","dorm2","curitiba"
"42.2","-117.9","18.7","7.2","7.8","8.2","11.5","8.3","31.5","4.2","0.1","4","11.3","27.2","10.9","0.9","32.9","66.2","00","linear","tv","3","corner","se","liv","curitiba"
"54.3","-90.2","13.9","5.6","3.7","7.6","7.4","9.3","10.5","17.6","-1.1","2","5.4","28.1","10.5","0","46.2","53.8","00","linear","tv","3","corner","sw","dorm1","curitiba"
"57.9","-98.8","14.2","6.2","3.7","10.8","8.9","8.5","26.8","5.1","-1.1","2.3","5.8","27","11.4","0","42.7","57.3","00","linear","tv","3","corner","sw","dorm2","curitiba"
"41.7","-92.1","15.9","6.1","6.3","6.6","9.9","6.4","26.2","3","-0.4","3.2","7","27.2","10.5","0.7","30.3","69","00","linear","tv","3","corner","sw","liv","curitiba"
"44.2","-90.2","12.1","4.8","0.9","7","8.4","3.8","14.8","5.3","-0.7","1.6","4.5","26.4","11.7","0","39.8","60.2","00","linear","tv","3","middle","ne","dorm1","curitiba"
"56.7","-123.3","20.1","9.9","12.2","10.6","11.1","9.5","32.3","11.1","-0.6","2.8","5.9","27.3","11.8","0","36.5","63.5","00","linear","tv","3","middle","ne","dorm2","curitiba"
"45.1","-95.7","17.8","7.6","5.3","6.7","7.3","6.1","21.2","4.3","-0.5","3.3","4.8","26.8","11.7","1.7","20.6","77.7","00","linear","tv","3","middle","ne","liv","curitiba"
"44.2","-90","12","4.8","0.8","3.8","8.4","7","14.7","5.3","-0.7","1.6","4.5","26.4","11.7","0","39.7","60.3","00","linear","tv","3","middle","nw","dorm1","curitiba"
"56.7","-123","20.1","9.9","12.2","9.5","11.1","10.6","32.3","11.1","-0.7","2.8","5.9","27.3","11.8","0","36.4","63.6","00","linear","tv","3","middle","nw","dorm2","curitiba"
"45","-95.2","17.9","7.7","5.3","6.1","7.4","7.1","21.6","4.3","-0.5","3.3","4.8","26.8","11.8","1.7","20.6","77.7","00","linear","tv","3","middle","nw","liv","curitiba"
"44.4","-72.7","8.1","2.7","3.9","4.4","-0.7","3.4","9.1","1.9","-1.5","1.5","3.9","26.2","11.3","0","45.4","54.6","00","linear","tv","3","middle","se","dorm1","curitiba"
