"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-106","8.4","6.2","6.7","10.9","7.9","11.7","14.9","22.4","-0.4","0","5.7","27.2","11.5","0","42.1","57.9","03","linear","tv","1","corner","ne","dorm1","curitiba"
"57.9","-122.4","9","8","10.8","14.3","8.5","14","36.8","8.5","-0.3","0","6.2","26.2","12.5","0","37.7","62.3","03","linear","tv","1","corner","ne","dorm2","curitiba"
"41.5","-97.7","12.1","6.9","9.8","8.7","8.7","9.8","32.1","4.9","0","0","6.8","25.8","12.4","0","23","77","03","linear","tv","1","corner","ne","liv","curitiba"
"54.3","-105.2","8.5","6.2","6.7","11.6","8","9.9","14.7","21.5","-0.3","0","5.6","27.1","11.5","0","42.2","57.8","03","linear","tv","1","corner","nw","dorm1","curitiba"
"57.9","-122.8","9","8","10.9","14.3","8.5","14.3","37","11","-0.3","0","6.2","26.3","12.5","0","37.6","62.4","03","linear","tv","1","corner","nw","dorm2","curitiba"
"41.2","-91.4","10.7","6.1","9","9.1","8","7.5","29.5","4","-0.3","0","5.6","25.7","11.2","0","23.3","76.7","03","linear","tv","1","corner","nw","liv","curitiba"
"54.3","-96.9","6.6","4.7","3.4","10.3","9.6","9.2","11.6","20.9","-1.4","0","5.4","27.2","11.2","0","45","55","03","linear","tv","1","corner","se","dorm1","curitiba"
"58","-101.2","7","5.5","4.1","9.8","7.5","10.2","25.2","6.3","-1","0","5.5","25.5","11.8","0","44.1","55.9","03","linear","tv","1","corner","se","dorm2","curitiba"
"41.7","-89.1","11","5.5","6.9","7.6","8.2","8.3","27.1","3.9","-0.3","0","6.5","25.8","11.8","0","30.6","69.4","03","linear","tv","1","corner","se","liv","curitiba"
"54.3","-96.2","6.7","4.6","3.5","9.1","9.7","9.3","11.4","20.1","-1.2","0","5.3","27.2","11.2","0","45","55","03","linear","tv","1","corner","sw","dorm1","curitiba"
"58","-101.5","6.9","5.5","4.1","10.5","7.6","9.8","25.4","6.6","-1","0","5.5","25.5","11.8","0","44.1","55.9","03","linear","tv","1","corner","sw","dorm2","curitiba"
"41.5","-82.7","9.6","4.7","6.1","7.5","7.4","6.4","24.4","3","-0.6","0","5.3","25.8","11.7","0","29.4","70.6","03","linear","tv","1","corner","sw","liv","curitiba"
"44.4","-83.6","6.6","5.1","3.7","7","9.8","7","20","7.6","-0.1","0","4.3","25.1","12.5","0","41.5","58.5","03","linear","tv","1","middle","ne","dorm1","curitiba"
"56.9","-121.3","9.1","7.9","15.1","10.1","12.5","10","35.2","12.5","-0.4","0","6.1","26.4","12.5","0","37.6","62.4","03","linear","tv","1","middle","ne","dorm2","curitiba"
"44.7","-101.1","11.6","7.5","12","8.4","8.9","8.2","32.6","4.9","-0.4","0","5.2","26.3","12.7","0.3","16.3","83.5","03","linear","tv","1","middle","ne","liv","curitiba"
"44.4","-83.6","6.6","5.1","3.7","7","9.8","7","20","7.6","-0.1","0","4.3","25.1","12.5","0","41.5","58.5","03","linear","tv","1","middle","nw","dorm1","curitiba"
"56.9","-121.3","9.1","7.9","15.1","10.1","12.5","10","35.2","12.5","-0.4","0","6.1","26.4","12.5","0","37.6","62.4","03","linear","tv","1","middle","nw","dorm2","curitiba"
"44.7","-101.1","11.6","7.5","12","8.3","8.9","8.3","32.6","4.9","-0.4","0","5.2","26.3","12.7","0.3","16.3","83.5","03","linear","tv","1","middle","nw","liv","curitiba"
"44.5","-68.9","5.8","3.2","5","4.5","2","4.5","12.5","3.5","-0.6","0","3.9","24.4","11.8","0","47.4","52.6","03","linear","tv","1","middle","se","dorm1","curitiba"
"57","-97.5","6.9","5.2","6","6.6","10","6.6","23.2","6","-1","0","5.4","25.4","11.7","0","44.7","55.3","03","linear","tv","1","middle","se","dorm2","curitiba"
"45.5","-81.4","9.1","4.1","4.8","5.4","8","5.4","21.5","2.1","-1","0","4.6","25.7","11.9","0","29.3","70.7","03","linear","tv","1","middle","se","liv","curitiba"
"44.5","-68.9","5.8","3.2","5","4.5","2","4.5","12.5","3.5","-0.6","0","3.9","24.4","11.8","0","47.4","52.6","03","linear","tv","1","middle","sw","dorm1","curitiba"
"57","-97.5","6.9","5.2","6","6.6","10","6.6","23.2","6","-1","0","5.4","25.4","11.7","0","44.7","55.3","03","linear","tv","1","middle","sw","dorm2","curitiba"
"45.5","-81.4","9.1","4.1","4.8","5.4","8","5.4","21.5","2.1","-1","0","4.6","25.7","11.9","0","29.3","70.7","03","linear","tv","1","middle","sw","liv","curitiba"
"45.9","-115.6","14.3","8","8.6","14.1","9.7","14.5","18.4","28.6","0.2","0","5.9","33.4","17","25.1","0.5","74.4","03","linear","tv","1","corner","ne","dorm1","rio_de_janeiro"
"48.5","-130.2","14.9","9.5","12.8","16.9","10.3","16.6","43.6","10.3","0.4","0","6.3","32.1","18","28.3","0","71.7","03","linear","tv","1","corner","ne","dorm2","rio_de_janeiro"
"34.3","-98.3","14.8","8.2","10.7","9.6","9.6","10.8","35.2","5.4","0.1","0","5.3","31.9","17.8","50.7","0","49.3","03","linear","tv","1","corner","ne","liv","rio_de_janeiro"
"45.9","-113.6","14.2","7.8","8.5","14.1","9.8","12.5","17.8","27","0.3","0","5.8","33.6","17","24.8","0.6","74.6","03","linear","tv","1","corner","nw","dorm1","rio_de_janeiro"
"48.5","-130.9","15","9.5","12.9","17.1","10.2","17.1","43.9","13.4","0.3","0","6.3","32.2","18","28.4","0","71.6","03","linear","tv","1","corner","nw","dorm2","rio_de_janeiro"
"34.4","-96","14.6","7.8","10.3","10.4","9.3","8.9","33.9","5","0.2","0","5.4","31.8","17.8","49.4","0","50.6","03","linear","tv","1","corner","nw","liv","rio_de_janeiro"
"46.2","-104.1","11.8","6.1","4.6","13.2","11.6","11.5","14.5","26.4","-1","0","5.6","33.6","16.6","23.3","1","75.7","03","linear","tv","1","corner","se","dorm1","rio_de_janeiro"
"49.2","-104.7","11.8","6.6","5","11.6","8.9","12","29.9","7.6","-0.5","0","5.6","32","17.1","23.9","0.7","75.4","03","linear","tv","1","corner","se","dorm2","rio_de_janeiro"
"34.7","-89.2","13.6","6.8","7.6","8.4","9","9.1","29.8","4.3","-0.2","0","5.2","32","17.4","44.2","0","55.8","03","linear","tv","1","corner","se","liv","rio_de_janeiro"
"46.2","-102.3","11.7","6","4.7","11.1","11.6","11.5","14","24.9","-0.8","0","5.5","33.8","16.6","22.9","1.1","76","03","linear","tv","1","corner","sw","dorm1","rio_de_janeiro"
"49.2","-105.3","11.8","6.6","5","12.5","9","11.7","30.1","8.1","-0.6","0","5.6","32","17.1","24","0.7","75.3","03","linear","tv","1","corner","sw","dorm2","rio_de_janeiro"
"34.9","-87.2","13.4","6.4","7.4","8.7","8.6","7.8","28.6","3.9","-0.2","0","5.4","32","17.4","42.9","0","57.1","03","linear","tv","1","corner","sw","liv","rio_de_janeiro"
"37.5","-90.1","11.1","6.3","5.6","8.6","11.7","8.7","25.8","8.9","0.3","0","4.4","31","17.9","23.2","0","76.8","03","linear","tv","1","middle","ne","dorm1","rio_de_janeiro"
"47.6","-129.5","15","9.4","17.9","11.9","15.1","11.9","41.7","15.1","0.2","0","6.2","32.3","18","28.1","0","71.9","03","linear","tv","1","middle","ne","dorm2","rio_de_janeiro"
"37.2","-107.4","16.3","9.5","13.9","9.6","10.9","9.5","37.7","6.2","0.2","0","5.1","32","18","57.7","0","42.3","03","linear","tv","1","middle","ne","liv","rio_de_janeiro"
"37.5","-90.1","11.1","6.3","5.6","8.6","11.7","8.7","25.8","8.9","0.3","0","4.4","31","17.9","23.2","0","76.8","03","linear","tv","1","middle","nw","dorm1","rio_de_janeiro"
"47.6","-129.5","15","9.4","17.9","11.9","15.1","11.9","41.7","15.1","0.2","0","6.2","32.3","18","28.1","0","71.9","03","linear","tv","1","middle","nw","dorm2","rio_de_janeiro"
