"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-67.5","23.7","10.6","10.8","14.3","8.6","12.1","16","29.7","-0.4","2.8","4.6","29","10.7","0","43.7","56.3","01","linear","sf","5","corner","ne","dorm1","curitiba"
"57.9","-73.9","25.2","11.5","12.9","14","9","17","41.1","9","-0.3","3.2","4.9","28.8","11.1","0","41.6","58.4","01","linear","sf","5","corner","ne","dorm2","curitiba"
"41.6","-131.9","22.1","9.9","11","9","9.1","9.7","33.8","5","0","5","14.8","28.7","10.1","4.4","25.4","70.2","01","linear","sf","5","corner","ne","liv","curitiba"
"54.2","-103","23.3","10.2","10.4","11.7","8.2","13.2","15.5","27.9","-0.6","2.9","6.6","28.9","9.7","0","41.7","58.3","01","linear","sf","5","corner","nw","dorm1","curitiba"
"57.8","-113.3","25","11.3","13","17.1","8.9","13.9","41.2","11.8","-0.5","3.3","7","28.6","9.9","0","39.5","60.5","01","linear","sf","5","corner","nw","dorm2","curitiba"
"41.1","-113","20.3","8.7","10","8.6","8.1","8","30.5","4.3","-0.5","4.3","9.7","28.9","8.8","5.2","22.7","72.1","01","linear","sf","5","corner","nw","liv","curitiba"
"54.3","-49.1","16.7","8.3","5.7","11.1","9.1","8.7","11.7","22.9","-1.2","2.2","3.4","28.8","9.7","0","47.9","52.1","01","linear","sf","5","corner","se","dorm1","curitiba"
"58","-53.3","17","8.5","5.8","9.8","9.5","12.1","29.4","7.8","-1.1","2.5","3.6","28.6","9.9","0","46.2","53.8","01","linear","sf","5","corner","se","dorm2","curitiba"
"42","-123.5","20.1","9.5","8.1","8.1","10.7","8.5","30.9","4.6","0","4.5","14.4","28.6","10.1","3.5","31.1","65.4","01","linear","sf","5","corner","se","liv","curitiba"
"54.3","-88.8","16","7.8","5.3","8.3","8.6","9.9","11.2","20.9","-1.4","2.3","5.8","29.1","10.2","0","45.7","54.3","01","linear","sf","5","corner","sw","dorm1","curitiba"
"57.9","-96.8","16.7","8.3","5.7","12.2","9.6","9.6","29.4","7.7","-1.4","2.6","6.1","28.8","10.4","0","43.6","56.4","01","linear","sf","5","corner","sw","dorm2","curitiba"
"41.4","-99.5","17.9","8","7","7.3","9.4","6.9","26.8","3.7","-0.6","3.6","8.7","28.9","9.3","4.1","27.7","68.2","01","linear","sf","5","corner","sw","liv","curitiba"
"44","-100.7","16.2","6.8","7.6","7.1","8.4","7.1","24.9","5.3","-1.3","2","4.8","28.3","11.3","0","37.2","62.8","01","linear","sf","5","middle","ne","dorm1","curitiba"
"56.5","-134.1","24.1","10.3","14.1","11.5","12.1","11.4","37","12.1","-1.4","3.2","6.3","29","11.2","0","35.2","64.8","01","linear","sf","5","middle","ne","dorm2","curitiba"
"44.3","-105.2","21","8.9","8.2","7.7","7.6","6.8","25.7","4.6","-1.1","3.7","5.1","28.5","11.1","7.6","17.7","74.8","01","linear","sf","5","middle","ne","liv","curitiba"
"44","-100.1","16.1","6.8","7.5","7","8.4","7.1","24.8","5.3","-1.3","2","4.8","28.3","11.3","0","37.2","62.8","01","linear","sf","5","middle","nw","dorm1","curitiba"
"56.5","-133.4","24","10.3","14","11.3","12.1","11.6","36.9","12.1","-1.4","3.2","6.3","29","11.2","0","35.1","64.9","01","linear","sf","5","middle","nw","dorm2","curitiba"
"44.3","-104.2","21","9","8.2","6.8","7.6","7.9","25.9","4.6","-1.1","3.7","5.1","28.5","11.1","7.5","17.6","74.9","01","linear","sf","5","middle","nw","liv","curitiba"
