"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429.9","-849","250.3","108.1","72.6","178.4","150.9","149.4","190.6","360.6","10.9","29.8","7.3","29.3","8.4","0","36.2","63.8","01","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"427.6","-883.9","247.5","110.3","120.6","156.8","141.9","175.5","415.1","141.9","12.1","32.2","7.7","28.4","9.7","0","29.2","70.8","01","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"846.2","-3104.6","532.9","238.9","257.7","277.4","313","301.9","991.4","158.6","15.8","128.2","13.8","27.6","9.6","1.9","15.9","82.2","01","Linear","C10","3","Intermediário","Canto","NE","Curitiba"
"428.3","-1109.1","262.2","114.2","77.6","154.9","145","238.4","199.6","416.3","9.8","32.1","8.8","30.6","8.3","0.2","33.7","66.1","01","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"426.7","-1101.5","246","110.2","127.7","170.4","136.6","155.5","427.4","162.9","10.6","33.4","9.4","28.6","9.5","0","28","72","01","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"834.3","-2902.7","528.3","238.2","260.5","276","289.3","285.1","946.1","164.7","11.4","122.1","9.7","28.7","9.5","3.2","13.8","83","01","Linear","C10","3","Intermediário","Canto","NW","Curitiba"
"431","-702.6","163.6","75.4","54","176.6","97.4","94.2","126.8","295.5","-2.2","22.9","6.2","29.2","8","0","42.8","57.2","01","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429.1","-708.2","140.5","63.8","50.3","95.3","92.5","118.1","285.1","71.1","-1.2","23.4","6.5","28.4","8.7","0","39.8","60.2","01","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"856","-2624.7","459.6","204.2","205.7","240.6","338.5","209.5","854.3","139.9","11.4","105.3","12.3","28.1","9.1","1.2","22.4","76.4","01","Linear","C10","3","Intermediário","Canto","SE","Curitiba"
"429.7","-982.5","182.5","84.3","53.9","102.5","122.2","246.2","140.3","384.5","-2.4","26.6","8.6","30.8","8","0.1","39.6","60.3","01","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
