"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"428.4","-931.3","145.5","66.5","49.3","124.5","104.7","100.8","314.1","65.2","-1.8","26.2","9","28.5","8.8","0","38.3","61.7","01","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"845.8","-2451.2","472.6","213.1","197.8","194.5","346.7","270.9","839.8","170","11.3","105","9.1","28.9","9.1","2.3","18.8","79","01","Linear","C10","3","Intermediário","Canto","SW","Curitiba"
"434.4","-1073.8","161","64.5","-36.1","114.4","184.6","33.9","161.5","135.3","1.4","21.3","5","27.8","9.6","0","29.1","70.9","01","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"425.6","-1156.2","229.3","97.9","118.3","113","173.3","93.5","324.7","173.3","3.3","29.5","6.7","29.1","9.7","0.1","23","77","01","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"814.9","-2169.6","438.7","199","84.8","162.7","262.1","157.6","489.8","177.4","7.9","86.7","5.4","28.2","9.8","2.5","10.4","87.1","01","Linear","C10","3","Intermediário","Meio","NE","Curitiba"
"434.3","-1073.2","160.3","64","-37.2","33.7","184.1","113.6","159.5","134.6","1.2","21.3","5","27.8","9.6","0","29","71","01","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"425.4","-1156.8","229.3","97.9","118.8","93.4","172.4","114","326.2","172.4","3.1","29.4","6.6","29.1","9.7","0.1","22.8","77.2","01","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"814.7","-2168.1","443.9","202.3","84.9","159.7","261.8","179.4","509.2","176.6","7.6","87.7","5.4","28.2","9.8","2.6","10.2","87.2","01","Linear","C10","3","Intermediário","Meio","NW","Curitiba"
"436.6","-789.3","96.2","30.5","69.2","60.8","-31","43.8","100.8","42","-10","20","4.2","26.8","8.6","0","40.1","59.9","01","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"428.4","-824.1","111.9","50","57.8","65.8","70.1","50.8","186.7","57.8","-5.4","17","5.5","27.5","8.6","0","37","63","01","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"838.4","-1585.3","287.3","113.7","106.5","130.5","95.6","93.8","368.6","57.9","-9.7","58.9","4.5","27.3","8.8","0.2","21.5","78.3","01","Linear","C10","3","Intermediário","Meio","SE","Curitiba"
"436.6","-800.3","95.8","29.8","68","42.6","-31.2","60.4","98.8","40.9","-10.3","20.1","4.2","26.8","8.6","0","39.9","60.1","01","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"428.3","-829","112.2","50.2","57.3","51.1","70.8","66.6","188.4","57.3","-5.5","17.2","5.6","27.6","8.6","0","36.8","63.2","01","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"838.1","-1597.5","291.4","117","106.3","94","94.9","151.5","389.6","57.2","-10","59.4","4.5","27.3","8.8","0.2","21.3","78.5","01","Linear","C10","3","Intermediário","Meio","SW","Curitiba"
"338.7","-955","257.8","115.1","72.3","223.8","155.4","155.8","200.2","407.1","10.7","32.7","9.1","35.7","17.1","47.6","0.1","52.3","01","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"333.2","-988","256.5","115.4","129.1","161.8","146.3","181.2","439","146.3","12","35","9.7","34.1","18","53.7","0","46.3","01","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"680.8","-2716.7","511","261.6","261.7","283.9","298.3","288.5","964.7","167.7","13.6","126.6","12.4","34.3","18.1","69.5","0","30.5","01","Linear","C10","3","Intermediário","Canto","NE","Rio de Janeiro"
"336.7","-1132.2","258.5","115.3","74.7","157.1","154.8","222.3","202.9","406.1","11.1","33.4","10.9","36","17.4","50.1","0.1","49.8","01","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"332.1","-1156.6","258","116.7","132.8","185","147.4","162.8","446.8","181.2","12.1","35.8","11.6","33.9","18.2","54.8","0","45.2","01","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"674","-2480.1","493.1","250.4","243.8","271.7","282.6","267.5","909.5","156.1","9","119","9.5","34.3","17.6","71.5","0","28.5","01","Linear","C10","3","Intermediário","Canto","NW","Rio de Janeiro"
"343.8","-900.3","161.4","82.5","53","230.8","114.7","97.4","133.6","362.2","-3.4","25.9","15.8","36.3","17.3","40.5","0.1","59.3","01","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"340.2","-781.8","133.8","66.9","46.7","95.1","99.6","123.8","298.4","66.8","-2.9","25.7","15.8","35.1","17.8","43.9","0","56.1","01","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"701.5","-2068.5","436.4","221.2","185.2","252.3","335.8","193.7","810.7","156.2","9.3","102.4","11.4","34.8","17.7","58.9","0","41.1","01","Linear","C10","3","Intermediário","Canto","SE","Rio de Janeiro"
"342.4","-1002.8","165.4","84.4","56","101","123.8","243.2","139","385.1","-2.1","27.3","16.9","36.5","17","42.1","0.1","57.7","01","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"340","-835.3","135.8","68.9","49.2","127.9","103.5","97.3","308.1","69.8","-2.1","26.5","17.2","34.8","17.5","44.2","0.1","55.7","01","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"699.4","-2018.3","443.2","225.4","186.3","195.7","347.9","255.9","825.5","160.3","9.7","102.9","10.5","34.7","17","60.3","0","39.7","01","Linear","C10","3","Intermediário","Canto","SW","Rio de Janeiro"
"335.2","-961.6","146.8","67.7","-36.7","112","185.3","36.6","159.6","137.7","0","21.3","5.1","33","18.5","51.6","0","48.4","01","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"323.8","-1076","236.1","100.2","117.2","114.5","179","93","324.7","179","2.6","30.2","6.8","34.2","18.8","58.8","0","41.2","01","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"648.9","-1991.4","424.6","213.7","92.7","173.9","267.9","160.2","510.2","184.5","6.4","88.9","5.5","33.3","18.6","78.1","0","21.9","01","Linear","C10","3","Intermediário","Meio","NE","Rio de Janeiro"
"335.1","-960.2","146.5","67.6","-37","36.4","185.1","112.2","159.2","137.5","0","21.4","5.1","33","18.4","51.6","0","48.4","01","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"323.7","-1074.4","236","100.2","117.2","92.5","178.8","115.2","324.8","178.8","2.5","30.2","6.8","34.2","18.7","58.9","0","41.1","01","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"648.9","-1986.6","425.6","214.5","92.7","160.1","268.2","180.1","516.4","184.7","6.5","89.1","5.5","33.2","18.5","78.1","0","21.9","01","Linear","C10","3","Intermediário","Meio","NW","Rio de Janeiro"
"345.7","-629.9","72.1","25","47.1","49.4","-42.8","34.8","63.6","25","-14.2","16","4.3","33.7","17.9","40.7","0","59.3","01","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"336.1","-664.3","92.4","44.1","38.8","57","59.3","41","157.3","38.8","-9.1","14.8","5.6","34.5","18.1","44.9","0","55.1","01","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"676.8","-1307.4","244.9","111","80.9","127.2","83.2","80.5","333.1","38.8","-17.4","51.3","4.6","34.1","18","57.9","0","42.1","01","Linear","C10","3","Intermediário","Meio","SE","Rio de Janeiro"
"345.7","-632.2","71.9","24.9","46.8","34.6","-43.1","49.3","62.8","24.8","-14.3","15.9","4.3","33.8","17.9","40.7","0","59.2","01","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"336.1","-664.7","92.4","44.1","38.8","41","59.3","57","157.3","38.8","-9.2","14.8","5.6","34.5","18.1","45","0","55","01","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"676.9","-1308.2","244.7","110.8","80.8","80.4","82.9","128.8","334.2","38.7","-17.3","51.3","4.6","34","18","57.9","0","42.1","01","Linear","C10","3","Intermediário","Meio","SW","Rio de Janeiro"
"398.4","-808.1","241.1","106.1","67.2","191.1","137.9","144.9","185.3","355.7","6.5","29.3","9.1","32.9","11.7","7.2","12.6","80.1","01","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"395","-812.8","240.1","107.7","118.9","151.7","130.5","166.6","406.8","130.5","7.8","31.9","9.3","32","12.3","9.1","8.3","82.7","01","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"778.1","-2993.9","530.7","246","262.2","279.1","301.2","294.7","983.6","153.6","10.7","127.3","13.7","31.6","11.9","27.8","4.2","68","01","Linear","C10","3","Intermediário","Canto","NE","São Paulo"
"397","-1180.4","245.1","106.7","71.8","149","136.8","200.7","192.8","365.5","6.6","31.3","11","33.3","11.5","8.9","10.9","80.2","01","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"394","-1207.9","243.2","110.2","127.6","173.6","130.4","154.1","426.6","159.2","7.5","33.7","11.7","32","12.2","9.3","6.9","83.8","01","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"769","-2352.9","476.3","216.3","208.7","248.6","258.8","243.4","825.9","133.6","1.4","108","8.2","31.7","12.4","30.7","3.5","65.8","01","Linear","C10","3","Intermediário","Canto","NW","São Paulo"
"402.1","-928.5","171.4","82.8","57.6","209.4","111.9","102.7","139.8","341.8","-3","26","12.4","32","10.7","6.3","19.9","73.8","01","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"399.6","-891.7","147.4","69.2","53.3","103.4","105","130.4","318.3","73.8","-2","26.6","12.7","31.1","11.4","7","16.9","76","01","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"792.7","-2147.8","455.8","209.7","191.8","241.7","338.3","201.7","828.6","144.9","7.6","102.9","10.4","31","11.8","22.7","6.4","70.9","01","Linear","C10","3","Intermediário","Canto","SE","São Paulo"
"401.3","-1057","180.9","86.1","62.4","109","126.1","232.4","148.8","381.2","-1.2","28.1","14.5","32.4","10.6","7.4","19.4","73.2","01","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"399.8","-984","152.1","72.3","57","137.1","111.7","108.3","336.3","77.8","-0.8","28.1","15.1","30.9","11.1","7.3","17.8","74.9","01","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"792.8","-2148.5","471.6","220.5","197.8","209.2","371.9","255.9","876.2","158.6","10.2","106.4","10.4","31","11.7","23.5","6.7","69.8","01","Linear","C10","3","Intermediário","Canto","SW","São Paulo"
"400.2","-984.6","147.6","59.9","-48.5","109.2","170.1","27","134.5","123.3","-2.6","20.3","5","31.2","12.4","5.9","8","86.1","01","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"390","-1080.1","222.4","94.9","112.4","109.7","159.4","88.6","310.6","159.4","-0.6","28.5","6.7","32.2","12.7","10.2","5.8","83.9","01","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"748.4","-2011.2","421","196.1","75.5","161.5","245.1","152.7","471.1","163.8","0.4","83.3","5.4","31.5","12.6","32.8","2.8","64.4","01","Linear","C10","3","Intermediário","Meio","NE","São Paulo"
"400.1","-981.7","146.8","59.5","-49.6","26.4","169.4","109.1","132.7","122.6","-2.8","20.3","5","31.2","12.4","5.9","7.9","86.2","01","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"389.8","-1077.3","222.2","94.7","112.4","88","158.6","110.4","310.7","158.6","-0.8","28.5","6.6","32.1","12.7","10.3","5.7","84","01","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"748.2","-2003.4","423.7","198.1","74.4","152.2","245.3","175.6","483.8","163.6","0.2","83.5","5.3","31.5","12.7","32.9","2.8","64.3","01","Linear","C10","3","Intermediário","Meio","NW","São Paulo"
"406.1","-724.5","85.5","26","58.1","56","-40.8","35.3","75.5","33.1","-13.1","18","4.3","29.9","12.2","3.7","16.8","79.5","01","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"397","-755.7","104.8","47.2","48.1","62.3","65.3","46","173.7","48.1","-8.3","16.3","5.6","30.6","12.4","6.3","15.1","78.6","01","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"775.1","-1467.3","271.9","111.6","94","129.9","84.6","88.1","348.6","48","-15.4","55.2","4.6","30.3","12.4","20.2","5.2","74.6","01","Linear","C10","3","Intermediário","Meio","SE","São Paulo"
"406","-727.3","85.7","26.3","58.2","35.4","-39.9","56","76.5","33.2","-13.1","18.2","4.3","29.9","12.2","3.7","16.8","79.5","01","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
"397","-755.4","104.8","47.2","48.2","46.1","65.3","62.3","173.7","48.2","-8.3","16.2","5.6","30.5","12.4","6.3","15","78.7","01","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
"775.1","-1466.3","271.4","111.5","93.9","87.6","83.8","131.6","349","47.9","-15.4","55","4.6","30.2","12.4","20","5.2","74.8","01","Linear","C10","3","Intermediário","Meio","SW","São Paulo"
