"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.4","-103.2","8.6","6.3","7.6","10.3","6.1","10.7","13.5","21.2","-0.7","0","5.9","27.7","11.3","0","42.5","57.5","03","linear","sf","1","corner","ne","dorm1","curitiba"
"58","-116.3","9.1","7.6","9.7","13","6.7","12.8","33.4","6.7","-0.6","0","6.3","27.4","11.7","0","39.9","60.1","03","linear","sf","1","corner","ne","dorm2","curitiba"
"41.3","-93.5","12.6","6.7","8.8","7.7","7.6","8.9","28.8","4.1","-0.1","0","7.2","26.2","11.6","0.4","19.9","79.7","03","linear","sf","1","corner","ne","liv","curitiba"
"54.4","-102.5","8.6","6.3","7.5","10.6","6.1","9.8","13.4","20.6","-0.6","0","5.8","27.7","11.3","0","42.5","57.5","03","linear","sf","1","corner","nw","dorm1","curitiba"
"58","-116.4","9.1","7.6","9.8","12.9","6.7","13","33.4","9","-0.6","0","6.4","27.5","11.7","0","39.9","60.1","03","linear","sf","1","corner","nw","dorm2","curitiba"
"40.9","-87.8","11.2","5.9","8","8.1","6.9","7","26.5","3.6","-0.4","0","5.9","26.5","10.3","0.7","19.2","80.1","03","linear","sf","1","corner","nw","liv","curitiba"
"54.5","-90.7","6.6","4.6","3.8","8.1","6.9","7.7","9.8","16.8","-1.4","0","5.4","26.5","10.9","0","45.7","54.3","03","linear","sf","1","corner","se","dorm1","curitiba"
"58.1","-98.6","7.1","5.5","4.1","9","7","9.1","23.4","5.8","-1.2","0","5.6","25.8","11.2","0","44.7","55.3","03","linear","sf","1","corner","se","dorm2","curitiba"
"41.5","-85.9","11.5","5.4","6.4","6.5","7.4","7.5","24.4","3.4","-0.4","0","6.9","26","11.2","0","24.6","75.4","03","linear","sf","1","corner","se","liv","curitiba"
"54.5","-90.2","6.7","4.6","3.8","7.7","6.9","7.6","9.7","16.2","-1.4","0","5.3","26.6","10.9","0","45.8","54.2","03","linear","sf","1","corner","sw","dorm1","curitiba"
"58.1","-98.7","7.1","5.5","4.2","9.2","7","9.1","23.4","5.9","-1.2","0","5.7","25.7","11.2","0","44.7","55.3","03","linear","sf","1","corner","sw","dorm2","curitiba"
"41.2","-80.2","10.1","4.6","5.7","6.7","6.7","5.7","22","2.9","-0.7","0","5.5","26.4","10.8","0.1","23.1","76.7","03","linear","sf","1","corner","sw","liv","curitiba"
"44.5","-84.7","6.9","5.4","7","7.1","7.4","7.1","23.4","5.1","-0.4","0","4.5","26.4","12","0","41.9","58.1","03","linear","sf","1","middle","ne","dorm1","curitiba"
"57","-114.1","9.1","7.5","13.5","8.9","9.9","9","31.4","9.9","-0.7","0","6.2","27.5","11.7","0","40","60","03","linear","sf","1","middle","ne","dorm2","curitiba"
"44.5","-96.6","12","7.3","10.7","7.4","7.9","7.4","29","4.3","-0.6","0","5.3","27.2","11.8","1.4","14.6","84","03","linear","sf","1","middle","ne","liv","curitiba"
"44.5","-84.7","6.9","5.4","7","7","7.4","7.1","23.4","5.1","-0.4","0","4.5","26.4","12","0","41.9","58.1","03","linear","sf","1","middle","nw","dorm1","curitiba"
"57","-114.1","9.1","7.5","13.5","8.9","9.9","9","31.4","9.9","-0.7","0","6.2","27.5","11.7","0","40","60","03","linear","sf","1","middle","nw","dorm2","curitiba"
"44.5","-96.6","12","7.3","10.7","7.3","7.9","7.5","29","4.3","-0.6","0","5.3","27.1","11.8","1.4","14.6","84","03","linear","sf","1","middle","nw","liv","curitiba"
"44.5","-72","6","3.8","4.5","4.7","4.6","4.7","15.7","2.9","-0.9","0","4.1","24.7","11.4","0","46.7","53.3","03","linear","sf","1","middle","se","dorm1","curitiba"
"57.1","-95.8","7","5.4","6","6.2","9.3","6.2","21.7","6","-1.2","0","5.5","25.6","11.2","0","45","55","03","linear","sf","1","middle","se","dorm2","curitiba"
"45.2","-80.1","9.5","4.1","5","4.9","7.3","4.9","19.7","2.5","-1.2","0","4.7","26","11.2","0","22.3","77.7","03","linear","sf","1","middle","se","liv","curitiba"
"44.5","-72","6","3.8","4.5","4.7","4.6","4.7","15.7","2.9","-0.9","0","4.1","24.7","11.4","0","46.7","53.3","03","linear","sf","1","middle","sw","dorm1","curitiba"
"57.1","-95.8","7","5.4","6","6.2","9.3","6.2","21.7","6","-1.2","0","5.5","25.6","11.2","0","45","55","03","linear","sf","1","middle","sw","dorm2","curitiba"
"45.2","-80.1","9.5","4.1","5","4.9","7.3","5","19.7","2.5","-1.2","0","4.7","26","11.2","0","22.3","77.7","03","linear","sf","1","middle","sw","liv","curitiba"
"46","-110.7","14.7","7.9","9.2","12.5","7.5","12.9","16.3","25.8","-0.1","0","6.1","33.7","17.2","23.2","0.5","76.3","03","linear","sf","1","corner","ne","dorm1","rio_de_janeiro"
"48.8","-123.1","15.3","9","11.4","15.2","8","15.1","39.1","8","0.1","0","6.5","33.4","17.6","25.2","0.2","74.6","03","linear","sf","1","corner","ne","dorm2","rio_de_janeiro"
"34.2","-94","15.4","8","9.6","8.5","8.3","9.8","31.7","4.5","0","0","5.5","32.1","17.4","53.1","0","46.9","03","linear","sf","1","corner","ne","liv","rio_de_janeiro"
"46.1","-109.4","14.6","7.8","9.1","12.6","7.4","11.7","16","24.9","0","0","6","33.6","17.2","23","0.5","76.5","03","linear","sf","1","corner","nw","dorm1","rio_de_janeiro"
"48.8","-123.4","15.3","9.1","11.4","15.2","8","15.3","39.2","10.8","0.1","0","6.5","33.4","17.6","25.3","0.2","74.5","03","linear","sf","1","corner","nw","dorm2","rio_de_janeiro"
"34.2","-91.8","15.3","7.6","9.2","9.3","8","8.1","30.4","4.2","0","0","5.6","32.6","17.3","52.9","0","47.1","03","linear","sf","1","corner","nw","liv","rio_de_janeiro"
"46.4","-95.1","11.7","5.7","4.8","9.8","8.2","9.4","11.9","20.3","-1","0","5.5","33","16.8","21.1","1.2","77.7","03","linear","sf","1","corner","se","dorm1","rio_de_janeiro"
"49.3","-101.5","12","6.5","5","10.6","8.1","10.6","27.3","7","-0.8","0","5.7","32.5","17","22","0.9","77.1","03","linear","sf","1","corner","se","dorm2","rio_de_janeiro"
"34.6","-85.9","14.1","6.7","7.1","7.2","8.1","8.2","26.8","3.8","-0.3","0","5.4","32.3","17","45.9","0","54.1","03","linear","sf","1","corner","se","liv","rio_de_janeiro"
"46.4","-94","11.7","5.7","4.7","9.2","8.2","9","11.7","19.4","-1","0","5.4","33.5","16.8","20.8","1.2","78","03","linear","sf","1","corner","sw","dorm1","rio_de_janeiro"
"49.3","-101.8","12","6.5","5","10.8","8.1","10.6","27.4","7.1","-0.8","0","5.7","32.4","17","22.1","0.9","77","03","linear","sf","1","corner","sw","dorm2","rio_de_janeiro"
"34.7","-84.3","14","6.3","6.8","7.9","7.8","6.8","25.8","3.5","-0.3","0","5.6","32.8","17","45.5","0","54.5","03","linear","sf","1","corner","sw","liv","rio_de_janeiro"
"37.5","-90.9","11.8","6.7","8.8","8.5","9","8.5","28.7","6.1","0","0","4.7","32.4","17.8","23.3","0","76.7","03","linear","sf","1","middle","ne","dorm1","rio_de_janeiro"
"48","-121","15.3","8.9","15.7","10.5","11.9","10.5","36.7","11.9","0","0","6.4","33.5","17.6","25","0.2","74.8","03","linear","sf","1","middle","ne","dorm2","rio_de_janeiro"
"37","-102.2","16.8","9.2","12.4","8.6","9.4","8.5","33.7","5.2","0","0","5.3","32.9","17.4","59.8","0","40.2","03","linear","sf","1","middle","ne","liv","rio_de_janeiro"
"37.5","-90.9","11.8","6.7","8.8","8.5","9","8.5","28.7","6.1","0","0","4.7","32.4","17.8","23.3","0","76.7","03","linear","sf","1","middle","nw","dorm1","rio_de_janeiro"
"48","-121","15.3","8.9","15.7","10.5","11.9","10.5","36.7","11.9","0","0","6.4","33.5","17.6","25","0.2","74.8","03","linear","sf","1","middle","nw","dorm2","rio_de_janeiro"
"37","-102.2","16.8","9.2","12.4","8.5","9.4","8.7","33.7","5.2","0","0","5.3","32.9","17.4","59.8","0","40.2","03","linear","sf","1","middle","nw","liv","rio_de_janeiro"
