"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-68.4","23.9","10.6","10.9","14.4","8.6","12.1","16.1","29.9","-0.4","2.8","4.6","29.2","10.8","0","43.5","56.5","02","linear","sf","5","corner","ne","dorm1","curitiba"
"57.9","-75","25.4","11.5","13.1","14.1","9.1","17.2","41.4","9.1","-0.3","3.2","4.9","28.9","11.1","0","41.5","58.5","02","linear","sf","5","corner","ne","dorm2","curitiba"
"41.6","-133.2","22.5","10.1","11.7","9.2","9.2","10.6","35.6","5.1","0","4.2","14.8","28.8","10.1","4.9","24.9","70.2","02","linear","sf","5","corner","ne","liv","curitiba"
"54.2","-104.4","23.4","10.2","10.5","11.7","8.2","13.3","15.6","28.1","-0.6","2.9","6.6","29","9.7","0","41.5","58.5","02","linear","sf","5","corner","nw","dorm1","curitiba"
"57.8","-114.9","25.2","11.4","13.2","17.3","9","14","41.5","11.9","-0.6","3.4","7","28.7","9.9","0","39.2","60.8","02","linear","sf","5","corner","nw","dorm2","curitiba"
"41","-115","20.8","9","10.7","9.7","8.3","8.2","32.5","4.4","-0.5","3.7","9.7","29","8.7","5.9","22.3","71.8","02","linear","sf","5","corner","nw","liv","curitiba"
"54.3","-49.3","16.9","8.3","5.8","11.2","9.3","8.9","11.8","23.3","-1.2","2.2","3.4","28.9","9.8","0","47.8","52.2","02","linear","sf","5","corner","se","dorm1","curitiba"
"58","-53.5","17.2","8.6","5.9","9.9","9.6","12.3","29.7","7.9","-1.1","2.5","3.6","28.7","10","0","46.2","53.8","02","linear","sf","5","corner","se","dorm2","curitiba"
"42","-123.4","20.1","9.3","8.1","8.1","10.3","9.3","31.1","4.6","0","3.6","14.3","28.8","10","3.8","31.2","65","02","linear","sf","5","corner","se","liv","curitiba"
"54.3","-89.6","16.2","7.9","5.4","8.4","8.8","10","11.4","21.2","-1.4","2.3","5.8","29.2","10.2","0","45.4","54.6","02","linear","sf","5","corner","sw","dorm1","curitiba"
