"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"786.9","-1946.7","391.5","159.6","159.3","215.8","275","166.4","684","132.5","-0.1","87.7","7.3","29.6","13.9","19.2","3.8","77.1","00","Linear","C10","1","Térreo","Canto","SE","São Paulo"
"401.1","-1065.5","161","71.1","56.3","95.5","115.7","238.3","130.8","374.9","-3.9","25.2","10.5","31.5","12.4","5.1","13.4","81.4","00","Linear","C10","1","Térreo","Canto","SW","São Paulo"
"399.5","-1003.3","154.8","59","49.9","122.3","99.4","94.9","297.4","69.2","-3.7","25.3","11","29.7","13.2","3.5","10.2","86.3","00","Linear","C10","1","Térreo","Canto","SW","São Paulo"
"786.4","-1922.1","402.4","169.2","165","173.5","298.8","231.8","721.1","148","2.9","90.9","7.1","29.9","13.8","20.9","3.6","75.5","00","Linear","C10","1","Térreo","Canto","SW","São Paulo"
"403.4","-962","108.8","65.3","-29.7","100.3","190.8","48","160.5","149","0.2","19.5","5.1","29.5","14.1","2.7","6.2","91.1","00","Linear","C10","1","Térreo","Meio","NE","São Paulo"
"394.7","-1015","91.5","102.2","104.6","101.8","189.7","87.1","293.5","189.7","2.3","26","6.7","30.5","14.3","4.5","4.8","90.7","00","Linear","C10","1","Térreo","Meio","NE","São Paulo"
"753.8","-1921.4","234.9","191.5","97.7","161.8","264.7","141.9","472.9","193.2","5.5","80.2","5.4","29.9","14.4","25.3","1.7","73","00","Linear","C10","1","Térreo","Meio","NE","São Paulo"
"403.3","-960.3","107.8","65.1","-30.3","47.6","190.4","100.3","159.3","148.6","0.1","19.5","5","29.5","14.2","2.7","6.1","91.1","00","Linear","C10","1","Térreo","Meio","NW","São Paulo"
"394.6","-1013.5","90.6","102.2","104.5","86.7","189.2","102.3","293.5","189.2","2.2","25.9","6.7","30.5","14.3","4.6","4.7","90.7","00","Linear","C10","1","Térreo","Meio","NW","São Paulo"
"753.6","-1916.9","233.2","193.1","96.8","141.5","264.4","170","479.9","192.9","5.3","80.1","5.4","29.8","14.5","25.2","1.6","73.1","00","Linear","C10","1","Térreo","Meio","NW","São Paulo"
"407","-784.6","150.2","26.3","59.1","56.1","-37.7","48.9","92.6","33.8","-14.1","21.2","4.5","28.8","14","1.9","10.3","87.8","00","Linear","C10","1","Térreo","Meio","SE","São Paulo"
"398.7","-798.2","119","44.9","49.9","63","68.2","50","181.2","49.9","-8.7","16.5","5.9","29.4","14.1","2.7","9.5","87.8","00","Linear","C10","1","Térreo","Meio","SE","São Paulo"
"774.9","-1560.9","308.6","105.4","94","134.3","104.1","90.9","374.9","48.3","-16.7","59.4","4.9","29.1","14.3","16","2.9","81.1","00","Linear","C10","1","Térreo","Meio","SE","São Paulo"
"407","-786.3","150.2","26.5","59.3","49.1","-37.1","56.2","93.5","33.9","-14.1","21.4","4.5","28.8","14","1.9","10.3","87.8","00","Linear","C10","1","Térreo","Meio","SW","São Paulo"
"398.7","-798","119","45","49.9","50","68.2","63","181.2","49.9","-8.7","16.5","5.9","29.4","14.1","2.7","9.5","87.8","00","Linear","C10","1","Térreo","Meio","SW","São Paulo"
"775","-1560.5","308.6","105.2","93.7","90.5","103.5","135.7","375.3","48.1","-16.8","59.3","4.9","29","14.3","15.9","2.9","81.2","00","Linear","C10","1","Térreo","Meio","SW","São Paulo"
