"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"430.3","-882.5","138.4","102.8","61.4","178.9","159.8","128","164","364","9.5","26","6.3","28.5","9.5","0","33.8","66.2","00","Linear","C10","1","Térreo","Canto","NE","Curitiba"
"428","-911.7","130.5","103.3","104.6","134.3","148.6","158.4","359","148.6","10.5","27.9","6.6","27.9","10.7","0","27.7","72.3","00","Linear","C10","1","Térreo","Canto","NE","Curitiba"
"841.2","-2761.3","407.3","186.4","227.7","239.3","276.7","247.5","840.7","150.6","10.3","109.6","9.5","26.9","10.8","1","12.8","86.3","00","Linear","C10","1","Térreo","Canto","NE","Curitiba"
"429.1","-1109.1","132.8","110.9","69.4","134.3","157.3","249.3","173.3","437.1","9.4","28.1","7.5","29.5","9.6","0","31.9","68","00","Linear","C10","1","Térreo","Canto","NW","Curitiba"
"427.6","-1092.8","126.6","105.1","111","153","146.7","133.9","370.5","174","10","28.9","8","27.8","10.6","0","27.1","72.9","00","Linear","C10","1","Térreo","Canto","NW","Curitiba"
"830.7","-2510.3","352.2","189","226.1","226","253.3","250.7","794.2","162","7.3","102.9","7","27.5","10.8","1.7","11.1","87.2","00","Linear","C10","1","Térreo","Canto","NW","Curitiba"
"431.1","-791.4","151.8","59.6","45.2","171.8","86.1","82.3","111.9","273.5","-5.7","20.6","5.6","27.8","9.2","0","38.4","61.6","00","Linear","C10","1","Térreo","Canto","SE","Curitiba"
"429.1","-801.1","146.1","50.4","40.5","83.7","84.3","106.6","256.5","58.5","-4.9","21.3","5.9","27","10.3","0","35.1","64.9","00","Linear","C10","1","Térreo","Canto","SE","Curitiba"
"849.8","-2426.5","453.9","153.7","174.8","213.6","286.4","180","732.5","122.3","2.7","92.7","8.6","26.6","10.6","0.2","19","80.8","00","Linear","C10","1","Térreo","Canto","SE","Curitiba"
"430","-1026.8","150.5","68.9","47.7","90","114.8","250.7","124","379.3","-5","23.9","7.3","29.6","9.3","0","36","64","00","Linear","C10","1","Térreo","Canto","SW","Curitiba"
"428.7","-984.6","145.9","53.6","41.5","111.3","94.4","88.7","280.5","55.4","-4.8","23.7","7.7","27.1","10.3","0","34","66","00","Linear","C10","1","Térreo","Canto","SW","Curitiba"
"840.5","-2214.5","407.8","164.3","166.8","167.5","289.1","247.5","712.8","158.1","4.1","91.5","6.6","27.4","10.6","1","15.5","83.5","00","Linear","C10","1","Térreo","Canto","SW","Curitiba"
"435.9","-1070.3","133.1","69.2","-15.5","107.7","206.6","58.6","196.1","161.3","3.9","21.1","5.1","27.1","10.7","0","28.5","71.5","00","Linear","C10","1","Térreo","Meio","NE","Curitiba"
"427.8","-1112.8","111.2","106","113.5","107.8","204.3","94","315.3","204.3","6","27.7","6.8","28.2","10.6","0","24.9","75.1","00","Linear","C10","1","Térreo","Meio","NE","Curitiba"
"817.9","-2121.1","285.3","195.8","115.1","171.2","285.5","151.7","515","208.6","12.7","86.8","5.5","27.4","10.9","1.2","9","89.8","00","Linear","C10","1","Térreo","Meio","NE","Curitiba"
"435.9","-1069.8","132.3","69.1","-16.1","58.7","206.3","106.8","194.9","160.8","3.8","21.1","5.1","27.1","10.7","0","28.4","71.6","00","Linear","C10","1","Térreo","Meio","NW","Curitiba"
"427.8","-1113","110.4","106.2","113.8","94","203.7","108.5","316.3","203.7","5.9","27.5","6.8","28.2","10.6","0","24.8","75.2","00","Linear","C10","1","Térreo","Meio","NW","Curitiba"
"817.8","-2119.7","284.2","198.7","115.2","153.5","284.6","181.1","527","207.5","12.4","87.4","5.5","27.4","10.9","1.1","9","89.9","00","Linear","C10","1","Térreo","Meio","NW","Curitiba"
"437.3","-876.3","176","29.1","67.5","62.6","-26.8","60.7","124.9","39.1","-11.5","24.2","4.5","25.8","10.3","0","36.5","63.5","00","Linear","C10","1","Térreo","Meio","SE","Curitiba"
"429.4","-888.9","140","47","55.8","69.1","76.2","56.9","202.2","55.8","-6.3","18","6","26.3","10.1","0","34.9","65.1","00","Linear","C10","1","Térreo","Meio","SE","Curitiba"
"837.1","-1732.6","362.1","107.3","105.2","142.7","122.7","100.9","416.5","55.1","-12","66.1","4.9","26.1","10.5","0","18.5","81.4","00","Linear","C10","1","Térreo","Meio","SE","Curitiba"
"437.2","-881.8","175","29","66.9","60.3","-26.9","62.4","124","38.6","-11.7","24.4","4.5","25.8","10.3","0","36.4","63.6","00","Linear","C10","1","Térreo","Meio","SW","Curitiba"
"429.3","-891.2","139.5","47.2","55.5","56.9","76.5","69.5","203","55.5","-6.4","18.1","6","26.3","10.1","0","34.8","65.2","00","Linear","C10","1","Térreo","Meio","SW","Curitiba"
"836.9","-1739.1","361","109.8","104.5","101","122.3","157.4","431.1","54","-12.3","66.4","4.9","26.1","10.5","0","18.4","81.6","00","Linear","C10","1","Térreo","Meio","SW","Curitiba"
"336.6","-939.8","121.1","109.4","62.4","230.8","163.3","132.5","170.5","418.4","9.2","28.1","7.5","34.5","18.4","46.3","0","53.7","00","Linear","C10","1","Térreo","Canto","NE","Rio de Janeiro"
"331.4","-951.6","116.5","107.5","109.6","136.8","151.7","161.2","373","151.7","10.4","29.7","8","32.9","19.2","51.6","0","48.4","00","Linear","C10","1","Térreo","Canto","NE","Rio de Janeiro"
"674.6","-2315.6","319.6","209.8","220.7","244.7","256.5","229.5","790.3","161.1","7.7","104.4","8.5","32.9","19.5","70.8","0","29.2","00","Linear","C10","1","Térreo","Canto","NE","Rio de Janeiro"
"334.8","-1071.3","123.5","110.6","66","134.6","163.1","236.3","173.9","426.1","9.9","28.9","8.6","35","18.7","48.6","0","51.4","00","Linear","C10","1","Térreo","Canto","NW","Rio de Janeiro"
"330.8","-1066.1","116.9","108.8","112.5","163.6","153.3","137.9","379.3","188.1","10.7","30.3","9.2","32.9","19.5","52.4","0","47.6","00","Linear","C10","1","Térreo","Canto","NW","Rio de Janeiro"
"668.1","-2134.5","297.9","204.7","210.3","218.7","246.1","236.9","756","155.9","4.8","99.1","6.8","33","19.1","72.5","0","27.5","00","Linear","C10","1","Térreo","Canto","NW","Rio de Janeiro"
"339.9","-916.2","138.5","69.4","47.2","233.2","103.5","85.6","117.9","351.5","-6.2","23.1","11.3","35","18.6","41.7","0","58.3","00","Linear","C10","1","Térreo","Canto","SE","Rio de Janeiro"
"336","-820.6","134.3","55.9","40.2","84.3","89.6","112","266.8","59.3","-5.9","23.2","11.5","33.7","19.2","45.1","0","54.9","00","Linear","C10","1","Térreo","Canto","SE","Rio de Janeiro"
"692.3","-1879.9","373","177","156.7","229.7","278.8","165.3","685.6","144.8","1.8","89.1","7.8","33.3","19.2","61.2","0","38.8","00","Linear","C10","1","Térreo","Canto","SE","Rio de Janeiro"
"338.3","-1009.2","144.6","71.3","50","89.5","112.9","250.8","123.6","379.6","-4.8","24.5","12","35.5","18.5","43.6","0","56.4","00","Linear","C10","1","Térreo","Canto","SW","Rio de Janeiro"
"335.8","-866.7","137.7","57.5","42.5","115.4","93.2","86.6","275.9","61.8","-5.1","24","12.4","33.5","19.1","45.3","0","54.7","00","Linear","C10","1","Térreo","Canto","SW","Rio de Janeiro"
"688.8","-1840.9","373.9","181.8","158.7","167.9","288.1","237.6","700.1","152.2","2.6","89.9","7.3","33.3","18.6","63","0","37","00","Linear","C10","1","Térreo","Canto","SW","Rio de Janeiro"
"337.5","-944.4","111.5","72.5","-18","104.5","205.5","57.7","187.6","162.1","2.7","20.9","5.2","32.3","19.5","47.8","0","52.2","00","Linear","C10","1","Térreo","Meio","NE","Rio de Janeiro"
"328.4","-1011.3","96.8","108","111.2","108.1","208.6","92.9","312.2","208.6","5.5","28","6.9","33.6","19.6","52.8","0","47.2","00","Linear","C10","1","Térreo","Meio","NE","Rio de Janeiro"
"653.4","-1910.4","243.2","208.8","115.7","175.2","286.9","151.2","516.6","212.4","11.3","87","5.6","32.6","19.6","77","0","23","00","Linear","C10","1","Térreo","Meio","NE","Rio de Janeiro"
"337.4","-943.7","111.3","72.5","-18.2","57.4","205.5","104.7","187.3","162.1","2.7","20.9","5.2","32.3","19.5","47.8","0","52.2","00","Linear","C10","1","Térreo","Meio","NW","Rio de Janeiro"
"328.4","-1010.5","96.6","108","111.1","92.5","208.4","108.7","312.3","208.4","5.4","28","6.9","33.6","19.6","52.9","0","47.1","00","Linear","C10","1","Térreo","Meio","NW","Rio de Janeiro"
"653.4","-1908","242.8","209.4","115.5","151","287","179.3","520.4","212.4","11.3","87","5.6","32.6","19.5","77","0","23","00","Linear","C10","1","Térreo","Meio","NW","Rio de Janeiro"
"343.6","-703.3","145.7","26.5","49.2","51.9","-37.8","49.6","87.3","25.6","-15.3","20","4.6","32.6","19.2","42.1","0","57.9","00","Linear","C10","1","Térreo","Meio","SE","Rio de Janeiro"
"335.4","-720.1","116","42.9","40.3","59.7","64.7","46.9","171.2","40.3","-9.7","15.7","6","33.2","19.2","44.8","0","55.2","00","Linear","C10","1","Térreo","Meio","SE","Rio de Janeiro"
"674.7","-1429.6","299.8","107.9","82.3","133.2","105.2","86.7","368.6","38.8","-19","57.6","4.9","32.7","19.3","59.5","0","40.5","00","Linear","C10","1","Térreo","Meio","SE","Rio de Janeiro"
"343.6","-704.7","145.5","26.5","49.1","49.5","-37.8","51.9","87.1","25.5","-15.3","20","4.6","32.6","19.2","42.1","0","57.9","00","Linear","C10","1","Térreo","Meio","SW","Rio de Janeiro"
"335.4","-720.4","115.9","42.9","40.3","46.8","64.6","59.7","171.2","40.3","-9.7","15.6","6","33.2","19.2","44.8","0","55.2","00","Linear","C10","1","Térreo","Meio","SW","Rio de Janeiro"
"674.8","-1430.3","299.7","107.7","82.1","86.5","105","135","370","38.6","-18.9","57.5","4.9","32.7","19.3","59.5","0","40.5","00","Linear","C10","1","Térreo","Meio","SW","Rio de Janeiro"
"399","-824.5","112.2","101.2","57.8","199.2","147.9","121.5","155.6","370.8","5.4","25","7.3","31.4","13.5","4.3","8.8","86.9","00","Linear","C10","1","Térreo","Canto","NE","São Paulo"
"395.9","-824.1","109","100.2","99.6","126.8","138","146.9","341.3","138","6.6","26.8","7.6","30.5","14.3","4.4","5.4","90.3","00","Linear","C10","1","Térreo","Canto","NE","São Paulo"
"774.5","-2591.5","350.4","192.4","220.8","239.1","258.4","233.3","802.8","148.9","5.7","104.7","9.2","29.8","13.9","23.3","2.2","74.5","00","Linear","C10","1","Térreo","Canto","NE","São Paulo"
"397.9","-1105.4","115.1","103.7","63.4","126.3","148.2","215.4","163.2","390.1","6.1","26.7","8.6","32.2","13.3","5.9","8.2","85.8","00","Linear","C10","1","Térreo","Canto","NW","São Paulo"
"395.4","-1108","109.2","103.3","106.6","152.1","139.4","129.4","357.7","169.8","6.9","28.2","9.1","30.4","14.1","4.9","5","90.1","00","Linear","C10","1","Térreo","Canto","NW","São Paulo"
"766.8","-2035.7","271.6","174.7","180.5","198.5","225","214","681.6","136.3","-1.1","89.2","6.1","30.3","14.4","26.2","2","71.8","00","Linear","C10","1","Térreo","Canto","NW","São Paulo"
"401.7","-939.3","146.9","67.7","50.9","210.2","99.9","87.8","120.1","328.6","-6","22.8","9.2","30.9","12.4","3.8","13.8","82.4","00","Linear","C10","1","Térreo","Canto","SE","São Paulo"
"399.2","-910.3","143.3","55.7","45.6","88.9","92","114.8","276.8","64.5","-5.2","23.6","9.5","29.9","13.2","3.5","9.6","86.8","00","Linear","C10","1","Térreo","Canto","SE","São Paulo"
