"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-67.2","20.7","8.8","7.7","12.4","8.4","11.5","15","25","-0.1","2.4","4.1","27.8","11","0","44.2","55.8","01","linear","tv","4","corner","ne","dorm1","curitiba"
"57.9","-74.7","22","9.8","11.4","13","8.6","14.7","37","8.6","0.1","2.8","4.4","27","11.5","0","40.7","59.3","01","linear","tv","4","corner","ne","dorm2","curitiba"
"41.9","-127.3","19.6","8.4","10.2","9.1","9.7","10.2","34.6","4.5","0.2","4.6","12.5","27.1","10.8","1.4","29.4","69.2","01","linear","tv","4","corner","ne","liv","curitiba"
"54.3","-100","19.9","8.2","7.2","11.1","7.9","10.5","14.7","22.1","-0.2","2.5","6","27.8","10.3","0","42.8","57.2","01","linear","tv","4","corner","nw","dorm1","curitiba"
"57.8","-111.7","22","9.9","11.8","15.2","8.4","12.9","37.7","10.7","-0.1","3","6.4","27","10.8","0","38.8","61.2","01","linear","tv","4","corner","nw","dorm2","curitiba"
"41.5","-106.1","17.6","7.3","9","8.7","8.3","7.5","30.1","3.4","-0.3","3.8","8","27.1","9.9","1.1","26.7","72.2","01","linear","tv","4","corner","nw","liv","curitiba"
"54.4","-51","14.6","6.4","4.2","11.3","8.5","8.2","11","21.1","-0.9","1.9","3.2","27.9","10.2","0","48.3","51.7","01","linear","tv","4","corner","se","dorm1","curitiba"
"58","-55.7","14.1","6.3","4","8.8","8.6","10.5","26.5","5.4","-0.9","2.2","3.4","26.9","10.8","0","45.6","54.4","01","linear","tv","4","corner","se","dorm2","curitiba"
"42.3","-119.2","18.1","7.7","8","8.5","11.8","8.5","32.3","4.4","0.2","4.1","12.3","27.1","10.9","0.7","33.6","65.7","01","linear","tv","4","corner","se","liv","curitiba"
"54.3","-87.5","13.7","5.8","3.7","7.8","7.9","9.4","10.6","18.2","-1.1","2","5.4","27.9","10.6","0","46.9","53.1","01","linear","tv","4","corner","sw","dorm1","curitiba"
"57.9","-95.8","14","6.4","3.8","10.9","8.9","8.7","27.1","5.2","-1.1","2.3","5.8","26.9","11.3","0","43.3","56.7","01","linear","tv","4","corner","sw","dorm2","curitiba"
