"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.0148924445269125,0.25,10.8309320109005,0.797257268802193,8.13025219566114,0.0638753517507126,0.00229870956819172,0.0464256338016343
0.0148924445269125,0.5,9.87473114101661,0.830370120855182,7.23271688239574,0.030093997374881,0.00119003619839565,0.012281805606838
