"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-66.7","20.2","11.4","5.9","11.2","8.6","12.2","16","21.9","-0.3","2.6","4.3","30.2","10.4","0","46.8","53.2","04","linear","ref","5","corner","ne","dorm1","curitiba"
"57.7","-75.5","22.1","12.1","12.1","13.8","9","15.3","39.4","9","-0.2","3.1","4.6","28.9","10.9","0","42.1","57.9","04","linear","ref","5","corner","ne","dorm2","curitiba"
"41.6","-142.9","23.1","14","14.3","10.8","11.6","13","44.5","5.2","0.2","4.3","13.9","29.2","10.4","5.4","27.5","67.1","04","linear","ref","5","corner","ne","liv","curitiba"
"54.2","-101.9","19.3","10.6","5.5","11.8","8","8.4","15.8","17.9","-0.5","2.6","6.1","30.1","9.6","0","45.9","54.1","04","linear","ref","5","corner","nw","dorm1","curitiba"
"57.7","-116.2","22","11.7","12.6","16","8.4","13.5","40.1","10.4","-0.4","3.2","6.6","28.8","10.5","0","40.4","59.6","04","linear","ref","5","corner","nw","dorm2","curitiba"
"41.1","-116.9","20.3","11.7","12.4","11.3","9.7","8.4","38.3","3.5","-0.3","3.6","8.9","29.2","9.7","6.2","25.3","68.6","04","linear","ref","5","corner","nw","liv","curitiba"
"54.2","-51.4","15.7","10.9","2.9","11.7","10.3","9.1","12.3","21.7","-1.1","2.2","3.3","30.2","9.6","0","49.3","50.7","04","linear","ref","5","corner","se","dorm1","curitiba"
"57.8","-56.6","15.2","11.1","3.1","10.2","10","11.9","30.8","4.5","-1.1","2.5","3.4","28.9","10.5","0","46.3","53.7","04","linear","ref","5","corner","se","dorm2","curitiba"
"41.9","-135.4","20.8","13.9","9.4","10.3","13","11.7","39.4","4.9","0.1","3.9","13.8","29.1","10.4","4.7","31.6","63.7","04","linear","ref","5","corner","se","liv","curitiba"
"54.2","-91.7","14.5","10.1","2.3","8.7","9.7","8.8","12","17.5","-1.3","2.2","5.6","30.3","10","0","48.3","51.7","04","linear","ref","5","corner","sw","dorm1","curitiba"
"57.7","-101.7","14.9","10.6","2.5","12.5","10.4","9.8","31.3","4","-1.3","2.6","6","28.9","10.9","0","43.6","56.4","04","linear","ref","5","corner","sw","dorm2","curitiba"
"41.4","-104.1","17.5","11.4","7.1","9.7","10.8","7.5","32.2","3.1","-0.5","3","8.3","29.2","10.1","5","29.5","65.5","04","linear","ref","5","corner","sw","liv","curitiba"
"44","-99.8","13.5","8","0.2","8.2","9","8.4","20.6","5.3","-1.1","1.8","4.6","28.4","11.1","0","38.7","61.3","04","linear","ref","5","middle","ne","dorm1","curitiba"
"56.4","-132.1","20.3","9.9","12.7","11.6","9.5","9.5","33.9","9.5","-1.1","2.9","6","28.7","11.2","0","37","63","04","linear","ref","5","middle","ne","dorm2","curitiba"
"44.4","-106.1","20.2","10.1","10.7","9.7","7.5","6.5","30.3","4","-0.9","3.1","4.9","28.8","11.2","8.6","19.3","72.1","04","linear","ref","5","middle","ne","liv","curitiba"
"44","-99.1","13.5","8","0.2","8.4","9","8.2","20.5","5.3","-1.1","1.8","4.5","28.4","11.1","0","38.6","61.4","04","linear","ref","5","middle","nw","dorm1","curitiba"
