"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.1","-76.7","20.5","9.1","8.1","12.9","9","11.7","15.3","26.4","-0.1","2.6","4.1","27.2","11.4","0","39.7","60.3","02","linear","tm","3","corner","ne","dorm1","curitiba"
"57.8","-83.7","21.9","10","11.5","13","9.2","15","37","9.2","0","3","4.5","26.7","11.8","0","38.3","61.7","02","linear","tm","3","corner","ne","dorm2","curitiba"
"41.8","-133.4","20.7","9.7","12.6","10.2","10.7","11.4","39.4","5.5","0.2","4","11.4","27","11.2","1.4","28.4","70.2","02","linear","tm","3","corner","ne","liv","curitiba"
"54.1","-110.4","19.7","8.6","7.8","11.5","8.6","11.1","15.3","23.7","-0.2","2.7","5.9","26.9","11.3","0","38.2","61.8","02","linear","tm","3","corner","nw","dorm1","curitiba"
"57.7","-121.5","22.1","10.2","12.2","15.8","9","13","38.5","11.5","-0.1","3.2","6.5","26.7","11.5","0","36.1","63.9","02","linear","tm","3","corner","nw","dorm2","curitiba"
"41.4","-111","18.7","8.5","11.3","10.3","9.1","8.4","34.9","4.2","-0.3","3.4","7.6","26.9","10.3","1.1","26.1","72.8","02","linear","tm","3","corner","nw","liv","curitiba"
"54.2","-59.2","14.9","7.1","4.9","12.4","10.2","8.5","11.4","24.6","-0.8","2.1","3.3","27.2","11.1","0","43.4","56.6","02","linear","tm","3","corner","se","dorm1","curitiba"
"57.9","-62.3","14","6.5","4.6","8.9","8.6","10.8","26.5","6.3","-0.9","2.2","3.5","26.7","11.3","0","43.5","56.5","02","linear","tm","3","corner","se","dorm2","curitiba"
"42.3","-120.6","17.9","8","8.4","9.1","10.7","9.6","32.6","5.2","0.2","3.3","11.2","27","11.2","0.6","34.2","65.2","02","linear","tm","3","corner","se","liv","curitiba"
"54.2","-95.8","14","6.5","4.4","8.2","9.7","10.4","11.2","21.5","-1","2.2","5.4","27.1","11.3","0","41.8","58.2","02","linear","tm","3","corner","sw","dorm1","curitiba"
"57.8","-102.6","14.1","6.7","4.3","11.6","9.3","8.9","28","6.2","-1","2.4","5.8","26.8","11.7","0","40.9","59.1","02","linear","tm","3","corner","sw","dorm2","curitiba"
"41.8","-94.8","15.6","6.8","6.7","8.3","9.2","7.1","27.6","3.7","-0.4","2.7","7","26.9","10.8","0.4","31.5","68.1","02","linear","tm","3","corner","sw","liv","curitiba"
