"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.4","-82","11.8","6.9","5","12.6","9.9","9.6","12.6","24.5","-0.4","2.1","4.5","27.1","11.7","0","43.1","56.9","02","linear","ref","1","corner","ne","dorm1","curitiba"
"58","-91.7","12","7.8","9.7","10.9","10.2","12.8","31.2","10.2","-0.3","2.5","4.7","26.2","12.7","0","38.8","61.2","02","linear","ref","1","corner","ne","dorm2","curitiba"
"41.6","-116.1","15.3","7.5","10.7","8.7","9.2","9.7","33.3","5","0","3.2","8.2","26","12.4","0","24.3","75.7","02","linear","ref","1","corner","ne","liv","curitiba"
"54.4","-105.4","12.3","6.7","5.2","9.8","10","10.2","13","22.2","-0.3","2.2","5.8","27.2","11.5","0","42.8","57.2","02","linear","ref","1","corner","nw","dorm1","curitiba"
"58","-117.4","12.1","8.1","10.2","13.8","10.4","11","32.5","12.9","-0.2","2.6","6.2","26.2","12.3","0","38.4","61.6","02","linear","ref","1","corner","nw","dorm2","curitiba"
"41.3","-95.7","12.8","6.4","9.4","8.6","8","6.9","29.1","3.8","-0.4","2.7","5.9","25.9","11.5","0","23.7","76.3","02","linear","ref","1","corner","nw","liv","curitiba"
"54.5","-68.4","8.4","5.2","2.9","13.5","10.5","6.4","8.7","24.6","-1.2","1.6","3.9","27.1","11.1","0","47","53","02","linear","ref","1","corner","se","dorm1","curitiba"
"58.1","-74.5","9","4.8","3.1","7.1","7.2","9","21.9","4.5","-1.2","1.8","4.1","25.9","11.9","0","44.6","55.4","02","linear","ref","1","corner","se","dorm2","curitiba"
"42","-102.4","12.3","5.9","6.3","7.9","8.7","7.8","26.2","4.6","-0.2","2.6","7.9","26","12.2","0","32.8","67.2","02","linear","ref","1","corner","se","liv","curitiba"
"54.5","-92.7","8.8","5","3.1","6.5","10.5","11.1","9","22.3","-1.1","1.7","5.3","27.2","11.2","0","46.7","53.3","02","linear","ref","1","corner","sw","dorm1","curitiba"
"58.1","-100.6","9.1","5","3.3","9.9","7.7","7.2","23","5.2","-1.1","1.9","5.6","25.7","12","0","43.9","56.1","02","linear","ref","1","corner","sw","dorm2","curitiba"
"41.8","-80.9","9.8","4.7","5.1","6.6","7.4","6.1","21.9","3.3","-0.5","2.1","5.4","25.9","11.6","0","31.6","68.4","02","linear","ref","1","corner","sw","liv","curitiba"
"44.5","-89.1","8.3","4.7","0.2","7","12","7.3","17.5","8.9","-0.5","1.5","4.6","25.7","12.6","0","39.9","60.1","02","linear","ref","1","middle","ne","dorm1","curitiba"
"57.1","-116.9","9.3","7.4","10.4","9.6","14.7","8.3","28.3","14.7","-0.4","2.4","6","26.2","12.6","0","39.1","60.9","02","linear","ref","1","middle","ne","dorm2","curitiba"
"45.3","-93.1","9.9","6.9","8.5","7.8","9","5.4","24.4","6.2","-0.3","2.5","4.9","25.9","12.7","0","21.1","78.9","02","linear","ref","1","middle","ne","liv","curitiba"
"44.5","-88.8","8.3","4.7","0.2","7.3","11.9","7","17.5","8.9","-0.5","1.5","4.6","25.7","12.6","0","39.9","60.1","02","linear","ref","1","middle","nw","dorm1","curitiba"
"57.1","-116.5","9.2","7.4","10.4","8.3","14.7","9.5","28.2","14.7","-0.4","2.4","6","26.2","12.6","0","39.1","60.9","02","linear","ref","1","middle","nw","dorm2","curitiba"
"45.3","-92.6","9.8","6.8","8.4","5.3","8.9","7.7","24.3","6.1","-0.3","2.5","4.9","25.9","12.7","0","21.1","78.9","02","linear","ref","1","middle","nw","liv","curitiba"
"44.6","-65.6","5.2","1.7","5","3.9","-4.1","3.6","5.1","3.3","-1.2","1.2","3.9","24.8","11.7","0","49.3","50.7","02","linear","ref","1","middle","se","dorm1","curitiba"
"57.3","-88","5.3","3.9","5.7","5.6","5.9","4.3","15.7","5.7","-0.9","1.4","5.2","25.1","11.7","0","47.6","52.4","02","linear","ref","1","middle","se","dorm2","curitiba"
"46.3","-68.9","6.1","3.5","4","4.6","5.1","3.1","14.5","2.4","-0.7","1.5","4.2","25","11.8","0","35.2","64.8","02","linear","ref","1","middle","se","liv","curitiba"
"44.6","-66","5.2","1.7","4.9","3.5","-4","3.8","5.1","3.2","-1.2","1.2","3.9","24.8","11.7","0","49.2","50.8","02","linear","ref","1","middle","sw","dorm1","curitiba"
"57.3","-88","5.3","4","5.7","4.3","5.9","5.6","15.8","5.7","-0.9","1.4","5.2","25.1","11.7","0","47.6","52.4","02","linear","ref","1","middle","sw","dorm2","curitiba"
"46.3","-68.8","6.2","3.5","4","3.1","5.1","4.6","14.4","2.4","-0.7","1.5","4.2","25","11.8","0","35.2","64.8","02","linear","ref","1","middle","sw","liv","curitiba"
"45.9","-113.8","16.4","8.6","6.7","16.3","12.1","11.8","15.7","31.2","0.2","2.6","5.5","33","17.1","25.4","0.5","74.2","02","linear","ref","1","corner","ne","dorm1","rio_de_janeiro"
"48.6","-126.2","16.4","9.3","12","13.1","12.2","15.8","38.4","12.2","0.3","3","5.8","32.1","18","29.5","0","70.5","02","linear","ref","1","corner","ne","dorm2","rio_de_janeiro"
"34.4","-103.2","16.8","8.2","11.1","8.8","9.3","10.1","34.1","5.3","0.1","3.2","5.8","31.9","18","50.5","0","49.5","02","linear","ref","1","corner","ne","liv","rio_de_janeiro"
"46","-110.9","16.4","8.2","6.7","11.7","12.4","13.3","15.5","28.7","0.3","2.6","5.6","33.3","17.1","25","0.5","74.5","02","linear","ref","1","corner","nw","dorm1","rio_de_janeiro"
"48.7","-122","16.3","9.5","11.8","16.4","12.7","13","37.9","16","0.5","3","6","31.9","18","28.5","0","71.5","02","linear","ref","1","corner","nw","dorm2","rio_de_janeiro"
"34.5","-102","16.9","8","10.9","9.9","9.5","8.3","33.7","4.9","0","3.2","5.8","31.9","18","49.6","0","50.4","02","linear","ref","1","corner","nw","liv","rio_de_janeiro"
"46.4","-101.8","12.2","6.7","4.1","17.4","13.1","8.1","11.2","31.5","-0.8","2.1","5.7","33.3","16.5","22.6","1.3","76.1","02","linear","ref","1","corner","se","dorm1","rio_de_janeiro"
"49.2","-108","12.8","6.1","4.1","8.8","9.3","11.5","27.9","5.9","-0.8","2.3","6","32.1","17.2","25.1","0.6","74.3","02","linear","ref","1","corner","se","dorm2","rio_de_janeiro"
"35","-85.7","13.2","6.4","6.1","8.2","8.9","8","26.1","5","-0.1","2.5","5.1","32.1","17.3","42.7","0","57.3","02","linear","ref","1","corner","se","liv","rio_de_janeiro"
"46.5","-96","12.2","6.4","4.5","8.1","12.8","14.3","10.9","28.7","-0.6","2","5.6","33.6","16.5","22.1","1.3","76.5","02","linear","ref","1","corner","sw","dorm1","rio_de_janeiro"
"49.4","-101","12.5","6.1","4.5","11.7","8.9","8.7","26.9","6.9","-0.6","2.2","5.8","32","17.2","24.1","0.7","75.2","02","linear","ref","1","corner","sw","dorm2","rio_de_janeiro"
"35.1","-86.4","13.5","6.2","6.3","7.8","8.7","7.5","25.9","4.4","-0.1","2.5","5.4","32.1","17.3","41.5","0","58.5","02","linear","ref","1","corner","sw","liv","rio_de_janeiro"
"37.5","-94.3","12","6.1","2.4","8.2","14.7","8.9","23.1","11.1","0","1.8","4.6","31.4","17.9","24.2","0","75.7","02","linear","ref","1","middle","ne","dorm1","rio_de_janeiro"
"48.1","-123.3","13.3","8.8","12.3","11.2","18.3","9.9","33.5","18.3","0.3","2.8","6.1","32","17.9","25.6","0","74.4","02","linear","ref","1","middle","ne","dorm2","rio_de_janeiro"
"37.8","-99.1","13.8","8.5","10.1","9","11","6.5","28.8","7.7","0.3","3","4.9","31.6","18","51.1","0","48.9","02","linear","ref","1","middle","ne","liv","rio_de_janeiro"
"37.5","-94.3","12","6","2.4","8.9","14.7","8.2","23.1","11.1","0","1.8","4.6","31.4","17.9","24.2","0","75.8","02","linear","ref","1","middle","nw","dorm1","rio_de_janeiro"
"48.1","-123.3","13.3","8.8","12.3","9.9","18.3","11.2","33.5","18.3","0.3","2.8","6.1","32","17.9","25.6","0","74.4","02","linear","ref","1","middle","nw","dorm2","rio_de_janeiro"
"37.8","-99.1","13.8","8.5","10.2","6.5","11","9","28.9","7.8","0.3","3","4.9","31.6","18","51.1","0","48.9","02","linear","ref","1","middle","nw","liv","rio_de_janeiro"
"38.4","-68","8","2.8","6.3","4.6","-2.3","4.6","9","4.2","-0.9","1.6","3.9","30.8","16.8","17.5","1.3","81.2","02","linear","ref","1","middle","se","dorm1","rio_de_janeiro"
"49.1","-90.1","8.4","5","7.3","6.6","7.2","5.4","19.2","7.3","-0.5","1.7","5.2","31.2","16.8","19","1.3","79.7","02","linear","ref","1","middle","se","dorm2","rio_de_janeiro"
"39","-71.9","9.3","4.7","5.1","5.4","6.3","3.9","17.6","3.1","-0.3","1.8","4.2","31","16.8","37.1","0","62.9","02","linear","ref","1","middle","se","liv","rio_de_janeiro"
"38.4","-68","8","2.8","6.3","4.6","-2.3","4.6","8.9","4.2","-0.9","1.6","3.9","30.8","16.8","17.5","1.3","81.2","02","linear","ref","1","middle","sw","dorm1","rio_de_janeiro"
"49.1","-90.1","8.4","5","7.3","5.4","7.2","6.6","19.2","7.3","-0.5","1.7","5.2","31.2","16.8","19","1.3","79.7","02","linear","ref","1","middle","sw","dorm2","rio_de_janeiro"
"39","-71.9","9.3","4.7","5.1","3.9","6.3","5.4","17.6","3.1","-0.3","1.8","4.2","31","16.8","37.2","0","62.8","02","linear","ref","1","middle","sw","liv","rio_de_janeiro"
"52.5","-69.7","9.3","5.8","4","11.4","8.6","8.3","10.9","21.4","-0.7","1.8","4.4","29.3","13.6","0.3","21.1","78.6","02","linear","ref","1","corner","ne","dorm1","sao_paulo"
"55.9","-77.6","9.6","6.9","8.5","9.6","9.1","11.3","27.6","9.1","-0.6","2.2","4.7","28.5","14.5","0.2","16.8","82.9","02","linear","ref","1","corner","ne","dorm2","sao_paulo"
"39.4","-106","12.9","6.6","9.6","7.8","8.2","8.8","30","4.4","-0.2","2.9","8.1","28.2","14.1","4.4","5.9","89.6","02","linear","ref","1","corner","ne","liv","sao_paulo"
"52.5","-96.3","9.4","5.4","4","8.2","8.6","8.1","11","18","-0.7","1.8","5.9","29.3","13.6","0.4","20.4","79.2","02","linear","ref","1","corner","nw","dorm1","sao_paulo"
"55.8","-107.5","9.3","7","8.8","12.2","9.1","9.5","28.1","11.5","-0.6","2.3","6.3","28.3","14.7","0.2","16.2","83.6","02","linear","ref","1","corner","nw","dorm2","sao_paulo"
"39.2","-81.3","9.6","5.2","8","7.3","6.8","5.7","24.6","3","-0.7","2.3","5","28.1","14.8","4.2","4.3","91.5","02","linear","ref","1","corner","nw","liv","sao_paulo"
"52.7","-74.4","6.5","4.4","2.3","12.8","9.8","5.6","7.7","22.7","-1.5","1.5","5.2","28.2","13.2","0.2","24.6","75.2","02","linear","ref","1","corner","se","dorm1","sao_paulo"
