"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"333.7","-972.3","149.1","80.4","-34.9","41.2","178.4","113.4","168","130.1","-1.2","21.9","5.1","33.4","18.3","52.8","0","47.2","00","Linear","C10","4","Intermediário","Meio","NW","Rio de Janeiro"
"322.4","-1079.1","223.3","112.8","119.8","94.3","170","117.2","331.3","170","1.4","30.8","6.7","34.2","18.7","59.6","0","40.4","00","Linear","C10","4","Intermediário","Meio","NW","Rio de Janeiro"
"647.1","-2006.9","436.4","237.3","102.3","163.8","261.1","181.8","532.8","176.2","4.4","92.5","5.4","33.7","18.4","78.1","0","21.9","00","Linear","C10","4","Intermediário","Meio","NW","Rio de Janeiro"
"343.7","-662.9","75.7","45.5","45.9","53.4","-41.4","39.7","75.8","21.8","-14.9","18.2","4.4","34.1","17.8","43","0","56.9","00","Linear","C10","4","Intermediário","Meio","SE","Rio de Janeiro"
"334.2","-694.9","95.8","57.9","35.1","61.5","64.7","44.8","171","35.1","-9.9","16.1","5.7","34.9","18","46.6","0","53.4","00","Linear","C10","4","Intermediário","Meio","SE","Rio de Janeiro"
"673.8","-1375.6","258.8","152.5","81.2","131.3","93.8","88","358.7","35.6","-18.8","56.8","4.7","34.5","18","59.2","0","40.8","00","Linear","C10","4","Intermediário","Meio","SE","Rio de Janeiro"
"343.6","-665.6","75.5","45.3","45.5","39.4","-41.7","53.2","75","21.5","-15","18.2","4.4","34.1","17.8","43.1","0.1","56.9","00","Linear","C10","4","Intermediário","Meio","SW","Rio de Janeiro"
"334.1","-695.3","95.8","57.9","35.1","44.8","64.7","61.6","171","35.1","-9.9","16.1","5.7","34.9","18","46.6","0","53.4","00","Linear","C10","4","Intermediário","Meio","SW","Rio de Janeiro"
"673.9","-1376.3","258.6","152.2","81.1","87.8","93.5","133","359.8","35.6","-18.7","56.7","4.7","34.4","18","59.2","0","40.8","00","Linear","C10","4","Intermediário","Meio","SW","Rio de Janeiro"
"398.9","-790","241.7","114","69.3","187.4","135.1","147.7","189.5","349.9","6.6","30.1","9.7","33","11.5","7.3","13.7","79","00","Linear","C10","4","Intermediário","Canto","NE","São Paulo"
"395.3","-798.3","242.2","117.7","123.4","155.3","128.3","171.5","419.7","128.3","8","32.9","9.9","32.1","12.1","9.4","9.2","81.4","00","Linear","C10","4","Intermediário","Canto","NE","São Paulo"
"779.5","-3091","581.8","270.7","284.2","288.9","310.2","314","1040.5","156.7","12.3","134.3","15","31.7","11.6","28.2","4.5","67.3","00","Linear","C10","4","Intermediário","Canto","NE","São Paulo"
"397.5","-1177.5","245.8","114.4","73.8","151.7","134","196.4","196.9","358.9","6.7","32.1","11.8","33.3","11.3","8.7","12","79.2","00","Linear","C10","4","Intermediário","Canto","NW","São Paulo"
"394.3","-1212.2","244.9","119.6","132.2","178.5","128.2","157.4","439.4","156.9","7.6","34.8","12.5","32.1","12","9.8","7.5","82.8","00","Linear","C10","4","Intermediário","Canto","NW","São Paulo"
"770.4","-2427.2","519.1","240.4","228.3","265.5","265.9","250.9","875.3","135.3","2.7","114.1","8.9","31.9","12.1","31.1","3.6","65.3","00","Linear","C10","4","Intermediário","Canto","NW","São Paulo"
"402.2","-943.5","184.8","89.1","57.7","205.8","123.5","108","147","348","-2.7","27.3","13.6","32","10.6","6.5","20.2","73.3","00","Linear","C10","4","Intermediário","Canto","SE","São Paulo"
"399.6","-909","160.3","78.9","53.9","109.2","111","137.4","336.5","75","-1.7","28.1","13.8","31.2","11.2","7.8","17.4","74.8","00","Linear","C10","4","Intermediário","Canto","SE","São Paulo"
"793","-2258.3","502.5","243.2","204","253","354.1","223.5","885.9","148.7","9.2","110.8","11.5","31.1","11.6","23.7","6.7","69.6","00","Linear","C10","4","Intermediário","Canto","SE","São Paulo"
"401.4","-1076.5","194.8","92.3","62.3","114.1","137.5","228","155.8","386.1","-1.1","29.4","15.8","32.5","10.4","7.6","19.8","72.7","00","Linear","C10","4","Intermediário","Canto","SW","São Paulo"
"399.7","-1005.6","165","81.9","57.3","144","117.5","113.9","353.9","78.8","-0.5","29.5","16.5","31.1","10.9","7.8","18.2","73.9","00","Linear","C10","4","Intermediário","Canto","SW","São Paulo"
"793.3","-2256","517.4","253.5","209.5","230.3","387.4","266.4","931.9","161.7","11.5","114","11.5","31.2","11.5","24.3","7.1","68.7","00","Linear","C10","4","Intermediário","Canto","SW","São Paulo"
"399.1","-990.7","150.8","69.7","-47.2","109.3","162.7","30.8","139.9","115.7","-3.6","20.6","4.9","31.4","12.1","7.3","8.2","84.5","00","Linear","C10","4","Intermediário","Meio","NE","São Paulo"
"389.1","-1080","213.3","104.5","113.6","110.5","150","89.3","313.4","150","-1.7","28.7","6.6","32.3","12.4","11.5","6","82.5","00","Linear","C10","4","Intermediário","Meio","NE","São Paulo"
"746.9","-2020.1","432.5","211.5","82.8","160.9","236.6","154.7","480.3","154.7","-1.7","85.4","5.3","31.8","12.4","34.1","2.9","63","00","Linear","C10","4","Intermediário","Meio","NE","São Paulo"
"399","-986.6","149.8","69.2","-48.3","30.2","161.9","109.2","138","115","-3.8","20.6","4.9","31.4","12.2","7.3","8.1","84.6","00","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"388.9","-1076","212.9","104.2","113.5","88.7","149.2","111.1","313.4","149.2","-1.9","28.6","6.5","32.3","12.4","11.5","5.9","82.6","00","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"746.7","-2009.2","434.8","213.2","81.4","154.1","236.7","175.2","492.8","154.6","-1.8","85.5","5.3","31.7","12.5","34.1","2.9","63","00","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"404.7","-749","89.5","43.2","55.8","58.9","-40.1","38.7","84","29.3","-13.9","19.7","4.3","30.2","12","5.2","16.5","78.2","00","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"395.6","-778.2","108.5","58.3","43.7","65.6","69.3","48.8","183.7","43.7","-9.2","17.1","5.6","30.8","12.2","7.7","14.7","77.6","00","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"772.3","-1517.5","286","144.9","92.5","131.7","92.1","93.5","365.9","44","-17","59.2","4.6","30.7","12.2","22.5","5.2","72.3","00","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"404.7","-752.1","89.7","43.5","56","38.8","-39.3","59","85.1","29.4","-13.9","19.9","4.3","30.2","12","5.2","16.5","78.3","00","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
"395.6","-777.9","108.4","58.3","43.7","48.9","69.3","65.6","183.7","43.7","-9.2","17.1","5.6","30.8","12.2","7.7","14.7","77.7","00","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
"772.4","-1516.5","285.5","144.8","92.4","93","91.3","133.6","366.4","43.9","-17","59","4.6","30.6","12.2","22.4","5.2","72.5","00","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
