"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"429.9","-840.3","252.7","120.2","75.5","175.4","147.5","153.2","196.3","355.3","10.9","30.9","7.8","29.4","8.2","0","37.2","62.8","00","Linear","C10","4","Intermediário","Canto","NE","Curitiba"
"427.5","-879.2","251.3","125","126.6","161.6","139.3","182","432.2","139.3","12.2","33.6","8.2","28.6","9.5","0","30.4","69.6","00","Linear","C10","4","Intermediário","Canto","NE","Curitiba"
"847","-3230.8","590.1","275.5","284.2","289.1","323.5","324.8","1059.7","162.1","17.3","136.8","15.3","28.1","9.3","2.5","16.5","81","00","Linear","C10","4","Intermediário","Canto","NE","Curitiba"
"428.4","-1097.5","264.6","124.9","79.8","158.2","141.2","233.8","204.5","408.4","9.6","33","9.3","30.8","8.2","0.2","34.6","65.2","00","Linear","C10","4","Intermediário","Canto","NW","Curitiba"
"426.6","-1096.5","248.8","124","133.1","176.1","133.6","159.5","442.6","159.7","10.5","34.6","9.9","28.7","9.2","0","29","71","00","Linear","C10","4","Intermediário","Canto","NW","Curitiba"
"835.2","-3024.6","582","273.5","285.8","297.8","299.3","296","1011","167.9","13","130.2","10.6","29.2","9.3","3.8","14.1","82.1","00","Linear","C10","4","Intermediário","Canto","NW","Curitiba"
"431","-708.4","177.4","85.6","53.7","173.1","108.9","100.4","135.2","300.9","-2.2","24.4","6.5","29.6","7.9","0","43.1","56.9","00","Linear","C10","4","Intermediário","Canto","SE","Curitiba"
"428.9","-718","154.1","78","50.7","102.2","99.6","126.7","306.7","72.4","-1","25.2","6.8","28.8","8.6","0","39.8","60.2","00","Linear","C10","4","Intermediário","Canto","SE","Curitiba"
"855.7","-2777.9","512.5","251.4","220.5","254.2","357.7","235.4","923.6","144.2","12.7","114.9","13.6","28.6","8.9","1.9","22.2","76","00","Linear","C10","4","Intermediário","Canto","SE","Curitiba"
"429.6","-992.1","197","92.4","53.4","108.2","132.9","241.2","148.2","387.5","-2.4","28","9.1","31","7.8","0.2","40","59.8","00","Linear","C10","4","Intermediário","Canto","SW","Curitiba"
"428.2","-946.3","158.8","79.3","49.5","132.3","111.5","107.1","334.4","66","-1.7","27.9","9.6","28.8","8.7","0","38.4","61.5","00","Linear","C10","4","Intermediário","Canto","SW","Curitiba"
"845.7","-2589.2","522.4","257.1","211.3","219.1","365.1","283.3","905","173.8","12.6","113.9","10","29.3","8.9","3","18.8","78.3","00","Linear","C10","4","Intermediário","Canto","SW","Curitiba"
"433.5","-1089","165.6","78.4","-34.1","115.2","176.3","39.1","170","126.5","0.1","21.9","5","28","9.4","0","29","71","00","Linear","C10","4","Intermediário","Meio","NE","Curitiba"
"424.8","-1165.3","221.9","111.6","120.5","114.7","162.4","94.8","330","162.4","1.9","29.9","6.6","29.2","9.5","0.1","23","76.9","00","Linear","C10","4","Intermediário","Meio","NE","Curitiba"
"813","-2198.5","454.5","224.6","94.6","163.7","252.6","160.9","505","166.8","5.4","89.9","5.3","28.4","9.6","3.2","10.5","86.3","00","Linear","C10","4","Intermediário","Meio","NE","Curitiba"
"433.4","-1087.2","164.9","78","-35.3","38.8","175.8","114.4","167.9","125.8","-0.1","21.9","4.9","28","9.4","0","28.9","71.1","00","Linear","C10","4","Intermediário","Meio","NW","Curitiba"
"424.6","-1164.7","221.8","111.5","120.9","94.8","161.6","115.6","331.4","161.6","1.8","29.8","6.6","29.2","9.5","0.1","22.9","77.1","00","Linear","C10","4","Intermediário","Meio","NW","Curitiba"
"812.9","-2193.8","459.1","227.8","94.6","162.8","252.5","180.2","523.9","166.1","5.1","90.9","5.3","28.4","9.6","3.3","10.4","86.3","00","Linear","C10","4","Intermediário","Meio","NW","Curitiba"
"435.7","-819.8","101.2","51.9","66.6","64.4","-30.9","48.2","110.8","37.5","-11.1","22","4.2","27.4","8.6","0","38.8","61.2","00","Linear","C10","4","Intermediário","Meio","SE","Curitiba"
"427.4","-854.7","116.4","64.6","52.5","69.9","75.1","54.2","199.3","52.5","-6.5","18.2","5.6","28.1","8.6","0","35.9","64.1","00","Linear","C10","4","Intermediário","Meio","SE","Curitiba"
"835.3","-1650.9","304.7","157.9","104.9","133.7","105.2","100.6","391.4","53.1","-11.8","63.9","4.5","27.9","8.7","0.7","20.8","78.5","00","Linear","C10","4","Intermediário","Meio","SE","Curitiba"
"435.6","-831.5","100.7","51.2","65.3","47","-31","63.9","108.8","36.4","-11.4","22.2","4.2","27.4","8.6","0","38.6","61.4","00","Linear","C10","4","Intermediário","Meio","SW","Curitiba"
"427.4","-859.1","116.7","64.7","52.2","54.5","75.8","70.7","200.9","52.2","-6.6","18.3","5.6","28.1","8.6","0","35.7","64.3","00","Linear","C10","4","Intermediário","Meio","SW","Curitiba"
"835.1","-1661.7","308.7","160.4","104.8","100.6","104.3","154.5","411.7","52.4","-12.1","64.4","4.5","27.9","8.8","0.7","20.5","78.8","00","Linear","C10","4","Intermediário","Meio","SW","Curitiba"
"339.9","-946.6","256","125.5","75","220.9","153.5","160","206.3","403.2","11.1","33.8","9.7","35.9","17","47","0.1","52.9","00","Linear","C10","4","Intermediário","Canto","NE","Rio de Janeiro"
"334.1","-987.3","257","128.6","135.3","167","145.1","188.2","457.1","145.1","12.4","36.5","10.3","34.3","17.8","53.4","0.1","46.6","00","Linear","C10","4","Intermediário","Canto","NE","Rio de Janeiro"
"682.8","-2830.8","560.1","295.5","287.2","296","309.9","311.5","1032.8","171.7","15.7","135.4","13.6","34.6","17.9","69.4","0","30.6","00","Linear","C10","4","Intermediário","Canto","NE","Rio de Janeiro"
"337.9","-1133.5","257","125.6","77.4","161.3","152.9","218.6","209","401.2","11.4","34.6","11.7","36.2","17.2","49.2","0.1","50.7","00","Linear","C10","4","Intermediário","Canto","NW","Rio de Janeiro"
"333","-1168.8","258.4","129.7","139.3","192.5","146.2","168","465.6","180.5","12.5","37.4","12.5","34.2","18","54.6","0","45.4","00","Linear","C10","4","Intermediário","Canto","NW","Rio de Janeiro"
"675.9","-2575.1","538.5","284.4","267.6","293.1","293","277.7","972.5","158.9","10.8","127.1","10.3","34.6","17.4","71.2","0","28.8","00","Linear","C10","4","Intermediário","Canto","NW","Rio de Janeiro"
"344.3","-921.1","173.4","91","53.2","227.4","128.4","103.5","142","370.5","-3.1","27.4","17.3","36.5","17.2","40.7","0.2","59.2","00","Linear","C10","4","Intermediário","Canto","SE","Rio de Janeiro"
"340.4","-803.2","145.2","79","47.5","101.8","106.5","131.9","319.5","68.3","-2.5","27.4","17.3","35.3","17.7","44.3","0","55.7","00","Linear","C10","4","Intermediário","Canto","SE","Rio de Janeiro"
"702.5","-2192.8","480.6","261.9","199.3","265.5","355","218.2","877","160.9","11.2","111.7","12.6","35.1","17.5","59.2","0","40.8","00","Linear","C10","4","Intermediário","Canto","SE","Rio de Janeiro"
"342.9","-1027.4","177.6","93.1","56.3","107.2","137.2","239.3","147.5","392.4","-1.8","28.8","18.7","36.7","16.8","42.1","0.2","57.7","00","Linear","C10","4","Intermediário","Canto","SW","Rio de Janeiro"
"340.1","-860.3","147.4","80.8","50","136.2","110.6","104","329.4","71.3","-1.7","28.3","19","35","17.4","44.5","0.1","55.4","00","Linear","C10","4","Intermediário","Canto","SW","Rio de Janeiro"
"700.7","-2135.6","486.4","266.4","200.1","219.8","367.4","268.2","891.2","164.2","11.4","112.1","11.6","34.9","16.8","60.5","0","39.5","00","Linear","C10","4","Intermediário","Canto","SW","Rio de Janeiro"
"333.8","-974.1","149.4","80.6","-34.5","113.2","178.7","41.5","168.5","130.3","-1.1","21.9","5.1","33.4","18.4","52.7","0","47.3","00","Linear","C10","4","Intermediário","Meio","NE","Rio de Janeiro"
"322.6","-1081.1","223.4","112.8","119.8","116.6","170.3","94.8","331.2","170.3","1.5","30.8","6.7","34.2","18.7","59.5","0","40.5","00","Linear","C10","4","Intermediário","Meio","NE","Rio de Janeiro"
"647","-2013","435.5","236.4","102.4","175.1","260.7","164","526.2","175.9","4.3","92.3","5.5","33.7","18.4","78.1","0","21.9","00","Linear","C10","4","Intermediário","Meio","NE","Rio de Janeiro"
