"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"749","-1970.5","415.9","193","72.3","155.3","236.7","150.7","458.7","156.4","-0.8","81.8","5.3","31.5","12.6","32.4","2.8","64.7","01","Linear","C10","4","Intermediário","Meio","NE","São Paulo"
"400.2","-961.8","144.3","57.9","-51.8","24.1","162.7","107.4","125.8","116.7","-3.3","19.9","4.8","31.1","12.4","5.8","8.1","86.1","01","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"390","-1055.4","219.4","93.1","110.3","86.3","150.8","108.6","305.2","150.8","-1.5","28","6.5","32.1","12.7","10.1","5.9","84.1","01","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"748.8","-1959.9","418.6","195","71","150.1","236.9","169.7","471.4","156.3","-0.9","82","5.2","31.5","12.6","32.5","2.8","64.7","01","Linear","C10","4","Intermediário","Meio","NW","São Paulo"
"406.1","-717.3","85.3","25.8","56.5","55.9","-40.9","33.2","73.2","31.5","-13.2","17.8","4.2","29.9","12.1","3.6","16.9","79.5","01","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"397","-747.6","104.6","47","45.9","61.9","64.8","45.7","172.4","45.9","-8.6","16.1","5.5","30.6","12.3","6.3","15","78.7","01","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"775.1","-1451.5","270.5","110.4","91.8","125.3","81.5","87.6","340.3","46","-15.8","54.5","4.5","30.3","12.3","20.1","5.2","74.7","01","Linear","C10","4","Intermediário","Meio","SE","São Paulo"
"406.1","-720.5","85.5","26.1","56.6","33.4","-40.1","55.9","74.3","31.6","-13.2","18","4.3","29.9","12.1","3.6","16.9","79.5","01","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
"397","-747.3","104.6","47.1","45.9","45.8","64.8","61.8","172.4","45.9","-8.6","16.1","5.5","30.5","12.3","6.3","14.9","78.8","01","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
"775.2","-1450.5","270.1","110.3","91.7","87","80.7","127.3","340.8","45.9","-15.8","54.3","4.5","30.3","12.3","20","5.2","74.8","01","Linear","C10","4","Intermediário","Meio","SW","São Paulo"
