"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"658.5","-1605.3","281.5","269.5","84.9","112.5","131","157.3","457.3","28.3","-22.7","72.5","4.9","36.1","17.6","66.6","0","33.4","00","Linear","C10","5","Cobertura","Meio","SW","Rio de Janeiro"
"399","-806.2","242.9","134.5","73.4","179.5","129.3","155","200.9","336.3","5.8","32.3","10.8","33.4","11","7.8","16","76.2","00","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"394.9","-817.2","245.9","132.3","135.3","163.4","122.9","184.7","452.1","122.9","7.2","35.4","11","32.9","11.6","10.7","11.2","78.1","00","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"772.7","-3312.7","622.5","382.1","339.9","314.8","333.2","351.5","1171.3","168.1","15.1","150.4","16.6","32.5","11.2","35","4.6","60.4","00","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"397.8","-1206.9","247.5","134.6","77.8","159.1","128.5","188.8","208.3","345.8","5.9","34.2","12.7","33.8","10.9","9.2","14.5","76.3","00","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"393.9","-1250.4","248.7","133.2","143.8","191.5","122.9","165.1","470.9","152.4","6.8","37.1","13.5","32.7","11.6","11.3","9.5","79.2","00","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"762.9","-2593","555.2","334.5","278.9","298.9","284.9","272.5","990.7","144.6","4.8","127.9","9.8","32.8","11.6","38.1","3.5","58.4","00","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"401.7","-1028.4","194","139.7","56.5","199.7","144.2","123.6","168.2","355.8","-3.4","31.1","15","32.7","10.4","7.3","21.2","71.5","00","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"398.5","-996.9","171","129.1","53","125.7","128.2","158.9","388.4","77.4","-2.3","32.3","15.3","32","10.9","9.9","18.4","71.7","00","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"784.2","-2495.6","541.6","372.2","232.9","277.7","397.9","267.9","1023.9","152.5","7.8","129.1","12.7","32.1","11.2","31","6","63","00","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"401","-1158.8","204","144.9","61.3","130","156.1","222.2","177.5","392.1","-1.9","33.2","17.3","33.4","10.2","8.4","20.8","70.9","00","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"398.5","-1097.4","176","133.3","56.4","165.4","134.9","130.6","406.4","80.9","-1.3","33.7","18.1","32","10.7","9.7","18.7","71.6","00","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"785.2","-2500.8","557.4","383.9","238.8","275.1","431.8","291.4","1071.4","165.7","9.8","132.7","12.9","32.4","11.1","31.6","6.5","61.9","00","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"397.2","-1027.3","153.4","105.5","-39.6","111.9","152.7","46.3","166.7","104.5","-5.7","21.9","5","32.1","11.6","10.1","9.9","80","00","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"387.8","-1099.7","211.2","103.8","119","114.5","135.7","93.8","327.3","135.7","-3.8","29.1","6.6","32.8","11.9","13.4","7.3","79.3","00","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"736.2","-2085","440.4","246.6","110.3","175.3","225.8","163.3","532.9","141.9","-5.4","92.1","5.4","32.5","11.8","42","2.9","55.1","00","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"397.1","-1022.2","152.4","104.8","-40.9","45.5","151.9","111.5","164.3","103.8","-5.9","21.8","5","32.1","11.6","10.1","9.7","80.1","00","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"387.6","-1094.8","210.7","103.3","118.8","93.2","134.8","114.9","326.9","134.8","-4","29","6.6","32.8","11.9","13.5","7.1","79.4","00","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"735.9","-2071.2","442.2","246.8","108.6","162.5","225.8","188.8","544","141.7","-5.6","92","5.3","32.5","11.9","42.1","2.9","54.9","00","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"401.9","-825.1","93.9","103.3","51.2","68.2","-37.9","52.9","114.3","20","-16.4","25.1","4.5","31.3","11.5","7.9","16.8","75.3","00","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"393.1","-847.2","112","94.1","33","75.6","81.9","58.2","215.7","33","-11.6","19.5","5.8","31.9","11.7","10.3","15.1","74.6","00","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"758.3","-1668.8","300","232.9","90.3","148.5","119.6","110.5","434.6","34.3","-21.6","70.4","4.8","31.8","11.7","32.2","4.5","63.4","00","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"401.9","-828.3","94.1","103.6","51.5","53.1","-37","68.3","115.7","20.2","-16.4","25.3","4.5","31.3","11.5","7.9","16.8","75.3","00","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
"393.1","-847","112","94.1","33","58.3","81.9","75.6","215.7","33","-11.6","19.5","5.8","31.9","11.7","10.3","15","74.7","00","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
"758.3","-1668.1","299.6","232.8","90.2","110","118.8","150.3","435.1","34.2","-21.6","70.2","4.8","31.8","11.6","32.1","4.5","63.5","00","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
